date,stream,swe_mm_we,snow_density_kg_m3
2019-10-01,final,0.011405,100.4943
2019-10-02,final,0.007045,100.7848
2019-10-03,final,0.007212,100.8231
2019-10-04,final,0.006649,100.9038
2019-10-05,final,0.000587,100.5970
2019-10-06,final,0.001387,107.4664
2019-10-07,final,0.000616,100.3490
2019-10-08,final,0.000000,100.0000
2019-10-09,final,0.000000,100.0000
2019-10-10,final,1.208029,133.2566
2019-10-11,final,2.902082,129.0929
2019-10-12,final,2.677098,130.9280
2019-10-13,final,2.321909,131.8640
2019-10-14,final,1.842615,131.4005
2019-10-15,final,1.239041,128.6712
2019-10-16,final,0.907331,125.3994
2019-10-17,final,0.543528,119.8196
2019-10-18,final,0.384080,123.2773
2019-10-19,final,0.795924,125.3902
2019-10-20,final,2.380762,137.2354
2019-10-21,final,3.362142,133.9621
2019-10-22,final,4.184361,131.5342
2019-10-23,final,3.928440,131.7310
2019-10-24,final,8.603392,140.2171
2019-10-25,final,8.854946,142.5963
2019-10-26,final,7.806065,146.2495
2019-10-27,final,6.192215,147.5401
2019-10-28,final,10.662665,134.3404
2019-10-29,final,13.637862,137.4857
2019-10-30,final,18.527860,127.2171
2019-10-31,final,18.602612,137.2159
2019-11-01,final,18.231849,148.0860
2019-11-02,final,17.882988,152.1185
2019-11-03,final,17.209177,153.7471
2019-11-04,final,16.114736,155.6666
2019-11-05,final,14.898496,157.9758
2019-11-06,final,13.420371,159.5010
2019-11-07,final,12.141248,161.7477
2019-11-08,final,11.224637,160.9313
2019-11-09,final,10.092215,161.4814
2019-11-10,final,8.493834,161.2951
2019-11-11,final,8.127529,157.5877
2019-11-12,final,8.172731,155.7538
2019-11-13,final,7.730537,154.5901
2019-11-14,final,7.366941,154.0127
2019-11-15,final,6.931243,152.7464
2019-11-16,final,6.213977,151.2912
2019-11-17,final,5.997918,149.1893
2019-11-18,final,5.737578,144.9455
2019-11-19,final,5.276387,141.7621
2019-11-20,final,5.186051,138.4251
2019-11-21,final,7.991635,151.1687
2019-11-22,final,14.219932,146.5883
2019-11-23,final,15.248544,150.6540
2019-11-24,final,14.910857,150.8100
2019-11-25,final,14.440917,151.0697
2019-11-26,final,22.380588,144.4886
2019-11-27,final,25.334698,148.0023
2019-11-28,final,26.895275,151.1466
2019-11-29,final,27.353215,154.4720
2019-11-30,final,33.968483,155.2233
2019-12-01,final,34.601605,154.9380
2019-12-02,final,34.415950,156.3809
2019-12-03,final,33.958419,159.3677
2019-12-04,final,33.479632,162.7655
2019-12-05,final,34.879341,163.8644
2019-12-06,final,37.058959,164.5803
2019-12-07,final,36.689251,167.0288
2019-12-08,final,36.751313,169.5517
2019-12-09,final,39.807504,169.0333
2019-12-10,final,39.914336,170.1526
2019-12-11,final,39.749166,170.4029
2019-12-12,final,39.470171,171.7336
2019-12-13,final,41.641505,170.4279
2019-12-14,final,44.297360,169.6670
2019-12-15,final,47.422298,168.0632
2019-12-16,final,51.460089,160.4085
2019-12-17,final,51.607020,163.5118
2019-12-18,final,51.473942,165.3613
2019-12-19,final,51.245167,166.8050
2019-12-20,final,51.014466,168.1929
2019-12-21,final,50.803868,169.9545
2019-12-22,final,50.399577,172.3271
2019-12-23,final,49.838016,175.2630
2019-12-24,final,49.333658,178.5575
2019-12-25,final,51.931972,177.0523
2019-12-26,final,54.122409,175.1027
2019-12-27,final,54.519067,175.8698
2019-12-28,final,59.924033,166.5845
2019-12-29,final,62.340985,163.0225
2019-12-30,final,62.324741,163.8153
2019-12-31,final,62.254941,165.0458
2020-01-01,final,62.158244,166.3332
2020-01-02,final,64.530636,164.2106
2020-01-03,final,64.772014,164.8455
2020-01-04,final,64.726467,167.0114
2020-01-05,final,64.255989,170.0015
2020-01-06,final,64.291793,172.2472
2020-01-07,final,64.188424,173.6536
2020-01-08,final,63.882854,175.7938
2020-01-09,final,63.824281,177.6451
2020-01-10,final,64.684384,177.7265
2020-01-11,final,64.994839,176.6023
2020-01-12,final,65.703703,175.4867
2020-01-13,final,66.564045,174.8255
2020-01-14,final,67.498515,174.3073
2020-01-15,final,67.443867,177.4591
2020-01-16,final,67.152968,178.8581
2020-01-17,final,68.132196,179.9961
2020-01-18,final,70.853159,179.6572
2020-01-19,final,70.689513,179.7265
2020-01-20,final,70.528134,180.8078
2020-01-21,final,70.480120,182.5417
2020-01-22,final,73.659353,181.9510
2020-01-23,final,74.166568,184.1716
2020-01-24,final,74.326647,186.3628
2020-01-25,final,74.695057,186.5201
2020-01-26,final,74.539126,189.5691
2020-01-27,final,74.549677,189.7813
2020-01-28,final,77.723495,192.6856
2020-01-29,final,77.878807,193.5514
2020-01-30,final,78.183619,193.9445
2020-01-31,final,79.403165,193.3002
2020-02-01,final,79.136338,195.1493
2020-02-02,final,78.392441,198.3481
2020-02-03,final,77.476253,201.6394
2020-02-04,final,82.433922,187.2691
2020-02-05,final,83.636529,184.8623
2020-02-06,final,83.948533,186.3996
2020-02-07,final,89.611995,180.1231
2020-02-08,final,92.628131,182.1820
2020-02-09,final,92.872562,186.1881
2020-02-10,final,94.101707,186.2341
2020-02-11,final,96.254066,184.6471
2020-02-12,final,96.427798,187.3471
2020-02-13,final,97.202853,187.3894
2020-02-14,final,97.244021,188.4292
2020-02-15,final,96.607586,191.6283
2020-02-16,final,96.499812,194.1971
2020-02-17,final,98.416526,195.8970
2020-02-18,final,98.879158,197.6044
2020-02-19,final,98.630060,199.0934
2020-02-20,final,99.489141,197.9418
2020-02-21,final,99.211668,199.9044
2020-02-22,final,98.434044,201.9609
2020-02-23,final,98.938024,203.2257
2020-02-24,final,100.452448,204.5215
2020-02-25,final,101.329933,205.2066
2020-02-26,final,101.511560,204.2756
2020-02-27,final,101.317865,206.0103
2020-02-28,final,100.724990,208.0161
2020-02-29,final,99.850676,208.8610
2020-03-01,final,98.855487,210.4833
2020-03-02,final,100.552598,211.3306
2020-03-03,final,100.010426,210.0677
2020-03-04,final,99.173671,212.8384
2020-03-05,final,98.045227,214.8388
2020-03-06,final,96.903021,214.9246
2020-03-07,final,95.447381,217.5393
2020-03-08,final,93.589073,219.7009
2020-03-09,final,92.778808,222.7998
2020-03-10,final,91.268042,225.0518
2020-03-11,final,90.450249,227.0059
2020-03-12,final,89.203526,227.0079
2020-03-13,final,86.970884,238.4129
2020-03-14,final,89.875517,232.5776
2020-03-15,final,88.428574,233.5163
2020-03-16,final,86.285280,232.9071
2020-03-17,final,84.249556,238.1045
