date,stream,swe_mm_we,snow_density_kg_m3
2019-01-02,final,48.172609,145.8938
2019-01-03,final,48.080726,152.4900
2019-01-04,final,47.892250,156.1523
2019-01-05,final,47.604955,158.7784
2019-01-06,final,48.114557,161.1023
2019-01-07,final,52.980369,161.6796
2019-01-08,final,54.282400,163.3774
2019-01-09,final,54.139026,165.7974
2019-01-10,final,53.876893,169.4873
2019-01-11,final,54.663445,171.4178
2019-01-12,final,60.216056,171.6024
2019-01-13,final,61.122964,171.0632
2019-01-14,final,61.707957,171.9120
2019-01-15,final,61.616556,173.6666
2019-01-16,final,63.655564,173.9641
2019-01-17,final,65.418997,176.0747
2019-01-18,final,69.520148,176.0406
2019-01-19,final,72.262140,176.8696
2019-01-20,final,72.018596,179.2163
2019-01-21,final,71.515414,182.6739
2019-01-22,final,75.770311,180.2516
2019-01-23,final,76.314244,179.5714
2019-01-24,final,77.525743,177.6198
2019-01-25,final,78.855048,176.3201
2019-01-26,final,78.922915,177.3435
2019-01-27,final,78.749456,179.4538
2019-01-28,final,78.621820,183.8389
2019-01-29,final,79.221949,183.0482
2019-01-30,final,79.023782,184.5130
2019-01-31,final,78.735427,186.4351
2019-02-01,final,78.303457,188.8356
2019-02-02,final,77.724889,191.5004
2019-02-03,final,77.766379,194.4141
2019-02-04,final,79.116471,195.5593
2019-02-05,final,80.690413,196.5575
2019-02-06,final,84.246571,192.9890
2019-02-07,final,88.550784,181.4356
2019-02-08,final,88.695585,183.4212
2019-02-09,final,88.462245,186.6358
2019-02-10,final,88.622080,189.1369
2019-02-11,final,88.699307,189.3629
2019-02-12,final,89.591891,187.5444
2019-02-13,final,89.244107,189.4038
2019-02-14,final,91.831078,189.2800
2019-02-15,final,101.328339,187.2016
2019-02-16,final,101.637814,189.7806
2019-02-17,final,103.964352,189.9006
2019-02-18,final,105.407072,183.2932
2019-02-19,final,108.756776,178.1687
2019-02-20,final,110.179520,179.1034
2019-02-21,final,111.210672,178.7928
2019-02-22,final,114.370970,176.6853
2019-02-23,final,119.624215,176.8511
2019-02-24,final,119.542718,180.3623
2019-02-25,final,119.178647,182.5695
2019-02-26,final,118.512214,185.6252
2019-02-27,final,117.751631,189.5376
2019-02-28,final,117.554409,193.7931
2019-03-01,final,118.112094,197.6368
2019-03-02,final,119.903789,201.0779
2019-03-03,final,129.289422,190.1514
2019-03-04,final,131.836312,191.1765
2019-03-05,final,131.920298,196.0741
2019-03-06,final,132.004677,201.4545
2019-03-07,final,135.600967,204.4135
2019-03-08,final,135.290393,207.8136
2019-03-09,final,138.406876,208.1488
2019-03-10,final,137.979752,209.2551
2019-03-11,final,138.114021,210.7966
2019-03-12,final,141.561321,207.9820
2019-03-13,final,146.742074,206.9034
2019-03-14,final,155.201926,213.8343
2019-03-15,final,155.000114,215.1306
2019-03-16,final,154.528271,217.9940
2019-03-17,final,153.907577,219.4667
2019-03-18,final,153.045624,223.0919
2019-03-19,final,152.061717,226.0074
2019-03-20,final,151.409371,227.5186
2019-03-21,final,150.240532,228.7905
2019-03-22,final,151.757389,228.7887
2019-03-23,final,152.891733,229.8269
2019-03-24,final,151.915590,231.8520
2019-03-25,final,151.756193,232.9420
2019-03-26,final,149.994814,234.2132
2019-03-27,final,147.254539,235.8507
2019-03-28,final,142.693588,236.6393
2019-03-29,final,137.983189,241.8786
2019-03-30,final,140.300703,247.6781
2019-03-31,final,140.101330,249.5550
2019-04-01,final,141.266745,247.2893
2019-04-02,final,139.919060,249.5999
2019-04-03,final,138.049009,250.4687
2019-04-04,final,135.986522,250.0511
2019-04-05,final,132.425202,248.3479
2019-04-06,final,128.424879,248.7707
2019-04-07,final,125.335024,249.6124
2019-04-08,final,121.555808,250.3776
2019-04-09,final,116.684794,253.6079
2019-04-10,final,111.543768,247.1865
2019-04-11,final,117.743643,245.6730
2019-04-12,final,118.013593,241.9015
2019-04-13,final,118.046593,241.0052
2019-04-14,final,117.972597,239.1152
2019-04-15,final,115.917301,239.5154
2019-04-16,final,112.904078,238.9593
2019-04-17,final,110.203752,234.5406
2019-04-18,final,108.291211,232.1822
2019-04-19,final,106.411104,230.6998
2019-04-20,final,102.602627,230.9127
2019-04-21,final,98.709589,230.0679
2019-04-22,final,96.092727,230.2874
2019-04-23,final,94.401997,231.6732
2019-04-24,final,91.432546,232.6474
2019-04-25,final,87.649305,230.9893
2019-04-26,final,83.536786,229.1200
2019-04-27,final,79.726072,227.2454
2019-04-28,final,75.703526,224.2275
2019-04-29,final,72.621117,227.5716
2019-04-30,final,77.062898,218.8489
2019-05-01,final,79.072328,211.0382
2019-05-02,final,79.030142,210.0213
2019-05-03,final,77.778463,208.1470
2019-05-04,final,76.201064,206.7966
2019-05-05,final,74.542354,204.0137
2019-05-06,final,72.342394,200.6822
2019-05-07,final,69.523247,199.7914
2019-05-08,final,66.916713,201.8145
2019-05-09,final,72.051563,208.6774
2019-05-10,final,75.385298,201.4620
2019-05-11,final,74.332798,202.6611
2019-05-12,final,71.899614,203.9459
2019-05-13,final,68.918551,197.2455
2019-05-14,final,65.444973,193.7419
2019-05-15,final,61.584185,191.3176
2019-05-16,final,57.597870,186.3240
2019-05-17,final,53.673661,185.6495
2019-05-18,final,54.175260,186.3733
2019-05-19,final,54.303528,183.8839
2019-05-20,final,54.756555,187.3370
2019-05-21,final,61.422489,191.4143
2019-05-22,final,63.157237,192.8663
2019-05-23,final,62.673358,189.6304
2019-05-24,final,62.543506,188.1559
2019-05-25,final,60.481110,185.7800
2019-05-26,final,58.324940,175.3473
2019-05-27,final,56.292111,169.7836
2019-05-28,final,56.378508,169.6934
2019-05-29,final,57.496241,169.4865
2019-05-30,final,57.279774,169.1410
2019-05-31,final,55.653151,167.8401
2019-06-01,final,53.197797,165.7725
2019-06-02,final,49.766735,162.5533
2019-06-03,final,45.966607,161.6263
2019-06-04,final,42.485535,161.9729
2019-06-05,final,39.435780,163.0891
2019-06-06,final,36.446093,163.0353
2019-06-07,final,33.013650,162.5089
2019-06-08,final,29.610168,161.0684
2019-06-09,final,26.853233,159.7382
2019-06-10,final,25.266446,157.1352
2019-06-11,final,23.303223,157.4599
2019-06-12,final,21.316773,153.3565
2019-06-13,final,18.904721,152.4151
2019-06-14,final,16.512042,150.3946
2019-06-15,final,14.484508,148.3208
2019-06-16,final,12.730575,143.1989
2019-06-17,final,11.051976,143.1705
2019-06-18,final,9.633242,141.5565
2019-06-19,final,8.518455,137.6935
2019-06-20,final,7.290036,133.3822
2019-06-21,final,6.200183,133.9783
2019-06-22,final,6.577050,130.2040
2019-06-23,final,6.361314,132.7180
2019-06-24,final,5.940895,131.6987
2019-06-25,final,5.020282,126.6704
2019-06-26,final,4.231633,119.0215
2019-06-27,final,3.537821,116.4316
2019-06-28,final,2.903491,115.4315
2019-06-29,final,2.328400,113.4155
2019-06-30,final,1.780127,113.4646
2019-07-01,final,1.271677,110.5999
2019-07-02,final,0.841146,106.8026
2019-07-03,final,0.516855,106.8026
2019-07-04,final,0.268547,106.8026
2019-07-05,final,0.139336,106.8026
2019-07-06,final,0.072413,106.8026
2019-07-07,final,0.033033,105.7720
2019-07-08,final,0.016526,105.7720
2019-07-09,final,0.005911,103.9751
2019-07-10,final,0.000000,100.0000
2019-07-11,final,0.000000,100.0000
2019-07-12,final,0.000000,100.0000
2019-07-13,final,0.000000,100.0000
2019-07-14,final,0.000000,100.0000
2019-07-15,final,0.000000,100.0000
2019-07-16,final,0.000000,100.0000
2019-07-17,final,0.000000,100.0000
2019-07-18,final,0.000000,100.0000
2019-07-19,final,0.000000,100.0000
2019-07-20,final,0.000000,100.0000
2019-07-21,final,0.000000,100.0000
2019-07-22,final,0.000000,100.0000
2019-07-23,final,0.000000,100.0000
2019-07-24,final,0.000000,100.0000
2019-07-25,final,0.000000,100.0000
2019-07-26,final,0.000000,100.0000
2019-07-27,final,0.000000,100.0000
2019-07-28,final,0.000000,100.0000
2019-07-29,final,0.000000,100.0000
2019-07-30,final,0.000000,100.0000
2019-07-31,final,0.000000,100.0000
2019-08-01,final,0.000000,100.0000
2019-08-02,final,0.000000,100.0000
2019-08-03,final,0.000000,100.0000
2019-08-04,final,0.000000,100.0000
2019-08-05,final,0.000000,100.0000
2019-08-06,final,0.000000,100.0000
2019-08-07,final,0.000000,100.0000
2019-08-08,final,0.000000,100.0000
2019-08-09,final,0.000000,100.0000
2019-08-10,final,0.000000,100.0000
2019-08-11,final,0.000000,100.0000
2019-08-12,final,0.000000,100.0000
2019-08-13,final,0.000000,100.0000
2019-08-14,final,0.000000,100.0000
2019-08-15,final,0.000000,100.0000
2019-08-16,final,0.000000,100.0000
2019-08-17,final,0.000000,100.0000
2019-08-18,final,0.000000,100.0000
2019-08-19,final,0.000000,100.0000
2019-08-20,final,0.000000,100.0000
2019-08-21,final,0.000000,100.0000
2019-08-22,final,0.000000,100.0000
2019-08-23,final,0.000000,100.0000
2019-08-24,final,0.000000,100.0000
2019-08-25,final,0.000000,100.0000
2019-08-26,final,0.000000,100.0000
2019-08-27,final,0.000000,100.0000
2019-08-28,final,0.000000,100.0000
2019-08-29,final,0.000000,100.0000
2019-08-30,final,0.000000,100.0000
2019-08-31,final,0.000000,100.0000
2019-09-01,final,0.000000,100.0000
2019-09-02,final,0.000000,100.0000
2019-09-03,final,0.000000,100.0000
2019-09-04,final,0.000000,100.0000
2019-09-05,final,0.000000,100.0000
2019-09-06,final,0.000000,100.0000
2019-09-07,final,0.000000,100.0000
2019-09-08,final,0.000000,100.0000
2019-09-09,final,0.000000,100.0000
2019-09-10,final,0.000000,100.0000
2019-09-11,final,0.000000,100.0109
2019-09-12,final,0.014593,101.9858
2019-09-13,final,0.006668,101.3992
2019-09-14,final,0.000418,100.2730
2019-09-15,final,0.000000,100.0000
2019-09-16,final,0.000000,100.0000
2019-09-17,final,0.000000,100.0041
2019-09-18,final,0.000000,100.0000
2019-09-19,final,0.000000,100.0000
2019-09-20,final,0.000000,100.0000
2019-09-21,final,0.000000,100.0000
2019-09-22,final,0.000000,100.0000
2019-09-23,final,0.000000,100.0000
2019-09-24,final,0.000000,100.0000
2019-09-25,final,0.000000,100.0000
2019-09-26,final,0.000000,100.0000
2019-09-27,final,0.000000,100.0000
2019-09-28,final,0.000000,100.0000
2019-09-29,final,0.000000,100.0349
2019-09-30,final,0.004646,101.5055
