date,stream,swe_mm_we,snow_density_kg_m3
1989-10-01,final,0.000000,100.2306
1989-10-02,final,0.000000,100.0000
1989-10-03,final,0.000000,100.5072
1989-10-04,final,0.162995,103.3993
1989-10-05,final,0.278468,105.5706
1989-10-06,final,0.401023,109.5147
1989-10-07,final,0.282016,109.8772
1989-10-08,final,0.247897,107.5977
1989-10-09,final,0.171034,105.9466
1989-10-10,final,0.106410,105.4335
1989-10-11,final,0.054839,103.8518
1989-10-12,final,0.030255,102.3288
1989-10-13,final,0.015747,101.8480
1989-10-14,final,0.008074,101.0236
1989-10-15,final,0.005092,101.1288
1989-10-16,final,3.590241,140.9236
1989-10-17,final,6.018818,141.7730
1989-10-18,final,3.163509,136.5336
1989-10-19,final,2.784520,129.5705
1989-10-20,final,2.367527,128.7132
1989-10-21,final,1.646050,127.8744
1989-10-22,final,1.187819,125.2503
1989-10-23,final,0.812337,120.9304
1989-10-24,final,0.526116,117.8180
1989-10-25,final,0.329959,115.3740
1989-10-26,final,1.620876,132.9068
1989-10-27,final,3.111526,143.7658
1989-10-28,final,2.774677,143.2618
1989-10-29,final,4.423544,144.5207
1989-10-30,final,6.134773,150.7304
1989-10-31,final,5.931833,152.7815
1989-11-01,final,7.963663,146.2137
1989-11-02,final,7.194319,143.9778
1989-11-03,final,6.397743,146.0193
1989-11-04,final,5.795496,145.4074
1989-11-05,final,5.264272,145.1144
1989-11-06,final,5.321615,141.8821
1989-11-07,final,6.417263,142.1152
1989-11-08,final,6.036897,141.9293
1989-11-09,final,5.635516,142.5704
1989-11-10,final,4.995300,141.6137
1989-11-11,final,4.031084,137.3522
1989-11-12,final,3.172679,133.0835
1989-11-13,final,2.448259,131.1664
1989-11-14,final,2.090213,129.4676
1989-11-15,final,3.644308,138.0930
1989-11-16,final,3.652388,137.1030
1989-11-17,final,3.528119,137.5688
1989-11-18,final,3.419332,137.2766
1989-11-19,final,3.241699,137.0442
1989-11-20,final,2.675816,136.7277
1989-11-21,final,2.037191,134.0119
1989-11-22,final,1.780178,134.1016
1989-11-23,final,1.694218,128.3624
1989-11-24,final,1.601082,130.9134
1989-11-25,final,4.580791,138.0790
1989-11-26,final,5.907423,141.4504
1989-11-27,final,10.160676,150.7249
1989-11-28,final,11.892824,148.2715
1989-11-29,final,11.428719,147.0223
1989-11-30,final,11.307085,149.1921
1989-12-01,final,11.294297,150.8155
1989-12-02,final,10.601905,154.5700
1989-12-03,final,10.425462,155.0748
1989-12-04,final,10.190325,155.7494
1989-12-05,final,9.479062,151.3502
1989-12-06,final,10.168691,151.7493
1989-12-07,final,12.789140,151.0970
1989-12-08,final,12.760975,151.7013
1989-12-09,final,12.161115,151.3001
1989-12-10,final,13.569888,149.5024
1989-12-11,final,17.152904,138.7709
1989-12-12,final,17.021328,141.6774
1989-12-13,final,16.971767,146.2052
1989-12-14,final,16.921014,146.4980
1989-12-15,final,17.756124,143.0023
1989-12-16,final,20.036669,142.4349
1989-12-17,final,21.176035,139.2477
1989-12-18,final,23.337957,139.5317
1989-12-19,final,22.457216,141.2796
1989-12-20,final,21.060065,144.0110
1989-12-21,final,20.705875,144.8152
1989-12-22,final,21.122799,136.2280
1989-12-23,final,21.198958,140.5682
1989-12-24,final,20.675425,146.0206
1989-12-25,final,20.460689,147.9644
1989-12-26,final,19.764894,148.3614
1989-12-27,final,19.741731,148.6595
1989-12-28,final,19.114172,150.7576
1989-12-29,final,18.850066,149.2392
1989-12-30,final,19.220970,150.4166
1989-12-31,final,20.833604,151.4129
1990-01-01,final,20.740421,152.6323
1990-01-02,final,20.219265,148.8267
1990-01-03,final,23.308957,145.1717
1990-01-04,final,25.563001,148.2622
1990-01-05,final,25.259695,149.3499
1990-01-06,final,25.254635,148.1176
1990-01-07,final,24.764859,148.7658
1990-01-08,final,24.748549,149.8757
1990-01-09,final,24.802696,152.1907
1990-01-10,final,24.596999,155.0993
1990-01-11,final,23.334144,157.9733
1990-01-12,final,22.456272,161.8648
