date,frsno,snodp_m,snomas_kg_m2,depth_m
1991-10-01,0.00000000,0.00000000,0.000000,0.00000000
1991-10-02,0.00000000,0.00000000,0.000000,0.00000000
1991-10-03,0.00000000,0.00000000,0.000000,0.00000000
1991-10-04,0.00532214,0.03234041,0.138376,0.00066199
1991-10-05,0.00484815,0.03410980,0.126052,0.00076984
1991-10-06,0.00149738,0.02605054,0.038932,0.00022448
1991-10-07,0.00024902,0.01446978,0.006475,0.00002981
1991-10-08,0.00002471,0.00427359,0.000642,0.00000160
1991-10-09,0.00000000,0.00000000,0.000000,0.00000000
1991-10-10,0.00000000,0.00000000,0.000000,0.00000000
1991-10-11,0.00000000,0.00000000,0.000000,0.00000000
1991-10-12,0.00000000,0.00000000,0.000000,0.00000000
1991-10-13,0.00000000,0.00000000,0.000000,0.00000000
1991-10-14,0.00000000,0.00002047,0.000000,0.00000000
1991-10-15,0.00000000,0.00000000,0.000000,0.00000000
1991-10-16,0.00000000,0.00000000,0.000000,0.00000000
1991-10-17,0.00000000,0.00000000,0.000000,0.00000000
1991-10-18,0.00000000,0.00000000,0.000000,0.00000000
1991-10-19,0.00000000,0.00000000,0.000000,0.00000000
1991-10-20,0.00000000,0.00000119,0.000000,0.00000000
1991-10-21,0.00000000,0.00000000,0.000000,0.00000000
1991-10-22,0.00000005,0.00115386,0.000001,0.00000000
1991-10-23,0.00035110,0.01751676,0.009129,0.00003813
1991-10-24,0.05246681,0.10429352,1.364137,0.00816509
1991-10-25,0.09578459,0.12132928,2.490399,0.01635871
1991-10-26,0.07918909,0.10894934,2.058916,0.01340567
1991-10-27,0.03905007,0.10927467,1.015302,0.00659887
1991-10-28,0.12835752,0.15027960,3.337295,0.02178123
1991-10-29,0.21846977,0.17225591,5.680214,0.03783617
1991-10-30,0.38209529,0.17329922,9.952659,0.06628224
1991-10-31,0.49767139,0.17464693,13.157834,0.08748674
1991-11-01,0.47638668,0.17407017,12.543113,0.08324510
1991-11-02,0.50824761,0.17407243,13.397575,0.08878777
1991-11-03,0.50282381,0.17381386,13.236027,0.08762206
1991-11-04,0.43510473,0.17341483,11.429179,0.07554705
1991-11-05,0.31812937,0.17280599,8.307424,0.05489717
1991-11-06,0.23947872,0.17271395,6.283245,0.04144576
1991-11-07,0.18721495,0.17124707,4.998607,0.03278813
1991-11-08,0.14879232,0.16725755,3.974694,0.02592791
1991-11-09,0.09018956,0.16009776,2.357869,0.01517785
1991-11-10,0.06016444,0.15219624,1.564275,0.00999807
1991-11-11,0.06088556,0.15354171,1.583024,0.01006964
1991-11-12,0.05420434,0.14305816,1.409313,0.00893789
1991-11-13,0.02854475,0.13010408,0.742164,0.00468296
1991-11-14,0.02913528,0.13775041,0.757517,0.00472165
1991-11-15,0.17218989,0.16456071,4.567414,0.02908399
1991-11-16,0.36488484,0.17640120,10.404400,0.06693532
1991-11-17,0.49849095,0.18029377,14.400584,0.09286834
1991-11-18,0.51801800,0.18223077,15.319469,0.09798871
1991-11-19,0.62634901,0.18624751,18.880061,0.12039820
1991-11-20,0.58593373,0.18472191,17.774140,0.11166910
1991-11-21,0.47886623,0.18074996,14.590500,0.08952988
1991-11-22,0.45221791,0.17943831,13.822848,0.08387252
1991-11-23,0.46645145,0.17907545,14.187003,0.08602031
1991-11-24,0.45134326,0.17829637,13.714371,0.08276096
1991-11-25,0.43787074,0.17787375,13.350004,0.08019632
1991-11-26,0.41179646,0.17769568,12.727635,0.07570876
1991-11-27,0.38089784,0.17721560,11.967531,0.07013397
1991-11-28,0.34084886,0.17521921,10.692671,0.06153086
1991-11-29,0.37880682,0.17625584,11.890484,0.06885013
1991-11-30,0.47141399,0.17919759,14.793191,0.08727852
1991-12-01,0.51434764,0.18165835,16.344019,0.09703076
1991-12-02,0.52807792,0.18230986,16.869524,0.10009589
1991-12-03,0.53511869,0.18314622,17.258929,0.10211317
1991-12-04,0.50264730,0.18216918,16.363527,0.09552318
1991-12-05,0.43053948,0.18041224,14.349486,0.08137416
1991-12-06,0.38578009,0.17901654,13.060019,0.07239982
1991-12-07,0.33598055,0.17716004,11.556924,0.06229318
1991-12-08,0.31784467,0.17673891,11.069368,0.05888706
1991-12-09,0.31330307,0.17675016,11.001125,0.05820284
1991-12-10,0.30173818,0.17600534,10.637154,0.05563521
1991-12-11,0.33162555,0.17743528,11.706297,0.06199839
1991-12-12,0.41831043,0.18094395,14.568087,0.08001757
1991-12-13,0.40360042,0.18074916,14.217257,0.07719771
1991-12-14,0.39564584,0.18028527,13.981432,0.07538729
1991-12-15,0.37238081,0.17949594,13.295848,0.07061956
1991-12-16,0.34447042,0.17870861,12.495063,0.06505687
1991-12-17,0.31726957,0.17760100,11.670169,0.05941806
1991-12-18,0.30978746,0.17728823,11.461577,0.05791554
1991-12-19,0.38928358,0.18245182,14.379027,0.07668571
1991-12-20,0.39071607,0.18357432,14.656313,0.07788355
1991-12-21,0.36358676,0.18290483,13.912043,0.07235044
1991-12-22,0.34297720,0.18236558,13.354210,0.06815133
1991-12-23,0.34300138,0.18191280,13.339133,0.06775186
1991-12-24,0.32486122,0.18116225,12.794775,0.06389472
1991-12-25,0.30948370,0.18046869,12.327695,0.06056238
1991-12-26,0.29653570,0.17973770,11.913934,0.05764003
1991-12-27,0.28723996,0.17838748,11.594490,0.05535213
1991-12-28,0.27990337,0.17447051,11.328379,0.05323397
1991-12-29,0.28035091,0.17314459,11.302682,0.05309293
1991-12-30,0.28201900,0.17233406,11.343420,0.05324647
1991-12-31,0.30967244,0.17882570,12.323834,0.05976436
1992-01-01,0.33127495,0.17942370,12.888018,0.06334697
1992-01-02,0.33206975,0.17953163,12.948010,0.06355699
1992-01-03,0.32876626,0.18021749,12.982943,0.06352311
1992-01-04,0.34785127,0.18188632,13.758123,0.06837790
1992-01-05,0.35270763,0.18296085,14.099145,0.07013420
1992-01-06,0.34978586,0.18356492,14.170935,0.07025321
1992-01-07,0.42292996,0.18975490,17.228906,0.08977860
1992-01-08,0.51650611,0.19737802,20.836172,0.11313249
1992-01-09,0.52893741,0.19837946,21.467827,0.11664079
1992-01-10,0.51462572,0.19771330,21.161183,0.11362863
1992-01-11,0.47754571,0.19801386,20.313556,0.10675649
1992-01-12,0.48180163,0.20021315,20.749287,0.10871226
1992-01-13,0.50402712,0.20083500,21.474109,0.11284905
1992-01-14,0.50575720,0.20073406,21.591161,0.11306370
1992-01-15,0.52024612,0.20219194,22.273942,0.11701973
1992-01-16,0.51221088,0.20162378,22.048468,0.11502433
1992-01-17,0.49066672,0.20177608,21.598582,0.11120579
1992-01-18,0.50176859,0.20374788,22.291262,0.11505957
1992-01-19,0.50035132,0.20384889,22.357981,0.11494660
1992-01-20,0.48839800,0.20476402,22.278735,0.11356616
1992-01-21,0.45876287,0.20418717,21.542323,0.10754659
1992-01-22,0.44521355,0.20375441,21.223905,0.10466047
1992-01-23,0.44520340,0.20397345,21.349037,0.10490767
1992-01-24,0.43419418,0.20372296,21.139057,0.10271150
1992-01-25,0.40183709,0.20146904,20.060913,0.09486125
1992-01-26,0.36656075,0.19967321,19.012179,0.08703232
1992-01-27,0.33669612,0.19850255,18.129015,0.08079610
1992-01-28,0.31094688,0.19683322,17.328291,0.07521870
1992-01-29,0.28686153,0.19148019,16.567822,0.06986494
1992-01-30,0.26685225,0.18135601,15.892099,0.06512389
1992-01-31,0.25045618,0.16563951,15.330081,0.06095009
1992-02-01,0.23568172,0.15146810,14.689026,0.05618002
1992-02-02,0.22459551,0.15015426,14.159481,0.05296977
1992-02-03,0.22717262,0.17607665,14.123610,0.05309492
1992-02-04,0.24171481,0.17451193,14.449846,0.05515535
1992-02-05,0.24548668,0.16610122,14.448912,0.05505276
1992-02-06,0.23963060,0.16200753,14.152304,0.05332577
1992-02-07,0.22902153,0.16005138,13.727649,0.05081375
1992-02-08,0.22618275,0.17143342,13.587725,0.05042224
1992-02-09,0.22773885,0.16481373,13.771862,0.05123038
1992-02-10,0.22649488,0.16836439,13.775797,0.05131780
1992-02-11,0.24570451,0.17125380,14.482970,0.05587834
1992-02-12,0.26189891,0.16836544,15.212833,0.06017225
1992-02-13,0.26496048,0.16527954,15.502765,0.06158560
1992-02-14,0.35889971,0.18199078,19.482953,0.08712731
1992-02-15,0.35974092,0.18445702,19.943296,0.08928352
1992-02-16,0.36720796,0.18438352,20.332261,0.09155193
1992-02-17,0.42823703,0.19650224,22.789035,0.10791484
1992-02-18,0.42271416,0.19636222,22.821155,0.10717019
1992-02-19,0.39320639,0.18465025,21.964716,0.10013398
1992-02-20,0.34277063,0.18351293,20.532677,0.08933827
1992-02-21,0.30023944,0.18403341,19.583916,0.08106491
1992-02-22,0.27357667,0.17814964,18.921021,0.07547433
1992-02-23,0.28316995,0.19394734,19.675979,0.07949660
1992-02-24,0.28975242,0.19591794,19.868862,0.08026002
1992-02-25,0.27578112,0.19904620,19.470458,0.07761582
1992-02-26,0.27327179,0.19237781,19.360656,0.07641652
1992-02-27,0.25088971,0.18602988,18.560306,0.07089259
1992-02-28,0.23015732,0.17623561,17.364889,0.06296429
1992-02-29,0.21680295,0.16061137,15.933951,0.05527161
1992-03-01,0.20646261,0.13217861,14.354689,0.04844305
1992-03-02,0.18836886,0.10938651,12.726025,0.04142649
1992-03-03,0.17971609,0.10833889,11.460221,0.03769132
1992-03-04,0.29591196,0.16349382,14.780591,0.05953381
1992-03-05,0.43110522,0.18768698,19.457514,0.09000715
1992-03-06,0.37206700,0.18790660,18.310740,0.08134160
1992-03-07,0.27371017,0.18416077,15.339543,0.06228685
1992-03-08,0.23268431,0.17866366,13.623577,0.05341564
1992-03-09,0.35855822,0.18830354,17.403650,0.07745792
1992-03-10,0.34778675,0.18726903,17.143656,0.07544171
1992-03-11,0.28343045,0.18809144,15.354351,0.06348437
1992-03-12,0.23132117,0.18580771,13.742555,0.05324391
1992-03-13,0.18972438,0.17806428,11.904148,0.04388820
1992-03-14,0.15796564,0.14803910,10.048428,0.03585636
1992-03-15,0.13200138,0.10557445,8.636653,0.02919634
1992-03-16,0.10920942,0.06732625,7.481667,0.02392111
1992-03-17,0.09826074,0.06983997,6.830068,0.02231649
1992-03-18,0.10688144,0.12626840,6.977068,0.02453080
1992-03-19,0.12346185,0.12403292,7.393638,0.02661236
1992-03-20,0.13384898,0.11349033,7.601549,0.02754747
1992-03-21,0.12656240,0.11541447,7.210165,0.02628888
1992-03-22,0.19176008,0.17067945,9.176171,0.03928124
1992-03-23,0.16618882,0.16988627,8.554101,0.03557764
1992-03-24,0.16480899,0.17137450,8.579367,0.03544348
1992-03-25,0.15846597,0.16782387,8.364795,0.03403833
1992-03-26,0.13106726,0.15052930,7.362324,0.02856109
1992-03-27,0.10705213,0.11524921,6.355396,0.02376721
1992-03-28,0.16400334,0.13457269,8.087859,0.03438187
1992-03-29,0.15567796,0.14685642,8.080463,0.03493339
1992-03-30,0.11319869,0.14030978,6.798643,0.02762566
1992-03-31,0.09291917,0.13471680,6.071699,0.02360702
1992-04-01,0.11115029,0.14033957,6.648345,0.02693411
1992-04-02,0.08715859,0.12530832,5.906053,0.02241724
1992-04-03,0.07014489,0.10313504,5.216628,0.01835060
1992-04-04,0.05521285,0.06273396,3.980799,0.01214704
1992-04-05,0.04346257,0.03264956,2.738068,0.00797344
1992-04-06,0.03646194,0.02679250,2.072051,0.00574835
1992-04-07,0.02825644,0.01940272,1.358483,0.00363929
1992-04-08,0.02097548,0.01488467,0.686735,0.00194779
1992-04-09,0.00662871,0.00770730,0.172347,0.00051809
1992-04-10,0.00080203,0.00522953,0.020853,0.00005917
1992-04-11,0.00009664,0.00426353,0.002513,0.00000740
1992-04-12,0.00000966,0.00134039,0.000251,0.00000062
1992-04-13,0.00000000,0.00000000,0.000000,0.00000000
1992-04-14,0.00082836,0.01487171,0.021537,0.00010967
1992-04-15,0.00041665,0.01653557,0.010833,0.00006134
1992-04-16,0.01095240,0.05829913,0.284763,0.00154010
1992-04-17,0.00742685,0.05027591,0.193098,0.00114250
1992-04-18,0.01566652,0.08173527,0.407330,0.00249146
1992-04-19,0.05471368,0.13309396,1.422556,0.00921644
1992-04-20,0.05903673,0.12413069,1.534955,0.00995277
1992-04-21,0.04370094,0.09497131,1.136224,0.00721077
1992-04-22,0.01246341,0.07506625,0.324049,0.00202279
1992-04-23,0.01141087,0.06536456,0.296683,0.00187621
1992-04-24,0.00960859,0.05321194,0.249823,0.00157734
1992-04-25,0.00236547,0.04274743,0.061502,0.00038029
1992-04-26,0.00039873,0.02682488,0.010367,0.00005972
1992-04-27,0.00003054,0.00730906,0.000794,0.00000235
1992-04-28,0.00000000,0.00000000,0.000000,0.00000000
1992-04-29,0.00000000,0.00000000,0.000000,0.00000000
1992-04-30,0.00000000,0.00000000,0.000000,0.00000000
1992-05-01,0.00000000,0.00000000,0.000000,0.00000000
1992-05-02,0.00000272,0.00729350,0.000071,0.00000012
1992-05-03,0.00000000,0.00008405,0.000000,0.00000000
1992-05-04,0.00000009,0.00031891,0.000002,0.00000000
1992-05-05,0.00000000,0.00000000,0.000000,0.00000000
1992-05-06,0.00000000,0.00000001,0.000000,0.00000000
1992-05-07,0.00000009,0.00099117,0.000002,0.00000000
1992-05-08,0.00000000,0.00000000,0.000000,0.00000000
1992-05-09,0.00005526,0.00336150,0.001437,0.00000472
1992-05-10,0.00041092,0.04023460,0.010684,0.00004742
1992-05-11,0.00020993,0.01251767,0.005458,0.00002380
1992-05-12,0.00001049,0.00155934,0.000273,0.00000106
1992-05-13,0.00000012,0.00238979,0.000003,0.00000000
1992-05-14,0.00000000,0.00000000,0.000000,0.00000000
1992-05-15,0.00000000,0.00000000,0.000000,0.00000000
1992-05-16,0.00000000,0.00000000,0.000000,0.00000000
1992-05-17,0.00000003,0.00131840,0.000001,0.00000000
1992-05-18,0.00000000,0.00000000,0.000000,0.00000000
1992-05-19,0.00000000,0.00000000,0.000000,0.00000000
1992-05-20,0.00000000,0.00000000,0.000000,0.00000000
1992-05-21,0.00012057,0.00241340,0.003135,0.00001323
1992-05-22,0.00018319,0.01042435,0.004763,0.00002060
1992-05-23,0.00000969,0.00341719,0.000252,0.00000080
1992-05-24,0.00000003,0.00082914,0.000001,0.00000000
1992-05-25,0.00000000,0.00000000,0.000000,0.00000000
1992-05-26,0.00009961,0.00445294,0.002590,0.00000847
1992-05-27,0.00022308,0.01029893,0.005800,0.00001561
1992-05-28,0.00077291,0.01972135,0.020096,0.00008090
1992-05-29,0.00018468,0.01708312,0.004802,0.00002341
1992-05-30,0.00170984,0.01970049,0.044456,0.00018291
1992-05-31,0.00055505,0.02293265,0.014431,0.00007853
1992-06-01,0.00649567,0.06499081,0.168887,0.00096748
1992-06-02,0.00216437,0.05543932,0.056274,0.00032643
1992-06-03,0.00006836,0.00869542,0.001777,0.00000707
1992-06-04,0.00000000,0.00000000,0.000000,0.00000000
1992-06-05,0.00013122,0.00506166,0.003412,0.00001274
1992-06-06,0.00000717,0.00408497,0.000186,0.00000050
1992-06-07,0.00000000,0.00000000,0.000000,0.00000000
1992-06-08,0.00000000,0.00000000,0.000000,0.00000000
1992-06-09,0.00105922,0.01407575,0.027540,0.00010017
1992-06-10,0.00028304,0.01400442,0.007359,0.00002963
1992-06-11,0.00000000,0.00000000,0.000000,0.00000000
1992-06-12,0.00000000,0.00000000,0.000000,0.00000000
1992-06-13,0.00000000,0.00000000,0.000000,0.00000000
1992-06-14,0.00000000,0.00000000,0.000000,0.00000000
1992-06-15,0.00000010,0.00067040,0.000003,0.00000000
1992-06-16,0.00000000,0.00000000,0.000000,0.00000000
1992-06-17,0.00000048,0.00318974,0.000013,0.00000001
1992-06-18,0.00000000,0.00000000,0.000000,0.00000000
1992-06-19,0.00000000,0.00000000,0.000000,0.00000000
1992-06-20,0.00000000,0.00000000,0.000000,0.00000000
1992-06-21,0.00000000,0.00000000,0.000000,0.00000000
1992-06-22,0.00000000,0.00000000,0.000000,0.00000000
1992-06-23,0.00000000,0.00000000,0.000000,0.00000000
1992-06-24,0.00000000,0.00000000,0.000000,0.00000000
1992-06-25,0.00000000,0.00000000,0.000000,0.00000000
1992-06-26,0.00002593,0.00169749,0.000674,0.00000163
1992-06-27,0.00000000,0.00000000,0.000000,0.00000000
1992-06-28,0.00000000,0.00000000,0.000000,0.00000000
1992-06-29,0.00000000,0.00000000,0.000000,0.00000000
1992-06-30,0.00000000,0.00000000,0.000000,0.00000000
1992-07-01,0.00000000,0.00000000,0.000000,0.00000000
1992-07-02,0.00000044,0.00436427,0.000012,0.00000002
1992-07-03,0.00000000,0.00000000,0.000000,0.00000000
1992-07-04,0.00000000,0.00000000,0.000000,0.00000000
1992-07-05,0.00000000,0.00000000,0.000000,0.00000000
1992-07-06,0.00000000,0.00000000,0.000000,0.00000000
1992-07-07,0.00000000,0.00000000,0.000000,0.00000000
1992-07-08,0.00000000,0.00000000,0.000000,0.00000000
1992-07-09,0.00000000,0.00000000,0.000000,0.00000000
1992-07-10,0.00000000,0.00000000,0.000000,0.00000000
1992-07-11,0.00000000,0.00000000,0.000000,0.00000000
1992-07-12,0.00000000,0.00000000,0.000000,0.00000000
1992-07-13,0.00000000,0.00000000,0.000000,0.00000000
1992-07-14,0.00000000,0.00000000,0.000000,0.00000000
1992-07-15,0.00000000,0.00000000,0.000000,0.00000000
1992-07-16,0.00000000,0.00000000,0.000000,0.00000000
1992-07-17,0.00000000,0.00000000,0.000000,0.00000000
1992-07-18,0.00000000,0.00000000,0.000000,0.00000000
1992-07-19,0.00000000,0.00000000,0.000000,0.00000000
1992-07-20,0.00000000,0.00000000,0.000000,0.00000000
1992-07-21,0.00000000,0.00000000,0.000000,0.00000000
1992-07-22,0.00000000,0.00000000,0.000000,0.00000000
1992-07-23,0.00000000,0.00000000,0.000000,0.00000000
1992-07-24,0.00000000,0.00000000,0.000000,0.00000000
1992-07-25,0.00000000,0.00000000,0.000000,0.00000000
1992-07-26,0.00000000,0.00000000,0.000000,0.00000000
1992-07-27,0.00000000,0.00000000,0.000000,0.00000000
1992-07-28,0.00000000,0.00000000,0.000000,0.00000000
1992-07-29,0.00000000,0.00000000,0.000000,0.00000000
1992-07-30,0.00000000,0.00000000,0.000000,0.00000000
1992-07-31,0.00000000,0.00000000,0.000000,0.00000000
1992-08-01,0.00000000,0.00000000,0.000000,0.00000000
1992-08-02,0.00000000,0.00000000,0.000000,0.00000000
1992-08-03,0.00000000,0.00000000,0.000000,0.00000000
1992-08-04,0.00000000,0.00000000,0.000000,0.00000000
1992-08-05,0.00000000,0.00000000,0.000000,0.00000000
1992-08-06,0.00000000,0.00000000,0.000000,0.00000000
1992-08-07,0.00000000,0.00000000,0.000000,0.00000000
1992-08-08,0.00000000,0.00000000,0.000000,0.00000000
1992-08-09,0.00000000,0.00000000,0.000000,0.00000000
1992-08-10,0.00000000,0.00000000,0.000000,0.00000000
1992-08-11,0.00000000,0.00000000,0.000000,0.00000000
1992-08-12,0.00000000,0.00000000,0.000000,0.00000000
1992-08-13,0.00000000,0.00000000,0.000000,0.00000000
1992-08-14,0.00000000,0.00000000,0.000000,0.00000000
1992-08-15,0.00000000,0.00000000,0.000000,0.00000000
1992-08-16,0.00000000,0.00000000,0.000000,0.00000000
1992-08-17,0.00000000,0.00000000,0.000000,0.00000000
1992-08-18,0.00000000,0.00000000,0.000000,0.00000000
1992-08-19,0.00000000,0.00000000,0.000000,0.00000000
1992-08-20,0.00000000,0.00000000,0.000000,0.00000000
1992-08-21,0.00000000,0.00000000,0.000000,0.00000000
1992-08-22,0.00000000,0.00000000,0.000000,0.00000000
1992-08-23,0.00000000,0.00000000,0.000000,0.00000000
1992-08-24,0.00588439,0.01846615,0.152994,0.00053113
1992-08-25,0.00424132,0.03011164,0.110274,0.00066562
1992-08-26,0.00028355,0.01915555,0.007372,0.00003490
1992-08-27,0.00000374,0.00121684,0.000097,0.00000023
1992-08-28,0.00000000,0.00000000,0.000000,0.00000000
1992-08-29,0.00000000,0.00000000,0.000000,0.00000000
1992-08-30,0.00000000,0.00000000,0.000000,0.00000000
1992-08-31,0.00000000,0.00000000,0.000000,0.00000000
1992-09-01,0.00000000,0.00000000,0.000000,0.00000000
1992-09-02,0.00000000,0.00000000,0.000000,0.00000000
1992-09-03,0.00000000,0.00000000,0.000000,0.00000000
1992-09-04,0.00000000,0.00000000,0.000000,0.00000000
1992-09-05,0.00000078,0.00409759,0.000020,0.00000003
1992-09-06,0.00000000,0.00000000,0.000000,0.00000000
1992-09-07,0.00000000,0.00000000,0.000000,0.00000000
1992-09-08,0.00000000,0.00000000,0.000000,0.00000000
1992-09-09,0.00000000,0.00000000,0.000000,0.00000000
1992-09-10,0.00000000,0.00000000,0.000000,0.00000000
1992-09-11,0.00000000,0.00000000,0.000000,0.00000000
1992-09-12,0.00000000,0.00000000,0.000000,0.00000000
1992-09-13,0.00000000,0.00000000,0.000000,0.00000000
1992-09-14,0.00000000,0.00000000,0.000000,0.00000000
1992-09-15,0.00000000,0.00000000,0.000000,0.00000000
1992-09-16,0.00000000,0.00000000,0.000000,0.00000000
1992-09-17,0.00000000,0.00000000,0.000000,0.00000000
1992-09-18,0.00000006,0.00017073,0.000001,0.00000000
1992-09-19,0.00000000,0.00000000,0.000000,0.00000000
1992-09-20,0.00000000,0.00000000,0.000000,0.00000000
1992-09-21,0.00000022,0.00143113,0.000006,0.00000000
1992-09-22,0.00004681,0.00378493,0.001217,0.00000320
1992-09-23,0.00000765,0.00145197,0.000199,0.00000072
1992-09-24,0.00000000,0.00000000,0.000000,0.00000000
