date,stream,swe_mm_we,snow_density_kg_m3
2022-10-01,final,0.038863,101.6590
2022-10-02,final,0.036980,102.2438
2022-10-03,final,0.126848,102.6504
2022-10-04,final,0.080683,102.7793
2022-10-05,final,0.054032,102.6062
2022-10-06,final,0.038100,103.7672
2022-10-07,final,0.022019,101.9214
2022-10-08,final,0.016871,102.5065
2022-10-09,final,0.013125,102.2202
2022-10-10,final,0.010007,101.6368
2022-10-11,final,0.004682,101.1539
2022-10-12,final,0.002973,100.8542
2022-10-13,final,0.000842,100.2898
2022-10-14,final,0.000842,100.2899
2022-10-15,final,0.000842,100.2900
2022-10-16,final,0.024197,105.9908
2022-10-17,final,0.040215,103.5468
2022-10-18,final,0.025454,101.1653
2022-10-19,final,0.013281,101.1614
2022-10-20,final,0.007195,100.6550
2022-10-21,final,0.002398,100.4798
2022-10-22,final,0.001308,100.2294
2022-10-23,final,2.109813,125.9371
2022-10-24,final,6.258047,139.0615
2022-10-25,final,6.415893,142.5449
2022-10-26,final,6.334542,146.0103
2022-10-27,final,9.089448,141.3956
2022-10-28,final,10.746031,148.0308
2022-10-29,final,10.290899,149.5573
2022-10-30,final,9.685524,150.5831
2022-10-31,final,8.949584,150.3338
2022-11-01,final,8.026518,149.9827
2022-11-02,final,6.699452,149.0725
2022-11-03,final,7.865708,142.7457
2022-11-04,final,15.486461,147.9372
2022-11-05,final,15.607652,150.1181
2022-11-06,final,16.069337,150.5577
2022-11-07,final,15.740780,152.7914
2022-11-08,final,13.204974,154.2595
2022-11-09,final,11.501723,151.6510
2022-11-10,final,14.747098,155.2250
2022-11-11,final,14.919447,153.9170
2022-11-12,final,14.889839,153.4436
2022-11-13,final,14.730382,154.7104
2022-11-14,final,15.490097,154.0478
2022-11-15,final,16.188283,152.6018
2022-11-16,final,16.400601,153.1647
2022-11-17,final,16.337406,154.9510
2022-11-18,final,17.615251,148.6099
2022-11-19,final,17.702354,152.6981
2022-11-20,final,17.530107,154.3112
2022-11-21,final,17.283042,154.8965
2022-11-22,final,17.004308,155.5419
2022-11-23,final,16.706038,156.3598
2022-11-24,final,17.447535,157.3818
2022-11-25,final,17.506955,155.9159
2022-11-26,final,17.068913,156.9298
2022-11-27,final,18.106005,154.9536
2022-11-28,final,17.998633,153.8342
2022-11-29,final,21.451777,147.2663
2022-11-30,final,22.884700,149.0291
2022-12-01,final,22.646806,151.6665
2022-12-02,final,22.509317,153.5671
2022-12-03,final,25.072260,153.6763
2022-12-04,final,25.435773,153.8214
2022-12-05,final,25.412847,156.0001
2022-12-06,final,28.244730,153.8087
2022-12-07,final,29.563816,151.4631
2022-12-08,final,32.611785,149.9260
2022-12-09,final,32.671856,150.6450
2022-12-10,final,32.534708,151.6435
2022-12-11,final,32.348593,152.3835
2022-12-12,final,32.198783,153.3422
2022-12-13,final,36.219744,156.3107
2022-12-14,final,39.166971,151.4604
2022-12-15,final,39.570262,151.6171
2022-12-16,final,40.330611,150.5763
2022-12-17,final,40.190908,151.5842
2022-12-18,final,40.074815,152.7255
2022-12-19,final,39.958577,153.9738
2022-12-20,final,39.830380,154.7971
2022-12-21,final,40.017178,155.4999
2022-12-22,final,42.460797,145.5824
2022-12-23,final,42.635548,147.3547
2022-12-24,final,42.739941,151.8364
2022-12-25,final,42.807294,158.0428
2022-12-26,final,42.574648,161.2383
2022-12-27,final,42.144791,163.0600
2022-12-28,final,47.263854,161.7530
2022-12-29,final,54.605264,162.5146
2022-12-30,final,54.872687,160.8437
2022-12-31,final,57.593257,160.8741
2023-01-01,final,61.907120,162.5661
2023-01-02,final,68.039466,164.7593
2023-01-03,final,72.560740,165.6114
2023-01-04,final,73.876804,166.3026
2023-01-05,final,73.828263,168.2570
2023-01-06,final,74.274358,169.7939
2023-01-07,final,76.503778,170.7682
2023-01-08,final,76.378210,173.2455
2023-01-09,final,76.088638,175.9381
2023-01-10,final,77.435420,177.5918
2023-01-11,final,80.230363,179.8287
2023-01-12,final,82.439888,181.8906
2023-01-13,final,82.233763,183.7742
2023-01-14,final,81.739253,185.9514
2023-01-15,final,82.668213,188.4286
2023-01-16,final,87.051114,187.5447
