date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca
2010-10-01,final,0.000000,100.0000,0.00000000,0.00000000
2010-10-02,final,0.000000,100.0000,0.00000000,0.00000000
2010-10-03,final,0.000000,100.0000,0.00000000,0.00000000
2010-10-04,final,0.000000,100.1447,0.00000000,0.00000000
2010-10-05,final,0.000000,100.4047,0.00000000,0.00000000
2010-10-06,final,0.000000,100.0000,0.00000000,0.00000000
2010-10-07,final,0.019828,100.3898,0.00015102,0.00151015
2010-10-08,final,0.244036,104.3106,0.00179708,0.01797084
2010-10-09,final,0.416475,111.8500,0.00291029,0.02910291
2010-10-10,final,0.591136,113.5619,0.00406341,0.04063410
2010-10-11,final,0.568228,112.9157,0.00389622,0.03896223
2010-10-12,final,0.479189,111.9080,0.00331064,0.03310638
2010-10-13,final,0.552467,112.9037,0.00378989,0.03789887
2010-10-14,final,0.387727,111.2047,0.00267687,0.02676870
2010-10-15,final,0.236348,110.3113,0.00163192,0.01631923
2010-10-16,final,0.139455,107.2518,0.00098416,0.00984155
2010-10-17,final,0.084871,105.6130,0.00059725,0.00597250
2010-10-18,final,0.052976,103.6094,0.00037933,0.00379326
2010-10-19,final,0.250693,108.6864,0.00177689,0.01776891
2010-10-20,final,0.189344,106.9623,0.00134605,0.01346054
2010-10-21,final,0.165889,107.3723,0.00120838,0.01208381
2010-10-22,final,0.763951,112.2208,0.00543894,0.05438940
2010-10-23,final,2.662744,121.0631,0.01815981,0.18055721
2010-10-24,final,3.384889,121.4563,0.02292250,0.21835858
2010-10-25,final,3.455028,124.4173,0.02267532,0.20980274
2010-10-26,final,7.670699,142.0807,0.05024850,0.35263671
2010-10-27,final,8.665850,141.1944,0.05755437,0.37458475
2010-10-28,final,8.630756,138.7379,0.05674440,0.37230621
2010-10-29,final,8.259962,139.2100,0.05272448,0.35806937
2010-10-30,final,7.014907,139.7451,0.04313327,0.31417848
2010-10-31,final,6.472315,137.2406,0.03898549,0.27957509
2010-11-01,final,6.456332,135.3978,0.03908776,0.26731119
2010-11-02,final,6.291640,136.3138,0.03746845,0.26026051
2010-11-03,final,5.398856,134.3731,0.03115369,0.22731167
2010-11-04,final,4.601546,131.8818,0.02578887,0.19795747
2010-11-05,final,4.135012,129.4277,0.02263183,0.17889747
2010-11-06,final,3.558954,128.0090,0.01909033,0.15730794
2010-11-07,final,2.882726,125.4623,0.01515718,0.13376322
2010-11-08,final,2.683990,124.6578,0.01392442,0.12489290
2010-11-09,final,3.534558,137.1905,0.02054420,0.19406293
2010-11-10,final,6.422199,142.5746,0.04031500,0.36063314
2010-11-11,final,7.167298,142.6770,0.04640139,0.40612529
2010-11-12,final,8.005100,147.4409,0.05196094,0.45467469
2010-11-13,final,7.929237,147.1627,0.05122125,0.44665531
2010-11-14,final,8.172952,147.7648,0.05313859,0.45495122
2010-11-15,final,9.938246,145.1996,0.06788350,0.51646818
2010-11-16,final,11.646371,146.5117,0.07783644,0.55593070
2010-11-17,final,14.399393,151.7955,0.09489433,0.56741541
2010-11-18,final,14.263571,148.8870,0.09323725,0.56242728
2010-11-19,final,13.679753,150.2819,0.08754241,0.53622162
