date,frsno,snodp_m,snomas_kg_m2,depth_m
1982-10-01,0.00399618,0.05893484,0.103901,0.00062250
1982-10-02,0.00143068,0.05599769,0.037198,0.00021661
1982-10-03,0.00031874,0.02777926,0.008287,0.00004167
1982-10-04,0.00003275,0.00551052,0.000852,0.00000310
1982-10-05,0.00001240,0.00277000,0.000322,0.00000016
1982-10-06,0.00287606,0.05717485,0.074778,0.00045844
1982-10-07,0.00112411,0.03041449,0.029227,0.00016887
1982-10-08,0.02923439,0.09730593,0.760094,0.00411507
1982-10-09,0.06388567,0.13803052,1.661027,0.01093158
1982-10-10,0.07894183,0.12519722,2.052488,0.01339378
1982-10-11,0.06717743,0.15072817,1.746613,0.01138349
1982-10-12,0.05685084,0.14384272,1.478122,0.00964685
1982-10-13,0.03611515,0.14664683,0.938994,0.00602236
1982-10-14,0.01847290,0.13129821,0.480295,0.00312024
1982-10-15,0.00447569,0.09845570,0.116368,0.00071144
1982-10-16,0.00098644,0.05178526,0.025647,0.00014293
1982-10-17,0.00026795,0.02609545,0.006967,0.00003605
1982-10-18,0.00007745,0.01342648,0.002014,0.00000873
1982-10-19,0.01404768,0.06788571,0.365240,0.00187303
1982-10-20,0.01629768,0.08437739,0.423740,0.00278634
1982-10-21,0.00661787,0.07062545,0.172065,0.00112876
1982-10-22,0.00239219,0.06129118,0.062197,0.00040041
1982-10-23,0.00078112,0.04247958,0.020309,0.00011768
1982-10-24,0.00019089,0.02322849,0.004963,0.00002411
1982-10-25,0.00003561,0.01322050,0.000926,0.00000223
1982-10-26,0.00001798,0.01338385,0.000468,0.00000148
1982-10-27,0.04265711,0.09188102,1.109085,0.00628390
1982-10-28,0.09411965,0.15060069,2.447111,0.01617337
1982-10-29,0.08339290,0.13345484,2.168215,0.01426897
1982-10-30,0.06460479,0.13060541,1.679725,0.01105436
1982-10-31,0.06541196,0.12056211,1.700711,0.01121077
1982-11-01,0.07190402,0.12668811,1.869504,0.01236471
1982-11-02,0.07805701,0.15485360,2.029482,0.01329674
1982-11-03,0.08938118,0.14769528,2.323911,0.01525506
1982-11-04,0.07510257,0.14150914,1.952667,0.01274755
1982-11-05,0.05786927,0.13761974,1.504601,0.00981174
1982-11-06,0.04055693,0.12729011,1.054480,0.00687055
1982-11-07,0.02633729,0.11780265,0.684770,0.00446494
1982-11-08,0.02080505,0.11741119,0.540931,0.00353614
1982-11-09,0.09863715,0.13581751,2.564566,0.01669192
1982-11-10,0.11260258,0.12791027,2.927667,0.01921320
1982-11-11,0.23050709,0.15883765,6.174686,0.04031142
1982-11-12,0.31976284,0.16556746,8.602534,0.05660675
1982-11-13,0.29665310,0.16493538,7.969184,0.05231216
1982-11-14,0.28076846,0.16825769,7.515887,0.04930970
1982-11-15,0.25346758,0.16601647,6.769401,0.04430801
1982-11-16,0.22960497,0.16529421,6.109610,0.03991915
1982-11-17,0.19899694,0.16342870,5.280018,0.03442467
1982-11-18,0.17089727,0.16174579,4.558316,0.02954950
1982-11-19,0.17395691,0.16034210,4.726810,0.03040407
1982-11-20,0.21157240,0.16241638,5.823221,0.03739930
1982-11-21,0.22496506,0.16211872,6.219628,0.03986202
1982-11-22,0.23668724,0.15604149,6.561282,0.04188014
1982-11-23,0.26145008,0.17217845,7.260197,0.04658098
1982-11-24,0.25686996,0.17296802,7.132214,0.04565107
1982-11-25,0.23913367,0.17202615,6.662033,0.04241335
1982-11-26,0.22276149,0.17295978,6.219359,0.03941007
1982-11-27,0.20483545,0.17264043,5.724200,0.03603630
1982-11-28,0.19001031,0.17104044,5.314452,0.03324567
1982-11-29,0.20388916,0.17219338,5.737599,0.03587407
1982-11-30,0.26235269,0.17446754,7.554234,0.04745024
1982-12-01,0.34094146,0.18022605,10.666391,0.06724184
1982-12-02,0.40301204,0.18333703,13.059885,0.08243547
1982-12-03,0.40329318,0.18030005,13.142567,0.08223642
1982-12-04,0.37891924,0.17647942,12.451271,0.07678064
1982-12-05,0.34743632,0.17516639,11.591420,0.07024250
1982-12-06,0.32632312,0.17345075,10.975101,0.06560056
1982-12-07,0.30883640,0.17906596,10.451294,0.06163423
1982-12-08,0.30290645,0.17926141,10.302665,0.06010369
1982-12-09,0.29522137,0.17372615,10.344494,0.05924898
1982-12-10,0.28301767,0.17609936,10.184378,0.05706543
1982-12-11,0.27191148,0.17756916,9.903747,0.05463572
1982-12-12,0.25521127,0.17326190,9.414049,0.05101019
1982-12-13,0.24365408,0.17373152,9.063692,0.04853003
1982-12-14,0.27937260,0.17579034,10.203228,0.05576867
1982-12-15,0.28496538,0.17540359,10.393423,0.05681136
1982-12-16,0.28144657,0.17616607,10.386682,0.05641367
1982-12-17,0.26055612,0.17429392,9.755019,0.05191002
1982-12-18,0.24362551,0.17247292,9.189792,0.04816153
1982-12-19,0.23880601,0.16938743,8.994926,0.04684031
1982-12-20,0.23064567,0.16700915,8.682430,0.04484138
1982-12-21,0.22210092,0.16436360,8.359696,0.04278284
1982-12-22,0.21726766,0.16340208,8.172930,0.04161184
1982-12-23,0.27591888,0.16968006,10.184162,0.05424810
1982-12-24,0.44162027,0.18302309,15.181929,0.08637063
1982-12-25,0.55300206,0.18694820,18.418094,0.10804741
1982-12-26,0.54873784,0.18645269,18.305699,0.10681985
1982-12-27,0.54566932,0.18548655,18.146551,0.10531498
1982-12-28,0.56061707,0.18518224,18.543464,0.10761267
1982-12-29,0.55911717,0.18460910,18.456052,0.10682950
1982-12-30,0.55232722,0.18403246,18.228935,0.10512422
1982-12-31,0.54628334,0.18371173,18.058271,0.10378110
1983-01-01,0.52262652,0.18321812,17.395901,0.09923558
1983-01-02,0.48521584,0.18283918,16.404285,0.09241321
1983-01-03,0.44588932,0.18219690,15.318732,0.08500280
1983-01-04,0.41485396,0.18168148,14.468587,0.07920403
1983-01-05,0.38341663,0.18124406,13.634424,0.07343768
1983-01-06,0.33708330,0.18033414,12.343476,0.06472396
1983-01-07,0.30370633,0.17958759,11.401364,0.05843986
1983-01-08,0.29493751,0.17981743,11.248433,0.05722231
1983-01-09,0.28834188,0.18002675,11.142242,0.05636509
1983-01-10,0.28770138,0.17982269,11.108111,0.05615472
1983-01-11,0.27907862,0.17938990,10.839294,0.05436809
1983-01-12,0.25985966,0.17872821,10.260015,0.05061529
1983-01-13,0.23616957,0.17666108,9.526600,0.04601591
1983-01-14,0.21917549,0.16959594,8.987999,0.04242296
1983-01-15,0.20563714,0.16700758,8.563176,0.03957481
1983-01-16,0.19646483,0.16184932,8.257431,0.03744116
1983-01-17,0.20316951,0.16282272,8.426164,0.03824949
1983-01-18,0.23391722,0.17035355,9.349199,0.04451309
1983-01-19,0.24591820,0.17061973,9.701314,0.04648089
1983-01-20,0.24105960,0.17138772,9.550454,0.04546112
1983-01-21,0.25784128,0.17542062,9.992869,0.04848879
1983-01-22,0.26272876,0.17246644,10.115756,0.04911623
1983-01-23,0.25916402,0.17111108,10.040030,0.04844956
1983-01-24,0.25440781,0.17160249,9.963899,0.04792194
1983-01-25,0.28605148,0.17612964,11.022947,0.05495912
1983-01-26,0.29697257,0.17430836,11.455274,0.05741198
1983-01-27,0.27125243,0.17361000,10.719820,0.05252604
1983-01-28,0.26083562,0.17346087,10.453212,0.05058798
1983-01-29,0.26428992,0.17453235,10.679821,0.05186264
1983-01-30,0.27342737,0.17537050,11.046811,0.05396923
1983-01-31,0.29609622,0.17972541,11.701388,0.05810886
1983-02-01,0.32977805,0.18051219,12.617540,0.06396435
1983-02-02,0.33721501,0.17921698,12.801753,0.06509905
1983-02-03,0.33804643,0.17850343,12.811607,0.06514128
1983-02-04,0.36495320,0.17909077,13.691987,0.07071490
1983-02-05,0.40583906,0.18130134,15.122699,0.07995950
1983-02-06,0.40415812,0.18164004,15.159049,0.08000673
1983-02-07,0.40866067,0.18260656,15.439291,0.08169233
1983-02-08,0.41941073,0.18497082,16.083867,0.08558589
1983-02-09,0.41567362,0.18607199,16.266665,0.08629186
1983-02-10,0.37666821,0.18611590,15.321258,0.07930233
1983-02-11,0.35917414,0.18667710,14.961575,0.07639064
1983-02-12,0.33154373,0.18536255,14.164170,0.07076584
1983-02-13,0.28853883,0.18122016,12.881237,0.06191048
1983-02-14,0.26082502,0.17522940,12.072347,0.05617332
1983-02-15,0.24968175,0.17352512,11.731015,0.05384951
1983-02-16,0.22873432,0.16831826,11.066281,0.04945982
1983-02-17,0.21309801,0.16493877,10.635599,0.04651145
1983-02-18,0.20011246,0.15882679,10.152536,0.04326448
1983-02-19,0.21963137,0.16514542,10.510707,0.04598795
1983-02-20,0.28266261,0.17860793,12.342942,0.05810072
1983-02-21,0.25438971,0.17573220,11.494725,0.05249046
1983-02-22,0.19216724,0.17449586,9.618527,0.04083537
1983-02-23,0.15940406,0.17103199,8.455516,0.03400550
1983-02-24,0.14159103,0.16442213,7.505503,0.02908594
1983-02-25,0.13147301,0.16011235,6.770711,0.02604493
1983-02-26,0.14266664,0.15584542,7.061633,0.02815987
1983-02-27,0.15723780,0.15133112,7.519927,0.03104027
1983-02-28,0.19547014,0.15471342,8.820231,0.03921335
1983-03-01,0.19378134,0.14599719,8.942517,0.03962581
1983-03-02,0.15356772,0.13839449,7.575034,0.03140243
1983-03-03,0.13051527,0.13146532,6.537130,0.02617056
1983-03-04,0.14228174,0.14243325,6.721287,0.02802893
1983-03-05,0.29862386,0.17418656,11.200297,0.05599288
1983-03-06,0.38604052,0.18149190,14.121200,0.07494974
1983-03-07,0.33511743,0.18033414,12.692211,0.06509763
1983-03-08,0.28612316,0.17984556,11.424042,0.05636626
1983-03-09,0.24765642,0.17636629,10.281240,0.04892858
1983-03-10,0.18422183,0.16197317,7.962611,0.03539205
1983-03-11,0.11674352,0.13528680,4.963548,0.02016265
1983-03-12,0.07859314,0.10657505,3.329811,0.01277286
1983-03-13,0.06730033,0.08073755,2.863451,0.01072635
1983-03-14,0.07681721,0.09616178,3.015902,0.01227761
1983-03-15,0.21522866,0.15943382,6.831918,0.03610050
1983-03-16,0.32288005,0.16456556,9.679568,0.05497254
1983-03-17,0.32166313,0.16481071,9.655962,0.05456726
1983-03-18,0.37018139,0.16941912,11.101906,0.06324370
1983-03-19,0.43065408,0.17136418,12.882518,0.07445957
1983-03-20,0.45715213,0.17153157,13.599798,0.07921638
1983-03-21,0.43019540,0.17143470,12.887221,0.07459011
1983-03-22,0.39058411,0.17145968,11.861246,0.06787023
1983-03-23,0.39429011,0.17174147,12.004695,0.06883361
1983-03-24,0.39978387,0.17266649,12.301584,0.07043412
1983-03-25,0.43625649,0.17561491,13.710940,0.07882550
1983-03-26,0.45961041,0.17655172,14.497200,0.08337137
1983-03-27,0.42622558,0.17528144,13.477114,0.07647707
1983-03-28,0.36828662,0.17342395,11.927693,0.06602246
1983-03-29,0.34368689,0.17333381,11.364247,0.06202861
1983-03-30,0.27588108,0.16794801,9.371937,0.04946293
1983-03-31,0.16783728,0.14990772,6.312948,0.03070881
1983-04-01,0.19529057,0.16502015,7.056717,0.03611250
1983-04-02,0.18348556,0.15969734,6.695062,0.03385039
1983-04-03,0.21640860,0.16853398,7.613176,0.03925777
1983-04-04,0.30248542,0.17312980,9.982027,0.05460070
1983-04-05,0.34367635,0.17325594,11.076898,0.06184130
1983-04-06,0.32676961,0.17296193,10.597882,0.05875949
1983-04-07,0.29780048,0.17253578,9.784423,0.05346066
