date,stream,swe_mm_we,snow_density_kg_m3
1991-10-01,final,0.011913,102.8902
1991-10-02,final,0.006799,101.1792
1991-10-03,final,0.001709,100.7487
1991-10-04,final,0.132602,109.1501
1991-10-05,final,0.489189,110.9484
1991-10-06,final,0.386737,108.7963
1991-10-07,final,0.235648,107.2034
1991-10-08,final,0.105305,104.8209
1991-10-09,final,0.043968,103.1846
1991-10-10,final,0.016475,102.1305
1991-10-11,final,0.003764,100.9182
1991-10-12,final,0.000000,100.0000
1991-10-13,final,0.000000,100.0000
1991-10-14,final,0.000000,100.0000
1991-10-15,final,0.000000,100.0000
1991-10-16,final,0.000000,100.0000
1991-10-17,final,0.000000,100.0000
1991-10-18,final,0.000000,100.0000
1991-10-19,final,0.000000,100.0000
1991-10-20,final,0.003384,100.3740
1991-10-21,final,0.003384,100.3058
1991-10-22,final,0.002962,100.3096
1991-10-23,final,0.006408,104.5066
1991-10-24,final,3.837479,137.1093
1991-10-25,final,6.721403,141.9538
1991-10-26,final,6.612921,141.8700
1991-10-27,final,5.641450,141.1024
1991-10-28,final,9.361344,154.8269
1991-10-29,final,14.223986,155.1610
1991-10-30,final,19.936247,141.7054
1991-10-31,final,24.437614,138.2584
1991-11-01,final,23.985135,144.9198
1991-11-02,final,25.378050,139.3996
1991-11-03,final,25.803963,144.2991
1991-11-04,final,24.611228,149.4792
1991-11-05,final,22.708964,151.8738
1991-11-06,final,21.188229,157.5941
1991-11-07,final,20.935962,162.0097
1991-11-08,final,18.863758,161.2352
1991-11-09,final,17.331994,164.1601
1991-11-10,final,15.914783,164.8044
1991-11-11,final,15.437929,164.4829
1991-11-12,final,15.433727,164.4097
1991-11-13,final,14.547056,162.7349
1991-11-14,final,12.472954,159.9887
1991-11-15,final,15.896013,163.9605
1991-11-16,final,23.531507,161.1925
1991-11-17,final,32.119664,160.1386
1991-11-18,final,31.455352,158.3769
1991-11-19,final,33.851551,156.9974
1991-11-20,final,30.908925,157.8786
1991-11-21,final,28.994330,157.8039
1991-11-22,final,30.633129,162.7134
1991-11-23,final,30.941263,157.8241
1991-11-24,final,30.323305,156.2724
1991-11-25,final,30.958260,158.2812
1991-11-26,final,31.087835,161.9462
1991-11-27,final,31.601788,165.4491
1991-11-28,final,30.957943,168.5821
1991-11-29,final,33.125554,160.9605
1991-11-30,final,37.164327,151.9369
1991-12-01,final,40.347861,145.8166
1991-12-02,final,38.362064,149.0499
1991-12-03,final,38.430487,150.6501
1991-12-04,final,37.989676,151.6990
1991-12-05,final,36.633782,152.8091
1991-12-06,final,36.358486,156.3197
1991-12-07,final,35.413859,158.8514
1991-12-08,final,34.857090,158.5116
1991-12-09,final,35.032381,157.9528
1991-12-10,final,34.968028,159.5608
1991-12-11,final,35.880764,162.2895
1991-12-12,final,40.598555,160.7688
1991-12-13,final,41.468389,168.1715
1991-12-14,final,42.182044,168.9584
1991-12-15,final,41.488904,170.1865
1991-12-16,final,40.818020,171.6367
1991-12-17,final,40.479105,173.3937
1991-12-18,final,40.376423,175.0737
1991-12-19,final,45.047645,169.9569
1991-12-20,final,47.135142,171.9468
1991-12-21,final,46.909589,172.7619
1991-12-22,final,46.790026,174.4074
1991-12-23,final,47.651774,177.7760
1991-12-24,final,47.567031,179.3096
1991-12-25,final,47.527382,180.7202
1991-12-26,final,47.423385,181.8442
1991-12-27,final,47.353958,183.1220
1991-12-28,final,47.316662,183.6544
1991-12-29,final,47.192597,184.1830
1991-12-30,final,47.405953,183.8387
1991-12-31,final,48.443777,179.6125
1992-01-01,final,50.850311,174.3531
1992-01-02,final,50.746296,175.6801
1992-01-03,final,50.367792,176.8992
1992-01-04,final,51.005562,176.2899
1992-01-05,final,52.665095,176.8720
1992-01-06,final,51.656863,177.6656
1992-01-07,final,55.879406,176.9977
1992-01-08,final,64.881672,173.7657
1992-01-09,final,64.274371,174.5688
1992-01-10,final,63.731043,176.2494
1992-01-11,final,62.446241,178.0587
1992-01-12,final,63.478065,178.3843
1992-01-13,final,66.760702,174.9264
1992-01-14,final,66.123249,174.8283
1992-01-15,final,66.308690,170.1620
1992-01-16,final,64.968968,172.8752
1992-01-17,final,63.733438,174.3247
1992-01-18,final,63.687246,174.5710
1992-01-19,final,63.452869,175.5233
1992-01-20,final,63.102598,176.8691
1992-01-21,final,63.091940,178.9085
1992-01-22,final,62.738550,181.8231
1992-01-23,final,62.088752,183.1903
1992-01-24,final,61.938088,185.4935
1992-01-25,final,61.144554,188.1148
1992-01-26,final,60.389560,192.5223
1992-01-27,final,59.797080,193.5838
1992-01-28,final,59.880678,195.6011
1992-01-29,final,60.681645,198.4373
1992-01-30,final,60.190135,198.7871
1992-01-31,final,60.211870,201.8564
1992-02-01,final,60.131938,205.9323
1992-02-02,final,59.753108,210.1570
1992-02-03,final,59.420232,214.5334
1992-02-04,final,60.338270,211.6087
1992-02-05,final,60.249546,208.8030
1992-02-06,final,59.728771,209.3729
