date,stream,swe_mm_we,snow_density_kg_m3
1995-10-01,final,1.239865,117.9454
1995-10-02,final,0.913541,117.4569
1995-10-03,final,0.696486,115.0533
1995-10-04,final,1.001895,116.1472
1995-10-05,final,4.151938,132.8538
1995-10-06,final,4.124537,128.2023
1995-10-07,final,3.620935,128.6222
1995-10-08,final,2.763892,129.2419
1995-10-09,final,2.375155,127.8698
1995-10-10,final,1.827046,127.1966
1995-10-11,final,1.179138,124.1860
1995-10-12,final,0.600915,117.5546
1995-10-13,final,0.456970,116.1347
1995-10-14,final,0.460390,113.4940
1995-10-15,final,0.361415,112.9753
1995-10-16,final,0.223492,110.2248
1995-10-17,final,0.144278,108.4028
1995-10-18,final,0.098352,105.6398
1995-10-19,final,0.066865,107.9781
1995-10-20,final,0.064511,104.4499
1995-10-21,final,0.058425,104.4535
1995-10-22,final,0.817449,131.3315
1995-10-23,final,7.788812,155.8662
1995-10-24,final,6.021235,155.0390
1995-10-25,final,5.555010,153.0166
1995-10-26,final,5.015764,152.6995
1995-10-27,final,4.192979,151.5542
1995-10-28,final,3.677372,148.4349
1995-10-29,final,2.890574,144.7103
1995-10-30,final,2.054454,141.5276
1995-10-31,final,1.492711,136.0339
1995-11-01,final,2.885647,127.2675
1995-11-02,final,5.487945,139.1518
1995-11-03,final,5.372698,140.5260
1995-11-04,final,5.221355,142.7146
1995-11-05,final,5.274996,144.4631
1995-11-06,final,4.885350,143.6774
1995-11-07,final,4.660973,143.6340
1995-11-08,final,4.401861,141.7727
1995-11-09,final,3.790134,140.0800
1995-11-10,final,8.978875,140.5496
1995-11-11,final,12.275675,149.9775
1995-11-12,final,11.575465,151.8382
1995-11-13,final,11.987112,153.2475
1995-11-14,final,11.263178,154.2464
1995-11-15,final,9.768692,154.7813
1995-11-16,final,8.900899,153.3643
1995-11-17,final,8.183246,150.1425
1995-11-18,final,7.723008,146.9390
1995-11-19,final,7.182817,142.6859
1995-11-20,final,6.729378,140.1822
1995-11-21,final,6.422811,137.8905
1995-11-22,final,6.157061,136.8826
1995-11-23,final,6.160659,138.7206
1995-11-24,final,6.111110,135.0989
1995-11-25,final,5.894844,134.7518
1995-11-26,final,5.623161,135.9521
1995-11-27,final,9.619429,147.1762
1995-11-28,final,11.907634,142.9123
1995-11-29,final,12.895961,146.9708
1995-11-30,final,12.634795,148.6594
1995-12-01,final,11.961295,149.4827
1995-12-02,final,11.188311,149.7901
1995-12-03,final,10.843388,148.9532
1995-12-04,final,10.677570,148.7851
