date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca
2016-10-01,final,0.000431,101.0119,0.00000289,0.00002888
2016-10-02,final,0.000000,100.0000,0.00000000,0.00000000
2016-10-03,final,0.131995,103.7398,0.00097814,0.00978141
2016-10-04,final,0.262936,116.6875,0.00178440,0.01784404
2016-10-05,final,0.310814,113.6438,0.00211571,0.02115712
2016-10-06,final,1.464300,122.0368,0.01085012,0.10850118
2016-10-07,final,1.794601,122.5871,0.01215523,0.12155227
2016-10-08,final,1.522854,121.9320,0.01022886,0.10228857
2016-10-09,final,0.990790,120.5023,0.00665572,0.06655722
2016-10-10,final,0.605971,118.5468,0.00407004,0.04070042
2016-10-11,final,0.404573,115.7609,0.00274786,0.02747861
2016-10-12,final,0.490779,114.3084,0.00335113,0.03351135
2016-10-13,final,0.337224,109.9470,0.00234528,0.02345275
2016-10-14,final,0.224762,108.2410,0.00155853,0.01558532
2016-10-15,final,0.123833,105.2084,0.00088058,0.00880581
2016-10-16,final,0.063040,104.1467,0.00044734,0.00447344
2016-10-17,final,0.035591,103.1118,0.00025529,0.00255290
2016-10-18,final,0.373751,108.7854,0.00248205,0.02482050
2016-10-19,final,0.739673,115.1618,0.00509913,0.05099127
2016-10-20,final,0.764382,113.1281,0.00516118,0.05161180
2016-10-21,final,0.699258,111.6958,0.00470740,0.04707403
2016-10-22,final,0.516961,111.7382,0.00346687,0.03466870
2016-10-23,final,0.306663,110.6867,0.00206989,0.02069888
2016-10-24,final,0.167275,109.4188,0.00113529,0.01135292
2016-10-25,final,0.130653,108.3429,0.00092775,0.00927750
2016-10-26,final,0.104125,107.2740,0.00074692,0.00746923
2016-10-27,final,0.063342,105.2186,0.00045973,0.00459732
2016-10-28,final,0.031278,103.6820,0.00023325,0.00233251
2016-10-29,final,0.018610,102.4600,0.00014458,0.00144584
2016-10-30,final,0.006789,101.1417,0.00005258,0.00052583
2016-10-31,final,0.003811,100.7614,0.00003004,0.00030037
2016-11-01,final,0.196522,108.0849,0.00136965,0.01369646
2016-11-02,final,0.502033,113.4195,0.00357513,0.03575131
2016-11-03,final,0.428657,111.6762,0.00293449,0.02934487
2016-11-04,final,0.333784,112.5211,0.00228121,0.02281215
2016-11-05,final,0.488339,112.7861,0.00354862,0.03548615
2016-11-06,final,0.549750,115.2960,0.00379045,0.03790452
2016-11-07,final,0.450617,113.4877,0.00313551,0.03135511
2016-11-08,final,0.366646,111.2088,0.00257130,0.02571302
2016-11-09,final,0.291820,110.4714,0.00204446,0.02044459
2016-11-10,final,0.217207,109.6500,0.00152507,0.01525071
2016-11-11,final,0.166763,109.7197,0.00116921,0.01169205
2016-11-12,final,0.136825,107.3653,0.00095866,0.00958656
2016-11-13,final,0.119310,107.2389,0.00083295,0.00832948
2016-11-14,final,0.115567,107.1878,0.00080713,0.00807131
2016-11-15,final,0.093293,106.0795,0.00065433,0.00654329
2016-11-16,final,0.069539,105.6268,0.00048925,0.00489252
2016-11-17,final,0.110692,118.1740,0.00074842,0.00748422
2016-11-18,final,4.634402,147.8198,0.03175552,0.31743265
2016-11-19,final,4.553539,149.0717,0.02998369,0.29983688
2016-11-20,final,4.261694,150.3354,0.02761476,0.27614758
2016-11-21,final,4.008918,148.7024,0.02623970,0.26239700
2016-11-22,final,8.261488,148.6921,0.05516189,0.48531381
2016-11-23,final,9.176653,151.8153,0.05991844,0.52615772
2016-11-24,final,10.317020,149.8204,0.06895153,0.55448812
2016-11-25,final,10.182986,150.3441,0.06652598,0.54588350
2016-11-26,final,9.946382,150.0873,0.06455179,0.53581981
2016-11-27,final,12.037398,150.2069,0.08017482,0.60040309
2016-11-28,final,15.942244,150.3835,0.10679557,0.64842708
2016-11-29,final,18.273554,150.5975,0.12397368,0.67306047
2016-11-30,final,18.575735,150.3498,0.12337795,0.67537757
2016-12-01,final,18.544273,150.9141,0.12222153,0.67223848
2016-12-02,final,18.687894,150.9021,0.12293982,0.67475563
2016-12-03,final,19.795004,150.7055,0.13071192,0.70972440
2016-12-04,final,19.737291,151.4515,0.12938790,0.70525767
2016-12-05,final,19.581690,152.2888,0.12721764,0.69818320
2016-12-06,final,20.002981,152.4742,0.12987041,0.69403497
2016-12-07,final,22.669213,141.9674,0.15746237,0.76604048
2016-12-08,final,23.020732,143.9270,0.15630248,0.77870878
2016-12-09,final,23.775442,147.4997,0.15935531,0.77029355
2016-12-10,final,23.889691,152.1449,0.15477553,0.75266859
2016-12-11,final,27.267296,153.7028,0.17557867,0.74010928
2016-12-12,final,29.318338,154.8271,0.18715935,0.75581425
2016-12-13,final,29.415177,155.8420,0.18536118,0.74801893
2016-12-14,final,29.371669,156.0733,0.18344094,0.73819459
