date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
2023-10-01,final,0.026510,100.8179,0.00019309,0.00193094,0.000000,0.046526,0.00000000,0.00033888
2023-10-02,final,0.073492,100.6165,0.00054974,0.00549742,0.000000,0.128980,0.00000000,0.00096480
2023-10-03,final,0.732926,113.8658,0.00539003,0.05390026,0.072247,1.231745,0.00059839,0.00900776
2023-10-04,final,0.802414,121.9168,0.00555895,0.05558948,0.088263,1.341604,0.00067880,0.00924351
2023-10-05,final,0.608727,117.3074,0.00423424,0.04234238,0.054323,1.027308,0.00043435,0.00710319
2023-10-06,final,0.345230,114.3292,0.00242346,0.02423461,0.022349,0.589007,0.00018777,0.00411143
2023-10-07,final,0.173148,111.2537,0.00124664,0.01246636,0.008118,0.297747,0.00006848,0.00213615
2023-10-08,final,0.085207,107.4450,0.00062459,0.00624586,0.002716,0.147488,0.00002340,0.00107849
2023-10-09,final,0.043164,105.0147,0.00031714,0.00317139,0.001353,0.074731,0.00001184,0.00054764
2023-10-10,final,0.019547,102.8464,0.00014641,0.00146411,0.000000,0.034306,0.00000000,0.00025695
2023-10-11,final,0.013064,102.0611,0.00009781,0.00097807,0.000000,0.022928,0.00000000,0.00017165
2023-10-12,final,1.959951,127.9208,0.01422738,0.14221321,1.042742,2.652453,0.00739158,0.01938848
2023-10-13,final,5.331104,137.8552,0.03484702,0.31264192,3.356726,6.821779,0.02117477,0.04516970
2023-10-14,final,4.840293,134.0197,0.03089502,0.28694219,2.853189,6.340576,0.01767090,0.04087936
2023-10-15,final,4.022977,134.0405,0.02515155,0.24199197,2.113289,5.464810,0.01293037,0.03437865
2023-10-16,final,2.844768,132.4451,0.01754460,0.17355410,1.303514,4.008430,0.00793273,0.02480165
2023-10-17,final,1.538933,130.7433,0.00940107,0.09401067,0.625828,2.228336,0.00379570,0.01363317
2023-10-18,final,0.772426,125.3029,0.00473416,0.04734159,0.239462,1.174819,0.00146839,0.00719984
2023-10-19,final,0.428790,120.1482,0.00265554,0.02655540,0.095682,0.680290,0.00060573,0.00420316
2023-10-20,final,0.223685,115.2258,0.00140169,0.01401691,0.033782,0.367064,0.00022850,0.00228746
2023-10-21,final,0.117104,111.4706,0.00074183,0.00741831,0.009491,0.198353,0.00006426,0.00125340
2023-10-22,final,0.060555,106.5138,0.00039456,0.00394556,0.002716,0.104225,0.00002189,0.00067593
2023-10-23,final,0.033591,104.2040,0.00021793,0.00217929,0.000000,0.058952,0.00000000,0.00038247
2023-10-24,final,0.020631,103.4833,0.00013468,0.00134681,0.000000,0.036207,0.00000000,0.00023637
2023-10-25,final,0.037011,103.4786,0.00025832,0.00258316,0.000000,0.064955,0.00000000,0.00045335
2023-10-26,final,0.027438,103.1985,0.00019198,0.00191981,0.000000,0.048154,0.00000000,0.00033693
2023-10-27,final,0.496485,127.2038,0.00318863,0.03188628,0.400839,0.568699,0.00243819,0.00375522
2023-10-28,final,2.311881,125.6256,0.01696046,0.16960463,0.890783,3.384824,0.00621793,0.02507118
2023-10-29,final,7.932283,137.3210,0.05911997,0.49671019,3.165692,11.531105,0.02289770,0.08646813
2023-10-30,final,9.373085,141.0870,0.06662478,0.56504876,3.914769,13.494167,0.02728975,0.09632310
2023-10-31,final,9.165616,145.6003,0.06186470,0.54624503,3.811491,13.208033,0.02544306,0.08936339
2023-11-01,final,8.938975,147.0639,0.05907972,0.53338151,3.690738,12.901444,0.02435893,0.08529426
2023-11-02,final,8.388793,148.7180,0.05437744,0.50076515,3.247217,12.270733,0.02124527,0.07939254
2023-11-03,final,7.517752,150.4331,0.04769290,0.44721103,2.581026,11.245028,0.01675214,0.07105347
2023-11-04,final,6.152602,151.6291,0.03820911,0.36559564,1.791872,9.444995,0.01155832,0.05833072
2023-11-05,final,5.098270,151.6475,0.03115010,0.30179917,1.241369,8.010268,0.00798759,0.04863801
2023-11-06,final,3.892468,148.7032,0.02340560,0.22936424,0.746196,6.267933,0.00483295,0.03742813
2023-11-07,final,2.997238,142.0619,0.01783369,0.17621794,0.444684,4.924442,0.00296058,0.02906302
2023-11-08,final,3.148716,142.8978,0.01955830,0.19164713,1.031122,4.747520,0.00686321,0.02914321
2023-11-09,final,5.135965,143.7934,0.03420282,0.31862418,2.243004,7.320179,0.01497166,0.04872254
2023-11-10,final,5.384587,145.6165,0.03530144,0.33236864,2.530126,7.539733,0.01671815,0.04933200
2023-11-11,final,5.184715,145.3773,0.03387124,0.31977552,2.355344,7.320917,0.01556204,0.04769486
2023-11-12,final,4.947104,145.5333,0.03219874,0.30505553,2.158216,7.052742,0.01423010,0.04576524
2023-11-13,final,4.436232,146.0823,0.02855282,0.27227436,1.790456,6.433819,0.01176488,0.04122787
2023-11-14,final,3.862386,146.4536,0.02457783,0.23591647,1.379950,5.736650,0.00905265,0.03629949
2023-11-15,final,3.363268,146.2953,0.02116593,0.20420500,1.018249,5.133779,0.00667050,0.03211012
2023-11-16,final,2.831806,145.4242,0.01759519,0.17152137,0.696332,4.444110,0.00458799,0.02741575
2023-11-17,final,3.614088,144.1384,0.02294979,0.22266425,1.209128,5.429856,0.00793399,0.03428687
2023-11-18,final,3.171588,142.8716,0.01990433,0.19373317,0.884428,4.898416,0.00580897,0.03054646
2023-11-19,final,3.602594,142.5667,0.02304759,0.22367171,1.014019,5.556992,0.00680484,0.03531103
2023-11-20,final,6.089034,148.9404,0.04016508,0.38345479,2.882605,8.509919,0.01937352,0.05586290
2023-11-21,final,7.031962,150.0022,0.04617535,0.43231812,3.355004,9.808101,0.02217620,0.06429494
