date,frsno,snodp_m,snomas_kg_m2,depth_m
2002-10-01,0.00045449,0.02111055,0.011817,0.00006301
2002-10-02,0.02145679,0.07598934,0.557877,0.00330264
2002-10-03,0.04986784,0.12450908,1.296564,0.00809485
2002-10-04,0.06089932,0.13019684,1.583382,0.01032758
2002-10-05,0.01921856,0.10731048,0.499682,0.00322664
2002-10-06,0.00430755,0.07563174,0.111996,0.00070416
2002-10-07,0.00073924,0.04924730,0.019220,0.00011031
2002-10-08,0.00007746,0.01149396,0.002014,0.00000926
2002-10-09,0.00010905,0.00856296,0.002835,0.00001106
2002-10-10,0.00005498,0.00386688,0.001429,0.00000735
2002-10-11,0.00000445,0.00136467,0.000116,0.00000028
2002-10-12,0.00000041,0.00349891,0.000011,0.00000001
2002-10-13,0.00000140,0.00634441,0.000036,0.00000005
2002-10-14,0.00014585,0.00594143,0.003792,0.00001320
2002-10-15,0.00007041,0.00578440,0.001831,0.00000970
2002-10-16,0.00012050,0.00773577,0.003133,0.00001639
2002-10-17,0.00013911,0.01096611,0.003617,0.00001895
2002-10-18,0.00010583,0.00929275,0.002752,0.00001440
2002-10-19,0.00006598,0.00840152,0.001715,0.00000909
2002-10-20,0.00006769,0.00718308,0.001760,0.00000935
2002-10-21,0.00004129,0.00582076,0.001073,0.00000575
2002-10-22,0.00013264,0.01722870,0.003449,0.00001284
2002-10-23,0.03383360,0.12984562,0.879674,0.00556508
2002-10-24,0.04815013,0.13884009,1.251903,0.00822625
2002-10-25,0.04113453,0.13187375,1.069498,0.00699283
2002-10-26,0.02906672,0.13012744,0.755735,0.00492694
2002-10-27,0.03996160,0.13177219,1.039002,0.00667004
2002-10-28,0.03419644,0.12457774,0.889107,0.00569062
2002-10-29,0.09198105,0.15963277,2.391507,0.01551749
2002-10-30,0.17485833,0.17251429,4.546317,0.03028942
2002-10-31,0.19433872,0.17236100,5.052807,0.03367803
2002-11-01,0.21251909,0.17109763,5.525496,0.03683148
2002-11-02,0.19996779,0.16957510,5.200812,0.03465580
2002-11-03,0.19035873,0.16503717,4.962290,0.03300948
2002-11-04,0.17731925,0.16978488,4.616395,0.03065839
2002-11-05,0.16095106,0.17141172,4.187338,0.02782672
2002-11-06,0.13032558,0.16996826,3.388465,0.02250165
2002-11-07,0.08962831,0.16194214,2.330336,0.01544786
2002-11-08,0.08709510,0.15582072,2.264473,0.01482276
2002-11-09,0.20245121,0.14376829,5.436335,0.03504824
2002-11-10,0.24223974,0.15186978,6.804285,0.04420547
2002-11-11,0.26335003,0.16234420,7.470399,0.04867486
2002-11-12,0.26491813,0.14871315,7.563349,0.04839524
2002-11-13,0.24389757,0.14532588,6.993794,0.04444320
2002-11-14,0.24110581,0.15203252,6.927542,0.04405631
2002-11-15,0.25370524,0.16745147,7.337768,0.04680047
2002-11-16,0.25358350,0.14797361,7.340065,0.04586866
2002-11-17,0.22631612,0.14717390,6.579654,0.04079725
2002-11-18,0.20180477,0.14568227,5.922495,0.03640245
2002-11-19,0.18913560,0.14454607,5.560567,0.03392018
2002-11-20,0.16919370,0.13995295,4.997415,0.03010862
2002-11-21,0.12289478,0.13081538,3.695518,0.02160136
2002-11-22,0.08682087,0.11058791,2.654401,0.01488689
2002-11-23,0.06687130,0.09055175,2.012780,0.01088142
2002-11-24,0.08357220,0.11818763,2.458726,0.01376761
2002-11-25,0.13145382,0.15337303,3.745661,0.02249039
2002-11-26,0.13462007,0.13961225,3.826954,0.02285230
2002-11-27,0.12755637,0.13201710,3.629287,0.02156585
2002-11-28,0.11377602,0.13408638,3.257618,0.01917367
2002-11-29,0.08510197,0.13108704,2.497910,0.01430287
2002-11-30,0.06834345,0.13163961,2.044340,0.01140332
2002-12-01,0.06522067,0.14966611,1.954302,0.01081867
2002-12-02,0.06722783,0.14201032,2.000765,0.01104417
2002-12-03,0.07180853,0.15433581,2.104177,0.01158038
2002-12-04,0.09031106,0.15707959,2.572873,0.01494011
2002-12-05,0.08372921,0.15914326,2.396034,0.01379383
2002-12-06,0.07566802,0.15862688,2.176618,0.01236493
2002-12-07,0.07069363,0.15940112,2.032906,0.01144009
2002-12-08,0.06741498,0.16204153,1.935201,0.01082635
2002-12-09,0.06292654,0.15385883,1.804471,0.00998300
