date,stream,swe_mm_we,snow_density_kg_m3
1983-10-01,final,0.032273,101.7690
1983-10-02,final,0.094118,103.0049
1983-10-03,final,0.281460,110.4613
1983-10-04,final,0.968778,116.2038
1983-10-05,final,0.675896,111.7246
1983-10-06,final,0.443379,111.6917
1983-10-07,final,0.233536,109.8324
1983-10-08,final,0.134944,108.6802
1983-10-09,final,0.108777,108.0233
1983-10-10,final,0.059657,104.0730
1983-10-11,final,0.809143,113.6714
1983-10-12,final,1.307672,117.8709
1983-10-13,final,1.079285,116.3672
1983-10-14,final,1.340170,122.2789
1983-10-15,final,2.321024,124.0467
1983-10-16,final,2.213841,122.4344
1983-10-17,final,1.890065,122.3518
1983-10-18,final,1.522462,120.1454
1983-10-19,final,1.449419,119.7455
1983-10-20,final,1.282697,118.2333
1983-10-21,final,1.015945,116.9866
1983-10-22,final,0.708746,115.4087
1983-10-23,final,0.497238,114.5878
1983-10-24,final,0.483091,122.0363
1983-10-25,final,1.050601,131.0815
1983-10-26,final,0.805341,125.9817
1983-10-27,final,0.545457,124.2459
1983-10-28,final,0.355821,121.5243
1983-10-29,final,0.254873,117.5045
1983-10-30,final,0.188570,115.1508
1983-10-31,final,0.182655,113.2887
1983-11-01,final,0.176893,109.0539
1983-11-02,final,0.151307,106.4922
1983-11-03,final,0.138002,106.1821
1983-11-04,final,0.108645,104.8593
1983-11-05,final,0.074737,103.7528
1983-11-06,final,0.091202,106.0391
1983-11-07,final,0.070203,104.0837
1983-11-08,final,0.593448,123.4549
1983-11-09,final,12.061699,166.6429
1983-11-10,final,9.776072,163.7260
1983-11-11,final,8.637657,159.6502
1983-11-12,final,8.641681,159.5704
1983-11-13,final,9.136301,155.8593
1983-11-14,final,11.927264,152.8129
1983-11-15,final,12.613488,148.8532
1983-11-16,final,11.033029,145.2346
1983-11-17,final,10.478287,145.7731
1983-11-18,final,13.201733,146.5092
1983-11-19,final,22.382611,156.4650
1983-11-20,final,23.408993,150.7311
1983-11-21,final,29.163101,152.6861
1983-11-22,final,35.732544,153.7769
1983-11-23,final,35.639753,151.9964
1983-11-24,final,35.379545,152.0680
1983-11-25,final,35.897002,153.1585
1983-11-26,final,42.096018,155.1565
1983-11-27,final,47.461902,143.3311
1983-11-28,final,48.893805,146.1982
1983-11-29,final,48.009412,150.2347
1983-11-30,final,48.796991,151.3724
1983-12-01,final,48.420801,153.3085
1983-12-02,final,50.552929,155.6064
1983-12-03,final,52.876483,156.5867
1983-12-04,final,56.180574,159.4664
1983-12-05,final,59.055812,160.1841
1983-12-06,final,58.578380,159.3805
1983-12-07,final,58.394786,160.4366
1983-12-08,final,56.315307,161.7045
1983-12-09,final,56.769502,166.7210
1983-12-10,final,56.247735,170.8760
1983-12-11,final,56.686407,173.3826
1983-12-12,final,57.868734,177.3684
1983-12-13,final,59.143784,178.5515
1983-12-14,final,62.992051,175.4002
1983-12-15,final,65.571211,166.9959
1983-12-16,final,67.112009,162.3153
1983-12-17,final,66.990564,163.1420
1983-12-18,final,68.596369,161.4441
1983-12-19,final,70.565500,163.2613
1983-12-20,final,72.714522,163.1952
1983-12-21,final,77.568510,150.1762
1983-12-22,final,79.391860,148.0783
1983-12-23,final,81.302434,149.2124
1983-12-24,final,87.165938,144.2566
1983-12-25,final,92.363838,144.8747
1983-12-26,final,97.659586,155.1502
1983-12-27,final,100.847095,166.7024
1983-12-28,final,109.428753,163.0873
1983-12-29,final,110.092865,167.9597
1983-12-30,final,109.754041,171.8535
1983-12-31,final,108.547145,175.9318
1984-01-01,final,108.731803,179.9475
1984-01-02,final,107.432666,182.9629
1984-01-03,final,106.585394,185.2750
1984-01-04,final,106.524838,188.1475
1984-01-05,final,106.300944,192.3596
1984-01-06,final,106.044320,196.1514
1984-01-07,final,106.319981,199.5675
1984-01-08,final,106.345065,203.3113
1984-01-09,final,106.380562,206.4834
1984-01-10,final,106.883538,207.2734
1984-01-11,final,106.858505,208.5587
1984-01-12,final,110.680259,203.4726
1984-01-13,final,110.414219,202.7447
1984-01-14,final,116.389903,190.8190
1984-01-15,final,117.193920,185.9125
1984-01-16,final,115.796057,188.4757
1984-01-17,final,115.854569,187.3659
1984-01-18,final,117.393679,182.1485
1984-01-19,final,116.873238,185.1219
1984-01-20,final,116.366807,186.5630
1984-01-21,final,115.603846,188.1519
1984-01-22,final,115.625442,189.5621
1984-01-23,final,114.993833,190.4227
1984-01-24,final,114.930957,191.7402
1984-01-25,final,114.811649,193.8758
1984-01-26,final,115.307596,195.3788
1984-01-27,final,115.504542,197.2966
1984-01-28,final,115.923813,199.0947
1984-01-29,final,115.461039,202.1571
1984-01-30,final,115.865321,205.2196
1984-01-31,final,116.044794,207.2158
1984-02-01,final,116.170794,209.8016
1984-02-02,final,116.270162,213.6636
1984-02-03,final,116.382031,214.1320
1984-02-04,final,116.438906,216.2997
1984-02-05,final,116.537086,217.1899
1984-02-06,final,116.670532,218.9352
1984-02-07,final,116.491033,217.9619
1984-02-08,final,117.852956,218.5948
1984-02-09,final,116.981706,218.2804
1984-02-10,final,116.751485,219.8230
1984-02-11,final,120.507743,221.3653
1984-02-12,final,123.227529,219.8587
1984-02-13,final,123.159713,221.2580
1984-02-14,final,121.924372,223.8699
1984-02-15,final,126.799885,220.8223
1984-02-16,final,126.831364,225.6098
1984-02-17,final,126.803491,227.4440
1984-02-18,final,129.764219,215.3446
1984-02-19,final,129.397565,215.5967
1984-02-20,final,129.086676,214.9594
1984-02-21,final,127.471182,214.4221
1984-02-22,final,126.386348,215.8980
1984-02-23,final,126.577356,219.6650
1984-02-24,final,126.241202,221.3471
1984-02-25,final,126.827154,218.4373
1984-02-26,final,131.557881,210.3494
1984-02-27,final,132.681121,211.5114
1984-02-28,final,129.349496,210.1036
1984-02-29,final,128.972015,211.7939
1984-03-01,final,128.232990,214.8845
1984-03-02,final,128.502682,216.5479
1984-03-03,final,129.886560,217.0266
1984-03-04,final,131.397806,218.8789
1984-03-05,final,133.626570,211.9003
1984-03-06,final,131.734222,210.7616
1984-03-07,final,131.458154,211.6144
1984-03-08,final,131.483752,210.3882
1984-03-09,final,130.424904,213.0431
1984-03-10,final,130.037634,220.3043
1984-03-11,final,128.122277,220.6851
1984-03-12,final,129.769686,219.5759
1984-03-13,final,129.437712,221.1203
1984-03-14,final,129.601403,222.7013
1984-03-15,final,131.573662,222.1294
1984-03-16,final,131.986132,225.1027
1984-03-17,final,132.485795,229.4745
1984-03-18,final,134.544663,232.4803
1984-03-19,final,138.851436,233.7419
1984-03-20,final,136.613317,235.5137
1984-03-21,final,134.769426,235.7647
1984-03-22,final,135.286827,237.0035
1984-03-23,final,142.354445,229.4053
1984-03-24,final,139.981925,232.7400
1984-03-25,final,138.904701,234.1195
1984-03-26,final,142.063080,232.5400
1984-03-27,final,144.021479,227.8382
1984-03-28,final,145.170385,223.2263
1984-03-29,final,142.150493,221.1428
1984-03-30,final,142.635297,227.8703
1984-03-31,final,147.852343,223.7362
1984-04-01,final,146.587423,226.7891
1984-04-02,final,146.840998,224.2107
1984-04-03,final,147.095832,225.0597
1984-04-04,final,145.124937,226.8469
1984-04-05,final,141.257618,225.5401
1984-04-06,final,139.156214,223.1863
1984-04-07,final,137.026875,226.9329
1984-04-08,final,135.694244,228.8763
1984-04-09,final,133.222083,230.9779
1984-04-10,final,135.933747,231.2511
1984-04-11,final,137.046277,227.3610
1984-04-12,final,137.884002,226.3012
1984-04-13,final,137.615977,225.2599
1984-04-14,final,136.821546,225.0609
1984-04-15,final,133.119095,224.4959
1984-04-16,final,130.622123,226.4540
1984-04-17,final,128.604463,228.3140
1984-04-18,final,122.951865,229.1182
1984-04-19,final,118.510752,231.2468
1984-04-20,final,120.295907,245.2306
1984-04-21,final,133.389011,245.1028
1984-04-22,final,129.262471,241.2001
1984-04-23,final,121.697926,236.1951
1984-04-24,final,119.159148,236.8928
1984-04-25,final,116.648715,233.4066
1984-04-26,final,120.464701,234.4074
1984-04-27,final,120.995971,226.1352
1984-04-28,final,120.868605,221.7313
1984-04-29,final,126.457965,216.0212
1984-04-30,final,125.999404,217.7656
1984-05-01,final,124.700071,218.8347
1984-05-02,final,123.408618,219.2926
1984-05-03,final,122.646775,216.2422
1984-05-04,final,121.110428,212.3384
1984-05-05,final,120.631078,210.4061
1984-05-06,final,119.765574,214.4371
1984-05-07,final,119.833208,221.7487
1984-05-08,final,119.671490,220.3004
1984-05-09,final,117.761737,222.1019
1984-05-10,final,114.074323,218.3957
1984-05-11,final,108.705784,213.4010
1984-05-12,final,101.765901,212.0058
1984-05-13,final,94.229862,212.3228
1984-05-14,final,86.321667,208.1687
1984-05-15,final,78.231328,207.8438
1984-05-16,final,71.440751,206.8249
1984-05-17,final,65.793585,204.5505
1984-05-18,final,61.179369,206.2475
1984-05-19,final,58.122784,206.5726
1984-05-20,final,54.202012,201.5697
1984-05-21,final,48.800549,200.9867
1984-05-22,final,43.576377,197.4028
