date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca
1992-10-01,final,0.002529,100.7913,0.00001810,0.00018097
1992-10-02,final,0.000842,100.2797,0.00000630,0.00006300
1992-10-03,final,0.000000,100.0000,0.00000000,0.00000000
1992-10-04,final,0.000000,100.6376,0.00000000,0.00000000
1992-10-05,final,0.000000,100.0000,0.00000000,0.00000000
1992-10-06,final,0.005460,101.3876,0.00004396,0.00043957
1992-10-07,final,1.571182,150.9749,0.00996520,0.09965195
1992-10-08,final,1.758165,145.5702,0.01135787,0.11357865
1992-10-09,final,1.525075,144.6435,0.00991442,0.09914423
1992-10-10,final,1.112241,137.1811,0.00734958,0.07349582
1992-10-11,final,0.733287,125.0506,0.00493791,0.04937906
1992-10-12,final,0.398412,117.1779,0.00270589,0.02705889
1992-10-13,final,0.204616,113.6360,0.00141142,0.01411416
1992-10-14,final,0.101156,109.9115,0.00070653,0.00706530
1992-10-15,final,0.061486,107.7627,0.00043199,0.00431988
1992-10-16,final,0.047979,108.5972,0.00034774,0.00347739
1992-10-17,final,0.119931,107.4347,0.00082183,0.00821826
1992-10-18,final,0.092950,106.0534,0.00064680,0.00646805
1992-10-19,final,0.070256,105.1036,0.00048788,0.00487877
1992-10-20,final,0.049657,104.4854,0.00034668,0.00346682
1992-10-21,final,0.033287,104.0001,0.00023044,0.00230436
1992-10-22,final,0.069495,104.6164,0.00049419,0.00494186
1992-10-23,final,0.045501,103.6573,0.00032747,0.00327467
1992-10-24,final,0.024029,102.4413,0.00017596,0.00175961
1992-10-25,final,0.059904,102.3844,0.00044758,0.00447581
1992-10-26,final,0.433650,109.2822,0.00315588,0.03155882
1992-10-27,final,0.349549,107.6186,0.00244596,0.02445962
1992-10-28,final,0.313527,108.8940,0.00219897,0.02198965
1992-10-29,final,1.073225,119.9518,0.00746129,0.07461293
1992-10-30,final,1.691808,121.7959,0.01155481,0.11503271
1992-10-31,final,5.777492,127.4774,0.03982923,0.31822508
1992-11-01,final,8.510867,138.4504,0.05649790,0.40094633
1992-11-02,final,10.554558,137.0489,0.07220548,0.43960981
1992-11-03,final,18.324460,162.1325,0.12041944,0.63784692
1992-11-04,final,21.517798,158.2417,0.13982189,0.69783552
1992-11-05,final,20.929378,155.9450,0.13694863,0.66933053
1992-11-06,final,21.324746,154.7082,0.13955151,0.67775337
1992-11-07,final,20.566145,153.9775,0.13347171,0.64232870
1992-11-08,final,20.446842,154.0003,0.13097570,0.62058609
1992-11-09,final,21.422932,153.6355,0.13735374,0.61680492
1992-11-10,final,23.260650,153.1103,0.15087010,0.62576171
1992-11-11,final,26.374065,149.6684,0.17543796,0.77584205
1992-11-12,final,27.291134,152.8397,0.17715483,0.78803653
1992-11-13,final,27.089433,155.2858,0.17266747,0.77433946
1992-11-14,final,26.697569,157.5135,0.16627745,0.75358883
1992-11-15,final,25.617062,161.0611,0.15382495,0.70954278
1992-11-16,final,23.746613,164.0844,0.13742292,0.65075307
1992-11-17,final,22.809798,166.1092,0.12810273,0.60913953
1992-11-18,final,22.051122,167.2867,0.12073633,0.57431277
1992-11-19,final,21.835018,166.3789,0.11927803,0.56567089
1992-11-20,final,23.480026,164.4249,0.13275908,0.60940316
1992-11-21,final,34.019543,157.8114,0.20961061,0.93399288
1992-11-22,final,32.911531,161.3871,0.19787854,0.91823860
1992-11-23,final,34.306208,158.4910,0.21077513,0.92246245
1992-11-24,final,41.065629,152.9471,0.26471411,0.97275275
1992-11-25,final,39.143699,153.4938,0.24922326,0.94224789
1992-11-26,final,38.074238,154.9831,0.23947446,0.93255454
1992-11-27,final,36.645396,156.1913,0.22800989,0.91524242
1992-11-28,final,36.133310,157.2588,0.22267524,0.90780276
1992-11-29,final,37.390705,155.7255,0.23450365,0.91104522
1992-11-30,final,37.246321,155.9358,0.23214001,0.90756896
1992-12-01,final,36.360100,156.8855,0.22446352,0.88091217
1992-12-02,final,35.373543,158.6258,0.21524228,0.86110433
1992-12-03,final,35.149381,160.6004,0.21039537,0.85380843
1992-12-04,final,36.481894,159.4229,0.22149651,0.87984420
1992-12-05,final,41.959741,149.6724,0.27114630,0.95926615
