date,stream,swe_mm_we,snow_density_kg_m3
2015-10-01,final,0.000000,100.0000
2015-10-02,final,0.000000,100.0000
2015-10-03,final,0.000000,100.3768
2015-10-04,final,0.018400,101.5324
2015-10-05,final,0.018019,101.0951
2015-10-06,final,0.034749,102.1269
2015-10-07,final,0.092961,102.5666
2015-10-08,final,0.059245,102.0378
2015-10-09,final,0.032554,101.8640
2015-10-10,final,0.011410,101.5537
2015-10-11,final,0.003373,100.8179
2015-10-12,final,0.000000,100.0000
2015-10-13,final,0.000000,100.0000
2015-10-14,final,0.000000,100.0000
2015-10-15,final,0.000000,100.0000
2015-10-16,final,0.000000,101.2876
2015-10-17,final,0.000000,100.0000
2015-10-18,final,0.018117,100.4343
2015-10-19,final,0.018971,100.8398
2015-10-20,final,0.077185,102.1303
2015-10-21,final,0.307163,107.6843
2015-10-22,final,1.321898,115.0965
2015-10-23,final,4.215904,122.7636
2015-10-24,final,3.717941,123.7763
2015-10-25,final,3.123494,123.8030
2015-10-26,final,2.500283,123.2975
2015-10-27,final,2.585495,124.6079
2015-10-28,final,3.162473,123.8141
2015-10-29,final,2.999537,125.0440
2015-10-30,final,3.263070,128.4077
2015-10-31,final,3.490011,130.1786
2015-11-01,final,3.051745,128.3795
2015-11-02,final,2.476156,127.2707
2015-11-03,final,1.888625,125.3088
2015-11-04,final,2.527901,129.7291
2015-11-05,final,8.420381,143.4463
2015-11-06,final,9.482186,144.6912
2015-11-07,final,9.779172,147.8692
2015-11-08,final,9.583037,145.3528
2015-11-09,final,9.136165,146.3486
2015-11-10,final,8.394941,147.8416
2015-11-11,final,14.626254,151.8171
2015-11-12,final,15.255952,149.4675
2015-11-13,final,14.950349,149.5422
2015-11-14,final,14.520953,150.7146
2015-11-15,final,13.940114,152.4191
2015-11-16,final,15.348767,152.9574
2015-11-17,final,24.844561,157.1877
2015-11-18,final,25.301279,157.0353
2015-11-19,final,25.359783,159.1302
2015-11-20,final,25.219317,161.8298
2015-11-21,final,26.066603,163.3176
2015-11-22,final,25.758103,162.6661
2015-11-23,final,25.203632,164.8378
2015-11-24,final,24.514747,166.9217
2015-11-25,final,23.649325,169.2995
2015-11-26,final,24.359310,167.2451
2015-11-27,final,28.621077,151.3876
2015-11-28,final,32.042784,149.3256
2015-11-29,final,33.238056,150.1551
2015-11-30,final,35.511203,150.3507
2015-12-01,final,35.755492,151.9597
2015-12-02,final,35.516236,152.4053
2015-12-03,final,35.277294,153.4546
2015-12-04,final,34.983689,155.5032
2015-12-05,final,34.844278,157.6909
2015-12-06,final,35.060720,158.1724
2015-12-07,final,34.658618,160.1210
2015-12-08,final,34.133110,162.3992
2015-12-09,final,33.298121,165.4482
2015-12-10,final,32.276088,168.5492
2015-12-11,final,32.017915,170.6163
2015-12-12,final,36.523637,164.4449
2015-12-13,final,42.147035,160.8540
2015-12-14,final,42.075525,162.2124
2015-12-15,final,47.941073,155.0757
2015-12-16,final,51.298145,154.0569
2015-12-17,final,52.145002,153.5481
2015-12-18,final,52.401595,154.5298
2015-12-19,final,52.248732,156.8472
2015-12-20,final,52.019720,160.3292
