date,stream,swe_mm_we,snow_density_kg_m3
2012-10-01,final,0.021898,102.1223
2012-10-02,final,0.012193,101.9550
2012-10-03,final,0.002947,101.1604
2012-10-04,final,0.003747,103.7141
2012-10-05,final,0.160793,110.4939
2012-10-06,final,0.454024,120.5544
2012-10-07,final,0.758096,117.5134
2012-10-08,final,0.636123,113.8058
2012-10-09,final,0.412503,112.1031
2012-10-10,final,0.259028,110.2789
2012-10-11,final,0.128986,107.7015
2012-10-12,final,0.061593,105.0037
2012-10-13,final,1.164114,121.1988
2012-10-14,final,1.786613,124.0721
2012-10-15,final,1.236932,121.8470
2012-10-16,final,0.760196,119.6111
2012-10-17,final,0.747598,118.3360
2012-10-18,final,0.692233,115.3389
2012-10-19,final,0.631120,114.3138
2012-10-20,final,0.475429,112.0421
2012-10-21,final,0.330508,109.9106
2012-10-22,final,0.230701,107.4010
2012-10-23,final,0.170547,106.0053
2012-10-24,final,0.198899,111.3277
2012-10-25,final,3.996909,138.6632
2012-10-26,final,6.377152,139.3661
2012-10-27,final,6.308525,138.9505
2012-10-28,final,5.893594,139.8949
2012-10-29,final,4.803371,138.9583
2012-10-30,final,3.376814,139.2685
2012-10-31,final,2.355643,137.4383
2012-11-01,final,1.643521,134.5776
2012-11-02,final,1.192338,131.2465
2012-11-03,final,0.998262,127.4476
2012-11-04,final,0.842526,121.7011
2012-11-05,final,0.717758,118.7515
2012-11-06,final,0.562383,116.6041
2012-11-07,final,0.439438,115.8841
2012-11-08,final,0.343036,113.3789
2012-11-09,final,0.922977,125.6591
2012-11-10,final,4.409438,135.1214
2012-11-11,final,9.411385,142.9631
2012-11-12,final,9.851630,145.5458
2012-11-13,final,9.626308,148.8840
2012-11-14,final,9.415374,149.2865
2012-11-15,final,9.218579,150.4865
2012-11-16,final,8.895321,150.7450
2012-11-17,final,8.483933,151.5333
2012-11-18,final,7.958670,150.7931
2012-11-19,final,7.394326,151.6141
2012-11-20,final,6.862556,151.3123
2012-11-21,final,6.225461,151.3789
2012-11-22,final,5.641352,149.1099
2012-11-23,final,5.293283,147.4627
2012-11-24,final,4.976377,145.1887
2012-11-25,final,4.686819,144.5877
2012-11-26,final,4.499794,145.6372
2012-11-27,final,4.400021,146.4495
2012-11-28,final,4.248656,144.1411
2012-11-29,final,4.090880,142.8940
2012-11-30,final,3.891273,141.7934
2012-12-01,final,3.637342,139.3249
2012-12-02,final,3.392549,136.1591
2012-12-03,final,3.783784,139.3865
2012-12-04,final,3.880574,137.0853
2012-12-05,final,3.780068,137.1835
2012-12-06,final,3.638777,138.9106
2012-12-07,final,3.896435,139.4023
2012-12-08,final,4.286629,141.9218
2012-12-09,final,6.630556,140.6424
2012-12-10,final,8.364623,139.6406
2012-12-11,final,9.976461,138.0117
2012-12-12,final,9.912631,145.6186
