date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca
2008-10-01,final,0.002157,100.3941,0.00001587,0.00015867
2008-10-02,final,0.000863,100.1467,0.00000705,0.00007055
2008-10-03,final,0.000431,100.1327,0.00000335,0.00003347
2008-10-04,final,0.000000,100.6812,0.00000000,0.00000000
2008-10-05,final,0.624391,107.3350,0.00439533,0.04381816
2008-10-06,final,0.704175,113.4239,0.00486364,0.04863641
2008-10-07,final,0.587932,110.5440,0.00410541,0.04105407
2008-10-08,final,0.373723,109.7017,0.00262210,0.02622099
2008-10-09,final,0.214005,108.7293,0.00150318,0.01503180
2008-10-10,final,0.134189,107.7296,0.00094285,0.00942853
2008-10-11,final,0.185079,112.0063,0.00125416,0.01254162
2008-10-12,final,2.390641,128.0326,0.01605333,0.15328394
2008-10-13,final,2.909759,136.8728,0.01933843,0.18665141
2008-10-14,final,3.360648,138.7255,0.02253490,0.21694315
2008-10-15,final,4.345212,139.5947,0.02855535,0.27541768
2008-10-16,final,3.393545,138.9638,0.02197588,0.21725067
2008-10-17,final,2.328736,137.1416,0.01492179,0.14843249
2008-10-18,final,1.415162,132.6514,0.00903085,0.09030846
2008-10-19,final,0.830403,128.5823,0.00528575,0.05285751
2008-10-20,final,0.551870,122.9578,0.00350468,0.03504681
2008-10-21,final,0.503520,116.6270,0.00325215,0.03252145
2008-10-22,final,2.120456,133.5100,0.01494996,0.14533254
2008-10-23,final,2.393706,125.1948,0.01630770,0.15882104
2008-10-24,final,2.276349,125.7846,0.01522029,0.14914587
2008-10-25,final,2.018893,124.9811,0.01346981,0.13231576
2008-10-26,final,1.483363,123.1436,0.00982815,0.09681620
2008-10-27,final,1.201859,121.3123,0.00792611,0.07818188
2008-10-28,final,0.893039,118.2095,0.00588685,0.05830394
2008-10-29,final,0.637054,116.0811,0.00418529,0.04176935
2008-10-30,final,0.476556,114.3052,0.00310865,0.03108647
2008-10-31,final,0.356933,111.9916,0.00230265,0.02302654
2008-11-01,final,0.263218,110.6251,0.00168781,0.01687805
2008-11-02,final,0.186534,108.3065,0.00119604,0.01196039
2008-11-03,final,0.323481,112.0928,0.00225777,0.02257771
2008-11-04,final,0.289686,108.4003,0.00201809,0.02018090
2008-11-05,final,3.946667,142.3816,0.02783185,0.27323432
2008-11-06,final,5.475851,145.1524,0.03766903,0.35354659
2008-11-07,final,5.367928,142.1337,0.03586321,0.34426455
2008-11-08,final,5.352349,142.5333,0.03546020,0.34118933
2008-11-09,final,4.889704,142.3097,0.03195713,0.31157730
2008-11-10,final,5.107825,144.6835,0.03362151,0.32652160
2008-11-11,final,7.187397,148.2505,0.04762608,0.44820586
2008-11-12,final,7.493746,148.0826,0.04970739,0.44681194
2008-11-13,final,7.628974,146.8355,0.05017363,0.42991399
2008-11-14,final,7.257070,150.6144,0.04667978,0.39691505
2008-11-15,final,7.371359,150.7352,0.04747585,0.40051415
2008-11-16,final,7.004886,149.9886,0.04478997,0.37906117
2008-11-17,final,6.074712,150.1459,0.03790536,0.32798188
2008-11-18,final,5.093645,149.0320,0.03098807,0.27606612
2008-11-19,final,4.159492,148.5832,0.02469812,0.22750914
2008-11-20,final,3.776027,149.9806,0.02218727,0.20809053
2008-11-21,final,3.839079,147.1138,0.02254642,0.21289495
2008-11-22,final,3.650713,145.3650,0.02129728,0.20142307
2008-11-23,final,3.434285,143.8845,0.01984177,0.18818872
2008-11-24,final,3.351962,141.8515,0.01934340,0.18328715
2008-11-25,final,3.211742,139.1137,0.01842895,0.17498521
2008-11-26,final,3.085303,138.2309,0.01758377,0.16738514
2008-11-27,final,3.278001,144.7327,0.01926662,0.17998285
2008-11-28,final,7.860104,145.3357,0.05245605,0.47386372
2008-11-29,final,9.607629,149.9989,0.06283151,0.54224643
2008-11-30,final,11.984314,151.0669,0.07929077,0.60562591
2008-12-01,final,14.789905,151.2159,0.09739876,0.66985792
2008-12-02,final,14.206708,151.8313,0.09114659,0.63925957
2008-12-03,final,14.485534,154.3424,0.09251031,0.60735798
2008-12-04,final,15.677759,149.3917,0.10267180,0.64209250
2008-12-05,final,17.281060,148.3918,0.11491712,0.69195273
2008-12-06,final,16.973603,151.1278,0.11014505,0.67255764
2008-12-07,final,16.180026,153.8308,0.10216742,0.62964656
2008-12-08,final,15.369014,155.4394,0.09455400,0.58392000
2008-12-09,final,22.838337,149.0380,0.15349742,0.80951073
2008-12-10,final,22.934761,152.3019,0.14907531,0.80503715
2008-12-11,final,22.712336,154.9441,0.14467899,0.79505467
2008-12-12,final,22.476306,155.6957,0.14143812,0.78517255
2008-12-13,final,22.888929,156.5668,0.14353955,0.77963463
2008-12-14,final,28.237930,151.2266,0.18730181,0.84216727
2008-12-15,final,29.886416,148.2084,0.19904394,0.87682372
2008-12-16,final,34.893081,142.9090,0.24381899,0.91512676
2008-12-17,final,37.543254,149.0742,0.25050077,0.91404991
2008-12-18,final,39.911422,149.4083,0.26409514,0.91470881
2008-12-19,final,44.659376,152.5017,0.29096271,0.90858595
2008-12-20,final,45.670958,154.1666,0.29620326,0.90470201
2008-12-21,final,46.115472,153.9913,0.29728477,0.90523442
2008-12-22,final,46.343805,154.9992,0.29619374,0.90391858
2008-12-23,final,54.059278,152.7442,0.35348963,0.90314349
2008-12-24,final,55.901096,153.7302,0.36337210,0.91148087
2008-12-25,final,57.244022,152.3255,0.37361056,0.90832769
2008-12-26,final,65.112603,154.6894,0.41821388,0.89733818
2008-12-27,final,67.931639,154.9221,0.43353574,0.89429684
2008-12-28,final,68.133689,155.3372,0.43105837,0.89161914
