date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca
2020-10-01,final,0.015067,101.6363,0.00011611,0.00116111
2020-10-02,final,0.006685,101.4644,0.00005003,0.00050031
2020-10-03,final,0.000000,100.0000,0.00000000,0.00000000
2020-10-04,final,0.000000,100.0000,0.00000000,0.00000000
2020-10-05,final,0.000000,100.0000,0.00000000,0.00000000
2020-10-06,final,0.000000,100.0000,0.00000000,0.00000000
2020-10-07,final,0.000000,100.0000,0.00000000,0.00000000
2020-10-08,final,0.000000,100.0000,0.00000000,0.00000000
2020-10-09,final,0.000000,100.0000,0.00000000,0.00000000
2020-10-10,final,0.000000,100.0000,0.00000000,0.00000000
2020-10-11,final,0.000000,100.0000,0.00000000,0.00000000
2020-10-12,final,0.670306,114.9369,0.00429458,0.04294580
2020-10-13,final,0.503116,113.8444,0.00322531,0.03225310
2020-10-14,final,0.264839,110.6401,0.00174002,0.01740017
2020-10-15,final,0.137046,112.3675,0.00090855,0.00908548
2020-10-16,final,0.128940,109.2631,0.00086317,0.00863171
2020-10-17,final,0.093106,106.9551,0.00063257,0.00632573
2020-10-18,final,0.068120,108.0001,0.00047070,0.00470704
2020-10-19,final,0.045472,105.2822,0.00031867,0.00318670
2020-10-20,final,0.028130,103.9795,0.00019747,0.00197470
2020-10-21,final,0.016430,102.2768,0.00011828,0.00118283
2020-10-22,final,0.008443,102.1156,0.00006031,0.00060315
2020-10-23,final,0.063418,112.7500,0.00048624,0.00486236
2020-10-24,final,0.062609,104.9693,0.00047921,0.00479212
2020-10-25,final,0.737375,121.6659,0.00573555,0.05735548
2020-10-26,final,13.507970,117.9916,0.12277481,0.81000042
2020-10-27,final,15.723339,126.0560,0.13119670,0.82479032
2020-10-28,final,15.462353,140.1362,0.11270570,0.79764912
2020-10-29,final,14.540164,151.1148,0.09535468,0.74681555
2020-10-30,final,12.324172,154.5182,0.07800334,0.65544602
2020-10-31,final,10.162689,155.4706,0.06259673,0.55531883
2020-11-01,final,8.353219,156.5401,0.05015043,0.46164067
2020-11-02,final,6.433329,157.6833,0.03773367,0.36062225
2020-11-03,final,4.656428,158.0980,0.02678078,0.26141080
2020-11-04,final,3.188822,153.6750,0.01806470,0.17889047
2020-11-05,final,2.137794,147.8032,0.01197178,0.11923546
2020-11-06,final,1.450966,139.0372,0.00807677,0.08076774
2020-11-07,final,1.137725,134.3979,0.00638182,0.06381819
2020-11-08,final,5.392357,144.8786,0.03499781,0.29395592
2020-11-09,final,7.917451,141.9731,0.05411774,0.41581465
2020-11-10,final,11.569862,144.9904,0.07891945,0.58299168
2020-11-11,final,11.453726,145.5946,0.07609601,0.57252175
2020-11-12,final,11.623756,145.0364,0.07770668,0.58471433
2020-11-13,final,11.532476,146.3718,0.07580351,0.57777215
2020-11-14,final,12.698481,147.0802,0.08343136,0.59712702
2020-11-15,final,14.245803,147.5112,0.09308002,0.60917232
2020-11-16,final,13.912011,148.4730,0.08980502,0.59072957
2020-11-17,final,12.887081,151.1902,0.08012750,0.54947108
2020-11-18,final,11.601864,153.4459,0.06958796,0.50084119
2020-11-19,final,9.340908,153.2938,0.05386640,0.41640619
2020-11-20,final,8.384524,153.1809,0.04695019,0.36985548
2020-11-21,final,8.085076,155.1499,0.04486387,0.35260906
2020-11-22,final,7.796189,150.4118,0.04264009,0.33530537
2020-11-23,final,8.576752,148.1661,0.04861251,0.35668699
2020-11-24,final,11.834535,147.7214,0.07457399,0.46488169
2020-11-25,final,14.190280,153.8293,0.09001261,0.53957132
2020-11-26,final,13.980557,154.7337,0.08754519,0.53039203
2020-11-27,final,14.150568,154.6932,0.08864410,0.53611466
2020-11-28,final,14.055100,153.5232,0.08747976,0.53226955
2020-11-29,final,13.865475,154.0906,0.08563300,0.52449080
2020-11-30,final,13.727326,154.1888,0.08420673,0.51882112
2020-12-01,final,13.588605,156.0058,0.08301337,0.51332621
2020-12-02,final,14.958564,150.6966,0.09561763,0.57654263
2020-12-03,final,14.968537,151.9437,0.09455197,0.57327152
2020-12-04,final,14.800388,152.7315,0.09278407,0.56640593
2020-12-05,final,14.532620,153.7872,0.09000848,0.55358835
2020-12-06,final,14.209123,154.6044,0.08682451,0.53803335
2020-12-07,final,13.869816,155.3272,0.08374141,0.52099954
2020-12-08,final,13.475578,156.1830,0.08004246,0.50130562
2020-12-09,final,13.015247,156.8980,0.07586004,0.47915858
2020-12-10,final,12.662682,157.4875,0.07276462,0.46219100
2020-12-11,final,15.045492,152.6880,0.09307210,0.56586556
2020-12-12,final,16.305266,152.7085,0.10246249,0.60002713
2020-12-13,final,21.827706,145.2826,0.14756727,0.80645633
2020-12-14,final,21.780863,150.6773,0.14251786,0.79465371
2020-12-15,final,24.234799,148.6848,0.16140405,0.85212026
2020-12-16,final,24.480498,150.9027,0.16060088,0.85108447
2020-12-17,final,24.577105,152.0175,0.15968445,0.84765363
2020-12-18,final,25.638781,151.2272,0.16824301,0.86066211
2020-12-19,final,26.496263,152.4945,0.17231783,0.86617381
2020-12-20,final,26.306454,152.9399,0.16952795,0.85615327
2020-12-21,final,25.898746,154.1941,0.16491714,0.83172385
