date,frsno,snodp_m,snomas_kg_m2,depth_m
2020-10-01,0.00000000,0.00000000,0.000000,0.00000000
2020-10-02,0.00000000,0.00000000,0.000000,0.00000000
2020-10-03,0.00000000,0.00000000,0.000000,0.00000000
2020-10-04,0.00000000,0.00000000,0.000000,0.00000000
2020-10-05,0.00000000,0.00000000,0.000000,0.00000000
2020-10-06,0.00000000,0.00000000,0.000000,0.00000000
2020-10-07,0.00000000,0.00000000,0.000000,0.00000000
2020-10-08,0.00000000,0.00000000,0.000000,0.00000000
2020-10-09,0.00000000,0.00000000,0.000000,0.00000000
2020-10-10,0.00000000,0.00000000,0.000000,0.00000000
2020-10-11,0.00189616,0.01656726,0.049300,0.00011989
2020-10-12,0.00326356,0.03586654,0.084853,0.00048909
2020-10-13,0.00061271,0.02876050,0.015931,0.00008696
2020-10-14,0.00005660,0.00855460,0.001472,0.00000563
2020-10-15,0.00000073,0.00635091,0.000019,0.00000005
2020-10-16,0.00000037,0.00272000,0.000010,0.00000001
2020-10-17,0.00000004,0.00095928,0.000001,0.00000000
2020-10-18,0.00000364,0.01512289,0.000095,0.00000026
2020-10-19,0.00000004,0.00225721,0.000001,0.00000000
2020-10-20,0.00000000,0.00000000,0.000000,0.00000000
2020-10-21,0.00000000,0.00000000,0.000000,0.00000000
2020-10-22,0.00000063,0.00656448,0.000016,0.00000004
2020-10-23,0.00018386,0.04422167,0.004780,0.00001652
2020-10-24,0.00089337,0.02899553,0.023228,0.00010647
2020-10-25,0.05219723,0.10728519,1.357128,0.00795281
2020-10-26,0.31930084,0.17292938,8.301822,0.05530491
2020-10-27,0.36336254,0.17333299,9.447426,0.06298271
2020-10-28,0.21789026,0.17333286,5.665147,0.03776754
2020-10-29,0.09012715,0.17333276,2.343306,0.01562199
2020-10-30,0.02916797,0.17249796,0.758367,0.00505391
2020-10-31,0.00946063,0.16393751,0.245976,0.00162987
2020-11-01,0.00353643,0.13686916,0.091947,0.00056536
2020-11-02,0.00104708,0.07071163,0.027224,0.00014814
2020-11-03,0.00026623,0.03537897,0.006922,0.00003308
2020-11-04,0.00005393,0.01190030,0.001402,0.00000424
2020-11-05,0.00000009,0.00002049,0.000002,0.00000000
2020-11-06,0.00000000,0.00000000,0.000000,0.00000000
2020-11-07,0.00108792,0.02503191,0.028286,0.00013965
2020-11-08,0.07745353,0.12270168,2.013792,0.01244526
2020-11-09,0.17718918,0.15524738,4.615554,0.03060791
2020-11-10,0.27329605,0.16570625,7.143517,0.04749283
2020-11-11,0.25927336,0.16196088,6.771105,0.04496658
2020-11-12,0.24577787,0.16458641,6.421673,0.04259890
2020-11-13,0.22908269,0.16511154,5.987640,0.03972529
2020-11-14,0.24061968,0.16494594,6.288372,0.04174743
2020-11-15,0.28012325,0.16712953,7.317021,0.04858025
2020-11-16,0.23642361,0.16347807,6.167727,0.04091611
2020-11-17,0.14006034,0.15847756,3.641569,0.02410871
2020-11-18,0.06759650,0.14946308,1.757509,0.01160466
2020-11-19,0.02516552,0.13273799,0.654304,0.00428900
2020-11-20,0.01476048,0.10703161,0.383772,0.00247454
2020-11-21,0.01220604,0.11380541,0.317357,0.00200535
2020-11-22,0.00985253,0.10709770,0.256166,0.00161951
2020-11-23,0.02838919,0.13425655,0.738119,0.00479177
2020-11-24,0.09596462,0.15672440,2.495080,0.01597991
2020-11-25,0.14550626,0.16059798,3.783163,0.02488548
2020-11-26,0.11775934,0.16283853,3.061743,0.02016495
2020-11-27,0.10792326,0.16300469,2.806005,0.01850729
2020-11-28,0.09172375,0.16327556,2.384818,0.01576259
2020-11-29,0.07394291,0.16222208,1.922516,0.01270112
2020-11-30,0.06508673,0.16048878,1.692255,0.01117790
2020-12-01,0.06452054,0.16294293,1.677534,0.01108524
2020-12-02,0.08898045,0.16613770,2.313492,0.01530645
2020-12-03,0.09709976,0.16177854,2.524594,0.01665891
2020-12-04,0.09236181,0.16260982,2.401407,0.01584637
2020-12-05,0.06883609,0.16207187,1.789738,0.01180840
2020-12-06,0.04826381,0.15881473,1.254859,0.00827938
2020-12-07,0.03418903,0.15782360,0.888915,0.00586825
2020-12-08,0.02168857,0.15184611,0.563903,0.00371836
2020-12-09,0.01401677,0.14134364,0.364436,0.00238411
2020-12-10,0.01156574,0.14308294,0.300709,0.00192655
2020-12-11,0.07859824,0.17115527,2.043554,0.01356561
2020-12-12,0.14125273,0.17181221,3.672571,0.02435688
2020-12-13,0.28093025,0.17288320,7.304187,0.04852943
2020-12-14,0.31669726,0.17288316,8.234129,0.05469796
2020-12-15,0.39223843,0.17288313,10.198199,0.06774209
2020-12-16,0.40037053,0.17288310,10.409634,0.06914385
2020-12-17,0.37700466,0.17288306,9.802121,0.06509032
2020-12-18,0.39847272,0.17288301,10.360291,0.06877779
2020-12-19,0.41554224,0.17288298,10.804098,0.07171556
2020-12-20,0.38562060,0.17288296,10.026135,0.06653937
2020-12-21,0.33571600,0.17288289,8.728616,0.05791366
2020-12-22,0.26003840,0.17288284,6.760998,0.04484214
2020-12-23,0.25093862,0.17288640,6.525114,0.04326301
2020-12-24,0.25016279,0.17288438,6.505348,0.04312919
2020-12-25,0.24094193,0.17289025,6.267357,0.04154343
2020-12-26,0.20939065,0.17286999,5.446514,0.03609451
2020-12-27,0.20440970,0.17216827,5.349655,0.03539027
2020-12-28,0.23983107,0.17196377,6.323766,0.04172977
2020-12-29,0.44088883,0.17544868,12.078640,0.07954125
2020-12-30,0.47509533,0.17556560,13.150941,0.08623986
2020-12-31,0.45220010,0.17407081,12.505011,0.08159623
2021-01-01,0.42413145,0.17385969,11.742967,0.07618029
2021-01-02,0.40748926,0.17344552,11.274032,0.07274606
2021-01-03,0.39351619,0.17250044,10.904018,0.06996663
2021-01-04,0.38373229,0.17326161,10.819160,0.06902666
2021-01-05,0.36782082,0.17419753,10.625619,0.06738678
2021-01-06,0.37289204,0.17659457,11.301160,0.07133650
