date,frsno,snodp_m,snomas_kg_m2,depth_m,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
2015-10-01,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-02,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-03,0.00000031,0.00741189,0.000008,0.00000001,0.000002,0.000013,0.00000000,0.00000001
2015-10-04,0.00008846,0.00716197,0.002300,0.00000839,0.000005,0.003874,0.00000000,0.00001415
2015-10-05,0.00001812,0.00450701,0.000471,0.00000143,0.000009,0.000788,0.00000000,0.00000241
2015-10-06,0.00013369,0.00493102,0.003476,0.00001201,0.001775,0.004643,0.00000527,0.00001663
2015-10-07,0.00003258,0.00697483,0.000847,0.00000332,0.000030,0.001408,0.00000001,0.00000559
2015-10-08,0.00000558,0.00164237,0.000145,0.00000035,0.000000,0.000244,0.00000000,0.00000059
2015-10-09,0.00000016,0.00248938,0.000004,0.00000000,0.000000,0.000007,0.00000000,0.00000001
2015-10-10,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-11,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-12,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-13,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-14,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-15,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-16,0.00000032,0.00287940,0.000008,0.00000000,0.000001,0.000014,0.00000000,0.00000001
2015-10-17,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-18,0.00000033,0.00199829,0.000009,0.00000000,0.000000,0.000015,0.00000000,0.00000001
2015-10-19,0.00005569,0.00513606,0.001448,0.00000204,0.000017,0.002429,0.00000001,0.00000343
2015-10-20,0.00018009,0.01008714,0.004682,0.00001414,0.000072,0.007845,0.00000001,0.00002383
2015-10-21,0.01185342,0.08421680,0.308189,0.00168126,0.146751,0.418924,0.00072995,0.00233379
2015-10-22,0.04526061,0.12663816,1.176776,0.00768572,0.685362,1.513852,0.00437503,0.00995663
2015-10-23,0.09380507,0.15007094,2.438932,0.01601606,0.887097,3.503382,0.00545746,0.02325852
2015-10-24,0.03982825,0.14482209,1.035534,0.00676300,0.366153,1.494684,0.00225620,0.00985435
2015-10-25,0.01165901,0.13648355,0.303134,0.00197122,0.101610,0.441366,0.00061621,0.00290066
2015-10-26,0.00557536,0.12585052,0.144959,0.00089642,0.069743,0.196552,0.00036829,0.00125868
2015-10-27,0.00653915,0.11967587,0.170018,0.00108270,0.074241,0.235715,0.00043782,0.00152504
2015-10-28,0.01537574,0.10267223,0.399769,0.00258926,0.110800,0.597982,0.00067463,0.00390256
2015-10-29,0.01570130,0.10077181,0.408234,0.00262307,0.133170,0.596908,0.00079473,0.00387719
2015-10-30,0.03076840,0.15567571,0.799978,0.00523310,0.353619,1.106149,0.00217103,0.00733348
2015-10-31,0.02733768,0.14640880,0.710780,0.00462679,0.329707,0.972169,0.00203105,0.00640729
2015-11-01,0.01151900,0.13956830,0.299494,0.00193939,0.119987,0.422623,0.00071199,0.00278131
2015-11-02,0.00360128,0.11977838,0.093633,0.00058285,0.030986,0.136605,0.00017125,0.00086518
2015-11-03,0.00106847,0.07808892,0.027780,0.00016010,0.006267,0.042537,0.00002923,0.00024987
2015-11-04,0.03485405,0.12306692,0.906205,0.00543754,0.527391,1.166046,0.00274441,0.00728484
2015-11-05,0.16880010,0.16892926,4.388802,0.02921524,3.043448,5.311622,0.02020664,0.03539450
2015-11-06,0.23696412,0.16787926,6.161067,0.04100926,4.287319,7.446328,0.02844275,0.04962901
2015-11-07,0.24425361,0.16724941,6.350594,0.04227674,4.068629,7.915862,0.02702408,0.05273899
2015-11-08,0.16240940,0.16640050,4.222645,0.02811732,2.394664,5.476512,0.01592093,0.03648319
2015-11-09,0.10054747,0.16540264,2.614234,0.01740946,1.295418,3.518850,0.00861239,0.02344364
2015-11-10,0.06619459,0.15993089,1.721059,0.01145543,0.644777,2.459314,0.00427913,0.01637788
2015-11-11,0.21087227,0.16876683,5.496343,0.03654163,4.115360,6.443601,0.02729315,0.04288544
2015-11-12,0.23965126,0.16413161,6.241182,0.04144369,4.381201,7.516999,0.02912419,0.04989401
2015-11-13,0.18400493,0.16357107,4.784128,0.03177193,2.831660,6.123385,0.01884094,0.04064169
2015-11-14,0.12516867,0.16200736,3.254386,0.02160244,1.626092,4.371281,0.01082494,0.02899505
2015-11-15,0.07902311,0.15813425,2.054601,0.01361669,0.904905,2.843212,0.00602301,0.01882542
2015-11-16,0.15510194,0.16700777,4.078575,0.02696629,2.848317,4.922445,0.01879888,0.03256856
2015-11-17,0.39075644,0.17409269,10.297874,0.06845896,7.900196,11.942515,0.05266771,0.07929066
2015-11-18,0.40166703,0.17395719,10.571860,0.07022172,7.812665,12.464475,0.05208418,0.08266280
2015-11-19,0.33298237,0.17386251,8.783251,0.05822615,5.182429,11.253165,0.03454934,0.07446679
2015-11-20,0.27703607,0.17372209,7.320437,0.04839435,3.333200,10.055403,0.02222120,0.06634730
2015-11-21,0.24325250,0.17357403,6.428844,0.04239649,2.426824,9.173951,0.01617873,0.06038004
2015-11-22,0.21260916,0.17344225,5.615152,0.03695791,1.968631,8.116411,0.01312412,0.05330623
2015-11-23,0.16659078,0.17330155,4.400236,0.02884617,1.344185,6.496474,0.00896118,0.04248589
2015-11-24,0.12694634,0.17219645,3.352312,0.02183532,0.889362,5.041725,0.00590165,0.03276470
2015-11-25,0.10862668,0.16663484,2.858138,0.01845808,0.639016,4.380302,0.00418543,0.02824813
2015-11-26,0.11542038,0.16963445,3.025700,0.01960824,0.867740,4.505910,0.00570998,0.02914148
2015-11-27,0.16661424,0.17101474,4.347266,0.02841008,2.134554,5.865032,0.01417113,0.03817700
2015-11-28,0.21805741,0.17247687,5.695394,0.03737623,3.383369,7.281282,0.02252210,0.04756513
2015-11-29,0.23865169,0.17283120,6.232678,0.04095894,4.145715,7.664189,0.02762971,0.05010187
2015-11-30,0.28648927,0.17295670,7.501488,0.04939544,5.301632,9.010436,0.03531956,0.05905051
2015-12-01,0.30685669,0.17293980,8.038654,0.05295609,5.865075,9.529578,0.03906415,0.06248499
2015-12-02,0.28661060,0.17283532,7.501188,0.04937037,5.310197,9.004055,0.03536849,0.05897468
2015-12-03,0.25010314,0.17273514,6.537274,0.04295131,4.188946,8.148063,0.02790784,0.05327008
2015-12-04,0.20444558,0.17264452,5.336961,0.03495509,3.027790,6.920892,0.02017593,0.04509257
2015-12-05,0.18112625,0.17261598,4.727271,0.03088854,2.493333,6.259596,0.01661225,0.04068107
2015-12-06,0.18025495,0.17260997,4.704683,0.03073219,2.350571,6.319440,0.01566194,0.04106933
2015-12-07,0.14684363,0.17255667,3.828058,0.02490091,1.826001,5.201329,0.01216860,0.03363439
2015-12-08,0.13121455,0.17225880,3.418055,0.02215358,1.539911,4.706330,0.01026185,0.03031048
2015-12-09,0.11595340,0.16953094,3.017955,0.01946335,1.219530,4.251549,0.00809155,0.02726362
2015-12-10,0.09380999,0.16305526,2.439060,0.01558363,0.889937,3.501650,0.00583196,0.02227259
2015-12-11,0.09733443,0.16238552,2.530695,0.01624004,1.217202,3.431660,0.00805261,0.02185604
2015-12-12,0.16545246,0.17020676,4.301875,0.02805010,3.012621,5.186214,0.02005381,0.03353499
2015-12-13,0.23474906,0.17149243,6.104395,0.04001570,4.496107,7.207568,0.02988071,0.04696760
2015-12-14,0.24891796,0.17220839,6.478371,0.04250071,5.058539,7.452278,0.03361705,0.04859429
2015-12-15,0.43781010,0.17372600,11.548188,0.07622601,9.608280,12.878830,0.06398121,0.08462509
2015-12-16,0.51906236,0.17428899,13.756345,0.09084973,11.563754,15.260310,0.07693641,0.10039330
2015-12-17,0.55979657,0.17583569,15.069124,0.09939738,12.579113,16.777097,0.08356717,0.11025580
2015-12-18,0.56956460,0.17701930,15.555613,0.10226330,12.861767,17.403404,0.08522203,0.11395242
2015-12-19,0.52022998,0.17611468,14.217112,0.09281702,11.289003,16.225590,0.07445570,0.10541161
2015-12-20,0.45981365,0.17438696,12.451709,0.08070804,9.116210,14.739629,0.05996306,0.09493766
2015-12-21,0.50818625,0.17607374,14.015721,0.09068886,10.130206,16.680913,0.06655491,0.10724306
2015-12-22,0.60951738,0.18513323,18.114637,0.11683206,13.713280,21.133660,0.08972006,0.13542901
2015-12-23,0.74021814,0.21160946,25.873941,0.16556019,20.594587,29.495211,0.13312703,0.18780707
2015-12-24,0.76075890,0.22018907,28.136123,0.17766665,22.396695,32.072970,0.14290547,0.20151040
2015-12-25,0.78590809,0.23632791,31.683837,0.19811800,25.260078,36.090088,0.15960212,0.22453722
2015-12-26,0.81020247,0.25639211,35.982169,0.22249033,28.930807,40.818912,0.18070865,0.25114966
2015-12-27,0.82353551,0.25434883,36.534792,0.22282108,29.472854,41.378789,0.18160217,0.25109437
2015-12-28,0.82847023,0.25077233,36.614878,0.22015235,29.579170,41.440883,0.17985809,0.24779140
2015-12-29,0.82308480,0.24645276,36.289765,0.21494289,29.263569,41.109246,0.17536944,0.24208752
2015-12-30,0.82380117,0.24585360,36.656377,0.21448007,29.621790,41.481613,0.17542718,0.24126763
2015-12-31,0.82385091,0.24659751,37.175615,0.21525509,30.201814,41.959157,0.17709649,0.24142922
2016-01-01,0.82070853,0.24327289,36.955235,0.21144270,30.087731,41.665863,0.17437806,0.23686646
2016-01-02,0.81452218,0.23930320,36.531270,0.20644244,29.697155,41.218996,0.16998776,0.23144781
2016-01-03,0.80180250,0.23468356,35.880619,0.19961135,29.006555,40.595748,0.16331364,0.22450905
2016-01-04,0.77526815,0.22794848,34.643502,0.18826337,27.462686,39.569041,0.15073389,0.21400598
2016-01-05,0.76368608,0.22481256,34.232973,0.18307376,26.917099,39.251152,0.14515885,0.20908075
2016-01-06,0.75241449,0.22266294,33.953608,0.17895501,26.531803,39.044449,0.14076007,0.20515406
2016-01-07,0.76786924,0.22918204,35.698055,0.18816940,28.505271,40.631803,0.15156683,0.21327621
2016-01-08,0.79198991,0.23711307,37.858932,0.20021463,30.952575,42.596212,0.16573216,0.22386720
2016-01-09,0.82706895,0.24182737,39.796480,0.21105104,32.892016,44.532461,0.17689438,0.23448012
2016-01-10,0.82476743,0.23967453,39.697271,0.20850022,32.761161,44.454960,0.17444525,0.23185955
2016-01-11,0.82262045,0.23683822,39.456217,0.20530922,32.502784,44.225787,0.17139812,0.22856987
2016-01-12,0.81290103,0.23310682,38.868261,0.19990060,31.929253,43.627936,0.16627171,0.22296767
2016-01-13,0.79303144,0.22887911,37.979900,0.19213047,30.946898,42.804050,0.15793518,0.21558606
2016-01-14,0.76934216,0.22412403,36.919491,0.18322853,29.930460,41.713478,0.14940144,0.20643155
2016-01-15,0.76463859,0.22464976,37.064263,0.18291248,29.917045,41.966756,0.14836969,0.20660643
2016-01-16,0.76971747,0.22942492,38.119083,0.18845305,30.665903,43.231445,0.15223348,0.21329715
2016-01-17,0.77899071,0.24132114,40.383265,0.20161951,32.380190,45.872816,0.16210980,0.22872042
2016-01-18,0.76980507,0.24493561,40.994928,0.20341308,32.357365,46.919693,0.16024749,0.23302167
2016-01-19,0.76148217,0.24789649,41.517651,0.20478779,32.722608,47.550437,0.16112973,0.23473418
2016-01-20,0.75478806,0.25324783,42.471328,0.20875863,33.343429,48.732429,0.16370944,0.23965923
2016-01-21,0.76036309,0.26202706,44.322136,0.21825518,34.753019,50.885883,0.17072457,0.25085786
2016-01-22,0.74867190,0.25791194,43.752530,0.21216829,33.949600,50.476657,0.16396195,0.24523448
2016-01-23,0.71274680,0.24711303,41.769199,0.19558475,31.445524,48.850521,0.14604060,0.22956859
2016-01-24,0.69181039,0.23966453,40.480013,0.18541902,29.745300,47.843278,0.13469431,0.22021264
2016-01-25,0.69923184,0.24667507,41.932586,0.19332418,30.954835,49.462559,0.14163381,0.22878017
2016-01-26,0.70554625,0.24630390,42.242980,0.19414135,31.240979,49.789585,0.14282445,0.22934117
2016-01-27,0.69344068,0.24281515,41.598466,0.18900185,30.483473,49.222575,0.13754178,0.22429986
2016-01-28,0.66233409,0.23699814,40.060500,0.17843280,28.471475,48.009763,0.12515314,0.21497893
2016-01-29,0.63383829,0.23030550,38.362329,0.16773458,25.544512,47.154457,0.10968445,0.20755292
2016-01-30,0.60604179,0.22804200,37.306441,0.16178972,23.371379,46.864921,0.09974593,0.20434743
2016-01-31,0.62037418,0.24446545,40.045763,0.17959847,24.444592,50.747078,0.10958415,0.22762342
2016-02-01,0.72344456,0.28036458,48.410280,0.23007316,30.956771,60.382170,0.14664221,0.28730097
2016-02-02,0.80924109,0.30517521,54.846558,0.26974100,36.391950,67.505132,0.17976751,0.33145653
2016-02-03,0.81749176,0.30549330,55.523342,0.27164849,37.009131,68.222800,0.18264874,0.33269611
2016-02-04,0.81143993,0.30298707,55.322066,0.26809512,36.815290,68.016424,0.18040929,0.32824149
2016-02-05,0.81209043,0.30394096,55.815111,0.26923067,37.238595,68.557307,0.18237387,0.32880838
2016-02-06,0.79360420,0.30126350,55.281190,0.26305311,36.481078,68.176756,0.17636438,0.32251553
2016-02-07,0.73944764,0.29758206,53.687115,0.24931187,34.121227,67.107950,0.16012975,0.31048459
2016-02-08,0.68627979,0.29080938,51.689390,0.23312063,31.235389,65.719409,0.14004376,0.29696488
2016-02-09,0.63049701,0.28235351,49.356299,0.21518180,28.175373,63.884937,0.12019954,0.28033301
2016-02-10,0.59046311,0.26858790,46.698718,0.19578871,25.064773,61.538096,0.10191675,0.26017833
2016-02-11,0.55709660,0.25324118,43.806012,0.17697979,21.848905,58.867056,0.08548766,0.23973702
2016-02-12,0.52405862,0.23409907,40.857858,0.15922644,18.828521,55.968447,0.07061172,0.22000997
2016-02-13,0.49148672,0.21199448,37.131028,0.13970824,15.687523,51.839778,0.05682830,0.19655810
2016-02-14,0.46889680,0.19605999,34.556947,0.12718672,13.588815,48.939624,0.04803018,0.18148258
2016-02-15,0.46359345,0.20096773,34.707306,0.12971133,13.126497,49.510237,0.04618663,0.18700345
2016-02-16,0.44743689,0.19227525,33.939368,0.12597151,11.622462,49.247209,0.04007753,0.18488880
2016-02-17,0.41570878,0.17395169,31.436806,0.11406640,9.345662,46.589790,0.03129727,0.17084025
2016-02-18,0.37305047,0.15116828,27.563258,0.09557821,6.950731,41.702015,0.02139687,0.14646145
2016-02-19,0.34426735,0.13728274,24.608770,0.08469563,5.254400,37.884519,0.01586125,0.13191122
2016-02-20,0.32012584,0.12709868,22.867317,0.07761941,4.476873,35.481879,0.01340800,0.12166397
2016-02-21,0.30497109,0.12391426,20.969580,0.07133462,3.709822,32.808570,0.01120399,0.11258003
2016-02-22,0.29640788,0.13851138,19.962260,0.06844495,3.323158,31.375525,0.00996005,0.10856152
2016-02-23,0.33930917,0.17897855,21.126553,0.07750023,4.105934,32.801511,0.01533099,0.12014399
2016-02-24,0.35777848,0.15869402,21.460492,0.07975454,4.369818,33.183503,0.01736058,0.12255244
2016-02-25,0.32696429,0.15790749,20.277575,0.07363033,3.419473,31.841058,0.01222311,0.11575140
2016-02-26,0.28585512,0.15324389,18.604988,0.06559085,2.359218,29.748453,0.00712123,0.10569693
2016-02-27,0.24793575,0.14481917,16.561522,0.05597198,1.605165,26.820541,0.00352077,0.09194985
2016-02-28,0.21791424,0.13500175,14.691827,0.04756231,1.226898,23.927830,0.00174584,0.07898922
2016-02-29,0.20135129,0.11666484,13.857726,0.04355262,1.106987,22.603844,0.00144338,0.07243662
2016-03-01,0.19750841,0.11180340,13.381012,0.04218376,1.085319,21.814999,0.00186617,0.06983882
