date,frsno,snodp_m,snomas_kg_m2,depth_m,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
2000-10-01,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2000-10-02,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2000-10-03,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2000-10-04,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2000-10-05,0.00012760,0.01129741,0.003318,0.00000852,0.002367,0.003970,0.00000850,0.00000854
2000-10-06,0.00019442,0.01462043,0.005055,0.00001772,0.005052,0.005057,0.00001735,0.00001797
2000-10-07,0.00048619,0.03297136,0.012641,0.00005564,0.009975,0.014470,0.00004996,0.00005953
2000-10-08,0.00053016,0.05467317,0.013784,0.00006932,0.013204,0.014182,0.00007027,0.00006866
2000-10-09,0.00078701,0.04228866,0.020462,0.00010121,0.008087,0.028951,0.00003135,0.00014913
2000-10-10,0.00096727,0.03285063,0.025149,0.00013151,0.011166,0.034740,0.00005595,0.00018334
2000-10-11,0.00201093,0.03060955,0.052284,0.00031765,0.023913,0.071744,0.00014932,0.00043312
2000-10-12,0.00256509,0.03616383,0.066692,0.00038830,0.023743,0.096152,0.00014040,0.00055835
2000-10-13,0.00119080,0.03935545,0.030961,0.00018217,0.006428,0.047788,0.00002659,0.00028889
2000-10-14,0.00163879,0.05271042,0.042608,0.00024275,0.017255,0.059999,0.00008115,0.00035359
2000-10-15,0.00164596,0.03401026,0.042795,0.00022491,0.015783,0.061324,0.00005959,0.00033831
2000-10-16,0.00053904,0.02508354,0.014015,0.00007216,0.005595,0.019790,0.00002070,0.00010746
2000-10-17,0.00015319,0.01799160,0.003983,0.00002041,0.001764,0.005505,0.00000643,0.00003000
2000-10-18,0.00003100,0.00549881,0.000806,0.00000328,0.000371,0.001104,0.00000113,0.00000476
2000-10-19,0.00000153,0.00311223,0.000040,0.00000003,0.000000,0.000067,0.00000000,0.00000005
2000-10-20,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2000-10-21,0.00000008,0.00187358,0.000002,0.00000000,0.000000,0.000004,0.00000000,0.00000000
2000-10-22,0.00109744,0.02822541,0.028533,0.00012229,0.012833,0.039303,0.00003002,0.00018557
2000-10-23,0.01291134,0.08046483,0.335695,0.00206879,0.036010,0.541257,0.00013855,0.00339280
2000-10-24,0.03224594,0.10447488,0.838395,0.00533813,0.105122,1.341369,0.00045001,0.00869103
2000-10-25,0.02585952,0.12459072,0.672348,0.00435264,0.086259,1.074364,0.00043274,0.00704142
2000-10-26,0.01168148,0.10056162,0.303718,0.00191490,0.032148,0.489997,0.00013858,0.00313334
2000-10-27,0.00723877,0.09297540,0.188208,0.00117728,0.009681,0.310665,0.00003866,0.00195829
2000-10-28,0.03383749,0.09781549,0.879775,0.00547233,0.233830,1.322847,0.00117006,0.00842338
2000-10-29,0.05562916,0.12913867,1.446358,0.00946339,0.328447,2.213168,0.00199773,0.01458431
2000-10-30,0.03739570,0.12658089,0.972288,0.00633588,0.156249,1.532034,0.00090533,0.01006086
2000-10-31,0.05300084,0.14170298,1.378022,0.00887247,0.488443,1.988211,0.00278151,0.01305045
2000-11-01,0.13788298,0.16784744,3.584957,0.02383763,2.335944,4.441694,0.01554921,0.02952291
2000-11-02,0.16337877,0.16476225,4.247848,0.02822786,2.504067,5.443960,0.01667183,0.03615449
2000-11-03,0.15353028,0.16799605,3.991787,0.02654845,2.057305,5.318708,0.01368958,0.03536873
2000-11-04,0.12923003,0.16246939,3.359981,0.02227253,1.432073,4.682391,0.00950480,0.03103030
2000-11-05,0.14848997,0.16661788,3.860739,0.02565545,2.156894,5.029458,0.01432497,0.03342736
2000-11-06,0.20224364,0.17212179,5.258335,0.03503411,3.094931,6.742279,0.02059908,0.04493553
2000-11-07,0.20898000,0.17161436,5.433480,0.03617836,3.219609,6.952041,0.02140893,0.04630916
2000-11-08,0.20865649,0.17077112,5.425069,0.03606351,3.160979,6.978077,0.02101716,0.04638426
2000-11-09,0.20771182,0.16967261,5.400507,0.03589828,3.149217,6.944736,0.02094488,0.04615527
2000-11-10,0.24835480,0.16907136,6.457225,0.04292847,4.153696,8.037285,0.02765287,0.05340647
2000-11-11,0.35198772,0.17333246,9.151681,0.06101087,6.388488,11.047038,0.04258973,0.07364649
2000-11-12,0.40031130,0.17333231,10.408097,0.06938679,7.547991,12.369931,0.05031971,0.08246548
2000-11-13,0.41329944,0.17335482,10.750218,0.07165891,7.900170,12.705152,0.05266755,0.08468565
2000-11-14,0.40012152,0.17332977,10.408939,0.06935192,7.412434,12.464333,0.04941597,0.08302658
2000-11-15,0.40032746,0.17373522,10.480053,0.06977595,7.211164,12.722283,0.04807417,0.08466186
2000-11-16,0.42706557,0.17411321,11.245613,0.07479964,7.851387,13.573815,0.05234230,0.09020382
2000-11-17,0.42320254,0.17409712,11.155614,0.07411490,7.773599,13.475441,0.05182363,0.08940515
2000-11-18,0.42880053,0.17421030,11.332004,0.07519919,7.795439,13.757840,0.05196545,0.09113592
2000-11-19,0.41092217,0.17420713,10.883291,0.07210116,7.238607,13.383290,0.04825361,0.08845892
2000-11-20,0.37595148,0.17411740,9.980127,0.06595387,6.182303,12.585169,0.04121185,0.08292517
2000-11-21,0.32891227,0.17393890,8.751735,0.05762981,5.036734,11.299967,0.03357535,0.07412949
2000-11-22,0.27236836,0.17378327,7.273078,0.04768277,3.731178,9.702574,0.02487235,0.06332914
2000-11-23,0.23659013,0.17363914,6.332382,0.04134731,3.101819,8.548323,0.02067717,0.05552558
2000-11-24,0.21355241,0.17340152,5.724532,0.03724700,2.534899,7.912397,0.01689554,0.05120669
2000-11-25,0.19498602,0.17224384,5.249862,0.03402423,2.080018,7.424154,0.01384968,0.04786257
2000-11-26,0.18898284,0.17191684,5.100723,0.03297753,1.890161,7.302944,0.01257970,0.04696902
2000-11-27,0.18974465,0.17140863,5.166169,0.03334382,1.744778,7.513004,0.01160096,0.04825790
2000-11-28,0.19376468,0.17117982,5.364646,0.03451212,1.638140,7.920770,0.01089548,0.05071149
2000-11-29,0.18495710,0.16917044,5.153597,0.03295798,1.470981,7.679615,0.00978464,0.04885328
2000-11-30,0.16904924,0.16335454,4.751751,0.03012886,1.240949,7.159916,0.00825048,0.04513590
