date,frsno,snodp_m,snomas_kg_m2
1985-02-14,0.40897626,0.20181327,20.912014
1985-02-15,0.38162719,0.19855199,19.720938
1985-02-16,0.34701043,0.18820910,17.728675
1985-02-17,0.32570397,0.17701130,16.615987
1985-02-18,0.31438903,0.17695608,16.111921
1985-02-19,0.29054535,0.16503369,14.946084
1985-02-20,0.26276416,0.15586201,13.565043
1985-02-21,0.24978598,0.15109150,12.810058
1985-02-22,0.24225556,0.14500878,12.544540
1985-02-23,0.29324797,0.17572341,13.956685
1985-02-24,0.29505387,0.16596105,13.854104
1985-02-25,0.26239634,0.16847002,12.936789
1985-02-26,0.27924465,0.16995551,13.452526
1985-02-27,0.26029905,0.16623703,12.763931
1985-02-28,0.23622581,0.16447836,11.915222
1985-03-01,0.22050063,0.15875745,11.270584
1985-03-02,0.20664843,0.15452433,10.590460
1985-03-03,0.22136832,0.16621903,10.688299
1985-03-04,0.24588104,0.16495167,11.487705
1985-03-05,0.23575565,0.15703065,11.035197
1985-03-06,0.21616439,0.15752193,10.257134
1985-03-07,0.20346976,0.15287056,9.558568
1985-03-08,0.19561021,0.14254434,9.053390
1985-03-09,0.18839563,0.13937929,8.497048
1985-03-10,0.16891601,0.12800797,7.223745
1985-03-11,0.17259647,0.12208186,7.400893
1985-03-12,0.22544483,0.15573740,8.942822
1985-03-13,0.21554471,0.16410729,8.853871
1985-03-14,0.16333510,0.15923209,7.312238
1985-03-15,0.12747060,0.15269278,6.092527
1985-03-16,0.12206571,0.14725590,5.698508
1985-03-17,0.11284604,0.13172791,5.169381
1985-03-18,0.09221459,0.10867224,4.171462
1985-03-19,0.08431458,0.10242676,3.798471
1985-03-20,0.08252573,0.09652289,3.628979
1985-03-21,0.06129262,0.08219102,3.015695
1985-03-22,0.06362177,0.10403726,3.053585
1985-03-23,0.06367172,0.08771679,3.007000
1985-03-24,0.05524584,0.07860602,2.730723
1985-03-25,0.03810204,0.06342306,2.149269
1985-03-26,0.04781564,0.07272305,2.256322
1985-03-27,0.10119451,0.09988809,3.763327
1985-03-28,0.23642742,0.14199266,7.601806
1985-03-29,0.40145857,0.16588524,12.288821
1985-03-30,0.49361384,0.17129945,14.944010
1985-03-31,0.46339342,0.17208871,14.291590
1985-04-01,0.35847042,0.17191911,11.541949
1985-04-02,0.18746778,0.16896670,6.685059
1985-04-03,0.07283084,0.15127228,3.478409
1985-04-04,0.04530712,0.10898159,2.423513
1985-04-05,0.04804583,0.09870963,2.410739
1985-04-06,0.04177474,0.07257518,2.153460
1985-04-07,0.03297426,0.05046939,1.674201
1985-04-08,0.01925978,0.04351730,1.043204
1985-04-09,0.01709183,0.04243597,0.680138
1985-04-10,0.01216738,0.03041794,0.354248
1985-04-11,0.00278961,0.01985654,0.072530
1985-04-12,0.00041047,0.00825576,0.010672
1985-04-13,0.00005445,0.00137450,0.001416
1985-04-14,0.00000527,0.00053037,0.000137
1985-04-15,0.00000000,0.00000000,0.000000
1985-04-16,0.00000000,0.00000000,0.000000
1985-04-17,0.00000000,0.00000000,0.000000
1985-04-18,0.00014145,0.00609259,0.003678
1985-04-19,0.03378457,0.11004452,0.878399
1985-04-20,0.08468629,0.12474287,2.201844
1985-04-21,0.16866261,0.12160616,4.410340
1985-04-22,0.16690068,0.14699677,4.409562
1985-04-23,0.12425258,0.15397020,3.305385
1985-04-24,0.06905927,0.13768713,1.839075
1985-04-25,0.09973003,0.13746207,2.668005
1985-04-26,0.13362394,0.15503318,3.580591
1985-04-27,0.11104874,0.16090445,2.940788
1985-04-28,0.02436732,0.14870519,0.633550
1985-04-29,0.02065605,0.10608750,0.537057
1985-04-30,0.00888264,0.08119723,0.230949
1985-05-01,0.00101223,0.04995584,0.026318
1985-05-02,0.00015716,0.02079601,0.004086
1985-05-03,0.00000000,0.00000000,0.000000
1985-05-04,0.00000000,0.00000000,0.000000
1985-05-05,0.00029854,0.00844068,0.007762
1985-05-06,0.00008651,0.01045404,0.002249
1985-05-07,0.00000000,0.00000000,0.000000
1985-05-08,0.00000000,0.00000000,0.000000
1985-05-09,0.00000000,0.00000000,0.000000
1985-05-10,0.00000000,0.00000000,0.000000
1985-05-11,0.01670461,0.08084449,0.434320
1985-05-12,0.01510134,0.08698368,0.392635
1985-05-13,0.04955944,0.13033689,1.288546
1985-05-14,0.04018797,0.12328168,1.044887
1985-05-15,0.00631641,0.08404406,0.164227
1985-05-16,0.00061484,0.03225605,0.015986
1985-05-17,0.00012528,0.01061607,0.003257
1985-05-18,0.00024561,0.02307588,0.006386
1985-05-19,0.00004608,0.00474640,0.001198
1985-05-20,0.00000000,0.00060051,0.000000
1985-05-21,0.00032541,0.01580651,0.008461
1985-05-22,0.00150067,0.02782821,0.039017
1985-05-23,0.00044627,0.01514901,0.011603
1985-05-24,0.00001773,0.00383574,0.000461
1985-05-25,0.00000000,0.00000000,0.000000
1985-05-26,0.00000000,0.00000000,0.000000
1985-05-27,0.00000000,0.00000000,0.000000
1985-05-28,0.00000000,0.00000000,0.000000
1985-05-29,0.00000000,0.00000000,0.000000
1985-05-30,0.00040545,0.01138723,0.010542
1985-05-31,0.00027623,0.01992102,0.007182
1985-06-01,0.00001777,0.00297448,0.000462
1985-06-02,0.00000000,0.00000002,0.000000
1985-06-03,0.00000000,0.00000000,0.000000
1985-06-04,0.00000000,0.00000000,0.000000
1985-06-05,0.00000000,0.00000000,0.000000
1985-06-06,0.00000000,0.00000000,0.000000
1985-06-07,0.00000000,0.00000000,0.000000
1985-06-08,0.00000000,0.00000000,0.000000
1985-06-09,0.00000000,0.00000000,0.000000
1985-06-10,0.00000000,0.00000000,0.000000
1985-06-11,0.00000000,0.00000000,0.000000
1985-06-12,0.00000007,0.00141604,0.000002
1985-06-13,0.00000000,0.00000000,0.000000
1985-06-14,0.00000000,0.00000000,0.000000
1985-06-15,0.00000000,0.00000000,0.000000
1985-06-16,0.00000000,0.00000000,0.000000
1985-06-17,0.00000000,0.00000000,0.000000
1985-06-18,0.00000000,0.00000000,0.000000
1985-06-19,0.00000000,0.00000000,0.000000
1985-06-20,0.00000000,0.00000000,0.000000
1985-06-21,0.00000000,0.00000000,0.000000
1985-06-22,0.00000000,0.00000000,0.000000
1985-06-23,0.00000000,0.00000000,0.000000
1985-06-24,0.00000000,0.00000000,0.000000
1985-06-25,0.00000000,0.00000000,0.000000
1985-06-26,0.00074323,0.02107674,0.019324
1985-06-27,0.00021929,0.01412784,0.005702
1985-06-28,0.00000000,0.00000000,0.000000
1985-06-29,0.00000000,0.00000000,0.000000
1985-06-30,0.00000000,0.00000000,0.000000
1985-07-01,0.00000000,0.00000000,0.000000
1985-07-02,0.00000000,0.00000000,0.000000
1985-07-03,0.00000000,0.00000000,0.000000
1985-07-04,0.00000000,0.00000000,0.000000
1985-07-05,0.00000000,0.00000000,0.000000
1985-07-06,0.00000000,0.00000000,0.000000
1985-07-07,0.00000000,0.00000000,0.000000
1985-07-08,0.00000000,0.00000000,0.000000
1985-07-09,0.00000000,0.00000000,0.000000
1985-07-10,0.00000000,0.00000000,0.000000
1985-07-11,0.00000000,0.00000000,0.000000
1985-07-12,0.00000000,0.00000000,0.000000
1985-07-13,0.00000000,0.00000000,0.000000
1985-07-14,0.00000000,0.00000000,0.000000
1985-07-15,0.00000000,0.00000000,0.000000
1985-07-16,0.00000000,0.00000000,0.000000
1985-07-17,0.00000000,0.00000000,0.000000
1985-07-18,0.00000000,0.00000000,0.000000
1985-07-19,0.00000000,0.00000000,0.000000
1985-07-20,0.00000000,0.00000000,0.000000
1985-07-21,0.00000000,0.00000000,0.000000
1985-07-22,0.00000000,0.00000000,0.000000
1985-07-23,0.00000000,0.00000000,0.000000
1985-07-24,0.00000000,0.00000000,0.000000
1985-07-25,0.00000000,0.00000000,0.000000
1985-07-26,0.00000000,0.00000000,0.000000
1985-07-27,0.00000000,0.00000000,0.000000
1985-07-28,0.00000000,0.00000000,0.000000
1985-07-29,0.00000000,0.00000000,0.000000
1985-07-30,0.00000000,0.00000000,0.000000
1985-07-31,0.00000000,0.00000000,0.000000
1985-08-01,0.00000000,0.00000000,0.000000
1985-08-02,0.00000000,0.00000000,0.000000
1985-08-03,0.00000000,0.00000000,0.000000
1985-08-04,0.00000000,0.00000000,0.000000
1985-08-05,0.00000000,0.00000000,0.000000
1985-08-06,0.00000000,0.00000000,0.000000
1985-08-07,0.00000000,0.00000000,0.000000
1985-08-08,0.00000000,0.00000000,0.000000
1985-08-09,0.00000000,0.00000000,0.000000
1985-08-10,0.00000000,0.00000000,0.000000
1985-08-11,0.00000000,0.00000000,0.000000
1985-08-12,0.00000000,0.00000000,0.000000
1985-08-13,0.00000000,0.00000000,0.000000
1985-08-14,0.00000000,0.00000000,0.000000
1985-08-15,0.00000000,0.00000000,0.000000
1985-08-16,0.00000000,0.00000000,0.000000
1985-08-17,0.00000000,0.00000000,0.000000
1985-08-18,0.00000000,0.00000000,0.000000
1985-08-19,0.00000000,0.00000000,0.000000
1985-08-20,0.00000000,0.00000000,0.000000
1985-08-21,0.00000000,0.00000000,0.000000
1985-08-22,0.00000000,0.00000000,0.000000
1985-08-23,0.00000000,0.00000000,0.000000
1985-08-24,0.00000000,0.00000000,0.000000
1985-08-25,0.00000000,0.00000000,0.000000
1985-08-26,0.00000000,0.00000000,0.000000
1985-08-27,0.00000000,0.00000000,0.000000
1985-08-28,0.00000000,0.00000000,0.000000
1985-08-29,0.00000000,0.00000000,0.000000
1985-08-30,0.00000000,0.00000000,0.000000
1985-08-31,0.00000000,0.00000000,0.000000
1985-09-01,0.00000000,0.00000000,0.000000
1985-09-02,0.00000000,0.00000000,0.000000
1985-09-03,0.00000000,0.00000000,0.000000
1985-09-04,0.00000000,0.00000000,0.000000
1985-09-05,0.00000000,0.00000000,0.000000
1985-09-06,0.00000000,0.00000000,0.000000
1985-09-07,0.00000000,0.00000000,0.000000
1985-09-08,0.00000007,0.00145302,0.000002
1985-09-09,0.00000000,0.00000000,0.000000
1985-09-10,0.00000000,0.00000000,0.000000
1985-09-11,0.00000000,0.00000000,0.000000
1985-09-12,0.00000031,0.00315358,0.000008
1985-09-13,0.00000000,0.00000000,0.000000
1985-09-14,0.00000000,0.00000000,0.000000
1985-09-15,0.00000000,0.00000000,0.000000
1985-09-16,0.00000000,0.00000000,0.000000
1985-09-17,0.00000000,0.00000000,0.000000
1985-09-18,0.00000000,0.00000000,0.000000
1985-09-19,0.00000000,0.00000000,0.000000
1985-09-20,0.00027174,0.00961722,0.007065
1985-09-21,0.01238593,0.05061913,0.322034
1985-09-22,0.00574159,0.05860879,0.149281
1985-09-23,0.00958449,0.06736076,0.249197
1985-09-24,0.00662545,0.06138666,0.172262
1985-09-25,0.00817411,0.06856234,0.212527
1985-09-26,0.00466791,0.05364387,0.121366
1985-09-27,0.00085061,0.02500362,0.022116
1985-09-28,0.02297148,0.04779278,0.597258
1985-09-29,0.07705822,0.10746874,2.003514
1985-09-30,0.05528347,0.10550661,1.437370
