date,frsno,snodp_m,snomas_kg_m2
1984-10-01,0.00052031,0.04915999,0.013528
1984-10-02,0.00006868,0.00912198,0.001786
1984-10-03,0.00003377,0.00692897,0.000878
1984-10-04,0.01457742,0.05278122,0.379013
1984-10-05,0.01104858,0.05707532,0.287263
1984-10-06,0.00284809,0.04947853,0.074050
1984-10-07,0.00059497,0.03294608,0.015469
1984-10-08,0.00009123,0.01134837,0.002372
1984-10-09,0.00001152,0.00392637,0.000299
1984-10-10,0.00000080,0.00124328,0.000021
1984-10-11,0.00000000,0.00000000,0.000000
1984-10-12,0.00056652,0.01261696,0.014730
1984-10-13,0.00273682,0.04955277,0.071157
1984-10-14,0.05482268,0.10604513,1.425390
1984-10-15,0.14093247,0.16726945,3.664244
1984-10-16,0.31745798,0.17268933,8.371070
1984-10-17,0.38930718,0.17255704,10.242405
1984-10-18,0.37994252,0.17329434,9.943563
1984-10-19,0.36944868,0.17327370,9.698466
1984-10-20,0.35658103,0.17333215,9.403129
1984-10-21,0.35923005,0.17323783,9.483773
1984-10-22,0.36137328,0.17334976,9.592572
1984-10-23,0.36003266,0.17446185,9.769355
1984-10-24,0.34895314,0.17554176,9.711280
1984-10-25,0.29454050,0.17491589,8.252077
1984-10-26,0.21054999,0.17282726,5.818581
1984-10-27,0.18311809,0.16644243,4.957099
1984-10-28,0.19015925,0.15704485,5.142977
1984-10-29,0.15792720,0.13889460,4.273001
1984-10-30,0.10030165,0.11997737,2.691504
1984-10-31,0.06398734,0.10047587,1.663671
1984-11-01,0.05256139,0.09212777,1.366596
1984-11-02,0.03889237,0.08437265,1.011202
1984-11-03,0.02516447,0.07643562,0.654276
1984-11-04,0.02596016,0.07758245,0.674964
1984-11-05,0.02341479,0.07421467,0.608785
1984-11-06,0.01864006,0.06714758,0.484642
1984-11-07,0.01415851,0.06538022,0.368121
1984-11-08,0.02038428,0.09865309,0.529991
1984-11-09,0.06769769,0.13751117,1.760140
1984-11-10,0.09487622,0.12389707,2.466782
1984-11-11,0.08404691,0.12253806,2.185220
1984-11-12,0.06235764,0.12069854,1.621299
1984-11-13,0.03614038,0.11848144,0.939650
1984-11-14,0.04693667,0.12004559,1.220354
1984-11-15,0.06206683,0.12012967,1.613738
1984-11-16,0.05547549,0.12145824,1.442363
1984-11-17,0.05233822,0.13264407,1.360794
1984-11-18,0.05583578,0.12777951,1.451730
1984-11-19,0.05084647,0.12574709,1.322008
1984-11-20,0.04570612,0.11007056,1.188359
1984-11-21,0.03911080,0.11354697,1.016881
1984-11-22,0.03239932,0.13152187,0.842382
1984-11-23,0.02593683,0.11273266,0.674358
1984-11-24,0.02577683,0.12460669,0.670198
1984-11-25,0.08239843,0.14451161,2.142359
1984-11-26,0.18804248,0.17032337,4.889104
1984-11-27,0.23026514,0.16985126,5.986894
1984-11-28,0.22814821,0.16986993,5.931854
1984-11-29,0.24221060,0.17095074,6.297476
1984-11-30,0.24762881,0.17116689,6.438349
1984-12-01,0.25360677,0.17116687,6.593776
1984-12-02,0.27240880,0.17116687,7.082629
1984-12-03,0.26697969,0.17116685,6.941472
1984-12-04,0.24665502,0.17116682,6.413030
1984-12-05,0.22805973,0.17116677,5.929553
1984-12-06,0.20949098,0.17116673,5.446765
1984-12-07,0.17130241,0.17116668,4.453863
1984-12-08,0.14474257,0.17116663,3.763307
1984-12-09,0.16424748,0.17116657,4.270434
1984-12-10,0.14956826,0.17116656,3.888775
1984-12-11,0.18297121,0.16974194,4.757251
1984-12-12,0.30294246,0.16859677,7.989249
1984-12-13,0.44363597,0.17342036,11.966736
1984-12-14,0.52296407,0.17469436,14.204151
1984-12-15,0.55011162,0.17599873,15.172751
1984-12-16,0.55551073,0.17706474,15.569991
1984-12-17,0.55111404,0.17900180,15.852354
1984-12-18,0.53234659,0.17817209,15.356896
1984-12-19,0.49287564,0.17705040,14.282208
1984-12-20,0.49215245,0.17902660,14.686914
1984-12-21,0.50638073,0.18229936,15.676759
1984-12-22,0.50048178,0.18199251,15.580093
1984-12-23,0.48978449,0.18129628,15.291450
1984-12-24,0.47340776,0.18058493,14.863055
1984-12-25,0.46188809,0.17987320,14.544488
1984-12-26,0.44930459,0.17989942,14.320454
1984-12-27,0.44894716,0.18398217,15.146774
1984-12-28,0.46926888,0.19482188,17.875699
1984-12-29,0.45205465,0.19317175,17.904929
1984-12-30,0.43970249,0.19278698,17.711889
1984-12-31,0.43072822,0.19365117,17.562191
1985-01-01,0.45913108,0.19576875,18.337428
1985-01-02,0.46539479,0.19385916,18.415008
1985-01-03,0.45790206,0.19292936,18.127398
1985-01-04,0.44238989,0.19133997,17.641062
1985-01-05,0.41349742,0.18972647,16.766533
1985-01-06,0.39573858,0.18844536,16.203745
1985-01-07,0.38256767,0.18750863,15.776896
1985-01-08,0.43355959,0.19167950,17.654800
1985-01-09,0.50642403,0.19669709,20.401979
1985-01-10,0.51239871,0.19653587,20.631091
1985-01-11,0.50050149,0.19574795,20.289436
1985-01-12,0.49860620,0.19473778,20.164515
1985-01-13,0.48410257,0.19350233,19.662084
1985-01-14,0.45641761,0.19227492,18.811754
1985-01-15,0.42763614,0.19112196,17.954829
1985-01-16,0.42122948,0.19076874,17.787635
1985-01-17,0.41236103,0.18965053,17.435373
1985-01-18,0.38860696,0.18807516,16.635657
1985-01-19,0.37287911,0.18713863,16.119388
1985-01-20,0.37426609,0.18660622,16.088814
1985-01-21,0.39962053,0.19118202,17.485002
1985-01-22,0.44808773,0.19888504,19.999766
1985-01-23,0.45183764,0.19871833,20.165134
1985-01-24,0.43691384,0.19728921,19.636539
1985-01-25,0.41864285,0.19590814,19.019564
1985-01-26,0.40382610,0.19463665,18.505927
1985-01-27,0.40976713,0.19479760,18.738877
1985-01-28,0.42912831,0.19625037,19.529739
1985-01-29,0.45456604,0.19909962,20.685477
1985-01-30,0.48059349,0.20136989,21.775759
1985-01-31,0.48643897,0.20093226,21.911932
1985-02-01,0.48559476,0.20029468,21.829565
1985-02-02,0.48374530,0.19977216,21.736530
1985-02-03,0.49462135,0.20111955,22.264513
1985-02-04,0.51779349,0.20333040,23.257364
1985-02-05,0.51929806,0.20335100,23.352992
1985-02-06,0.51513345,0.20338523,23.300031
1985-02-07,0.50781511,0.20278030,23.075502
1985-02-08,0.48792300,0.20169848,22.456592
1985-02-09,0.48296811,0.20531583,22.966078
1985-02-10,0.51754034,0.20996855,24.679047
1985-02-11,0.51702645,0.20916752,24.623829
1985-02-12,0.48402406,0.20689425,23.500226
1985-02-13,0.43662702,0.20407498,21.945274
