date,stream,swe_mm_we,snow_density_kg_m3
2011-10-01,final,0.000000,100.0000
2011-10-02,final,0.000000,100.0742
2011-10-03,final,0.000000,100.0000
2011-10-04,final,0.000000,100.0000
2011-10-05,final,0.188659,103.7810
2011-10-06,final,0.851750,108.1395
2011-10-07,final,3.468727,134.6706
2011-10-08,final,4.950944,138.6654
2011-10-09,final,7.418073,146.5091
2011-10-10,final,6.712191,146.0608
2011-10-11,final,5.654369,145.7999
2011-10-12,final,4.323689,142.2341
2011-10-13,final,3.251165,136.6124
2011-10-14,final,2.134462,131.9602
2011-10-15,final,1.286576,126.8127
2011-10-16,final,0.706790,120.6330
2011-10-17,final,0.467277,116.0676
2011-10-18,final,1.082421,121.6332
2011-10-19,final,1.005324,117.6886
2011-10-20,final,0.767933,117.1518
2011-10-21,final,0.602421,116.4015
2011-10-22,final,0.471339,114.9903
2011-10-23,final,0.370379,112.5485
2011-10-24,final,0.280587,111.7518
2011-10-25,final,0.202664,110.0364
2011-10-26,final,5.968466,133.0569
2011-10-27,final,12.128946,146.3325
2011-10-28,final,11.851320,148.1409
2011-10-29,final,11.396100,148.9729
2011-10-30,final,10.235342,150.9350
2011-10-31,final,8.809738,152.6329
2011-11-01,final,7.114775,152.9200
2011-11-02,final,13.151560,152.0732
2011-11-03,final,14.365861,151.6306
2011-11-04,final,13.772375,153.6765
2011-11-05,final,12.607406,155.7403
2011-11-06,final,16.583197,157.0611
2011-11-07,final,16.363740,157.6970
2011-11-08,final,18.466382,154.9642
2011-11-09,final,18.558254,155.9905
2011-11-10,final,18.269663,156.6498
2011-11-11,final,17.702185,157.7352
2011-11-12,final,16.930227,159.8915
2011-11-13,final,17.105181,160.4672
2011-11-14,final,19.591069,160.6176
2011-11-15,final,19.022816,160.5874
2011-11-16,final,18.814343,162.7550
2011-11-17,final,18.579524,161.5156
2011-11-18,final,18.127155,161.2558
2011-11-19,final,18.437299,160.4555
2011-11-20,final,20.505827,157.0001
2011-11-21,final,20.682344,155.8286
2011-11-22,final,20.931489,156.5831
2011-11-23,final,20.627845,156.5689
2011-11-24,final,20.013537,157.2014
2011-11-25,final,19.781208,159.3489
2011-11-26,final,20.392554,166.0529
2011-11-27,final,20.231002,157.7495
2011-11-28,final,19.957888,158.1432
2011-11-29,final,19.459345,158.5016
2011-11-30,final,19.148515,159.0635
2011-12-01,final,19.612508,165.5431
2011-12-02,final,21.303429,165.3703
2011-12-03,final,23.805602,156.6871
2011-12-04,final,26.779493,154.2715
2011-12-05,final,29.466256,146.5460
2011-12-06,final,29.965249,149.4649
2011-12-07,final,29.822505,153.2820
2011-12-08,final,29.702386,156.2134
