date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca
1990-10-01,final,0.066950,102.5725,0.00048910,0.00489099
1990-10-02,final,0.051286,102.2289,0.00037591,0.00375907
1990-10-03,final,0.628526,108.7451,0.00442994,0.04395548
1990-10-04,final,0.620388,108.4922,0.00425620,0.04211608
1990-10-05,final,0.380412,106.9156,0.00256748,0.02567475
1990-10-06,final,0.219978,104.9508,0.00149765,0.01497652
1990-10-07,final,1.368313,126.6138,0.00770488,0.07696061
1990-10-08,final,7.999714,154.8474,0.04994879,0.44217335
1990-10-09,final,6.271283,145.4578,0.04099986,0.37803451
1990-10-10,final,4.901844,141.0116,0.03184766,0.31009729
1990-10-11,final,3.317649,137.6585,0.02147843,0.21317955
1990-10-12,final,2.728310,136.1898,0.01754434,0.17389342
1990-10-13,final,2.161837,132.8059,0.01376399,0.13714581
1990-10-14,final,1.496245,128.5216,0.00945562,0.09455624
1990-10-15,final,1.091630,123.5959,0.00684606,0.06846059
1990-10-16,final,0.685875,120.6416,0.00428222,0.04282219
1990-10-17,final,1.688256,136.7638,0.01055643,0.10556430
1990-10-18,final,1.651346,133.6105,0.01035200,0.10352004
1990-10-19,final,1.438648,133.0450,0.00921102,0.09211016
1990-10-20,final,8.625439,151.7665,0.05837214,0.48057164
1990-10-21,final,13.818034,154.6553,0.09038348,0.58022405
1990-10-22,final,13.411861,152.9550,0.08661671,0.56617342
1990-10-23,final,8.875072,155.0357,0.05505490,0.45655804
1990-10-24,final,6.905695,154.5506,0.04179043,0.36852616
1990-10-25,final,5.489823,150.0389,0.03256353,0.29996412
1990-10-26,final,3.901683,147.3445,0.02268958,0.21849000
1990-10-27,final,2.750612,142.7351,0.01577735,0.15657212
1990-10-28,final,1.897705,137.1280,0.01078900,0.10788996
1990-10-29,final,1.290929,131.6293,0.00731426,0.07314262
1990-10-30,final,0.917199,128.1190,0.00519744,0.05197438
1990-10-31,final,0.665015,123.1038,0.00382914,0.03829142
1990-11-01,final,0.607037,119.6436,0.00364752,0.03647524
1990-11-02,final,1.953499,128.5966,0.01341613,0.12543967
1990-11-03,final,12.550352,154.2810,0.08188040,0.66917166
1990-11-04,final,13.131661,157.8511,0.08417748,0.68469615
1990-11-05,final,11.025310,154.5342,0.07008968,0.58725744
1990-11-06,final,15.168678,155.9631,0.10131127,0.71518400
1990-11-07,final,19.001217,144.3653,0.13459150,0.82392873
1990-11-08,final,18.422585,148.3394,0.12416876,0.79043177
1990-11-09,final,17.368946,147.7426,0.11343787,0.73520949
1990-11-10,final,16.716281,150.1147,0.10615003,0.70369273
1990-11-11,final,15.297584,153.2478,0.09368026,0.65484375
1990-11-12,final,13.658430,156.5226,0.08074414,0.59707979
1990-11-13,final,10.927416,158.2684,0.06253698,0.49964575
1990-11-14,final,9.004026,159.4112,0.05015468,0.40745502
1990-11-15,final,7.416397,159.9609,0.04025739,0.32891904
1990-11-16,final,6.403911,158.9113,0.03400448,0.27799092
1990-11-17,final,5.645589,157.5545,0.02936500,0.24012307
1990-11-18,final,5.047042,155.7478,0.02584724,0.21226169
1990-11-19,final,4.614526,152.7525,0.02317391,0.19077438
1990-11-20,final,4.293309,147.7574,0.02137830,0.17323328
1990-11-21,final,9.004680,150.9478,0.05463960,0.39805269
1990-11-22,final,8.569994,141.9503,0.05218943,0.37393042
1990-11-23,final,8.298554,140.7925,0.05009904,0.36046398
1990-11-24,final,8.072092,140.6658,0.04813784,0.34974367
1990-11-25,final,7.685421,140.6798,0.04492679,0.33159053
1990-11-26,final,7.318904,143.0339,0.04200371,0.31026459
1990-11-27,final,15.163943,149.9267,0.10134393,0.67971826
1990-11-28,final,15.931926,148.3330,0.10552040,0.67348095
1990-11-29,final,14.204054,147.3731,0.09135938,0.58690161
1990-11-30,final,13.787578,148.8290,0.08699336,0.56312910
1990-12-01,final,13.403914,147.7303,0.08359507,0.54480918
1990-12-02,final,13.132751,145.8703,0.08232082,0.53784825
1990-12-03,final,14.062901,145.2575,0.09098676,0.55625965
1990-12-04,final,13.597091,146.4316,0.08562875,0.54004310
1990-12-05,final,13.121466,146.5202,0.08148882,0.52334468
1990-12-06,final,14.132434,150.0227,0.08924173,0.57297000
1990-12-07,final,14.103526,150.3704,0.08807941,0.57639526
1990-12-08,final,13.957749,152.7951,0.08597119,0.56688882
1990-12-09,final,13.736111,154.1674,0.08356283,0.55579858
1990-12-10,final,13.400401,155.6739,0.07995536,0.54002859
1990-12-11,final,12.890954,157.1961,0.07503136,0.51613490
1990-12-12,final,12.566798,158.7984,0.07197476,0.49627813
1990-12-13,final,16.280515,156.9789,0.09994848,0.59972706
1990-12-14,final,19.407857,155.0281,0.12322903,0.63358968
1990-12-15,final,20.829115,155.8313,0.13166890,0.64171467
1990-12-16,final,21.923422,153.4272,0.14090652,0.65626141
1990-12-17,final,27.261695,148.3294,0.18137274,0.81561069
1990-12-18,final,29.046567,150.3181,0.19129984,0.83745367
1990-12-19,final,29.245299,152.2234,0.18948770,0.82157233
1990-12-20,final,30.482348,145.7508,0.20443698,0.82439834
1990-12-21,final,35.246192,131.8323,0.24822393,0.90926652
1990-12-22,final,36.050522,133.4011,0.25210755,0.91438051
1990-12-23,final,36.120247,137.2925,0.24812930,0.90080622
1990-12-24,final,35.740450,142.1213,0.24068127,0.88310504
1990-12-25,final,35.697341,145.8199,0.23814131,0.85154635
1990-12-26,final,35.569692,149.0229,0.23406737,0.84230829
1990-12-27,final,35.226356,150.9729,0.22892916,0.82283273
1990-12-28,final,34.938516,152.7601,0.22377996,0.80982387
1990-12-29,final,36.520770,151.0687,0.23408312,0.80527807
1990-12-30,final,39.433047,142.6255,0.25802688,0.86496534
1990-12-31,final,39.202365,148.4332,0.25092765,0.84451523
1991-01-01,final,37.771282,153.4620,0.23721695,0.78612645
1991-01-02,final,37.132867,155.9384,0.22923468,0.77176742
1991-01-03,final,36.803937,157.2159,0.22356109,0.76606375
1991-01-04,final,37.111315,155.0721,0.22658718,0.75361076
1991-01-05,final,45.074453,152.6984,0.28005341,0.75464570
1991-01-06,final,46.278895,155.9181,0.27803685,0.75419223
1991-01-07,final,44.998038,157.9656,0.26298459,0.73801515
1991-01-08,final,45.201825,158.7368,0.26063047,0.73635644
1991-01-09,final,45.289296,159.5550,0.25880877,0.72706368
1991-01-10,final,45.358306,161.2392,0.25535807,0.72783885
1991-01-11,final,45.658963,162.1100,0.25555265,0.72238970
1991-01-12,final,45.411961,162.9016,0.25115392,0.71591346
1991-01-13,final,45.249922,163.6608,0.24691630,0.70890250
1991-01-14,final,46.489402,166.8604,0.25178950,0.70438033
1991-01-15,final,47.307990,165.8155,0.25582700,0.70835965
1991-01-16,final,51.451371,164.8307,0.28592575,0.79963838
1991-01-17,final,51.401109,167.5418,0.28127902,0.79182406
1991-01-18,final,50.746861,167.1817,0.27377694,0.76265128
1991-01-19,final,50.465799,167.2103,0.26874829,0.75198620
1991-01-20,final,54.150816,167.9304,0.29810790,0.87175094
1991-01-21,final,54.714414,166.4159,0.30199329,0.88221967
1991-01-22,final,54.233294,169.5580,0.29603009,0.85602298
1991-01-23,final,53.984228,170.5319,0.29145017,0.83832077
1991-01-24,final,53.965763,168.3335,0.29211195,0.85701840
1991-01-25,final,54.673501,168.0014,0.29821115,0.87338452
1991-01-26,final,54.482900,169.1741,0.29351850,0.86586277
1991-01-27,final,54.246117,170.6158,0.28917507,0.85275871
1991-01-28,final,53.669222,170.7936,0.28306068,0.82635620
1991-01-29,final,55.526188,165.1140,0.30364722,0.85690465
1991-01-30,final,56.233852,166.6048,0.30571819,0.86595197
1991-01-31,final,55.367629,169.7086,0.29543213,0.82832998
1991-02-01,final,54.954959,171.0296,0.28887633,0.80882866
1991-02-02,final,54.381188,173.4238,0.28094659,0.78857031
1991-02-03,final,52.346988,171.0269,0.26437516,0.74048415
1991-02-04,final,51.939437,171.3122,0.25863111,0.72966657
1991-02-05,final,51.487950,172.8041,0.25254715,0.72240138
