date,stream,swe_mm_we,snow_density_kg_m3
2000-05-24,final,9.943886,136.3496
2000-05-25,final,8.306630,133.3436
2000-05-26,final,7.065340,133.0462
2000-05-27,final,6.461817,133.7245
2000-05-28,final,5.613078,131.7061
2000-05-29,final,4.428467,129.4127
2000-05-30,final,3.386223,127.8172
2000-05-31,final,2.610119,123.4748
2000-06-01,final,2.026726,119.7182
2000-06-02,final,1.602454,119.7183
2000-06-03,final,1.203381,118.8948
2000-06-04,final,0.930823,112.1730
2000-06-05,final,0.696113,112.1730
2000-06-06,final,0.467095,109.2542
2000-06-07,final,0.281594,107.1698
2000-06-08,final,0.150715,107.1698
2000-06-09,final,0.078902,103.9751
2000-06-10,final,0.048521,103.9751
2000-06-11,final,0.030803,103.9751
2000-06-12,final,0.020252,103.9751
2000-06-13,final,0.011388,104.2785
2000-06-14,final,0.007176,104.0073
2000-06-15,final,0.002950,101.6801
2000-06-16,final,0.004725,100.3440
2000-06-17,final,0.663472,109.2872
2000-06-18,final,0.395356,108.4674
2000-06-19,final,0.091884,106.8560
2000-06-20,final,0.033322,102.5960
2000-06-21,final,0.012490,101.5372
2000-06-22,final,0.001249,100.1223
2000-06-23,final,0.000000,100.0000
2000-06-24,final,0.000000,100.0000
2000-06-25,final,0.000000,100.0000
2000-06-26,final,0.000000,100.0000
2000-06-27,final,0.000000,100.0180
2000-06-28,final,0.000000,100.0000
2000-06-29,final,0.000000,100.0000
2000-06-30,final,0.000000,100.0000
2000-07-01,final,0.000000,100.0000
2000-07-02,final,0.000000,100.0000
2000-07-03,final,0.000000,100.0000
2000-07-04,final,0.000000,100.0000
2000-07-05,final,0.000000,100.0000
2000-07-06,final,0.000000,100.0000
2000-07-07,final,0.000000,100.0000
2000-07-08,final,0.000000,100.0000
2000-07-09,final,0.000000,100.0000
2000-07-10,final,0.000000,100.0000
2000-07-11,final,0.000000,100.0000
2000-07-12,final,0.000000,100.0000
2000-07-13,final,0.000000,100.0000
2000-07-14,final,0.000000,100.0000
2000-07-15,final,0.000000,100.0000
2000-07-16,final,0.000000,100.0000
2000-07-17,final,0.000000,100.0000
2000-07-18,final,0.000000,100.0000
2000-07-19,final,0.000000,100.0000
2000-07-20,final,0.000000,100.0000
2000-07-21,final,0.000000,100.0000
2000-07-22,final,0.000000,100.0000
2000-07-23,final,0.000000,100.0000
2000-07-24,final,0.000000,100.0000
2000-07-25,final,0.000000,100.0000
2000-07-26,final,0.000000,100.0000
2000-07-27,final,0.000000,100.0000
2000-07-28,final,0.000000,100.0000
2000-07-29,final,0.000000,100.0000
2000-07-30,final,0.000000,100.0000
2000-07-31,final,0.000000,100.0000
2000-08-01,final,0.000000,100.0000
2000-08-02,final,0.000000,100.0000
2000-08-03,final,0.000000,100.0000
2000-08-04,final,0.000000,100.0000
2000-08-05,final,0.000000,100.0000
2000-08-06,final,0.000000,100.0000
2000-08-07,final,0.000000,100.0000
2000-08-08,final,0.000000,100.0000
2000-08-09,final,0.000000,100.0000
2000-08-10,final,0.000000,100.0000
2000-08-11,final,0.000000,100.0000
2000-08-12,final,0.000000,100.0000
2000-08-13,final,0.000000,100.0000
2000-08-14,final,0.000000,100.0000
2000-08-15,final,0.000000,100.0000
2000-08-16,final,0.000000,100.0000
2000-08-17,final,0.000000,100.0000
2000-08-18,final,0.000000,100.0000
2000-08-19,final,0.000000,100.0000
2000-08-20,final,0.000000,100.0000
2000-08-21,final,0.000000,100.0000
2000-08-22,final,0.000000,100.0000
2000-08-23,final,0.000000,100.0000
2000-08-24,final,0.000000,100.0000
2000-08-25,final,0.000000,100.0000
2000-08-26,final,0.000000,100.0000
2000-08-27,final,0.000000,100.0000
2000-08-28,final,0.000000,100.0000
2000-08-29,final,0.000000,100.0000
2000-08-30,final,0.000000,100.0000
2000-08-31,final,0.000000,100.0000
2000-09-01,final,0.000000,100.0000
2000-09-02,final,0.001294,100.4154
2000-09-03,final,0.000431,100.1482
2000-09-04,final,0.000000,100.0000
2000-09-05,final,0.000000,100.0000
2000-09-06,final,0.000000,100.0000
2000-09-07,final,0.000000,100.0000
2000-09-08,final,0.000000,100.0000
2000-09-09,final,0.000000,100.0886
2000-09-10,final,0.000000,100.0000
2000-09-11,final,0.000000,100.0000
2000-09-12,final,0.000000,100.0000
2000-09-13,final,0.000000,100.0000
2000-09-14,final,0.000000,100.0000
2000-09-15,final,0.000000,100.0000
2000-09-16,final,0.000000,100.0000
2000-09-17,final,0.000000,100.0000
2000-09-18,final,0.015231,100.7252
2000-09-19,final,0.008884,100.7186
2000-09-20,final,0.107212,104.5268
2000-09-21,final,0.068476,102.7387
2000-09-22,final,0.199081,105.5372
2000-09-23,final,0.836401,116.0098
2000-09-24,final,5.128436,139.6171
2000-09-25,final,5.290847,142.6345
2000-09-26,final,3.736798,141.7146
2000-09-27,final,2.204886,139.4151
2000-09-28,final,1.134325,135.2338
2000-09-29,final,0.449122,119.7042
2000-09-30,final,0.152924,110.8524
