date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
2005-10-01,final,0.109520,104.2284,0.00077863,0.00778633,0.000000,0.192209,0.00000000,0.00136651
2005-10-02,final,0.043310,103.8739,0.00030672,0.00306721,0.000000,0.076009,0.00000000,0.00053830
2005-10-03,final,0.017453,102.0819,0.00013125,0.00131247,0.000000,0.030630,0.00000000,0.00023034
2005-10-04,final,0.010849,100.5939,0.00007975,0.00079750,0.000000,0.019041,0.00000000,0.00013996
2005-10-05,final,0.584144,121.1491,0.00388443,0.03884430,0.383658,0.735514,0.00243976,0.00497517
2005-10-06,final,0.777049,128.5639,0.00539408,0.05394085,0.396109,1.064662,0.00260473,0.00750007
2005-10-07,final,0.678814,120.6407,0.00471355,0.04713552,0.297908,0.966401,0.00202468,0.00674368
2005-10-08,final,0.366235,117.7257,0.00256918,0.02569179,0.144200,0.533874,0.00099363,0.00375874
2005-10-09,final,0.779173,117.2884,0.00568157,0.05658916,0.155998,1.249677,0.00122392,0.00904713
2005-10-10,final,10.268274,146.6184,0.06905890,0.57962775,4.764893,14.423379,0.03065322,0.09805556
2005-10-11,final,15.077457,149.4759,0.09846040,0.67199646,8.531651,20.019604,0.05370177,0.13225360
2005-10-12,final,13.984274,150.1402,0.08867061,0.64297626,6.382658,19.723569,0.03945987,0.12582520
2005-10-13,final,12.039152,152.6647,0.07360944,0.56741379,4.819521,17.490042,0.02923327,0.10711387
2005-10-14,final,9.436128,153.9646,0.05587877,0.45866126,3.260249,14.098976,0.01933775,0.08346760
2005-10-15,final,6.396522,151.7001,0.03692768,0.32801534,1.870983,9.813347,0.01096689,0.05652834
2005-10-16,final,4.285168,148.0289,0.02428262,0.23010323,0.961977,6.794210,0.00565251,0.03834853
2005-10-17,final,2.706505,145.3163,0.01507646,0.14994409,0.470542,4.394679,0.00276826,0.02436926
2005-10-18,final,1.672608,138.9986,0.00926117,0.09261171,0.216695,2.771837,0.00128954,0.01527983
2005-10-19,final,2.494291,127.4494,0.01647737,0.16252471,0.278310,4.167378,0.00202730,0.02738731
2005-10-20,final,3.600007,130.2759,0.02374719,0.22539607,0.459038,5.971469,0.00328359,0.03919741
2005-10-21,final,2.564623,129.2719,0.01663416,0.16333667,0.263820,4.301752,0.00195316,0.02771846
2005-10-22,final,1.847205,128.0009,0.01175783,0.11702953,0.157537,3.122921,0.00116875,0.01975269
2005-10-23,final,1.294862,126.1092,0.00814679,0.08146790,0.083041,2.209799,0.00061856,0.01383067
2005-10-24,final,1.044680,126.9750,0.00658198,0.06581984,0.115713,1.746060,0.00087959,0.01088735
2005-10-25,final,0.753183,122.9595,0.00470828,0.04708283,0.061317,1.275549,0.00045475,0.00791974
2005-10-26,final,0.579282,120.0920,0.00366000,0.03659998,0.034136,0.990873,0.00027348,0.00621685
2005-10-27,final,0.551348,116.0929,0.00352271,0.03522712,0.025047,0.948710,0.00021033,0.00602359
2005-10-28,final,0.474364,114.8874,0.00301849,0.03018491,0.006900,0.827304,0.00005739,0.00525415
2005-10-29,final,0.862885,124.7114,0.00588905,0.05889051,0.140413,1.408358,0.00109767,0.00950659
2005-10-30,final,1.761961,128.4603,0.01180509,0.11805095,0.521985,2.698155,0.00379959,0.01784933
2005-10-31,final,4.124387,137.6892,0.02766292,0.27109121,1.899132,5.804475,0.01291820,0.03879532
