date,frsno,snodp_m,snomas_kg_m2,depth_m,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
2004-10-01,0.00583708,0.05687509,0.151764,0.00090070,0.042518,0.226699,0.00021953,0.00136793
2004-10-02,0.00242146,0.04008875,0.062958,0.00037558,0.013933,0.096586,0.00007129,0.00058431
2004-10-03,0.00040542,0.02555113,0.010541,0.00005732,0.001979,0.016414,0.00000882,0.00009059
2004-10-04,0.00004754,0.01138686,0.001236,0.00000428,0.000264,0.001903,0.00000063,0.00000679
2004-10-05,0.00003578,0.00358824,0.000930,0.00000082,0.000510,0.001219,0.00000031,0.00000116
2004-10-06,0.00047772,0.02690903,0.012421,0.00004162,0.001505,0.019908,0.00000295,0.00006816
2004-10-07,0.00025257,0.01643554,0.006567,0.00003237,0.000120,0.010989,0.00000014,0.00005448
2004-10-08,0.00001845,0.00375408,0.000480,0.00000135,0.000000,0.000809,0.00000000,0.00000228
2004-10-09,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2004-10-10,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2004-10-11,0.00000507,0.02072150,0.000132,0.00000030,0.000004,0.000219,0.00000000,0.00000051
2004-10-12,0.00005192,0.01555266,0.001350,0.00000182,0.002412,0.000622,0.00000361,0.00000059
2004-10-13,0.05025522,0.10040012,1.306636,0.00661356,0.498146,1.861203,0.00236086,0.00953061
2004-10-14,0.05114617,0.13016163,1.329800,0.00881257,0.527194,1.880333,0.00347068,0.01247674
2004-10-15,0.01381410,0.12289823,0.359167,0.00234822,0.098416,0.538023,0.00061898,0.00353436
2004-10-16,0.00333006,0.10420864,0.086582,0.00054179,0.015292,0.135481,0.00008364,0.00085606
2004-10-17,0.00054370,0.05050716,0.014136,0.00007568,0.000727,0.023334,0.00000166,0.00012646
2004-10-18,0.00257936,0.06880217,0.067063,0.00039177,0.010074,0.106154,0.00003544,0.00063619
2004-10-19,0.00734118,0.09031854,0.190871,0.00115694,0.041314,0.293457,0.00016854,0.00183491
2004-10-20,0.00382275,0.06719071,0.099391,0.00057836,0.016697,0.156114,0.00006559,0.00093008
2004-10-21,0.00169905,0.05386105,0.044175,0.00020932,0.048743,0.041042,0.00017771,0.00023101
2004-10-22,0.02813863,0.10212901,0.731604,0.00388833,0.541207,0.862204,0.00254852,0.00480735
2004-10-23,0.06808475,0.14727426,1.770203,0.01157957,0.982483,2.310525,0.00632141,0.01518631
2004-10-24,0.04503866,0.14311025,1.171005,0.00759808,0.571860,1.581977,0.00366737,0.01029427
2004-10-25,0.04408433,0.14464158,1.146193,0.00750193,0.520722,1.575222,0.00339567,0.01031853
2004-10-26,0.02319884,0.13974246,0.603170,0.00393417,0.224592,0.862848,0.00143909,0.00564562
2004-10-27,0.00992831,0.12296825,0.258136,0.00167016,0.077713,0.381894,0.00048777,0.00248120
2004-10-28,0.00479674,0.09759534,0.124715,0.00078318,0.027573,0.191348,0.00015684,0.00121280
2004-10-29,0.11403317,0.14984510,2.964862,0.01939582,1.894502,3.699055,0.01231609,0.02425201
2004-10-30,0.15373473,0.16128690,3.997103,0.02637591,1.840342,5.476490,0.01200463,0.03623361
2004-10-31,0.14992279,0.15967706,3.897993,0.02574101,1.722284,5.390377,0.01129696,0.03564862
2004-11-01,0.22476246,0.17196384,5.843824,0.03886279,3.137876,7.699916,0.02072845,0.05130169
2004-11-02,0.22740985,0.17328120,5.912656,0.03941673,3.281482,7.717458,0.02187450,0.05144949
2004-11-03,0.16640690,0.17283907,4.326579,0.02883318,1.934544,5.967349,0.01288498,0.03977253
2004-11-04,0.08860708,0.17114506,2.303784,0.01533036,0.888877,3.274311,0.00590394,0.02179622
2004-11-05,0.04289763,0.16969538,1.115338,0.00742161,0.391338,1.611952,0.00259510,0.01073227
2004-11-06,0.01860774,0.16167343,0.483801,0.00319095,0.153023,0.710692,0.00099909,0.00469441
2004-11-07,0.00798443,0.13839102,0.207595,0.00133201,0.059593,0.309114,0.00036563,0.00199488
2004-11-08,0.00323049,0.10563505,0.083993,0.00052626,0.021480,0.126872,0.00012159,0.00080384
2004-11-09,0.02426649,0.11188337,0.630929,0.00332967,0.667477,0.605859,0.00300208,0.00355437
2004-11-10,0.06429375,0.16023655,1.671637,0.01099185,0.919132,2.187804,0.00589963,0.01448475
2004-11-11,0.06540441,0.16873962,1.700515,0.01127589,0.816804,2.306679,0.00537714,0.01532203
2004-11-12,0.05889399,0.16902004,1.531244,0.01014682,0.573473,2.188207,0.00377687,0.01451616
2004-11-13,0.07586254,0.16916696,1.972426,0.01308231,0.840513,2.748839,0.00557250,0.01823351
2004-11-14,0.11060104,0.16885550,2.875627,0.01911716,1.645891,3.719140,0.01095392,0.02471657
2004-11-15,0.07947320,0.16760317,2.066303,0.01366652,0.986807,2.806762,0.00656079,0.01854056
2004-11-16,0.04543694,0.16733467,1.181360,0.00780810,0.479603,1.662717,0.00317509,0.01098602
2004-11-17,0.02617637,0.16379850,0.680586,0.00448915,0.219520,0.996845,0.00143956,0.00658096
2004-11-18,0.01651248,0.16005150,0.429324,0.00280157,0.117259,0.643380,0.00076445,0.00419889
