date,frsno,snodp_m,snomas_kg_m2
1981-10-01,0.00000101,0.00413325,0.000026
1981-10-02,0.00000000,0.00000000,0.000000
1981-10-03,0.00109488,0.01803978,0.028467
1981-10-04,0.00135641,0.03018154,0.035267
1981-10-05,0.00104959,0.03058697,0.027289
1981-10-06,0.00037558,0.01620096,0.009765
1981-10-07,0.00006296,0.00973588,0.001637
1981-10-08,0.00000020,0.00132637,0.000005
1981-10-09,0.00015132,0.02667744,0.003934
1981-10-10,0.00011533,0.00756973,0.002999
1981-10-11,0.00001562,0.00553054,0.000406
1981-10-12,0.00853517,0.05092022,0.221915
1981-10-13,0.00660180,0.05672027,0.171647
1981-10-14,0.00606847,0.06557308,0.157780
1981-10-15,0.01755567,0.08400987,0.456447
1981-10-16,0.04616677,0.11162117,1.200336
1981-10-17,0.05646952,0.11724743,1.468207
1981-10-18,0.03004653,0.10202384,0.781210
1981-10-19,0.01020597,0.08467137,0.265355
1981-10-20,0.00329661,0.07131373,0.085712
1981-10-21,0.00180249,0.06797644,0.046865
1981-10-22,0.00122575,0.05455827,0.031869
1981-10-23,0.00124943,0.05466744,0.032485
1981-10-24,0.01721580,0.08365554,0.447611
1981-10-25,0.07281487,0.14353451,1.893187
1981-10-26,0.05041829,0.12889924,1.310875
1981-10-27,0.01883097,0.12798278,0.489605
1981-10-28,0.00901705,0.10792948,0.234443
1981-10-29,0.00722689,0.08128702,0.187899
1981-10-30,0.05775667,0.12871075,1.501674
1981-10-31,0.12470756,0.15903329,3.242397
1981-11-01,0.08219752,0.15700565,2.137135
1981-11-02,0.03446206,0.15652070,0.896014
1981-11-03,0.01298729,0.14955093,0.337670
1981-11-04,0.00480076,0.12683309,0.124820
1981-11-05,0.00200293,0.08205657,0.052076
1981-11-06,0.00100232,0.06657190,0.026060
1981-11-07,0.00316953,0.05755809,0.082408
1981-11-08,0.01179143,0.08449337,0.306577
1981-11-09,0.00854382,0.07317499,0.222139
1981-11-10,0.00447923,0.07429794,0.116460
1981-11-11,0.00265806,0.06982389,0.069110
1981-11-12,0.00198724,0.06241651,0.051668
1981-11-13,0.00155145,0.05402710,0.040338
1981-11-14,0.00097473,0.04585505,0.025343
1981-11-15,0.00234207,0.04678155,0.060894
1981-11-16,0.00185813,0.03351277,0.048312
1981-11-17,0.00088233,0.02872963,0.022941
1981-11-18,0.02495022,0.07946764,0.648706
1981-11-19,0.06335830,0.14663645,1.647316
1981-11-20,0.06138479,0.11413309,1.596005
1981-11-21,0.05415086,0.10843387,1.407922
1981-11-22,0.04607442,0.11098317,1.197935
1981-11-23,0.05459431,0.10942914,1.419452
1981-11-24,0.05397447,0.09361317,1.403336
1981-11-25,0.04311815,0.09698326,1.121072
1981-11-26,0.08474746,0.15298758,2.203434
1981-11-27,0.09076708,0.16398712,2.359944
1981-11-28,0.12968188,0.16795012,3.371729
1981-11-29,0.18903883,0.16806529,4.915010
1981-11-30,0.28443653,0.17107115,7.395361
1981-12-01,0.30799809,0.17151321,8.008142
1981-12-02,0.30434695,0.17111405,7.915681
1981-12-03,0.27480741,0.17060096,7.147106
1981-12-04,0.23678453,0.16902768,6.156885
1981-12-05,0.18548317,0.16611837,4.822678
1981-12-06,0.14553262,0.16372390,3.783892
1981-12-07,0.10737735,0.16212144,2.791811
1981-12-08,0.07714269,0.15497374,2.005710
1981-12-09,0.05420837,0.14860116,1.409418
1981-12-10,0.03815605,0.13564247,0.992057
1981-12-11,0.03497588,0.13254417,0.909373
1981-12-12,0.03653635,0.13517836,0.949945
1981-12-13,0.04529767,0.14127432,1.177739
1981-12-14,0.06288820,0.15561074,1.635093
1981-12-15,0.08396830,0.15417830,2.183176
1981-12-16,0.12353586,0.15821830,3.211932
1981-12-17,0.16240757,0.16446482,4.222597
1981-12-18,0.16411041,0.15780896,4.266871
1981-12-19,0.15394892,0.15960635,4.002672
1981-12-20,0.14650104,0.15734260,3.809027
1981-12-21,0.19198855,0.15968452,5.030559
1981-12-22,0.34972778,0.17268941,9.369290
1981-12-23,0.39975166,0.17242052,10.804286
1981-12-24,0.39474967,0.17249602,10.703820
1981-12-25,0.40197629,0.17543236,11.073264
1981-12-26,0.42206638,0.17644178,11.931434
1981-12-27,0.50140222,0.18458557,15.117964
1981-12-28,0.53109720,0.18585182,16.524438
1981-12-29,0.52670160,0.18644912,16.581682
1981-12-30,0.52307090,0.19047574,17.051661
1981-12-31,0.56785754,0.19966878,19.695941
1982-01-01,0.63279487,0.21148161,23.455295
1982-01-02,0.66672655,0.22452681,26.761668
1982-01-03,0.68104853,0.22882342,28.179284
1982-01-04,0.68347698,0.23073492,28.851431
1982-01-05,0.69964303,0.24001225,31.061221
1982-01-06,0.72027646,0.25747671,34.884116
1982-01-07,0.72897726,0.25908536,35.917987
1982-01-08,0.72674266,0.25594856,35.776647
1982-01-09,0.71389264,0.25169219,35.232360
1982-01-10,0.68542608,0.24649454,34.238935
1982-01-11,0.66725665,0.24166385,33.459763
1982-01-12,0.67851984,0.24520420,34.695790
1982-01-13,0.68390012,0.24571785,35.248051
1982-01-14,0.67864904,0.24482989,35.290602
1982-01-15,0.66205953,0.24284498,34.917687
1982-01-16,0.65873849,0.24131730,34.911715
1982-01-17,0.64172550,0.23820743,34.292697
1982-01-18,0.59707295,0.23181242,32.395464
1982-01-19,0.57764115,0.22932112,31.735088
1982-01-20,0.57263232,0.23155663,32.180719
1982-01-21,0.57592342,0.23215208,32.638393
1982-01-22,0.58941645,0.23707819,34.157113
1982-01-23,0.58999137,0.23580209,34.337857
1982-01-24,0.57777490,0.23246239,33.794907
1982-01-25,0.54310587,0.23052695,32.802039
1982-01-26,0.49938311,0.22303542,30.963205
1982-01-27,0.46035769,0.21127296,28.827148
1982-01-28,0.45728878,0.21482409,28.807164
1982-01-29,0.48270915,0.21853342,29.859209
1982-01-30,0.50797943,0.22151737,30.771913
1982-01-31,0.48990054,0.22044669,30.222688
1982-02-01,0.51927306,0.22430475,31.579409
1982-02-02,0.54645074,0.22472810,32.409416
1982-02-03,0.55987202,0.22498323,32.874029
1982-02-04,0.59706682,0.22913239,34.558068
1982-02-05,0.62132890,0.23059604,35.504881
1982-02-06,0.61424059,0.22921892,35.177600
1982-02-07,0.59966471,0.22762611,34.603658
1982-02-08,0.59868137,0.22844692,34.765575
1982-02-09,0.61786312,0.22983138,35.569234
1982-02-10,0.62310084,0.23429825,36.472934
1982-02-11,0.62364460,0.23755224,37.108313
1982-02-12,0.60290115,0.23791738,36.776768
1982-02-13,0.54230869,0.23471036,34.842009
1982-02-14,0.48122053,0.23035788,32.732661
1982-02-15,0.45414373,0.22791626,31.840843
1982-02-16,0.41640832,0.22402841,30.406746
1982-02-17,0.39354756,0.21459115,29.374237
1982-02-18,0.37515247,0.20410419,28.382931
1982-02-19,0.35581300,0.19223674,27.130862
1982-02-20,0.33510726,0.17977030,25.597787
1982-02-21,0.31693527,0.15000278,22.785431
1982-02-22,0.29244053,0.11993930,19.283525
1982-02-23,0.25054532,0.11192562,16.637359
1982-02-24,0.23450219,0.11387837,15.645434
1982-02-25,0.25964745,0.15048238,16.146795
1982-02-26,0.25267869,0.13166219,15.788852
1982-02-27,0.22448362,0.13513830,14.752927
1982-02-28,0.21087805,0.12811943,14.220330
1982-03-01,0.19636969,0.11624141,13.089360
1982-03-02,0.20306283,0.11754999,12.225366
1982-03-03,0.24666219,0.15965003,13.608214
1982-03-04,0.30006232,0.17497262,15.478217
1982-03-05,0.34671025,0.17777513,16.772587
1982-03-06,0.33731228,0.17674557,16.406617
1982-03-07,0.30239234,0.17663434,15.421053
1982-03-08,0.26819171,0.17576735,14.436279
1982-03-09,0.23253564,0.17428354,13.451627
1982-03-10,0.19582905,0.16659514,11.988324
1982-03-11,0.17488848,0.15068170,10.450860
1982-03-12,0.22642515,0.14049627,12.008495
1982-03-13,0.21424894,0.13421686,11.776102
1982-03-14,0.17856414,0.13778134,10.401393
1982-03-15,0.17003651,0.13379953,9.977645
1982-03-16,0.19505784,0.13713130,10.865598
1982-03-17,0.18533578,0.13696484,10.696658
1982-03-18,0.15880899,0.13122148,9.897536
1982-03-19,0.15791999,0.14428179,9.747900
1982-03-20,0.16733461,0.14875807,9.987109
1982-03-21,0.16343930,0.14124953,9.791803
1982-03-22,0.15415413,0.13516724,9.443585
1982-03-23,0.13938532,0.12617434,8.909699
1982-03-24,0.12900600,0.11383888,8.479137
1982-03-25,0.11775520,0.12088149,8.004742
1982-03-26,0.10588143,0.10807484,7.459029
1982-03-27,0.11488371,0.13069389,7.600779
1982-03-28,0.09499514,0.10795926,6.652386
1982-03-29,0.09632077,0.11894710,6.398337
1982-03-30,0.14117830,0.14316330,7.702566
1982-03-31,0.15515129,0.13697412,8.103083
1982-04-01,0.09584250,0.13399645,6.441032
1982-04-02,0.08913484,0.13959051,6.017850
1982-04-03,0.08864321,0.13420273,5.871955
1982-04-04,0.07309046,0.12603921,5.348200
1982-04-05,0.07128809,0.12103471,5.158106
1982-04-06,0.08587781,0.12744664,5.493406
1982-04-07,0.09400336,0.11763364,5.669169
1982-04-08,0.10198591,0.12101438,5.821163
1982-04-09,0.10064143,0.13056937,5.684042
1982-04-10,0.09138905,0.11981994,5.313052
1982-04-11,0.06869615,0.10089094,4.520725
1982-04-12,0.03914313,0.06040208,3.032000
1982-04-13,0.03660466,0.03514547,2.603251
1982-04-14,0.03123589,0.01860463,1.743353
1982-04-15,0.02111801,0.01812688,1.066180
1982-04-16,0.01783086,0.05294478,0.799330
1982-04-17,0.01751957,0.02923613,0.738270
1982-04-18,0.01547553,0.02618697,0.577718
1982-04-19,0.01496669,0.04874738,0.488265
1982-04-20,0.03639800,0.12587649,1.013121
1982-04-21,0.06450668,0.10725209,1.730226
1982-04-22,0.03679448,0.10397494,0.988386
1982-04-23,0.02403986,0.10464481,0.629298
1982-04-24,0.03176124,0.11078678,0.825792
1982-04-25,0.01966329,0.09304680,0.511246
1982-04-26,0.00502005,0.05989715,0.130521
1982-04-27,0.00355987,0.05467213,0.092557
1982-04-28,0.00240619,0.04193540,0.062561
1982-04-29,0.00044827,0.02514717,0.011655
1982-04-30,0.00110855,0.04326366,0.028822
1982-05-01,0.00042785,0.03205730,0.011124
1982-05-02,0.00001641,0.00738293,0.000427
1982-05-03,0.00000159,0.00577220,0.000041
1982-05-04,0.00000008,0.00111658,0.000002
1982-05-05,0.00629535,0.07052170,0.163679
1982-05-06,0.01011842,0.10100831,0.263079
1982-05-07,0.00333301,0.08400051,0.086658
1982-05-08,0.00082339,0.04540077,0.021408
1982-05-09,0.00014046,0.01633505,0.003652
1982-05-10,0.00001840,0.00905571,0.000478
1982-05-11,0.00363370,0.04704449,0.094476
1982-05-12,0.07476500,0.12450564,1.943890
1982-05-13,0.22314727,0.16095794,6.154438
1982-05-14,0.16993898,0.15424502,5.105705
1982-05-15,0.09060398,0.12886130,2.859217
1982-05-16,0.03709156,0.08301223,0.973567
1982-05-17,0.01133617,0.05807826,0.294740
1982-05-18,0.00213302,0.03196914,0.055459
1982-05-19,0.00038355,0.01363149,0.009972
1982-05-20,0.00032297,0.02475406,0.008397
1982-05-21,0.00007468,0.01032951,0.001942
1982-05-22,0.00000000,0.00000000,0.000000
1982-05-23,0.00000002,0.00032417,0.000000
1982-05-24,0.00000054,0.00549581,0.000014
1982-05-25,0.00364852,0.03788842,0.094861
1982-05-26,0.00062536,0.02277852,0.016259
1982-05-27,0.00002263,0.00495519,0.000588
1982-05-28,0.00000004,0.00012863,0.000001
1982-05-29,0.00000000,0.00000000,0.000000
1982-05-30,0.00000024,0.00177035,0.000006
1982-05-31,0.00038798,0.03666390,0.010088
1982-06-01,0.00004134,0.00713667,0.001075
1982-06-02,0.00000043,0.00549591,0.000011
1982-06-03,0.00044136,0.01080163,0.011475
1982-06-04,0.00016044,0.00806500,0.004172
1982-06-05,0.00000156,0.00049951,0.000040
1982-06-06,0.00008295,0.00544254,0.002157
1982-06-07,0.00001983,0.00395985,0.000516
1982-06-08,0.00000000,0.00000000,0.000000
1982-06-09,0.00000116,0.00205253,0.000030
1982-06-10,0.00000000,0.00000000,0.000000
1982-06-11,0.00000000,0.00000000,0.000000
1982-06-12,0.00000000,0.00000000,0.000000
1982-06-13,0.00000000,0.00000000,0.000000
1982-06-14,0.00000000,0.00000000,0.000000
1982-06-15,0.00000023,0.00172582,0.000006
1982-06-16,0.00000022,0.00357271,0.000006
1982-06-17,0.00000000,0.00000000,0.000000
1982-06-18,0.00007840,0.00274186,0.002038
1982-06-19,0.00207855,0.02528687,0.054042
1982-06-20,0.00011884,0.00742493,0.003090
1982-06-21,0.00000000,0.00000000,0.000000
1982-06-22,0.00000000,0.00000000,0.000000
1982-06-23,0.00000000,0.00000000,0.000000
1982-06-24,0.00000000,0.00000000,0.000000
1982-06-25,0.00000000,0.00000000,0.000000
1982-06-26,0.00001275,0.00068433,0.000332
1982-06-27,0.00000000,0.00000000,0.000000
1982-06-28,0.00000000,0.00000000,0.000000
1982-06-29,0.00000000,0.00000000,0.000000
1982-06-30,0.00000000,0.00000000,0.000000
1982-07-01,0.00000000,0.00000000,0.000000
1982-07-02,0.00000000,0.00000000,0.000000
1982-07-03,0.00000000,0.00000000,0.000000
1982-07-04,0.00000000,0.00000000,0.000000
1982-07-05,0.00000000,0.00000000,0.000000
1982-07-06,0.00005198,0.00537067,0.001352
1982-07-07,0.00000265,0.00080351,0.000069
1982-07-08,0.00000000,0.00000000,0.000000
1982-07-09,0.00000000,0.00000000,0.000000
1982-07-10,0.00000000,0.00000000,0.000000
1982-07-11,0.00000000,0.00000000,0.000000
1982-07-12,0.00000000,0.00000000,0.000000
1982-07-13,0.00000000,0.00000000,0.000000
1982-07-14,0.00000000,0.00000000,0.000000
1982-07-15,0.00000000,0.00000000,0.000000
1982-07-16,0.00000000,0.00000000,0.000000
1982-07-17,0.00000000,0.00000000,0.000000
1982-07-18,0.00000000,0.00000000,0.000000
1982-07-19,0.00000000,0.00000000,0.000000
1982-07-20,0.00000000,0.00000000,0.000000
1982-07-21,0.00000000,0.00000000,0.000000
1982-07-22,0.00000000,0.00000000,0.000000
1982-07-23,0.00000000,0.00000000,0.000000
1982-07-24,0.00000000,0.00000000,0.000000
1982-07-25,0.00000000,0.00000000,0.000000
1982-07-26,0.00000000,0.00000000,0.000000
1982-07-27,0.00000000,0.00000000,0.000000
1982-07-28,0.00000000,0.00000000,0.000000
1982-07-29,0.00000000,0.00000000,0.000000
1982-07-30,0.00000000,0.00000000,0.000000
1982-07-31,0.00000000,0.00000000,0.000000
1982-08-01,0.00000000,0.00000000,0.000000
1982-08-02,0.00000000,0.00000000,0.000000
1982-08-03,0.00000000,0.00000000,0.000000
1982-08-04,0.00000000,0.00000000,0.000000
1982-08-05,0.00000000,0.00000000,0.000000
1982-08-06,0.00000000,0.00000000,0.000000
1982-08-07,0.00000000,0.00000000,0.000000
1982-08-08,0.00000000,0.00000000,0.000000
1982-08-09,0.00000000,0.00000000,0.000000
1982-08-10,0.00000000,0.00000000,0.000000
1982-08-11,0.00000000,0.00000000,0.000000
1982-08-12,0.00000000,0.00000000,0.000000
1982-08-13,0.00000000,0.00000000,0.000000
1982-08-14,0.00000000,0.00000000,0.000000
1982-08-15,0.00000000,0.00000000,0.000000
1982-08-16,0.00000000,0.00000000,0.000000
1982-08-17,0.00000000,0.00000000,0.000000
1982-08-18,0.00000000,0.00000000,0.000000
1982-08-19,0.00000000,0.00000000,0.000000
1982-08-20,0.00000000,0.00000000,0.000000
1982-08-21,0.00000000,0.00000000,0.000000
1982-08-22,0.00000000,0.00000000,0.000000
1982-08-23,0.00000000,0.00000000,0.000000
1982-08-24,0.00000000,0.00000000,0.000000
1982-08-25,0.00000000,0.00000000,0.000000
1982-08-26,0.00000000,0.00000000,0.000000
1982-08-27,0.00000000,0.00000000,0.000000
1982-08-28,0.00000000,0.00000000,0.000000
1982-08-29,0.00000000,0.00000000,0.000000
1982-08-30,0.00000000,0.00000000,0.000000
1982-08-31,0.00000000,0.00000000,0.000000
1982-09-01,0.00000000,0.00000000,0.000000
1982-09-02,0.00000000,0.00000000,0.000000
1982-09-03,0.00000000,0.00000000,0.000000
1982-09-04,0.00000000,0.00000000,0.000000
1982-09-05,0.00000000,0.00000000,0.000000
1982-09-06,0.00000000,0.00000000,0.000000
1982-09-07,0.00000000,0.00000000,0.000000
1982-09-08,0.00000000,0.00000000,0.000000
1982-09-09,0.00000000,0.00000000,0.000000
1982-09-10,0.00000000,0.00000000,0.000000
1982-09-11,0.00000894,0.00101526,0.000232
1982-09-12,0.01142273,0.05580035,0.296991
1982-09-13,0.00569757,0.06527543,0.148137
1982-09-14,0.01448104,0.07484732,0.376507
1982-09-15,0.00658936,0.06136520,0.171323
1982-09-16,0.00074324,0.03481389,0.019324
1982-09-17,0.00003015,0.00554202,0.000784
1982-09-18,0.00000000,0.00000004,0.000000
1982-09-19,0.00000000,0.00000000,0.000000
1982-09-20,0.00000000,0.00000000,0.000000
1982-09-21,0.00000000,0.00000000,0.000000
1982-09-22,0.00000000,0.00000000,0.000000
1982-09-23,0.00000000,0.00000000,0.000000
1982-09-24,0.00000000,0.00000000,0.000000
1982-09-25,0.00000000,0.00000000,0.000000
1982-09-26,0.00000000,0.00000000,0.000000
1982-09-27,0.00000000,0.00000000,0.000000
1982-09-28,0.00303203,0.05663737,0.078833
1982-09-29,0.01476880,0.07358742,0.383989
1982-09-30,0.00718246,0.07173013,0.186744
