date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca
2013-10-01,final,0.289014,115.6350,0.00197543,0.01975434
2013-10-02,final,0.115793,110.8456,0.00081294,0.00812939
2013-10-03,final,0.052537,106.5824,0.00038280,0.00382795
2013-10-04,final,4.990283,135.0114,0.03436203,0.32833205
2013-10-05,final,7.075498,139.6296,0.04631854,0.39714830
2013-10-06,final,6.569481,139.1607,0.04205127,0.37179160
2013-10-07,final,4.887540,139.8774,0.03051947,0.28978104
2013-10-08,final,2.777048,137.3338,0.01707665,0.17041295
2013-10-09,final,1.347918,131.8313,0.00832308,0.08323085
2013-10-10,final,0.888275,129.4743,0.00564157,0.05641574
2013-10-11,final,5.358596,139.9523,0.03537668,0.31756111
2013-10-12,final,5.608931,138.0654,0.03620035,0.32067501
2013-10-13,final,4.817562,137.7100,0.03034435,0.27720932
2013-10-14,final,4.958258,132.3533,0.03258828,0.27511199
2013-10-15,final,6.415480,139.8910,0.04164394,0.32656966
2013-10-16,final,7.905130,142.7273,0.05223854,0.41292302
2013-10-17,final,7.724329,141.1778,0.05003960,0.39779674
2013-10-18,final,9.153483,144.6800,0.06067615,0.46285373
2013-10-19,final,9.069880,146.7689,0.05883286,0.45634320
2013-10-20,final,8.170990,147.0845,0.05177247,0.40723327
2013-10-21,final,8.138001,146.5539,0.05089619,0.39003771
2013-10-22,final,7.503782,144.4530,0.04602090,0.35785551
2013-10-23,final,6.246675,142.5368,0.03712514,0.30258759
2013-10-24,final,4.992817,139.7524,0.02887267,0.24944440
2013-10-25,final,4.144088,136.2009,0.02363289,0.21261532
2013-10-26,final,3.779475,132.9560,0.02160899,0.19434435
2013-10-27,final,3.168150,129.5485,0.01790256,0.16398494
2013-10-28,final,2.811365,128.2059,0.01559419,0.14402998
2013-10-29,final,2.669578,134.1023,0.01467758,0.13665257
2013-10-30,final,6.786052,140.0392,0.04454302,0.36528859
2013-10-31,final,8.031481,142.5179,0.05225195,0.40919900
2013-11-01,final,8.909505,141.6116,0.05857206,0.42187914
2013-11-02,final,8.800194,142.1503,0.05711427,0.40761313
2013-11-03,final,8.008966,143.0234,0.05031951,0.37198300
2013-11-04,final,8.360763,147.2167,0.05252802,0.37341039
2013-11-05,final,11.270714,145.4718,0.07619445,0.49194964
2013-11-06,final,11.696123,148.4774,0.07702624,0.50564234
2013-11-07,final,11.605917,148.9791,0.07592848,0.49585554
2013-11-08,final,10.964796,150.4403,0.06985707,0.46404043
2013-11-09,final,10.114830,151.1651,0.06257998,0.42127279
2013-11-10,final,9.204819,150.7362,0.05509943,0.37962370
2013-11-11,final,8.390341,148.7469,0.04871896,0.34326961
2013-11-12,final,7.731850,153.2679,0.04367133,0.31400498
2013-11-13,final,7.131646,146.4809,0.03927849,0.28833557
2013-11-14,final,6.892468,144.5764,0.03762463,0.27553752
2013-11-15,final,6.715430,144.0491,0.03626323,0.26674899
2013-11-16,final,9.022403,141.8414,0.05413300,0.35351503
2013-11-17,final,12.976479,144.2384,0.08202139,0.43706729
2013-11-18,final,12.875267,138.8146,0.08056057,0.42961435
2013-11-19,final,12.571832,139.8733,0.07715271,0.41534649
2013-11-20,final,12.843149,140.7692,0.07812314,0.40874920
2013-11-21,final,15.206741,145.2735,0.09536102,0.50394667
2013-11-22,final,20.329893,143.5354,0.13477169,0.72133599
2013-11-23,final,26.386681,145.7142,0.17698132,0.82617578
2013-11-24,final,28.942103,150.7248,0.18904006,0.85127044
2013-11-25,final,33.050144,152.6631,0.21423010,0.88925372
2013-11-26,final,33.189526,155.3323,0.21050142,0.88709188
2013-11-27,final,32.906566,156.6143,0.20553657,0.87254601
2013-11-28,final,32.585719,158.3380,0.19985924,0.85899530
2013-11-29,final,32.298367,160.8798,0.19401709,0.85026687
2013-11-30,final,31.906550,163.2821,0.18835596,0.83604347
2013-12-01,final,31.521606,165.5609,0.18307565,0.82105222
2013-12-02,final,31.355338,167.2138,0.18007968,0.80436148
2013-12-03,final,30.945275,169.6160,0.17468819,0.78269786
2013-12-04,final,38.684684,153.8700,0.24830665,0.86763876
2013-12-05,final,43.976654,146.4080,0.29268190,0.92605806
2013-12-06,final,44.219646,149.1747,0.28769294,0.92526571
2013-12-07,final,44.380710,152.3271,0.28433100,0.92077947
2013-12-08,final,48.899129,147.5983,0.32856095,0.92573833
2013-12-09,final,49.607687,150.8960,0.32547830,0.92735330
2013-12-10,final,49.522118,152.8797,0.32123652,0.92025678
2013-12-11,final,49.479484,154.1126,0.31777004,0.91548528
2013-12-12,final,49.353031,155.6139,0.31250376,0.91183426
2013-12-13,final,49.080664,156.9574,0.30552565,0.90134951
2013-12-14,final,48.949382,158.8780,0.30030613,0.89314099
2013-12-15,final,48.834877,160.0016,0.29545817,0.88816579
2013-12-16,final,48.445717,162.1560,0.28793998,0.87113369
2013-12-17,final,47.941416,164.8077,0.27907744,0.85095506
2013-12-18,final,47.538797,167.5499,0.27106598,0.83632920
2013-12-19,final,47.211825,170.3409,0.26374136,0.82126606
2013-12-20,final,47.721439,171.6884,0.26470890,0.81460521
2013-12-21,final,48.850653,170.6356,0.27238512,0.81139991
2013-12-22,final,50.144417,167.7823,0.28415986,0.82792928
2013-12-23,final,50.919138,166.5326,0.29062277,0.83574633
2013-12-24,final,51.112776,168.4887,0.28829338,0.82866754
2013-12-25,final,51.904540,170.0670,0.29035953,0.82391591
2013-12-26,final,51.745151,171.3128,0.28615286,0.81993222
2013-12-27,final,51.520686,172.9890,0.28126265,0.81235818
2013-12-28,final,51.241537,175.0751,0.27511601,0.80212276
2013-12-29,final,52.481149,174.0499,0.28437940,0.81549864
2013-12-30,final,52.614392,174.5587,0.28300610,0.81533287
2013-12-31,final,52.516503,174.9143,0.27945877,0.81010794
2014-01-01,final,53.832350,175.7935,0.28879096,0.80372809
2014-01-02,final,54.618830,178.0139,0.29083398,0.83247691
2014-01-03,final,54.335987,178.9714,0.28524534,0.82433931
2014-01-04,final,55.055126,179.4779,0.28959612,0.82051931
2014-01-05,final,58.599568,172.2613,0.32388360,0.88852165
2014-01-06,final,59.002139,173.3560,0.32705764,0.88857069
2014-01-07,final,58.821307,175.1310,0.32225554,0.88230954
2014-01-08,final,58.954731,176.3131,0.32015606,0.87562111
2014-01-09,final,59.619150,177.1014,0.32159739,0.87169810
2014-01-10,final,61.710665,175.9468,0.33638040,0.86331606
2014-01-11,final,62.839398,175.2763,0.34334837,0.85498213
2014-01-12,final,62.633645,178.1809,0.33396279,0.83391124
2014-01-13,final,64.855276,177.6154,0.34944529,0.82520032
2014-01-14,final,65.153753,181.0665,0.34678299,0.81637400
2014-01-15,final,65.508805,181.1968,0.34388946,0.82600351
2014-01-16,final,65.011491,183.2627,0.33480115,0.81082849
2014-01-17,final,64.679618,185.1580,0.32805539,0.80267655
2014-01-18,final,64.308936,187.3312,0.32131930,0.79180859
2014-01-19,final,63.915984,189.3559,0.31451637,0.78010677
2014-01-20,final,63.415634,190.2718,0.30730969,0.76760139
2014-01-21,final,63.077195,191.7570,0.30168098,0.76111802
2014-01-22,final,62.673453,192.6772,0.29625377,0.75252832
2014-01-23,final,63.191714,191.5457,0.29980492,0.78705800
2014-01-24,final,63.346158,193.0173,0.29921610,0.79467535
2014-01-25,final,62.913585,195.9338,0.29356676,0.77793285
2014-01-26,final,62.326286,197.6281,0.28641682,0.75997228
2014-01-27,final,62.158076,197.4730,0.28423327,0.75897715
2014-01-28,final,64.176437,189.6896,0.30539631,0.80793476
2014-01-29,final,63.879169,194.3808,0.29917856,0.79300560
2014-01-30,final,66.560914,196.1821,0.31792562,0.77235773
2014-01-31,final,76.158298,183.5582,0.39059512,0.83639622
2014-02-01,final,81.183684,179.6622,0.42517188,0.86902485
2014-02-02,final,82.308304,179.0799,0.42915015,0.89557561
2014-02-03,final,82.298446,180.9661,0.42470654,0.89178768
2014-02-04,final,83.803465,177.1187,0.43866517,0.91654414
2014-02-05,final,86.433983,173.1648,0.46288717,0.95259833
2014-02-06,final,86.662733,174.7743,0.46047016,0.95129427
2014-02-07,final,87.943062,174.5548,0.46936264,0.95415616
2014-02-08,final,89.676443,175.6531,0.47639375,0.95127270
2014-02-09,final,92.754335,177.3002,0.48879477,0.92870679
2014-02-10,final,95.264863,181.6563,0.48770933,0.91196306
2014-02-11,final,97.362467,183.8972,0.48886621,0.91182199
2014-02-12,final,96.984237,187.0486,0.47605014,0.89892175
2014-02-13,final,96.977339,190.4483,0.46617890,0.88435990
2014-02-14,final,96.307418,195.6594,0.44716884,0.84290545
2014-02-15,final,95.321865,200.4985,0.42765298,0.80773907
2014-02-16,final,92.904815,204.7648,0.40033215,0.77490578
2014-02-17,final,91.246256,206.3595,0.38231136,0.74642923
2014-02-18,final,90.227367,209.0906,0.37023286,0.73057217
2014-02-19,final,88.946530,210.1736,0.35792210,0.71444734
2014-02-20,final,90.751789,214.9324,0.36958530,0.72594422
2014-02-21,final,90.600075,213.5526,0.36883546,0.72081392
2014-02-22,final,90.403079,213.3628,0.36606082,0.71450431
2014-02-23,final,91.008003,213.3529,0.36908786,0.72584200
2014-02-24,final,90.146385,214.5058,0.36007286,0.71080842
2014-02-25,final,88.845561,215.8425,0.34890206,0.68728345
2014-02-26,final,88.875796,212.4622,0.35008317,0.69553047
2014-02-27,final,87.989386,216.0537,0.34015497,0.67643460
2014-02-28,final,90.519843,212.9944,0.35522186,0.67316155
2014-03-01,final,91.315712,212.6786,0.35791742,0.66341286
2014-03-02,final,95.141878,207.2327,0.38313403,0.69368344
2014-03-03,final,96.321004,206.9109,0.38730395,0.74228704
2014-03-04,final,95.222729,210.9996,0.37415818,0.70422900
2014-03-05,final,97.624562,209.3972,0.38901029,0.71785278
2014-03-06,final,96.605989,210.4571,0.37724773,0.69007284
