date,frsno,snodp_m,snomas_kg_m2,depth_m,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
1993-10-01,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1993-10-02,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1993-10-03,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1993-10-04,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1993-10-05,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1993-10-06,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1993-10-07,0.00863654,0.05677954,0.224550,0.00085380,0.097751,0.311525,0.00028781,0.00124203
1993-10-08,0.01507913,0.11209854,0.392057,0.00248247,0.100372,0.592133,0.00057941,0.00378783
1993-10-09,0.01428030,0.12624309,0.371288,0.00237818,0.316291,0.409012,0.00202174,0.00262267
1993-10-10,0.04291843,0.11006584,1.115879,0.00722755,0.413795,1.597460,0.00265676,0.01036279
1993-10-11,0.02985149,0.09532566,0.776139,0.00495657,0.197335,1.173158,0.00124956,0.00749932
1993-10-12,0.00937182,0.08725078,0.243667,0.00154743,0.055550,0.372703,0.00035063,0.00236835
1993-10-13,0.00412916,0.08542018,0.107358,0.00066748,0.015502,0.170365,0.00009060,0.00106318
1993-10-14,0.00277933,0.06957901,0.072263,0.00044671,0.007630,0.116596,0.00003310,0.00073042
1993-10-15,0.00192076,0.06398090,0.049940,0.00030774,0.005298,0.080561,0.00002117,0.00050431
1993-10-16,0.01336011,0.06780520,0.347363,0.00216174,0.030527,0.564691,0.00013650,0.00355091
1993-10-17,0.05369699,0.12267803,1.396122,0.00855742,0.352978,2.111646,0.00172138,0.01324646
1993-10-18,0.10227140,0.15181538,2.659057,0.01740432,0.839957,3.906832,0.00503539,0.02588854
1993-10-19,0.07783560,0.15293338,2.023725,0.01335038,0.619233,2.987110,0.00393684,0.01980742
1993-10-20,0.04325312,0.15477967,1.124581,0.00745185,0.328252,1.670808,0.00211358,0.01111354
1993-10-21,0.02784895,0.13678878,0.724073,0.00478877,0.189003,1.091093,0.00122698,0.00723191
1993-10-22,0.00937798,0.10235944,0.243827,0.00156352,0.062036,0.368524,0.00040109,0.00236087
1993-10-23,0.00305561,0.07306802,0.079446,0.00048188,0.019646,0.120465,0.00011656,0.00073247
1993-10-24,0.00086310,0.04307981,0.022441,0.00012783,0.004800,0.034541,0.00002358,0.00019933
1993-10-25,0.00035990,0.02709440,0.009357,0.00004774,0.001152,0.014986,0.00000556,0.00007668
1993-10-26,0.02071766,0.10892247,0.538659,0.00319255,0.294045,0.706447,0.00168308,0.00422793
1993-10-27,0.04338233,0.11512540,1.127941,0.00737212,0.532136,1.536621,0.00352523,0.01001082
1993-10-28,0.02607330,0.12697159,0.677906,0.00439365,0.234239,0.982230,0.00150984,0.00637174
1993-10-29,0.08811080,0.16062604,2.290881,0.01523641,1.335206,2.946407,0.00883932,0.01962437
1993-10-30,0.12118942,0.13695837,3.150925,0.02090336,1.950210,3.974532,0.01284890,0.02642815
1993-10-31,0.08031044,0.13833496,2.088071,0.01385165,1.194930,2.700704,0.00785311,0.01796623
1993-11-01,0.04085550,0.14133747,1.062243,0.00704969,0.509710,1.441242,0.00334439,0.00959126
1993-11-02,0.04771810,0.13875171,1.240671,0.00824927,0.629676,1.659771,0.00416837,0.01104848
1993-11-03,0.03803376,0.13703850,0.988878,0.00657341,0.434332,1.369258,0.00287267,0.00911185
1993-11-04,0.04126426,0.15301271,1.072871,0.00709525,0.439347,1.507424,0.00282408,0.01002497
1993-11-05,0.07822659,0.15930809,2.033891,0.01353373,1.000929,2.742431,0.00664449,0.01825926
1993-11-06,0.09263675,0.15065412,2.408555,0.01595199,1.241815,3.208858,0.00808688,0.02134691
1993-11-07,0.08157026,0.15792134,2.120827,0.01406441,0.964353,2.914087,0.00629104,0.01939640
1993-11-08,0.07106709,0.14966040,1.847744,0.01223739,0.730373,2.614183,0.00476288,0.01736438
1993-11-09,0.06322863,0.15061070,1.643944,0.01089643,0.566022,2.383324,0.00369191,0.01583824
1993-11-10,0.05075277,0.14936311,1.319572,0.00875227,0.391297,1.956304,0.00255959,0.01300001
1993-11-11,0.03832914,0.14767882,0.996558,0.00659832,0.275399,1.491222,0.00177778,0.00990487
1993-11-12,0.28492560,0.17251731,7.408066,0.04931434,5.341210,8.825785,0.03543871,0.05883205
1993-11-13,0.44013539,0.17306469,11.448924,0.07630293,8.067071,13.768639,0.05375240,0.09177102
1993-11-14,0.57031672,0.17625070,15.296021,0.10143707,10.638656,18.490649,0.07070013,0.12252048
1993-11-15,0.61407819,0.17882614,16.902650,0.11149524,11.529052,20.588564,0.07643590,0.13554351
1993-11-16,0.51924206,0.17764312,14.350353,0.09368119,8.222203,18.553838,0.05397512,0.12091678
1993-11-17,0.44997937,0.17613563,12.386648,0.08025042,5.862139,16.862006,0.03826725,0.10904795
1993-11-18,0.41027068,0.17462976,11.172319,0.07212215,4.771225,15.563022,0.03127600,0.10013976
1993-11-19,0.40836887,0.17374437,11.023375,0.07112113,4.255960,15.665350,0.02795278,0.10073161
1993-11-20,0.38568334,0.17314779,10.368837,0.06677232,3.751239,14.908048,0.02465093,0.09566466
1993-11-21,0.34248492,0.17225116,9.133170,0.05873413,2.951827,13.373141,0.01944337,0.08568486
1993-11-22,0.30309493,0.17122009,7.969087,0.05139527,2.588444,11.659834,0.01710325,0.07491721
1993-11-23,0.32416721,0.17119444,8.833646,0.05615591,3.334408,12.605740,0.02191032,0.07964600
1993-11-24,0.39372831,0.17566154,11.205003,0.07091643,4.778890,15.612869,0.03136408,0.09804658
1993-11-25,0.40967678,0.17625852,11.738732,0.07416834,5.226711,16.205523,0.03430538,0.10151155
1993-11-26,0.41476078,0.17632559,11.929380,0.07518066,5.389258,16.415448,0.03538071,0.10248065
1993-11-27,0.41070026,0.17577049,11.802076,0.07405670,5.333819,16.238849,0.03503508,0.10082281
1993-11-28,0.39340335,0.17453693,11.222940,0.07003439,4.960953,15.518227,0.03262222,0.09569654
1993-11-29,0.36340336,0.17305228,10.276008,0.06387444,4.366596,14.329452,0.02875624,0.08796309
1993-11-30,0.33513777,0.17204209,9.435857,0.05823399,3.549294,13.473629,0.02338268,0.08213956
1993-12-01,0.31550285,0.17111074,8.843818,0.05416533,2.886998,12.929781,0.01901050,0.07827910
1993-12-02,0.31117508,0.17070919,8.746130,0.05329929,2.752420,12.857397,0.01812604,0.07742569
1993-12-03,0.31514709,0.17010993,8.863831,0.05386474,2.888937,12.962192,0.01902504,0.07776235
1993-12-04,0.31014065,0.16885701,8.684946,0.05255243,2.802628,12.719805,0.01846696,0.07593269
1993-12-05,0.30509760,0.16847547,8.574589,0.05174049,2.704052,12.601368,0.01782921,0.07500127
