date,frsno,snodp_m,snomas_kg_m2,depth_m
1995-10-01,0.00429180,0.05542773,0.111587,0.00070457
1995-10-02,0.00077282,0.04575035,0.020093,0.00012116
1995-10-03,0.00020389,0.02550984,0.005301,0.00002773
1995-10-04,0.02738202,0.05472176,0.711932,0.00342112
1995-10-05,0.07504744,0.11019170,1.951233,0.01272732
1995-10-06,0.05210747,0.07320740,1.354794,0.00874281
1995-10-07,0.01475038,0.05801505,0.383510,0.00243087
1995-10-08,0.00481572,0.04688496,0.125209,0.00077770
1995-10-09,0.00186136,0.04056299,0.048395,0.00029543
1995-10-10,0.00041768,0.02869705,0.010860,0.00006110
1995-10-11,0.00003909,0.00778984,0.001016,0.00000339
1995-10-12,0.00000000,0.00000000,0.000000,0.00000000
1995-10-13,0.00014419,0.00854041,0.003749,0.00001875
1995-10-14,0.00049928,0.01960170,0.012981,0.00004934
1995-10-15,0.00031614,0.01376223,0.008220,0.00003842
1995-10-16,0.00007277,0.00876227,0.001892,0.00000879
1995-10-17,0.00000491,0.00139294,0.000128,0.00000043
1995-10-18,0.00000000,0.00000000,0.000000,0.00000000
1995-10-19,0.00000001,0.00093410,0.000000,0.00000000
1995-10-20,0.00000004,0.00033734,0.000001,0.00000000
1995-10-21,0.00000252,0.00409263,0.000066,0.00000005
1995-10-22,0.05478043,0.08012587,1.424291,0.00634048
1995-10-23,0.16359688,0.14901189,4.253519,0.02823135
1995-10-24,0.11866662,0.14787689,3.085332,0.02050910
1995-10-25,0.06713504,0.13788894,1.745511,0.01160989
1995-10-26,0.03614916,0.13454626,0.939878,0.00623801
1995-10-27,0.01726877,0.11436194,0.448988,0.00286701
1995-10-28,0.01269417,0.08904985,0.330048,0.00206649
1995-10-29,0.00720989,0.06389946,0.187457,0.00116612
1995-10-30,0.00289790,0.05318072,0.075345,0.00046820
1995-10-31,0.00136023,0.04267508,0.035366,0.00020448
1995-11-01,0.02621579,0.08936330,0.681611,0.00409059
1995-11-02,0.07517481,0.12978344,1.954545,0.01274820
1995-11-03,0.07079211,0.13007717,1.840595,0.01198914
1995-11-04,0.07954888,0.13753318,2.068271,0.01360492
1995-11-05,0.09096462,0.13397636,2.365080,0.01556172
1995-11-06,0.06923161,0.13683147,1.800022,0.01187798
1995-11-07,0.06103681,0.12402531,1.586957,0.01038030
1995-11-08,0.05298263,0.10457289,1.377548,0.00882440
1995-11-09,0.04445742,0.09503309,1.155893,0.00737600
1995-11-10,0.13984311,0.14374087,3.685344,0.02347801
1995-11-11,0.20373812,0.16408507,5.450294,0.03598369
1995-11-12,0.15569094,0.16291196,4.211536,0.02767295
1995-11-13,0.13207888,0.16273909,3.637730,0.02372297
1995-11-14,0.10014604,0.15666122,2.802419,0.01797852
1995-11-15,0.06427654,0.13875305,1.794298,0.01096164
1995-11-16,0.03915824,0.10601671,1.047582,0.00622116
1995-11-17,0.02675078,0.08662745,0.695520,0.00410990
1995-11-18,0.01677786,0.07273382,0.436224,0.00255648
1995-11-19,0.00966920,0.05406483,0.251399,0.00146219
1995-11-20,0.00512580,0.04617176,0.133271,0.00076813
1995-11-21,0.00324422,0.04310608,0.084350,0.00047521
1995-11-22,0.00297374,0.04214707,0.077317,0.00044296
1995-11-23,0.00486774,0.05479530,0.126561,0.00075210
1995-11-24,0.00585488,0.03951192,0.152227,0.00088571
1995-11-25,0.00460437,0.03851392,0.119714,0.00069033
1995-11-26,0.01019053,0.05797892,0.264954,0.00138776
1995-11-27,0.10712761,0.16177295,2.785318,0.01813580
1995-11-28,0.17837561,0.16631594,4.637766,0.03046579
1995-11-29,0.19086416,0.16362840,4.962468,0.03251387
1995-11-30,0.14428766,0.16002086,3.751479,0.02452477
1995-12-01,0.09379484,0.15970057,2.438666,0.01590208
1995-12-02,0.06142939,0.15559138,1.597164,0.01036721
1995-12-03,0.04796683,0.14398016,1.247137,0.00794482
1995-12-04,0.04390617,0.13604235,1.141561,0.00719187
1995-12-05,0.05523107,0.13338200,1.436008,0.00908107
1995-12-06,0.08056291,0.12784058,2.094636,0.01320295
1995-12-07,0.10633154,0.13430087,2.764620,0.01764854
1995-12-08,0.15103803,0.15031439,3.946875,0.02551256
1995-12-09,0.15090838,0.13991197,3.947896,0.02517046
1995-12-10,0.14586267,0.13727851,3.815904,0.02430568
1995-12-11,0.12611724,0.13694239,3.296702,0.02085960
1995-12-12,0.11069058,0.13594919,2.894480,0.01828582
1995-12-13,0.11612629,0.13515345,3.041073,0.01928070
1995-12-14,0.15255201,0.14507309,4.044384,0.02597605
1995-12-15,0.15820804,0.13843987,4.203124,0.02667524
1995-12-16,0.14594871,0.14362149,3.877093,0.02468162
1995-12-17,0.14692057,0.16738311,3.896484,0.02525628
1995-12-18,0.15166759,0.16764401,4.016448,0.02603543
1995-12-19,0.14957954,0.15711989,3.957528,0.02547784
1995-12-20,0.14667874,0.15775667,3.876656,0.02495963
1995-12-21,0.15089062,0.16948138,3.981662,0.02586694
1995-12-22,0.16770838,0.17189150,4.416703,0.02878809
1995-12-23,0.17232979,0.16366540,4.535349,0.02938717
1995-12-24,0.16834787,0.16251737,4.429576,0.02868716
1995-12-25,0.15887613,0.16323819,4.178301,0.02707352
1995-12-26,0.14399644,0.16293040,3.786784,0.02450989
1995-12-27,0.13004509,0.16151020,3.418393,0.02208469
1995-12-28,0.12125044,0.16337826,3.182586,0.02056328
1995-12-29,0.11892162,0.16948196,3.117560,0.02017582
1995-12-30,0.14461891,0.16862433,3.795131,0.02465300
1995-12-31,0.27395481,0.17187265,7.462465,0.04872070
1996-01-01,0.41898368,0.17977776,12.053897,0.07886654
1996-01-02,0.46352909,0.18132626,13.512597,0.08812035
1996-01-03,0.47928031,0.18362718,14.339107,0.09313653
1996-01-04,0.48673531,0.18975985,15.634542,0.10044080
1996-01-05,0.50298590,0.19659771,17.290416,0.10991779
1996-01-06,0.50280455,0.19810456,17.692130,0.11136180
1996-01-07,0.48947583,0.19795914,17.487959,0.10889647
1996-01-08,0.44333543,0.19644519,16.244071,0.09940013
1996-01-09,0.38861244,0.19391265,14.606104,0.08746679
1996-01-10,0.34830785,0.19281905,13.575130,0.07950807
1996-01-11,0.33334465,0.19342819,13.495496,0.07788869
1996-01-12,0.30741418,0.19096012,12.733437,0.07192023
1996-01-13,0.26734673,0.18662089,11.454285,0.06200535
1996-01-14,0.24034266,0.17796920,10.524020,0.05500719
1996-01-15,0.22284186,0.16992072,9.867885,0.05048640
1996-01-16,0.20961344,0.16240261,9.396961,0.04706022
1996-01-17,0.33367420,0.18020057,13.288066,0.07197691
1996-01-18,0.48120209,0.19164531,17.825690,0.10177817
1996-01-19,0.49300652,0.19366883,18.481700,0.10568331
1996-01-20,0.51788416,0.19863749,19.986935,0.11478678
1996-01-21,0.51080596,0.19837887,19.875609,0.11332594
1996-01-22,0.50866757,0.19851140,19.942298,0.11308883
1996-01-23,0.54148099,0.20255099,21.528449,0.12274377
1996-01-24,0.54480226,0.20357138,21.894847,0.12436042
1996-01-25,0.57220694,0.20985094,23.696702,0.13521763
1996-01-26,0.61134460,0.21677744,25.934843,0.14875313
1996-01-27,0.60658310,0.21696154,26.005434,0.14814283
1996-01-28,0.60232266,0.22034320,26.582469,0.15060005
1996-01-29,0.59313052,0.22263319,26.923154,0.15120475
1996-01-30,0.57741842,0.22542745,27.182304,0.15117608
1996-01-31,0.62568493,0.24655767,31.978926,0.18004190
1996-02-01,0.68701115,0.26949736,37.581829,0.21298303
1996-02-02,0.71263259,0.27442112,39.563515,0.22214260
1996-02-03,0.72378119,0.27472067,40.355714,0.22440387
1996-02-04,0.71287257,0.27089904,39.898310,0.21873914
1996-02-05,0.66888239,0.26803463,38.848351,0.20811567
1996-02-06,0.59556324,0.25864647,36.178725,0.18617052
1996-02-07,0.51752276,0.25025286,33.333777,0.16489684
1996-02-08,0.43948280,0.24000200,30.246891,0.14215823
1996-02-09,0.37937422,0.22696685,27.415147,0.12232092
1996-02-10,0.33068870,0.20129146,24.644720,0.10425057
1996-02-11,0.30571906,0.18690279,23.402300,0.09593302
1996-02-12,0.27801807,0.16992268,22.152506,0.08767810
1996-02-13,0.24864537,0.15192969,20.816424,0.07939616
1996-02-14,0.22353611,0.14105061,19.635814,0.07287666
1996-02-15,0.20813622,0.12364271,18.777666,0.06804271
1996-02-16,0.19944608,0.11614897,18.345023,0.06533538
1996-02-17,0.19095761,0.10245940,17.763974,0.06146552
1996-02-18,0.18776432,0.10585307,17.758367,0.06087577
1996-02-19,0.18928730,0.11241330,18.430848,0.06471750
1996-02-20,0.21371620,0.14986032,19.626115,0.07113847
1996-02-21,0.29003361,0.16820107,23.979477,0.09559118
1996-02-22,0.28372070,0.17726739,25.506827,0.10243779
1996-02-23,0.28082725,0.21054285,26.173041,0.10601729
1996-02-24,0.26657903,0.20255141,25.728963,0.10208577
1996-02-25,0.23632342,0.19962422,24.758380,0.09480363
1996-02-26,0.25538574,0.21716801,25.220281,0.09752526
1996-02-27,0.29393858,0.22149932,26.393848,0.10437934
1996-02-28,0.30695107,0.22462468,26.744039,0.10627933
1996-02-29,0.31582370,0.22228449,26.911738,0.10698105
1996-03-01,0.31075195,0.22153914,26.746558,0.10559997
1996-03-02,0.29340634,0.22043301,26.364998,0.10279721
1996-03-03,0.26121333,0.21871930,25.426386,0.09658045
1996-03-04,0.23210242,0.21479970,24.485945,0.09054379
1996-03-05,0.24385149,0.21072481,24.811206,0.09218919
1996-03-06,0.33148676,0.22199929,27.889271,0.11085927
1996-03-07,0.36490360,0.22413309,28.986513,0.11752442
1996-03-08,0.31118546,0.22494992,27.503687,0.10769863
1996-03-09,0.25431570,0.22112451,25.964323,0.09735822
1996-03-10,0.19656150,0.21288376,24.157108,0.08413568
1996-03-11,0.17352668,0.19094876,22.302719,0.07148509
1996-03-12,0.16444083,0.15322986,20.655191,0.06291086
1996-03-13,0.16649448,0.15214766,20.460121,0.06200614
1996-03-14,0.24278241,0.18499719,22.040611,0.07390698
1996-03-15,0.25684879,0.18960032,22.285823,0.07642982
1996-03-16,0.20012218,0.18122152,20.400443,0.06481710
1996-03-17,0.19138904,0.19102303,20.436138,0.06528866
1996-03-18,0.22053650,0.18971027,21.744643,0.07380345
1996-03-19,0.21849274,0.19041253,21.702591,0.07374151
1996-03-20,0.19721267,0.18434552,20.981774,0.06913638
1996-03-21,0.16768403,0.17350153,19.643066,0.06047221
1996-03-22,0.15044615,0.15062586,17.871664,0.05194889
1996-03-23,0.13871210,0.10848898,15.606955,0.04303326
1996-03-24,0.18888715,0.18386756,16.522493,0.05235892
1996-03-25,0.22708838,0.19008917,17.690195,0.06038960
1996-03-26,0.21644016,0.18893897,17.344941,0.05846008
1996-03-27,0.17559093,0.18796916,16.054620,0.05076597
1996-03-28,0.15116993,0.17907246,14.742234,0.04416134
1996-03-29,0.14129552,0.15348034,13.137936,0.03831540
1996-03-30,0.14021327,0.15080451,12.348069,0.03591590
1996-03-31,0.12644043,0.11972381,11.590869,0.03254888
1996-04-01,0.10948248,0.07662841,9.760437,0.02660003
1996-04-02,0.08490020,0.04070997,7.259756,0.01851507
1996-04-03,0.06862035,0.08787951,5.932072,0.01581314
1996-04-04,0.08807540,0.12967149,6.393595,0.01978613
1996-04-05,0.13536617,0.14152223,7.619951,0.02833022
1996-04-06,0.09005627,0.12964583,6.245866,0.02048734
1996-04-07,0.05331190,0.11516333,4.831543,0.01334251
1996-04-08,0.03875511,0.07396174,3.677496,0.00924517
1996-04-09,0.03445058,0.02855969,2.480921,0.00611549
1996-04-10,0.02495927,0.00658918,1.352181,0.00311282
1996-04-11,0.03777639,0.06773707,1.368633,0.00503987
1996-04-12,0.05072637,0.08131000,1.722699,0.00784225
1996-04-13,0.12512499,0.12898729,3.668447,0.02033306
1996-04-14,0.23748111,0.17045102,6.643627,0.04063765
1996-04-15,0.16022471,0.16796171,4.632235,0.02743932
1996-04-16,0.04661645,0.16225501,1.623834,0.00824780
1996-04-17,0.02045656,0.12124153,0.722471,0.00322501
1996-04-18,0.03107508,0.09098477,1.017073,0.00490686
1996-04-19,0.06708013,0.12282202,2.035433,0.01118253
1996-04-20,0.08117731,0.12523704,2.409882,0.01354895
1996-04-21,0.09323339,0.11476797,2.733302,0.01563611
1996-04-22,0.08673763,0.12713954,2.561650,0.01462954
1996-04-23,0.05810143,0.10093811,1.758032,0.00964280
1996-04-24,0.01654693,0.06881425,0.443292,0.00230764
1996-04-25,0.00812617,0.04428046,0.211281,0.00115045
1996-04-26,0.00756784,0.03633626,0.196764,0.00106632
1996-04-27,0.00181722,0.03359641,0.047248,0.00023716
1996-04-28,0.01707696,0.10650181,0.444001,0.00230814
1996-04-29,0.02938385,0.10842457,0.763980,0.00469209
1996-04-30,0.01480497,0.09648258,0.384929,0.00229869
1996-05-01,0.00808756,0.05533168,0.210277,0.00115353
1996-05-02,0.00349855,0.02993159,0.090962,0.00044780
1996-05-03,0.00070955,0.01654587,0.018448,0.00008484
1996-05-04,0.00008884,0.00806036,0.002310,0.00000802
1996-05-05,0.00000514,0.00135322,0.000134,0.00000033
1996-05-06,0.00000066,0.00091486,0.000017,0.00000001
1996-05-07,0.00000000,0.00000000,0.000000,0.00000000
1996-05-08,0.00000000,0.00000000,0.000000,0.00000000
1996-05-09,0.00000009,0.00058044,0.000002,0.00000000
1996-05-10,0.00000100,0.00656210,0.000026,0.00000005
1996-05-11,0.00000000,0.00000002,0.000000,0.00000000
1996-05-12,0.00000000,0.00000000,0.000000,0.00000000
1996-05-13,0.00000000,0.00000000,0.000000,0.00000000
1996-05-14,0.00000000,0.00000000,0.000000,0.00000000
1996-05-15,0.00000000,0.00000000,0.000000,0.00000000
1996-05-16,0.00000000,0.00000000,0.000000,0.00000000
1996-05-17,0.00000000,0.00000000,0.000000,0.00000000
