date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
1984-10-01,final,2.251760,132.6074,0.01461503,0.14528943,1.117097,3.108442,0.00731546,0.02012628
1984-10-02,final,1.588006,128.2058,0.01048069,0.10282396,0.466417,2.434817,0.00307409,0.01607274
1984-10-03,final,0.993244,125.5892,0.00653479,0.06351781,0.176414,1.609958,0.00119785,0.01056423
1984-10-04,final,2.780404,125.6050,0.01903350,0.17460477,0.309259,4.646142,0.00232523,0.03164841
1984-10-05,final,3.800991,144.0143,0.02470315,0.22541857,1.308606,5.682767,0.00753074,0.03766849
1984-10-06,final,3.320367,142.9767,0.02110844,0.19571267,1.156579,4.954047,0.00649708,0.03214016
1984-10-07,final,2.469600,140.2081,0.01557623,0.14767989,0.666487,3.830968,0.00378166,0.02448124
1984-10-08,final,1.782386,137.6617,0.01113959,0.10907822,0.372023,2.847223,0.00214638,0.01792955
1984-10-09,final,1.395356,132.5473,0.00870361,0.08679054,0.194618,2.301924,0.00115252,0.01440476
1984-10-10,final,1.076207,126.5201,0.00671303,0.06713032,0.087174,1.822936,0.00055406,0.01136311
1984-10-11,final,0.786688,117.4879,0.00488645,0.04886448,0.019008,1.366295,0.00014696,0.00846481
1984-10-12,final,0.621780,112.8468,0.00392310,0.03923099,0.011100,1.082850,0.00010266,0.00680757
1984-10-13,final,2.455610,128.6230,0.01650064,0.16232972,0.318756,4.068955,0.00231937,0.02720764
1984-10-14,final,3.187888,134.7286,0.02139670,0.21267594,1.210914,4.680523,0.00810188,0.03143443
1984-10-15,final,8.307301,148.5251,0.05556892,0.50172572,4.060201,11.513902,0.02648299,0.07752909
1984-10-16,final,21.172898,142.9416,0.15672457,0.80133349,12.853668,27.453997,0.08736001,0.20909549
1984-10-17,final,23.244681,144.6312,0.16466913,0.85365047,13.666864,30.476025,0.09142210,0.21997135
1984-10-18,final,32.916989,152.2910,0.21862963,0.92188517,18.805953,43.570957,0.12241164,0.29127515
1984-10-19,final,34.851834,152.7645,0.22956551,0.93617058,20.630464,45.589106,0.13407912,0.30165865
1984-10-20,final,36.656286,153.5252,0.24050301,0.92859285,21.563727,48.051315,0.14042430,0.31606340
1984-10-21,final,36.903720,152.4052,0.24170385,0.93448854,21.713239,48.372680,0.14224582,0.31679562
1984-10-22,final,38.225123,153.0897,0.24850396,0.94161094,22.895746,49.798951,0.14848059,0.32402257
1984-10-23,final,39.661427,153.2790,0.25758098,0.94639417,23.863898,51.588714,0.15472664,0.33523700
1984-10-24,final,41.633492,153.5028,0.27028429,0.94901434,25.027066,54.171504,0.16189183,0.35212165
1984-10-25,final,42.452515,156.2582,0.27074634,0.94820012,25.219807,55.463376,0.15981331,0.35450185
1984-10-26,final,41.763493,160.6550,0.25830809,0.93500115,24.065866,55.125373,0.14812065,0.34150068
1984-10-27,final,41.827011,166.2902,0.25074411,0.90722341,22.640560,56.312967,0.13358585,0.33919972
1984-10-28,final,45.093394,165.8075,0.27172036,0.89602599,23.709329,61.238569,0.14045450,0.37082736
1984-10-29,final,44.459813,169.1588,0.26109074,0.87483557,22.384812,61.126652,0.12978085,0.36023098
