date,frsno,snodp_m,snomas_kg_m2,depth_m,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
1989-10-01,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1989-10-02,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1989-10-03,0.00000016,0.00105305,0.000004,0.00000000,0.000006,0.000003,0.00000001,0.00000000
1989-10-04,0.01434349,0.02978774,0.372931,0.00151483,0.094819,0.563696,0.00024504,0.00238582
1989-10-05,0.01189390,0.04436891,0.309241,0.00184851,0.070157,0.473236,0.00025454,0.00294186
1989-10-06,0.00303978,0.04098528,0.079034,0.00047581,0.011256,0.125525,0.00003965,0.00077498
1989-10-07,0.00044369,0.02441794,0.011536,0.00006000,0.000949,0.018798,0.00000282,0.00009921
1989-10-08,0.00005108,0.00663942,0.001328,0.00000483,0.000000,0.002239,0.00000000,0.00000815
1989-10-09,0.00000016,0.00184026,0.000004,0.00000000,0.000000,0.000007,0.00000000,0.00000001
1989-10-10,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1989-10-11,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1989-10-12,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1989-10-13,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1989-10-14,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1989-10-15,0.00000001,0.00010266,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1989-10-16,0.04577138,0.10821679,1.190056,0.00696962,0.422584,1.716488,0.00234716,0.01014030
1989-10-17,0.06570950,0.11681514,1.708447,0.01125816,0.512922,2.528494,0.00335567,0.01667871
1989-10-18,0.04762957,0.11959802,1.238369,0.00819034,0.350514,1.847375,0.00231807,0.01221830
1989-10-19,0.02920240,0.11363624,0.759263,0.00501770,0.174492,1.160374,0.00115668,0.00766609
1989-10-20,0.00982267,0.10052240,0.255389,0.00166263,0.057073,0.391420,0.00037315,0.00254712
1989-10-21,0.00349477,0.08420939,0.090864,0.00055793,0.015015,0.142891,0.00008350,0.00088335
