date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
2006-10-01,final,0.412233,119.9537,0.00234658,0.02346580,0.012333,0.714162,0.00009512,0.00404645
2006-10-02,final,0.232401,113.4301,0.00134669,0.01346691,0.005490,0.403720,0.00004226,0.00233155
2006-10-03,final,0.130596,110.8850,0.00076769,0.00767687,0.002745,0.227125,0.00002113,0.00133135
2006-10-04,final,0.093927,108.9484,0.00055506,0.00555060,0.001353,0.163822,0.00001091,0.00096590
2006-10-05,final,0.050807,105.2323,0.00030352,0.00303516,0.000000,0.089168,0.00000000,0.00053267
2006-10-06,final,0.025382,103.8902,0.00016018,0.00160185,0.000000,0.044546,0.00000000,0.00028113
2006-10-07,final,0.011840,102.2137,0.00008078,0.00080780,0.000000,0.020779,0.00000000,0.00014177
2006-10-08,final,0.010710,102.5513,0.00007418,0.00074180,0.000000,0.018797,0.00000000,0.00013019
2006-10-09,final,0.506284,116.9923,0.00359821,0.03598210,0.138626,0.783869,0.00111338,0.00547428
2006-10-10,final,4.908534,135.7850,0.03392700,0.32227457,2.066978,7.053936,0.01427313,0.04876586
2006-10-11,final,4.248628,139.2894,0.02815931,0.27284767,1.402147,6.397748,0.00952831,0.04222590
2006-10-12,final,3.409330,138.8249,0.02235005,0.21995691,0.794419,5.383613,0.00546951,0.03509501
2006-10-13,final,2.435346,137.0535,0.01590550,0.15879737,0.437625,3.943644,0.00305506,0.02560770
2006-10-14,final,1.663100,134.7860,0.01082414,0.10824145,0.220343,2.752396,0.00159588,0.01779157
2006-10-15,final,2.231587,131.1082,0.01511907,0.14817124,0.167702,3.789840,0.00131093,0.02554435
2006-10-16,final,1.687808,126.1081,0.01124366,0.11152636,0.098112,2.888044,0.00082228,0.01911191
2006-10-17,final,2.719991,131.4770,0.01874659,0.18616785,0.626886,4.300306,0.00463326,0.02940229
2006-10-18,final,9.928140,147.2006,0.06710473,0.57387782,5.641347,13.164711,0.03690201,0.08990807
2006-10-19,final,10.020917,146.9948,0.06599895,0.57568888,5.795510,13.211141,0.03741949,0.08757672
2006-10-20,final,10.210222,147.6344,0.06662570,0.57162960,5.818464,13.526042,0.03735808,0.08872303
2006-10-21,final,13.804102,148.6242,0.09141490,0.63359198,7.641317,18.457065,0.04965671,0.12294273
2006-10-22,final,14.332610,147.2485,0.09448316,0.64484720,7.944478,19.155712,0.05139367,0.12701614
2006-10-23,final,13.900751,147.9115,0.09019055,0.62653138,7.475884,18.751588,0.04795415,0.12207945
2006-10-24,final,12.291354,150.9163,0.07689527,0.56531294,6.099657,16.966144,0.03809495,0.10618988
2006-10-25,final,10.728054,152.7857,0.06487366,0.50503980,4.688165,15.288229,0.02857405,0.09228021
2006-10-26,final,18.018649,148.6491,0.12118541,0.68043213,9.339852,24.571224,0.06132831,0.16637809
2006-10-27,final,23.933104,153.7555,0.15559982,0.83050308,15.082412,30.615462,0.09556926,0.20092347
2006-10-28,final,22.861472,158.2028,0.14369170,0.80399978,13.734375,29.752518,0.08439047,0.18846470
2006-10-29,final,20.632517,163.0002,0.12458021,0.73757014,11.407757,27.597299,0.06781105,0.16744148
