date,frsno,snodp_m,snomas_kg_m2,depth_m
2001-10-01,0.00000000,0.00000000,0.000000,0.00000000
2001-10-02,0.00000000,0.00000000,0.000000,0.00000000
2001-10-03,0.00000000,0.00000000,0.000000,0.00000000
2001-10-04,0.00000000,0.00000000,0.000000,0.00000000
2001-10-05,0.00601159,0.05116243,0.156301,0.00090152
2001-10-06,0.00218123,0.03741188,0.056712,0.00035086
2001-10-07,0.00028060,0.02113765,0.007296,0.00003897
2001-10-08,0.00001446,0.00241979,0.000376,0.00000070
2001-10-09,0.00721161,0.04719529,0.187502,0.00076349
2001-10-10,0.01953360,0.10022571,0.507874,0.00332113
2001-10-11,0.01728766,0.07970198,0.449479,0.00287951
2001-10-12,0.03693675,0.13143511,0.960355,0.00582641
2001-10-13,0.04246075,0.14218998,1.103979,0.00723604
2001-10-14,0.02103905,0.12886716,0.547015,0.00353664
2001-10-15,0.01432084,0.11425550,0.372342,0.00229829
2001-10-16,0.00695311,0.09365986,0.180781,0.00118365
2001-10-17,0.00146462,0.06229945,0.038080,0.00023516
2001-10-18,0.00034697,0.03271463,0.009021,0.00004749
2001-10-19,0.00009862,0.01506153,0.002564,0.00000984
2001-10-20,0.00000978,0.00403603,0.000254,0.00000037
2001-10-21,0.00000000,0.00038063,0.000000,0.00000000
2001-10-22,0.00214042,0.03729418,0.055651,0.00031790
2001-10-23,0.00130730,0.02100222,0.033990,0.00020749
2001-10-24,0.00165001,0.04971512,0.042900,0.00025973
2001-10-25,0.00242863,0.04417535,0.063144,0.00038149
2001-10-26,0.00197288,0.03739596,0.051295,0.00031058
2001-10-27,0.00084914,0.02983301,0.022078,0.00013135
2001-10-28,0.00023376,0.01955712,0.006078,0.00003426
2001-10-29,0.00006343,0.01547807,0.001649,0.00000792
2001-10-30,0.00001796,0.00417604,0.000467,0.00000200
2001-10-31,0.00018497,0.00688994,0.004809,0.00001119
2001-11-01,0.00103902,0.02817796,0.027015,0.00016713
2001-11-02,0.00074636,0.00982893,0.019405,0.00011547
2001-11-03,0.00028655,0.01271010,0.007450,0.00004530
2001-11-04,0.00012169,0.00833568,0.003164,0.00001875
2001-11-05,0.00004276,0.00417364,0.001112,0.00000674
2001-11-06,0.00001497,0.00326999,0.000389,0.00000196
2001-11-07,0.00011732,0.00698312,0.003050,0.00000974
2001-11-08,0.02624317,0.10240980,0.682322,0.00405559
2001-11-09,0.02422059,0.10932087,0.629735,0.00417170
2001-11-10,0.00977317,0.10236112,0.254102,0.00168139
2001-11-11,0.00471211,0.09981663,0.122515,0.00080867
