date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
1998-10-01,final,0.067617,101.2251,0.00055008,0.00550085,0.002822,0.116538,0.00002779,0.00094442
1998-10-02,final,1.183621,116.7135,0.00820325,0.08203248,0.090018,2.009301,0.00069364,0.01387307
1998-10-03,final,0.725359,114.1089,0.00506780,0.05067799,0.048030,1.236749,0.00037044,0.00861435
1998-10-04,final,4.233985,130.3259,0.02926117,0.28083903,1.010287,6.667908,0.00693355,0.04611874
1998-10-05,final,7.902831,140.5729,0.05254548,0.44243272,3.515789,11.215090,0.02302810,0.07483139
1998-10-06,final,8.042490,137.7610,0.05304639,0.44607890,3.457479,11.504217,0.02242871,0.07616304
1998-10-07,final,7.004692,138.3482,0.04491874,0.39272658,2.705687,10.250483,0.01732941,0.06574896
1998-10-08,final,4.557232,138.7078,0.02850174,0.27095758,1.510401,6.857619,0.00958798,0.04278181
1998-10-09,final,2.657641,136.5750,0.01636338,0.16147476,0.681999,4.149270,0.00431713,0.02545842
1998-10-10,final,1.571724,132.5682,0.00962240,0.09614799,0.315205,2.520407,0.00202626,0.01535755
1998-10-11,final,1.005258,129.1081,0.00613995,0.06139950,0.139413,1.658980,0.00093005,0.01007348
1998-10-12,final,0.714064,126.1571,0.00433224,0.04332241,0.072079,1.198769,0.00048160,0.00723951
1998-10-13,final,0.454784,122.2198,0.00276601,0.02766008,0.031721,0.774201,0.00023662,0.00467572
1998-10-14,final,0.286547,117.4590,0.00175725,0.01757254,0.010125,0.495247,0.00007397,0.00302815
1998-10-15,final,0.165274,111.7111,0.00103584,0.01035839,0.003354,0.287525,0.00002415,0.00179967
1998-10-16,final,0.207597,119.4488,0.00131680,0.01316797,0.117063,0.275951,0.00075575,0.00174039
1998-10-17,final,5.312434,143.9600,0.03719367,0.35300179,4.485181,5.937018,0.02971078,0.04284333
1998-10-18,final,5.693916,148.1676,0.03774053,0.36595484,4.479738,6.610633,0.02915792,0.04422048
1998-10-19,final,4.853161,148.4260,0.03172213,0.31124191,3.539475,5.845006,0.02281435,0.03844759
1998-10-20,final,3.681918,148.2587,0.02392614,0.23801464,2.450485,4.611661,0.01565345,0.03017211
1998-10-21,final,3.114439,147.7708,0.02026036,0.20260356,1.684797,4.193833,0.01077211,0.02742407
1998-10-22,final,2.372917,145.4435,0.01546055,0.15460546,1.068189,3.358000,0.00682395,0.02198126
1998-10-23,final,1.777513,141.3462,0.01166057,0.11610067,0.536925,2.714169,0.00349257,0.01782749
1998-10-24,final,1.479188,138.6240,0.00967355,0.09673553,0.340066,2.339235,0.00224085,0.01528531
1998-10-25,final,1.201314,133.3545,0.00786994,0.07869943,0.199009,1.958063,0.00137403,0.01277442
1998-10-26,final,3.310434,125.9978,0.02272500,0.17618415,0.243164,5.626254,0.00190501,0.03844429
1998-10-27,final,4.332168,125.0974,0.02897763,0.18521390,0.236247,7.424629,0.00188594,0.04943212
1998-10-28,final,7.731474,136.8476,0.05136399,0.37300658,1.198442,12.663977,0.00869846,0.08357687
1998-10-29,final,8.505627,136.5958,0.05518013,0.41037916,1.401153,13.869575,0.00983570,0.08941561
1998-10-30,final,8.397054,137.1426,0.05367549,0.38944861,1.254623,13.789658,0.00867964,0.08764780
1998-10-31,final,9.153881,138.4853,0.05838483,0.40359464,1.206408,15.154299,0.00871541,0.09588572
1998-11-01,final,10.899585,145.7087,0.06801387,0.47572091,3.061681,16.817278,0.02060733,0.10380627
1998-11-02,final,10.689179,146.9427,0.06493668,0.46105822,3.242009,16.311865,0.02135696,0.09783980
1998-11-03,final,13.326067,153.0435,0.08256542,0.58927431,5.017470,19.599139,0.03297343,0.12000786
1998-11-04,final,13.960084,154.2565,0.08616930,0.61986722,5.512937,20.337762,0.03580831,0.12419234
1998-11-05,final,13.846378,154.8714,0.08483657,0.61567146,5.480732,20.162522,0.03542272,0.12214450
1998-11-06,final,14.865745,153.1618,0.09358733,0.65971719,6.149551,21.446555,0.04022844,0.13387381
1998-11-07,final,17.194691,150.5320,0.11264109,0.73607464,7.897265,24.214337,0.05222144,0.15825851
1998-11-08,final,17.571476,153.1598,0.11330651,0.74074503,8.224196,24.628764,0.05362344,0.15836780
1998-11-09,final,31.333822,149.1794,0.21218352,0.94326852,19.006103,40.641370,0.12518538,0.27786795
1998-11-10,final,36.350465,150.1037,0.24190067,0.97327067,22.810771,46.573064,0.15047092,0.31093101
1998-11-11,final,36.365502,152.8597,0.23696818,0.97128543,22.686351,46.693394,0.14804080,0.30410920
1998-11-12,final,37.608596,153.6782,0.24400080,0.96919315,23.579185,48.200937,0.15296347,0.31273486
1998-11-13,final,37.238488,157.7095,0.23424549,0.96248171,22.977913,48.005361,0.14447781,0.30202096
1998-11-14,final,36.641562,162.6157,0.22268088,0.94892923,22.151990,47.581329,0.13456286,0.28921083
1998-11-15,final,35.143493,168.8924,0.20429764,0.92147315,20.031906,46.552887,0.11724183,0.27002562
