date,stream,swe_mm_we,snow_density_kg_m3
1981-10-01,final,0.000000,100.1442
1981-10-02,final,0.001294,100.1127
1981-10-03,final,0.464402,106.2460
1981-10-04,final,0.712379,110.3376
1981-10-05,final,0.975942,112.8534
1981-10-06,final,0.735695,112.1438
1981-10-07,final,0.426435,110.2470
1981-10-08,final,0.271879,108.6723
1981-10-09,final,0.390491,111.4441
1981-10-10,final,0.371363,108.8772
1981-10-11,final,0.337700,108.5306
1981-10-12,final,1.048190,115.2216
1981-10-13,final,1.651674,116.0465
1981-10-14,final,2.040219,128.2248
1981-10-15,final,2.352156,131.0515
1981-10-16,final,5.153767,132.0741
1981-10-17,final,6.222435,136.3369
1981-10-18,final,5.995983,136.2318
1981-10-19,final,5.239307,134.8322
1981-10-20,final,4.408306,133.6815
1981-10-21,final,3.738687,138.3658
1981-10-22,final,3.438631,135.3022
1981-10-23,final,3.271714,137.1396
1981-10-24,final,3.072366,133.6870
1981-10-25,final,8.447381,150.3187
1981-10-26,final,8.161296,147.5173
1981-10-27,final,6.560839,148.3746
1981-10-28,final,5.185820,147.8160
1981-10-29,final,4.378445,146.1341
1981-10-30,final,6.679040,145.2670
1981-10-31,final,11.973561,148.0497
1981-11-01,final,11.783825,148.4724
1981-11-02,final,10.784517,148.7906
1981-11-03,final,9.427096,149.7187
1981-11-04,final,8.225139,149.9589
1981-11-05,final,7.247771,151.0733
1981-11-06,final,6.439958,149.5213
1981-11-07,final,6.150744,144.0022
1981-11-08,final,6.914552,144.6914
1981-11-09,final,6.907437,140.6940
1981-11-10,final,6.607614,140.1877
1981-11-11,final,6.322384,137.7446
1981-11-12,final,6.013123,135.3346
1981-11-13,final,5.700926,134.3370
1981-11-14,final,5.250121,133.1198
1981-11-15,final,4.961987,132.7267
1981-11-16,final,4.598808,132.1743
1981-11-17,final,4.126165,131.2484
1981-11-18,final,4.397697,139.7540
1981-11-19,final,6.262857,144.3294
1981-11-20,final,6.278372,137.0262
1981-11-21,final,6.262890,136.9815
1981-11-22,final,6.181940,137.3229
1981-11-23,final,6.728950,136.9116
1981-11-24,final,6.949245,135.5126
1981-11-25,final,6.358515,134.2063
1981-11-26,final,10.346915,156.6529
1981-11-27,final,9.926016,155.9757
1981-11-28,final,11.922008,152.3725
1981-11-29,final,12.939358,146.5195
1981-11-30,final,19.877985,150.4825
1981-12-01,final,20.853242,145.4694
