date,stream,swe_mm_we,snow_density_kg_m3
2021-10-01,final,0.516516,108.7642
2021-10-02,final,0.521695,109.5525
2021-10-03,final,0.295164,108.0651
2021-10-04,final,0.165397,107.1141
2021-10-05,final,0.068987,105.2570
2021-10-06,final,0.049401,103.7843
2021-10-07,final,0.036083,103.0770
2021-10-08,final,0.014628,101.2644
2021-10-09,final,0.121285,104.3382
2021-10-10,final,0.422136,113.5375
2021-10-11,final,0.429999,113.3767
2021-10-12,final,0.502198,120.5741
2021-10-13,final,5.434471,143.9905
2021-10-14,final,5.410355,140.9779
2021-10-15,final,6.871072,144.0745
2021-10-16,final,6.569873,144.0295
2021-10-17,final,4.982924,143.6632
2021-10-18,final,3.201874,141.8523
2021-10-19,final,3.177325,136.3215
2021-10-20,final,3.693182,135.2879
2021-10-21,final,3.059963,133.8026
2021-10-22,final,2.280875,132.0865
2021-10-23,final,1.579858,128.9786
2021-10-24,final,1.840516,126.9962
2021-10-25,final,1.548442,121.5024
2021-10-26,final,0.904889,119.0471
2021-10-27,final,5.233229,138.6313
2021-10-28,final,5.240851,137.1453
2021-10-29,final,4.423176,135.2184
2021-10-30,final,3.230778,135.0526
2021-10-31,final,2.375566,134.3503
2021-11-01,final,2.405752,136.4290
2021-11-02,final,2.613271,138.2127
2021-11-03,final,3.777142,134.3108
2021-11-04,final,3.283871,132.2280
2021-11-05,final,2.669795,131.1087
2021-11-06,final,2.091108,127.6412
2021-11-07,final,1.629892,122.3122
2021-11-08,final,1.309595,120.9649
2021-11-09,final,1.129492,118.9908
2021-11-10,final,2.352716,127.2877
2021-11-11,final,2.848450,129.0213
2021-11-12,final,3.763778,132.1937
2021-11-13,final,3.554384,127.5447
2021-11-14,final,3.030243,126.2336
2021-11-15,final,2.578078,123.8500
2021-11-16,final,2.090178,122.7847
2021-11-17,final,2.217033,130.0851
2021-11-18,final,2.239567,124.1341
2021-11-19,final,2.150031,125.1028
2021-11-20,final,2.122231,127.4873
2021-11-21,final,2.902663,129.6143
2021-11-22,final,2.836290,125.6141
2021-11-23,final,2.672496,125.6158
2021-11-24,final,3.171224,133.1234
2021-11-25,final,4.145600,139.3452
2021-11-26,final,4.041164,140.3785
2021-11-27,final,3.762381,139.5128
2021-11-28,final,3.535503,139.6716
2021-11-29,final,3.148342,138.6983
2021-11-30,final,2.650805,138.1463
2021-12-01,final,2.462313,135.3586
2021-12-02,final,2.144361,134.4048
2021-12-03,final,1.772057,132.3250
2021-12-04,final,1.550406,130.0837
2021-12-05,final,1.412891,127.6054
2021-12-06,final,1.358121,128.1299
2021-12-07,final,2.752982,135.8946
2021-12-08,final,2.948889,131.5963
2021-12-09,final,4.503734,139.9740
2021-12-10,final,15.339581,145.4675
2021-12-11,final,17.233720,149.3313
2021-12-12,final,17.057094,150.3553
2021-12-13,final,16.804202,151.2898
2021-12-14,final,16.520227,152.5433
2021-12-15,final,18.672545,155.7218
2021-12-16,final,21.735920,155.4907
2021-12-17,final,22.277599,154.4843
2021-12-18,final,22.383847,154.9166
2021-12-19,final,22.292153,155.3761
2021-12-20,final,22.121807,155.9499
2021-12-21,final,21.936497,156.0267
2021-12-22,final,21.709622,156.3372
2021-12-23,final,21.449028,156.1425
2021-12-24,final,27.308509,154.1829
2021-12-25,final,36.374317,152.9779
2021-12-26,final,37.471187,154.3366
2021-12-27,final,40.379979,154.6641
2021-12-28,final,44.133392,157.1747
2021-12-29,final,47.337100,149.6867
2021-12-30,final,49.204511,149.7729
2021-12-31,final,53.241877,151.0700
2022-01-01,final,61.684670,146.0723
2022-01-02,final,63.472068,146.3839
2022-01-03,final,63.387881,153.4127
2022-01-04,final,63.186300,158.8300
2022-01-05,final,63.491552,159.9766
2022-01-06,final,68.506395,154.3702
2022-01-07,final,69.371598,161.5544
2022-01-08,final,69.056932,168.9304
2022-01-09,final,71.375492,171.8351
2022-01-10,final,71.211749,173.3116
2022-01-11,final,70.966102,175.3842
2022-01-12,final,70.639093,177.5002
2022-01-13,final,70.149044,180.2848
2022-01-14,final,69.459612,183.4558
2022-01-15,final,70.211157,184.9597
2022-01-16,final,69.958008,186.1208
2022-01-17,final,69.543791,188.2100
2022-01-18,final,69.030626,189.7381
2022-01-19,final,68.667596,192.1005
2022-01-20,final,68.936336,190.0606
2022-01-21,final,69.238766,191.3709
2022-01-22,final,71.916364,189.4084
2022-01-23,final,71.672970,190.6537
2022-01-24,final,71.317114,191.8596
2022-01-25,final,71.829130,191.7960
