date,frsno,snodp_m,snomas_kg_m2,depth_m
1985-10-01,0.02326937,0.09983131,0.605004,0.00399021
1985-10-02,0.00494127,0.07765530,0.128473,0.00082365
1985-10-03,0.00114400,0.04486327,0.029744,0.00016708
1985-10-04,0.00024368,0.03116968,0.006336,0.00003212
1985-10-05,0.00014264,0.01415635,0.003709,0.00001343
1985-10-06,0.00024689,0.00826110,0.006419,0.00002574
1985-10-07,0.01327104,0.04009235,0.345047,0.00176436
1985-10-08,0.04780984,0.09765778,1.243056,0.00743209
1985-10-09,0.08203546,0.12300157,2.132922,0.01407391
1985-10-10,0.02547677,0.11262566,0.662396,0.00433845
1985-10-11,0.03260438,0.12120310,0.847714,0.00517435
1985-10-12,0.02438972,0.12938389,0.634133,0.00412247
1985-10-13,0.02984391,0.12692105,0.775942,0.00502877
1985-10-14,0.05365233,0.13878513,1.394960,0.00905563
1985-10-15,0.03222698,0.12533604,0.837901,0.00540910
1985-10-16,0.00942564,0.11015499,0.245067,0.00155614
1985-10-17,0.00328105,0.09143402,0.085307,0.00050988
1985-10-18,0.00608097,0.07302910,0.158105,0.00094201
1985-10-19,0.00293341,0.05184226,0.076269,0.00043421
1985-10-20,0.00076782,0.03685334,0.019963,0.00010941
1985-10-21,0.00021309,0.02491466,0.005540,0.00002797
1985-10-22,0.00080865,0.04371688,0.021025,0.00007614
1985-10-23,0.00172613,0.03051219,0.044879,0.00027474
1985-10-24,0.00057912,0.03021359,0.015057,0.00009260
1985-10-25,0.00016028,0.01632505,0.004167,0.00002277
1985-10-26,0.00002755,0.00612217,0.000716,0.00000299
1985-10-27,0.00000000,0.00000000,0.000000,0.00000000
1985-10-28,0.00000000,0.00000000,0.000000,0.00000000
1985-10-29,0.00000055,0.00736585,0.000014,0.00000002
1985-10-30,0.00164847,0.03922741,0.042860,0.00015923
1985-10-31,0.00201933,0.06126952,0.052502,0.00029923
1985-11-01,0.02710148,0.10308139,0.704638,0.00458175
1985-11-02,0.01566913,0.10955017,0.407397,0.00268945
1985-11-03,0.00748009,0.09777757,0.194482,0.00126916
1985-11-04,0.00286589,0.08966625,0.074513,0.00047773
1985-11-05,0.00218031,0.07729522,0.056688,0.00034309
1985-11-06,0.00927255,0.09267049,0.241086,0.00154055
1985-11-07,0.01248521,0.07587455,0.324616,0.00207115
1985-11-08,0.05943630,0.09117395,1.545344,0.00965762
1985-11-09,0.20602948,0.13190987,5.473822,0.03529941
