date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca
1980-10-01,final,0.000000,100.0000,0.00000000,0.00000000
1980-10-02,final,0.000000,100.0000,0.00000000,0.00000000
1980-10-03,final,0.000000,100.0000,0.00000000,0.00000000
1980-10-04,final,0.000000,100.0000,0.00000000,0.00000000
1980-10-05,final,0.000000,100.0000,0.00000000,0.00000000
1980-10-06,final,0.000000,100.0000,0.00000000,0.00000000
1980-10-07,final,0.000000,100.0000,0.00000000,0.00000000
1980-10-08,final,0.000000,100.0000,0.00000000,0.00000000
1980-10-09,final,0.000000,100.0000,0.00000000,0.00000000
1980-10-10,final,0.000000,100.0000,0.00000000,0.00000000
1980-10-11,final,0.000000,100.0000,0.00000000,0.00000000
1980-10-12,final,0.000000,100.0000,0.00000000,0.00000000
1980-10-13,final,0.184302,104.3648,0.00140534,0.01405344
1980-10-14,final,0.184566,105.4891,0.00133052,0.01330519
1980-10-15,final,1.693539,116.4586,0.01197317,0.11614039
1980-10-16,final,7.562873,150.9984,0.04948100,0.40920962
1980-10-17,final,12.675171,152.8207,0.08304288,0.57198060
1980-10-18,final,13.209004,151.3846,0.08543630,0.54309777
1980-10-19,final,11.269805,144.1078,0.07214426,0.47880617
1980-10-20,final,10.169949,144.4270,0.06283193,0.44054957
1980-10-21,final,7.855711,139.5661,0.04729127,0.36568099
1980-10-22,final,6.954842,140.2050,0.04057049,0.32968593
1980-10-23,final,6.577104,150.2292,0.03812564,0.31866519
1980-10-24,final,6.710927,145.9791,0.03908029,0.32974648
1980-10-25,final,6.463491,146.1316,0.03709269,0.31739913
1980-10-26,final,5.772140,146.2967,0.03235486,0.28499205
1980-10-27,final,9.467810,154.1857,0.05928654,0.47931579
1980-10-28,final,13.606830,156.1984,0.08759168,0.65490632
1980-10-29,final,13.484979,156.0113,0.08595253,0.64441618
1980-10-30,final,12.777832,157.8252,0.07986057,0.60651977
1980-10-31,final,10.994531,160.2135,0.06658988,0.52545311
1980-11-01,final,9.331687,162.1486,0.05484248,0.44270712
1980-11-02,final,7.764342,160.2945,0.04435481,0.36800233
1980-11-03,final,6.628421,159.3099,0.03688066,0.31109054
1980-11-04,final,5.877889,157.1014,0.03199955,0.27395172
1980-11-05,final,4.760997,152.0260,0.02525504,0.22365635
1980-11-06,final,3.727101,147.1165,0.01931549,0.17821510
1980-11-07,final,2.976217,141.8060,0.01514682,0.14366272
1980-11-08,final,2.364803,133.5275,0.01194171,0.11587972
1980-11-09,final,2.173399,131.5930,0.01089569,0.10708403
1980-11-10,final,1.829806,130.9157,0.00905235,0.08965630
1980-11-11,final,1.487613,127.3897,0.00738048,0.07375361
1980-11-12,final,1.221163,125.9210,0.00606591,0.06065911
1980-11-13,final,3.174435,134.6124,0.02031791,0.19519690
1980-11-14,final,8.309683,150.8539,0.05568607,0.50756373
1980-11-15,final,9.528450,150.5952,0.06358549,0.56135987
1980-11-16,final,9.799831,151.4349,0.06501265,0.57469655
1980-11-17,final,9.976324,149.4182,0.06670221,0.57760181
1980-11-18,final,9.491674,148.8597,0.06278068,0.55218484
1980-11-19,final,9.260943,146.9534,0.06101792,0.54097026
1980-11-20,final,8.672078,147.2570,0.05689515,0.51140793
1980-11-21,final,8.354634,145.4930,0.05471372,0.49541526
1980-11-22,final,8.176089,146.0920,0.05322109,0.48499374
1980-11-23,final,9.705239,152.3983,0.06381120,0.55060607
1980-11-24,final,12.837729,147.1288,0.08957407,0.69884895
1980-11-25,final,16.949488,148.1559,0.11530326,0.79712445
1980-11-26,final,16.720416,149.6690,0.11202545,0.78518346
1980-11-27,final,16.689868,151.2122,0.11073686,0.78170369
1980-11-28,final,16.046078,152.1304,0.10551871,0.75021649
1980-11-29,final,15.006484,149.8311,0.09672317,0.71032705
1980-11-30,final,13.972170,152.2899,0.08767341,0.66635178
1980-12-01,final,13.421259,154.5327,0.08290437,0.64160579
1980-12-02,final,14.158635,158.6314,0.08790542,0.66441529
1980-12-03,final,13.573892,159.7066,0.08305284,0.63714066
1980-12-04,final,12.550660,161.9996,0.07494526,0.58829638
1980-12-05,final,11.931347,162.8776,0.07029817,0.55550328
1980-12-06,final,14.685007,157.0091,0.09207911,0.61716955
1980-12-07,final,17.090270,153.4349,0.11095992,0.66883523
1980-12-08,final,18.706620,153.9485,0.12045166,0.72506677
1980-12-09,final,18.757851,153.2911,0.12098795,0.73105447
1980-12-10,final,18.814756,153.8151,0.12114667,0.72734385
1980-12-11,final,18.524029,154.6366,0.11826833,0.71439873
1980-12-12,final,18.069183,156.1883,0.11340248,0.69202830
1980-12-13,final,17.431579,158.5026,0.10644906,0.66309942
1980-12-14,final,17.062800,160.2119,0.10221957,0.64755333
1980-12-15,final,16.677416,161.2459,0.09851462,0.62937278
1980-12-16,final,15.970478,162.1984,0.09195435,0.59779313
1980-12-17,final,14.921364,162.9252,0.08337616,0.55784506
1980-12-18,final,13.812530,162.8155,0.07497199,0.51775726
1980-12-19,final,13.435889,167.3870,0.07196052,0.51119221
1980-12-20,final,13.550390,169.7087,0.07219930,0.52073576
1980-12-21,final,13.241230,170.6902,0.06979957,0.50452194
1980-12-22,final,12.947156,171.0735,0.06778385,0.48788284
1980-12-23,final,14.110234,164.8551,0.07916252,0.50522102
1980-12-24,final,14.636097,162.9009,0.08345125,0.50632295
1980-12-25,final,14.228532,159.4338,0.08044817,0.48441108
1980-12-26,final,14.279185,159.7414,0.07987115,0.46479923
1980-12-27,final,13.527265,159.6970,0.07328832,0.43662238
1980-12-28,final,12.396151,158.4523,0.06489749,0.40363497
1980-12-29,final,11.941510,162.8645,0.06101186,0.38681324
1980-12-30,final,11.716625,159.1619,0.05926114,0.37836079
1980-12-31,final,11.414663,158.1081,0.05688448,0.36672481
1981-01-01,final,10.998241,159.5611,0.05368362,0.35205624
1981-01-02,final,10.738056,158.1411,0.05161811,0.34307432
1981-01-03,final,10.601710,156.8615,0.05053881,0.33750608
1981-01-04,final,10.420901,158.5450,0.04908010,0.32999300
1981-01-05,final,10.888354,157.9165,0.05308530,0.35296710
1981-01-06,final,11.737050,155.4107,0.06252006,0.41201589
1981-01-07,final,9.433768,143.1004,0.05028287,0.35392771
1981-01-08,final,9.277665,142.4500,0.04907898,0.34753078
1981-01-09,final,9.158522,142.9769,0.04810385,0.34256920
1981-01-10,final,9.004365,143.9331,0.04693726,0.33580407
1981-01-11,final,8.863492,143.6866,0.04584422,0.32910705
1981-01-12,final,8.729968,143.9097,0.04485050,0.32308810
1981-01-13,final,8.596452,144.1971,0.04388979,0.31742304
1981-01-14,final,8.444007,144.5668,0.04281114,0.31110667
1981-01-15,final,8.290500,144.1073,0.04177838,0.30454840
1981-01-16,final,10.290471,156.6070,0.05610281,0.43325740
1981-01-17,final,11.241850,154.9182,0.06420770,0.48079499
1981-01-18,final,10.879965,157.2366,0.06082248,0.44863594
1981-01-19,final,10.713735,158.5427,0.05975878,0.43310892
1981-01-20,final,10.527324,158.3923,0.05830114,0.42233203
1981-01-21,final,10.336648,158.6281,0.05688971,0.41275942
1981-01-22,final,10.085342,157.3668,0.05508916,0.40103505
1981-01-23,final,9.624158,158.0702,0.05152955,0.37701931
1981-01-24,final,9.157748,158.5597,0.04807997,0.35242075
1981-01-25,final,9.520528,155.9015,0.05279969,0.36638358
1981-01-26,final,9.806044,155.6862,0.05482646,0.37336553
1981-01-27,final,9.825782,155.3385,0.05514155,0.37174925
1981-01-28,final,9.963481,156.9102,0.05620771,0.37418569
1981-01-29,final,12.009932,150.4525,0.07455328,0.43817301
1981-01-30,final,12.302141,152.1648,0.07460302,0.43985806
1981-01-31,final,15.128310,149.1276,0.09837473,0.53571138
1981-02-01,final,19.145255,147.2182,0.12935708,0.70791104
1981-02-02,final,20.112671,149.4110,0.13356363,0.71935412
1981-02-03,final,19.007284,152.2293,0.12221295,0.65406809
1981-02-04,final,18.680934,153.8208,0.11820854,0.63769546
1981-02-05,final,18.402680,154.6632,0.11525967,0.62549220
1981-02-06,final,18.106895,155.2923,0.11246013,0.61246153
1981-02-07,final,17.939984,155.1260,0.11123565,0.59531380
1981-02-08,final,18.139069,155.9760,0.11235941,0.60101401
1981-02-09,final,18.833764,154.7506,0.11823148,0.61858289
1981-02-10,final,22.074343,147.4587,0.14498467,0.69129505
1981-02-11,final,22.646239,141.1905,0.14978868,0.70505975
1981-02-12,final,21.342432,147.2198,0.13799270,0.64768701
1981-02-13,final,20.892264,152.2792,0.13169607,0.61348571
1981-02-14,final,20.157267,154.5724,0.12412696,0.57693975
1981-02-15,final,19.626712,156.3624,0.11829096,0.54733852
1981-02-16,final,18.998283,157.5057,0.11214001,0.50936552
1981-02-17,final,18.012016,156.4541,0.10285299,0.46768176
1981-02-18,final,17.776092,155.1542,0.09891362,0.44097014
1981-02-19,final,17.033711,152.0069,0.09222697,0.41358757
