date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca
2017-12-28,final,16.245147,151.5099,0.10414911,0.56242412
2017-12-29,final,15.860538,151.7779,0.10040113,0.54581911
2017-12-30,final,15.261961,152.1954,0.09495399,0.51777581
2017-12-31,final,14.849342,152.6491,0.09097797,0.50071582
2018-01-01,final,14.691554,152.8595,0.08923434,0.49240075
2018-01-02,final,14.519367,153.1784,0.08745990,0.48323935
2018-01-03,final,14.361872,153.4959,0.08594101,0.47519110
2018-01-04,final,14.171584,153.3575,0.08410145,0.46571426
2018-01-05,final,13.948109,153.6492,0.08202685,0.45404372
2018-01-06,final,13.621777,152.3497,0.07908635,0.43605532
2018-01-07,final,16.610276,149.8443,0.10090070,0.53554045
2018-01-08,final,16.402853,150.9377,0.09802859,0.51730382
2018-01-09,final,16.334964,151.0318,0.09618907,0.50532490
2018-01-10,final,16.105856,151.6214,0.09219273,0.48268031
2018-01-11,final,20.362627,156.7558,0.12033570,0.58715681
2018-01-12,final,20.538471,155.8244,0.12204923,0.58188414
2018-01-13,final,21.480120,155.7156,0.12983984,0.58200218
2018-01-14,final,21.271308,155.6462,0.12678444,0.57090342
2018-01-15,final,20.972442,157.2311,0.12307019,0.55674619
2018-01-16,final,21.168897,155.8488,0.12386877,0.57270973
2018-01-17,final,21.015244,156.7257,0.12196974,0.56646602
2018-01-18,final,20.772629,157.1021,0.11933172,0.55519763
2018-01-19,final,20.278199,157.9686,0.11428640,0.53002095
2018-01-20,final,19.509580,159.8406,0.10684812,0.49527702
2018-01-21,final,26.121849,151.2377,0.15936125,0.67788649
2018-01-22,final,30.467703,150.1186,0.19321112,0.80795462
2018-01-23,final,30.313943,153.0448,0.18826272,0.79348308
2018-01-24,final,30.156966,154.9133,0.18477479,0.78387939
2018-01-25,final,29.758998,156.3922,0.17974849,0.76658197
2018-01-26,final,29.781166,156.7427,0.17978662,0.74230964
2018-01-27,final,29.887610,156.1751,0.18059171,0.72827745
2018-01-28,final,29.602795,156.2344,0.17711976,0.71753725
2018-01-29,final,29.222238,158.2376,0.17187232,0.69541425
2018-01-30,final,28.496770,160.4447,0.16346126,0.65967042
2018-01-31,final,27.516164,162.5808,0.15340009,0.62143054
2018-02-01,final,27.225044,163.4833,0.14967394,0.61506236
2018-02-02,final,26.928989,164.4841,0.14514117,0.59463371
2018-02-03,final,26.363230,165.6114,0.13828957,0.55423003
2018-02-04,final,26.075653,166.1417,0.13428589,0.51927322
2018-02-05,final,26.051253,165.2842,0.13203951,0.49775200
2018-02-06,final,27.899954,164.0010,0.14651528,0.52639217
2018-02-07,final,29.032877,164.0380,0.15380470,0.55033234
2018-02-08,final,28.626570,164.9130,0.14921063,0.53172606
2018-02-09,final,27.840967,166.3809,0.14154971,0.49554666
2018-02-10,final,27.598388,163.1177,0.13891375,0.48152809
2018-02-11,final,32.909192,152.4930,0.18385973,0.71156316
2018-02-12,final,32.736462,160.8030,0.17782499,0.67920200
2018-02-13,final,38.247194,161.1419,0.21825212,0.74928963
2018-02-14,final,38.106616,163.8582,0.21216470,0.70651957
2018-02-15,final,41.205036,162.3315,0.22985239,0.71400913
2018-02-16,final,43.158441,163.1218,0.24091038,0.73459720
2018-02-17,final,42.838462,163.7363,0.23533362,0.72152961
2018-02-18,final,42.171155,164.8104,0.22713635,0.69769149
2018-02-19,final,42.377297,164.0849,0.22530401,0.68086505
2018-02-20,final,48.905057,153.9187,0.27954664,0.77246859
2018-02-21,final,49.145599,157.0767,0.27809509,0.76640950
2018-02-22,final,50.452164,157.5211,0.28824312,0.77361280
2018-02-23,final,52.400135,157.7568,0.30315213,0.78595408
2018-02-24,final,54.416980,157.2695,0.31781303,0.80778082
2018-02-25,final,54.608846,157.1661,0.31884612,0.79770861
2018-02-26,final,54.528686,158.2601,0.31531199,0.79034803
2018-02-27,final,54.025994,160.0619,0.30638388,0.77559041
2018-02-28,final,53.491699,161.9926,0.29700477,0.75607596
2018-03-01,final,53.370205,163.7909,0.29140910,0.74649732
2018-03-02,final,52.876534,165.6855,0.28239561,0.73068037
2018-03-03,final,51.633860,167.2610,0.26701151,0.70186260
2018-03-04,final,50.058367,168.1383,0.25006669,0.66882095
2018-03-05,final,51.950074,168.1507,0.26117713,0.67197337
2018-03-06,final,51.856864,167.8319,0.25977527,0.66732900
2018-03-07,final,51.530925,168.3548,0.25495938,0.66061813
2018-03-08,final,50.982945,170.0399,0.24794299,0.64867035
2018-03-09,final,49.912447,169.3014,0.23729467,0.62893382
2018-03-10,final,48.745811,171.4591,0.22616367,0.59654929
2018-03-11,final,48.139829,172.0330,0.21995896,0.57723218
2018-03-12,final,47.504553,173.1039,0.21311746,0.55554842
2018-03-13,final,46.428724,174.1109,0.20356206,0.52234114
2018-03-14,final,45.309281,174.8261,0.19371464,0.49561191
2018-03-15,final,44.031713,173.3588,0.18253972,0.46680339
2018-03-16,final,47.158983,180.9726,0.20376754,0.53086072
2018-03-17,final,46.858298,176.0829,0.20087091,0.52170951
2018-03-18,final,46.381988,176.7690,0.19589016,0.50720356
2018-03-19,final,50.894238,183.5861,0.22919390,0.60847552
2018-03-20,final,50.781661,180.6682,0.22721292,0.60402500
2018-03-21,final,50.238373,179.7682,0.22172425,0.58070996
2018-03-22,final,49.163819,179.6939,0.21152131,0.53207541
2018-03-23,final,46.981527,178.4220,0.19313452,0.45830672
2018-03-24,final,48.036713,171.8422,0.19895385,0.44319048
2018-03-25,final,47.114269,168.4515,0.18974967,0.43051965
2018-03-26,final,46.871397,173.2409,0.18505923,0.43004486
2018-03-27,final,48.620287,183.2506,0.19837072,0.53044266
2018-03-28,final,49.585811,180.7916,0.20435120,0.55152962
2018-03-29,final,51.072136,180.7909,0.21348380,0.56712822
2018-03-30,final,50.655535,180.7809,0.20922556,0.53810316
2018-03-31,final,49.299372,181.5342,0.19785458,0.48331779
2018-04-01,final,48.359755,179.2005,0.18975152,0.46272168
2018-04-02,final,46.833443,175.3704,0.17768464,0.43312675
2018-04-03,final,45.832291,181.9608,0.17013011,0.41064347
2018-04-04,final,45.471297,173.1393,0.16848582,0.41146100
2018-04-05,final,44.995930,172.9234,0.16437575,0.39929628
2018-04-06,final,44.474920,172.6761,0.15973184,0.38946629
2018-04-07,final,47.435843,176.9922,0.17980049,0.44361958
2018-04-08,final,47.050598,171.7149,0.18008323,0.41281441
2018-04-09,final,47.331184,173.3702,0.18279770,0.39994670
2018-04-10,final,47.174768,169.1678,0.18057212,0.39486189
2018-04-11,final,46.089246,167.1590,0.17121981,0.37241421
2018-04-12,final,44.207792,165.4144,0.15893871,0.35378651
2018-04-13,final,44.570969,186.0512,0.16366743,0.37566511
2018-04-14,final,45.905644,190.8681,0.17362685,0.42146680
2018-04-15,final,45.501511,185.2036,0.17071998,0.40638027
2018-04-16,final,44.439231,182.6893,0.16204883,0.37473027
2018-04-17,final,42.697391,175.3733,0.15021505,0.34798103
2018-04-18,final,43.526442,176.4542,0.15499821,0.36328174
2018-04-19,final,43.106594,174.4490,0.15175718,0.35249286
2018-04-20,final,43.442061,176.6412,0.15449684,0.35781201
2018-04-21,final,48.749684,180.4743,0.19226497,0.49842602
2018-04-22,final,48.117887,177.6599,0.18532135,0.46918368
2018-04-23,final,45.249148,174.7626,0.16545176,0.39098217
2018-04-24,final,43.059702,176.6696,0.15305857,0.36135914
2018-04-25,final,42.961276,174.4985,0.15277242,0.38660124
2018-04-26,final,41.607040,172.6503,0.14338702,0.35859691
2018-04-27,final,40.528986,167.4771,0.13684088,0.34233435
2018-04-28,final,38.720429,164.3567,0.12719666,0.32234163
2018-04-29,final,36.491655,162.2100,0.11681559,0.31030055
2018-04-30,final,34.048120,162.7914,0.10706521,0.30211643
2018-05-01,final,33.381021,170.2238,0.10259332,0.29928202
2018-05-02,final,33.958127,172.9638,0.10749748,0.32567660
2018-05-03,final,36.251541,170.3853,0.12585175,0.38434007
2018-05-04,final,36.824399,169.2125,0.12922082,0.38042432
2018-05-05,final,34.893270,169.8958,0.11727903,0.33313701
2018-05-06,final,32.699900,165.7238,0.10607783,0.29804128
2018-05-07,final,30.050879,159.4589,0.09566487,0.27735903
2018-05-08,final,27.462549,155.8207,0.08675876,0.26001964
2018-05-09,final,25.146239,153.6724,0.07868124,0.24254877
2018-05-10,final,22.981344,153.5018,0.07110774,0.22719421
2018-05-11,final,20.630578,153.1620,0.06361555,0.21420128
2018-05-12,final,18.881287,153.0051,0.05757038,0.20402261
2018-05-13,final,17.035116,151.6414,0.05169764,0.19521722
2018-05-14,final,15.775442,152.5102,0.04723822,0.18752939
2018-05-15,final,14.784548,152.6648,0.04363881,0.18208186
2018-05-16,final,13.592691,145.0277,0.04132701,0.17847708
2018-05-17,final,12.297207,140.2985,0.03818157,0.17192016
2018-05-18,final,11.098785,139.9552,0.03418529,0.16140947
2018-05-19,final,10.150233,136.3981,0.03151496,0.15409222
2018-05-20,final,9.616535,139.2320,0.03112802,0.15864796
2018-05-21,final,8.398390,137.8009,0.02694601,0.14124491
2018-05-22,final,7.413377,132.3839,0.02436760,0.13561517
2018-05-23,final,6.188488,130.4960,0.02001729,0.11589852
2018-05-24,final,5.292669,129.8890,0.01690741,0.09855970
2018-05-25,final,4.463979,129.1230,0.01455370,0.08200010
2018-05-26,final,3.615757,126.9559,0.01167934,0.06723719
2018-05-27,final,2.974044,124.7866,0.00963690,0.05871108
2018-05-28,final,2.508788,124.7868,0.00805588,0.05205962
2018-05-29,final,2.207640,120.8228,0.00700035,0.04647010
2018-05-30,final,1.941390,118.3589,0.00611200,0.04095645
2018-05-31,final,1.604680,116.1882,0.00499758,0.03493589
2018-06-01,final,1.265913,115.3404,0.00392058,0.02922610
2018-06-02,final,1.070280,111.2440,0.00352577,0.02781467
2018-06-03,final,0.870710,108.3092,0.00309795,0.02650077
2018-06-04,final,0.675783,108.4552,0.00237858,0.02205154
2018-06-05,final,0.473677,105.3729,0.00176983,0.01759050
2018-06-06,final,0.296058,105.3729,0.00110741,0.01107412
2018-06-07,final,0.174593,105.3729,0.00065020,0.00650198
2018-06-08,final,0.101630,103.9751,0.00040765,0.00407647
2018-06-09,final,0.056083,103.9751,0.00022622,0.00226219
2018-06-10,final,0.028677,103.9751,0.00011361,0.00113609
2018-06-11,final,0.015177,103.9751,0.00006210,0.00062100
2018-06-12,final,0.005054,101.8548,0.00001819,0.00018190
2018-06-13,final,0.002950,101.8548,0.00001178,0.00011778
2018-06-14,final,0.000000,100.0000,0.00000000,0.00000000
2018-06-15,final,0.000000,100.0000,0.00000000,0.00000000
2018-06-16,final,0.000000,100.0000,0.00000000,0.00000000
2018-06-17,final,0.000000,100.0000,0.00000000,0.00000000
2018-06-18,final,0.000000,100.0000,0.00000000,0.00000000
2018-06-19,final,0.000000,100.0000,0.00000000,0.00000000
2018-06-20,final,0.000000,100.0000,0.00000000,0.00000000
2018-06-21,final,0.000000,100.0000,0.00000000,0.00000000
2018-06-22,final,0.000000,100.0000,0.00000000,0.00000000
2018-06-23,final,0.000000,100.0000,0.00000000,0.00000000
2018-06-24,final,0.000000,100.0000,0.00000000,0.00000000
2018-06-25,final,0.002942,100.4802,0.00002238,0.00022382
2018-06-26,final,0.000000,100.0000,0.00000000,0.00000000
2018-06-27,final,0.000000,100.0000,0.00000000,0.00000000
2018-06-28,final,0.000000,100.0000,0.00000000,0.00000000
2018-06-29,final,0.000000,100.0000,0.00000000,0.00000000
2018-06-30,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-01,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-02,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-03,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-04,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-05,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-06,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-07,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-08,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-09,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-10,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-11,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-12,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-13,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-14,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-15,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-16,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-17,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-18,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-19,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-20,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-21,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-22,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-23,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-24,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-25,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-26,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-27,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-28,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-29,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-30,final,0.000000,100.0000,0.00000000,0.00000000
2018-07-31,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-01,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-02,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-03,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-04,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-05,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-06,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-07,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-08,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-09,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-10,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-11,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-12,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-13,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-14,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-15,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-16,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-17,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-18,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-19,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-20,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-21,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-22,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-23,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-24,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-25,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-26,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-27,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-28,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-29,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-30,final,0.000000,100.0000,0.00000000,0.00000000
2018-08-31,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-01,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-02,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-03,final,0.005608,100.1332,0.00004528,0.00045280
2018-09-04,final,0.004745,100.3103,0.00003630,0.00036298
2018-09-05,final,0.013802,100.1336,0.00011180,0.00111805
2018-09-06,final,0.005608,100.1344,0.00004520,0.00045205
2018-09-07,final,0.003451,100.2767,0.00002660,0.00026599
2018-09-08,final,0.001294,100.1349,0.00001037,0.00010367
2018-09-09,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-10,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-11,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-12,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-13,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-14,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-15,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-16,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-17,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-18,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-19,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-20,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-21,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-22,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-23,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-24,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-25,final,0.000000,101.8200,0.00000000,0.00000000
2018-09-26,final,0.000000,101.8970,0.00000000,0.00000000
2018-09-27,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-28,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-29,final,0.000000,100.0000,0.00000000,0.00000000
2018-09-30,final,0.000000,100.0000,0.00000000,0.00000000
