date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca
1982-10-01,final,1.609927,121.4186,0.01068595,0.10556733
1982-10-02,final,1.423869,121.0123,0.00932309,0.09282201
1982-10-03,final,1.104424,118.1409,0.00722083,0.07220828
1982-10-04,final,0.704805,114.9460,0.00464464,0.04644643
1982-10-05,final,0.425830,112.8610,0.00282038,0.02820382
1982-10-06,final,1.246314,122.6998,0.00833027,0.08330267
1982-10-07,final,1.039079,121.1888,0.00688169,0.06881690
1982-10-08,final,1.651569,130.9987,0.01122179,0.11221790
1982-10-09,final,3.784884,139.8341,0.02515701,0.24841005
1982-10-10,final,5.313525,142.3014,0.03471816,0.31414247
1982-10-11,final,5.980270,147.5266,0.03941055,0.35743434
1982-10-12,final,6.933579,145.2855,0.04551703,0.42139978
1982-10-13,final,6.806441,147.3293,0.04460996,0.41023442
1982-10-14,final,6.621052,145.9629,0.04298208,0.40113991
1982-10-15,final,5.206273,144.4014,0.03321002,0.32236537
1982-10-16,final,3.259427,140.2407,0.02056548,0.20520539
1982-10-17,final,2.255129,135.1025,0.01411382,0.14113824
1982-10-18,final,1.621415,130.4301,0.01012416,0.10124163
1982-10-19,final,2.614157,151.3918,0.01553183,0.15531833
1982-10-20,final,2.840893,147.3906,0.01651974,0.16519737
1982-10-21,final,2.503506,145.8108,0.01455045,0.14550450
1982-10-22,final,2.032491,142.9705,0.01188843,0.11888431
1982-10-23,final,1.462595,136.3338,0.00871702,0.08717024
1982-10-24,final,0.951952,132.9917,0.00578243,0.05782431
1982-10-25,final,0.661128,129.5667,0.00417540,0.04175402
1982-10-26,final,0.471504,120.6591,0.00311342,0.03113417
1982-10-27,final,2.505273,126.7883,0.01724019,0.16084152
1982-10-28,final,7.144433,143.0553,0.04775334,0.40020957
1982-10-29,final,7.096654,141.8169,0.04688752,0.39593052
1982-10-30,final,6.776297,143.6478,0.04422881,0.37760587
1982-10-31,final,7.121625,144.1746,0.04606039,0.36877516
1982-11-01,final,7.958898,143.5823,0.05163941,0.37471752
1982-11-02,final,8.884400,147.7033,0.05828409,0.40185580
1982-11-03,final,11.231525,150.7581,0.07367981,0.53445755
1982-11-04,final,10.985666,151.8604,0.07125623,0.52050961
1982-11-05,final,10.530225,152.8632,0.06722037,0.49776640
