date,stream,swe_mm_we,snow_density_kg_m3
2001-10-01,final,0.000000,100.1781
2001-10-02,final,0.000000,100.0000
2001-10-03,final,0.000000,100.0000
2001-10-04,final,0.000000,100.0000
2001-10-05,final,0.460598,117.5091
2001-10-06,final,0.381882,112.4713
2001-10-07,final,0.201302,111.5026
2001-10-08,final,0.076817,110.2073
2001-10-09,final,0.363883,111.2673
2001-10-10,final,1.915090,125.8279
2001-10-11,final,1.860884,126.2249
2001-10-12,final,3.500777,142.7208
2001-10-13,final,4.459433,142.9754
2001-10-14,final,3.998480,140.9053
2001-10-15,final,3.476046,146.6122
2001-10-16,final,3.084765,142.5442
2001-10-17,final,2.277451,139.2409
2001-10-18,final,1.475071,130.8894
2001-10-19,final,1.133206,123.9742
2001-10-20,final,0.864574,118.3046
2001-10-21,final,0.615412,115.4142
2001-10-22,final,0.878287,116.7790
2001-10-23,final,0.915708,114.2706
2001-10-24,final,1.170049,124.3851
2001-10-25,final,1.121928,115.3202
2001-10-26,final,1.057766,115.3814
2001-10-27,final,0.912964,115.2102
2001-10-28,final,0.703010,114.3445
2001-10-29,final,0.469582,112.0436
2001-10-30,final,0.318082,110.4049
2001-10-31,final,0.246346,111.2064
2001-11-01,final,0.735948,115.8392
2001-11-02,final,0.714488,111.7718
2001-11-03,final,0.606802,111.7724
2001-11-04,final,0.490329,111.0967
2001-11-05,final,0.372935,110.7340
2001-11-06,final,0.289153,110.3687
2001-11-07,final,0.255803,110.2335
2001-11-08,final,3.127664,135.6124
2001-11-09,final,3.584397,139.0642
2001-11-10,final,3.230616,139.2774
2001-11-11,final,2.878411,139.4373
2001-11-12,final,2.366457,139.1536
2001-11-13,final,1.846972,137.3434
2001-11-14,final,1.810046,137.3293
2001-11-15,final,1.553495,134.6315
2001-11-16,final,1.205978,131.4336
2001-11-17,final,0.933850,127.1370
2001-11-18,final,0.781758,124.5002
2001-11-19,final,1.886192,135.6108
2001-11-20,final,1.792347,131.2741
2001-11-21,final,1.621316,131.6003
2001-11-22,final,1.528590,142.2186
2001-11-23,final,6.855984,143.8901
2001-11-24,final,9.221662,148.3315
2001-11-25,final,10.437610,149.3075
2001-11-26,final,17.617565,149.5044
2001-11-27,final,19.283519,147.3436
2001-11-28,final,19.779240,148.7576
2001-11-29,final,19.588783,151.2638
2001-11-30,final,21.877759,149.6685
2001-12-01,final,22.863715,150.8797
2001-12-02,final,23.296325,151.5807
2001-12-03,final,23.599913,154.1580
2001-12-04,final,22.914460,156.8070
2001-12-05,final,26.495603,154.0770
2001-12-06,final,26.460759,155.4932
2001-12-07,final,27.671007,154.5831
2001-12-08,final,28.358110,154.9135
2001-12-09,final,28.214632,156.0510
2001-12-10,final,27.968735,157.1707
2001-12-11,final,29.296563,155.8302
2001-12-12,final,29.810413,154.9558
2001-12-13,final,30.830004,154.5777
2001-12-14,final,30.771421,155.8654
2001-12-15,final,30.660479,156.5464
2001-12-16,final,33.500281,154.1710
2001-12-17,final,33.421363,155.7391
2001-12-18,final,33.002014,157.0285
2001-12-19,final,32.913060,157.9424
2001-12-20,final,32.628216,159.2345
2001-12-21,final,32.211366,161.1989
2001-12-22,final,34.429382,160.1738
2001-12-23,final,34.610074,160.6637
2001-12-24,final,34.490394,161.6388
2001-12-25,final,34.355337,162.5377
2001-12-26,final,34.161792,163.4966
2001-12-27,final,33.966772,164.3847
2001-12-28,final,33.793290,165.2642
2001-12-29,final,34.369735,164.7344
2001-12-30,final,36.243513,157.9278
2001-12-31,final,37.143597,158.7032
2002-01-01,final,37.916847,158.6021
2002-01-02,final,38.877764,158.7665
2002-01-03,final,38.759274,161.0980
2002-01-04,final,38.800250,161.5309
2002-01-05,final,40.225230,161.5023
2002-01-06,final,40.163929,162.5455
2002-01-07,final,40.233593,164.0595
2002-01-08,final,39.562495,168.2782
2002-01-09,final,38.514452,173.0863
2002-01-10,final,40.540212,173.6548
2002-01-11,final,40.865195,175.4254
2002-01-12,final,40.464943,176.9896
2002-01-13,final,40.154755,178.9047
2002-01-14,final,40.500630,178.5934
2002-01-15,final,40.281262,179.3888
2002-01-16,final,40.799002,178.1540
2002-01-17,final,42.736923,173.4295
2002-01-18,final,42.809611,173.1965
2002-01-19,final,43.903904,169.8854
2002-01-20,final,43.977246,169.2251
2002-01-21,final,44.009763,169.1084
2002-01-22,final,43.612026,170.7366
2002-01-23,final,46.870111,165.8743
2002-01-24,final,47.997146,165.0247
2002-01-25,final,47.435833,167.3920
2002-01-26,final,46.768477,169.9072
2002-01-27,final,45.896011,172.4192
2002-01-28,final,45.111310,174.8575
2002-01-29,final,45.922389,173.2527
2002-01-30,final,49.454163,163.9043
2002-01-31,final,53.096497,156.3233
2002-02-01,final,53.083626,161.5022
2002-02-02,final,52.702589,165.0925
2002-02-03,final,52.462096,167.2762
2002-02-04,final,52.163734,168.7840
2002-02-05,final,52.131986,168.8117
2002-02-06,final,52.014132,170.3370
2002-02-07,final,51.661436,171.9036
2002-02-08,final,51.170199,172.9989
2002-02-09,final,51.964078,174.2785
2002-02-10,final,52.345061,175.7168
2002-02-11,final,52.048043,177.1626
2002-02-12,final,51.270974,179.5381
2002-02-13,final,51.020039,179.5169
2002-02-14,final,50.658055,180.4034
2002-02-15,final,53.711781,178.5222
2002-02-16,final,53.304816,180.7498
2002-02-17,final,52.643939,182.8150
2002-02-18,final,52.081228,185.2801
2002-02-19,final,53.672048,183.3786
2002-02-20,final,54.029613,182.3020
2002-02-21,final,57.003906,182.4676
2002-02-22,final,56.573669,183.7835
2002-02-23,final,55.514531,186.7099
2002-02-24,final,54.343849,189.1081
2002-02-25,final,55.857587,182.3621
2002-02-26,final,56.956058,180.5106
2002-02-27,final,56.536143,183.7230
2002-02-28,final,56.234684,185.3741
2002-03-01,final,58.664403,179.2679
2002-03-02,final,62.198587,169.1662
2002-03-03,final,61.588740,173.4571
2002-03-04,final,60.451769,176.9760
2002-03-05,final,59.776088,179.7408
2002-03-06,final,58.978280,181.8704
2002-03-07,final,57.980195,184.6244
2002-03-08,final,60.672977,180.7179
2002-03-09,final,65.116287,178.5733
2002-03-10,final,64.662194,179.6977
2002-03-11,final,64.264844,181.6128
2002-03-12,final,63.551841,183.1723
2002-03-13,final,62.058156,186.8333
2002-03-14,final,65.159701,186.9146
2002-03-15,final,66.939254,181.0154
2002-03-16,final,67.578917,181.1712
2002-03-17,final,68.489154,181.3121
2002-03-18,final,69.426428,179.6729
2002-03-19,final,70.068187,179.6013
2002-03-20,final,69.380901,180.9705
2002-03-21,final,68.254840,183.2524
2002-03-22,final,67.208272,184.7564
2002-03-23,final,65.344138,187.6936
2002-03-24,final,63.520311,188.4727
2002-03-25,final,65.338702,192.2303
2002-03-26,final,66.023607,194.3937
2002-03-27,final,64.614221,197.0729
2002-03-28,final,62.383976,198.1366
2002-03-29,final,60.073519,196.0963
2002-03-30,final,57.898994,194.6232
2002-03-31,final,55.672998,197.9777
2002-04-01,final,52.762696,195.0706
2002-04-02,final,49.745575,206.2575
2002-04-03,final,47.827346,203.8134
2002-04-04,final,46.038193,201.9585
2002-04-05,final,43.793663,196.9973
2002-04-06,final,41.137827,196.8941
2002-04-07,final,38.894545,194.8559
2002-04-08,final,37.361778,197.4828
2002-04-09,final,36.104231,194.8893
2002-04-10,final,34.190709,193.3557
2002-04-11,final,33.248270,188.1455
2002-04-12,final,32.202291,185.3630
2002-04-13,final,31.606941,187.1627
2002-04-14,final,29.560825,185.1109
2002-04-15,final,26.935320,185.1816
2002-04-16,final,25.355763,184.1475
2002-04-17,final,25.768988,175.7204
2002-04-18,final,25.252953,179.0534
2002-04-19,final,24.983418,179.5999
2002-04-20,final,24.565113,186.5767
2002-04-21,final,25.945448,184.7336
2002-04-22,final,25.675735,182.2917
2002-04-23,final,24.789061,180.5177
2002-04-24,final,23.373396,174.4178
2002-04-25,final,22.533605,169.1399
2002-04-26,final,21.752265,167.4831
2002-04-27,final,21.125689,174.9023
2002-04-28,final,21.568527,164.5494
2002-04-29,final,20.844770,162.2560
2002-04-30,final,19.481653,161.0841
2002-05-01,final,18.493505,160.2158
2002-05-02,final,18.740765,170.3248
2002-05-03,final,18.539618,164.5473
2002-05-04,final,18.022794,162.5176
2002-05-05,final,17.253901,158.4769
2002-05-06,final,16.350081,156.6780
2002-05-07,final,15.293088,154.0945
2002-05-08,final,14.570018,160.2506
2002-05-09,final,14.400656,163.5954
2002-05-10,final,14.086381,157.0563
2002-05-11,final,13.645791,153.4553
2002-05-12,final,14.093047,158.6200
2002-05-13,final,14.471583,153.8504
2002-05-14,final,13.128596,150.3282
2002-05-15,final,11.853575,146.3906
2002-05-16,final,10.783507,141.9758
2002-05-17,final,10.267999,140.3225
2002-05-18,final,9.332579,138.9971
2002-05-19,final,8.136479,135.3608
2002-05-20,final,6.962607,133.0705
2002-05-21,final,5.715353,131.6275
2002-05-22,final,5.031908,139.3136
2002-05-23,final,4.968557,131.4416
2002-05-24,final,6.135809,140.7781
2002-05-25,final,6.169522,137.7238
2002-05-26,final,5.228646,134.9791
2002-05-27,final,4.373792,131.6550
2002-05-28,final,3.651471,127.0066
2002-05-29,final,3.002908,122.7232
2002-05-30,final,2.395505,120.5929
2002-05-31,final,1.732256,116.9413
2002-06-01,final,1.171931,115.8318
2002-06-02,final,0.767357,115.8318
2002-06-03,final,0.514348,115.0652
2002-06-04,final,0.411470,110.2597
2002-06-05,final,0.666961,110.8722
2002-06-06,final,0.361475,109.6313
2002-06-07,final,0.164022,108.5676
2002-06-08,final,0.068012,104.6070
2002-06-09,final,0.027866,102.7132
2002-06-10,final,0.011405,102.7139
2002-06-11,final,0.005492,102.7134
2002-06-12,final,0.002962,101.7813
