date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
2019-10-01,final,0.015943,100.6910,0.00012908,0.00129080,0.005726,0.023657,0.00005015,0.00018867
2019-10-02,final,0.008986,100.9312,0.00007258,0.00072576,0.005878,0.011332,0.00004961,0.00008992
2019-10-03,final,0.010082,101.1506,0.00007867,0.00078672,0.012539,0.008227,0.00009680,0.00006499
2019-10-04,final,0.009295,101.2634,0.00007436,0.00074362,0.009201,0.009366,0.00007285,0.00007551
2019-10-05,final,0.000820,100.8345,0.00000581,0.00005813,0.000500,0.001062,0.00000395,0.00000722
2019-10-06,final,0.001939,109.8613,0.00001299,0.00012988,0.002501,0.001514,0.00001683,0.00001008
2019-10-07,final,0.000861,100.4878,0.00000623,0.00006235,0.001334,0.000504,0.00001006,0.00000335
2019-10-08,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2019-10-09,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2019-10-10,final,1.096126,127.9917,0.00842882,0.08428820,0.687475,1.404661,0.00506326,0.01096985
2019-10-11,final,2.937556,127.0188,0.02208021,0.21707949,1.546191,3.988050,0.01105439,0.03040480
2019-10-12,final,2.781710,131.1205,0.01932658,0.19289877,1.439900,3.794790,0.00975404,0.02655394
2019-10-13,final,2.488901,132.8103,0.01662479,0.16624790,1.179619,3.477421,0.00784902,0.02325058
2019-10-14,final,2.086433,132.9096,0.01387782,0.13877823,0.863056,3.010094,0.00573288,0.02002733
2019-10-15,final,1.499469,131.2809,0.00994802,0.09948023,0.503646,2.251324,0.00335218,0.01492794
2019-10-16,final,1.148628,128.5713,0.00761287,0.07612875,0.310416,1.781486,0.00208801,0.01178420
2019-10-17,final,0.721490,123.9183,0.00479699,0.04796990,0.141497,1.159390,0.00096996,0.00768643
2019-10-18,final,0.514036,128.3485,0.00340429,0.03404289,0.173686,0.771003,0.00114012,0.00511376
2019-10-19,final,1.079587,133.2475,0.00714726,0.07147263,0.488597,1.525790,0.00324346,0.01009467
2019-10-20,final,3.199042,142.9185,0.02182121,0.21821210,1.883969,4.191934,0.01214769,0.02912481
2019-10-21,final,4.481214,137.7862,0.02994551,0.28843163,2.736499,5.798490,0.01773686,0.03916316
2019-10-22,final,5.603082,137.0345,0.03723069,0.33008158,3.458052,7.222599,0.02251301,0.04834268
2019-10-23,final,5.335940,137.8870,0.03459046,0.30448958,2.906968,7.169837,0.01855689,0.04669596
2019-10-24,final,10.446753,138.0635,0.07550085,0.57809344,6.238562,13.623979,0.04210812,0.10071268
2019-10-25,final,10.791112,144.8167,0.07277130,0.58715538,6.626336,13.935558,0.04329116,0.09502909
2019-10-26,final,9.670466,150.2527,0.06183024,0.52792850,5.647981,12.707481,0.03593868,0.08137862
2019-10-27,final,7.825535,149.5835,0.04903403,0.44003538,4.067178,10.663132,0.02581299,0.06656614
2019-10-28,final,12.757507,131.5162,0.10330881,0.65147946,7.817377,16.487353,0.05931638,0.13652353
2019-10-29,final,16.008372,134.5326,0.12547750,0.76482625,10.347368,20.282485,0.07649665,0.16245851
2019-10-30,final,21.017598,123.4011,0.17970809,0.85075846,14.047929,26.279765,0.11541282,0.22825165
2019-10-31,final,21.070553,133.2692,0.16343085,0.84180504,14.077239,26.350573,0.10558258,0.20710685
2019-11-01,final,20.675345,146.3596,0.14268916,0.82145746,13.707601,25.936059,0.09274236,0.18039947
2019-11-02,final,20.368877,151.3235,0.13449581,0.80907251,13.457462,25.587062,0.08873467,0.16904591
2019-11-03,final,19.839391,153.6411,0.12857951,0.79316790,12.917527,25.065466,0.08362353,0.16252172
2019-11-04,final,18.957004,156.6634,0.11987968,0.76075330,11.812732,24.350999,0.07473969,0.15396081
2019-11-05,final,17.921364,159.8920,0.11018614,0.71583809,10.450383,23.562027,0.06440461,0.14475163
2019-11-06,final,16.596831,163.2385,0.09890112,0.66088303,8.837236,22.455401,0.05301390,0.13354641
2019-11-07,final,15.355634,165.1456,0.08896622,0.60926733,7.430994,21.338814,0.04359254,0.12322379
2019-11-08,final,14.442889,166.1998,0.08165208,0.56886117,6.477136,20.457110,0.03721064,0.11520580
2019-11-09,final,13.298105,167.0694,0.07322127,0.52286696,5.323388,19.319093,0.02989511,0.10593293
2019-11-10,final,11.407183,167.8722,0.06086972,0.45628006,4.004990,16.995911,0.02197369,0.09023660
2019-11-11,final,10.720901,164.0438,0.05825476,0.42837736,3.527999,16.151611,0.02051713,0.08674703
2019-11-12,final,10.711969,162.4584,0.05865176,0.42637681,3.542939,16.124656,0.02059445,0.08738540
2019-11-13,final,10.313551,162.1090,0.05571168,0.40935869,3.200799,15.683747,0.01819644,0.08403604
2019-11-14,final,9.869631,161.9424,0.05264870,0.38740554,2.812658,15.197713,0.01575655,0.08050263
