date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
2011-10-01,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2011-10-02,final,0.000000,100.1037,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2011-10-03,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2011-10-04,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2011-10-05,final,0.263718,105.2853,0.00184598,0.01845978,0.008466,0.456435,0.00008268,0.00317728
2011-10-06,final,1.190622,111.3778,0.00821079,0.07589249,0.058619,2.045295,0.00053615,0.01400521
2011-10-07,final,4.738729,144.2961,0.03099245,0.25312855,1.787745,6.966750,0.01153329,0.04568431
2011-10-08,final,6.664572,146.6601,0.04468278,0.36702675,3.489901,9.061480,0.02306184,0.06100680
2011-10-09,final,9.510840,150.5273,0.06217660,0.54385600,5.406068,12.609981,0.03486594,0.08279640
2011-10-10,final,8.789932,151.3555,0.05656924,0.49628015,4.332275,12.155506,0.02781001,0.07828274
2011-10-11,final,7.566024,151.9202,0.04792888,0.42485772,3.051453,10.974568,0.01957230,0.06933838
2011-10-12,final,5.925068,150.2172,0.03697772,0.33314346,1.587256,9.200158,0.01043542,0.05701740
2011-10-13,final,4.493094,146.9389,0.02766705,0.25740697,0.904315,7.202657,0.00609685,0.04395275
2011-10-14,final,2.967008,142.6644,0.01809000,0.17449179,0.421722,4.888724,0.00294422,0.02952521
2011-10-15,final,1.793171,136.6941,0.01079149,0.10567496,0.164948,3.022495,0.00122916,0.01801114
2011-10-16,final,0.986827,128.6391,0.00592232,0.05922320,0.054847,1.690481,0.00044266,0.01005952
2011-10-17,final,0.653185,122.4225,0.00402690,0.04026895,0.042901,1.113955,0.00035846,0.00679660
2011-10-18,final,1.511876,128.6446,0.00977749,0.09777490,0.226055,2.482683,0.00163513,0.01592505
2011-10-19,final,1.404701,124.6505,0.00912427,0.09124274,0.206977,2.308994,0.00150552,0.01487650
2011-10-20,final,1.072864,123.9001,0.00695793,0.06957926,0.144638,1.773684,0.00105047,0.01141811
2011-10-21,final,0.842097,122.8513,0.00546651,0.05466506,0.098003,1.403895,0.00072320,0.00904775
2011-10-22,final,0.658863,120.8538,0.00429075,0.04290753,0.066910,1.105794,0.00049689,0.00715516
2011-10-23,final,0.517736,117.5410,0.00339639,0.03396393,0.035804,0.881599,0.00027242,0.00575502
2011-10-24,final,0.392220,116.4274,0.00258234,0.02582336,0.020223,0.673082,0.00016674,0.00440613
2011-10-25,final,0.283294,114.0295,0.00190014,0.01900145,0.012158,0.488005,0.00010057,0.00325884
2011-10-26,final,6.959599,131.7138,0.05119680,0.44069226,4.353656,8.927110,0.03049420,0.06682746
2011-10-27,final,13.824579,145.4883,0.09569200,0.72030363,8.942353,17.510707,0.06016108,0.12251820
2011-10-28,final,13.579446,149.6351,0.08984317,0.70781606,8.735377,17.236765,0.05739705,0.11434031
2011-10-29,final,13.211899,150.8757,0.08591322,0.69232488,8.364521,16.871716,0.05411558,0.10992074
2011-10-30,final,12.287601,153.2032,0.07808138,0.65428759,7.274910,16.072230,0.04597987,0.10231834
2011-10-31,final,10.937244,155.8446,0.06766027,0.59262701,5.895718,14.743645,0.03645361,0.09122160
2011-11-01,final,9.134201,157.4530,0.05512972,0.50628483,4.241936,12.827909,0.02586708,0.07722330
2011-11-02,final,15.439211,146.8844,0.10766720,0.70470634,9.064698,20.252029,0.06086529,0.14300309
2011-11-03,final,16.573640,149.4218,0.11038050,0.74159739,9.965342,21.562969,0.06542113,0.14432525
2011-11-04,final,16.049519,152.5939,0.10378848,0.71694354,9.427697,21.049058,0.06082262,0.13622811
2011-11-05,final,15.219605,156.3383,0.09534909,0.70526167,8.699736,20.142170,0.05507769,0.12575439
2011-11-06,final,20.858053,157.2029,0.13306720,0.85280684,13.911688,26.102627,0.08898201,0.16635194
2011-11-07,final,20.701965,157.5966,0.13168745,0.84805496,13.735476,25.961731,0.08754244,0.16501735
2011-11-08,final,22.944938,153.0129,0.14945357,0.93139487,16.149744,28.075375,0.10528158,0.18280386
2011-11-09,final,23.051337,155.8072,0.14751596,0.92927886,16.356735,28.105825,0.10476594,0.17979264
2011-11-10,final,22.809218,156.9288,0.14483900,0.92423738,16.115221,27.863249,0.10245279,0.17684100
2011-11-11,final,22.296261,158.5941,0.14003517,0.91324363,15.525181,27.408492,0.09749672,0.17215212
2011-11-12,final,21.557610,161.2519,0.13299683,0.89136937,14.552408,26.846605,0.08971861,0.16567231
2011-11-13,final,22.255871,163.4203,0.13575026,0.86698031,14.300702,28.262101,0.08678458,0.17271982
2011-11-14,final,25.849667,164.0639,0.15835574,0.86179774,16.017877,33.272764,0.09696268,0.20470810
2011-11-15,final,25.283002,166.0166,0.15281950,0.84127667,15.134986,32.944851,0.09000903,0.20024202
2011-11-16,final,25.105182,167.0758,0.15091305,0.82214560,14.573305,33.056851,0.08579475,0.20007800
2011-11-17,final,24.843796,167.4631,0.14863028,0.81537250,14.301268,32.803506,0.08396655,0.19745202
2011-11-18,final,24.332142,168.9330,0.14392456,0.80099773,13.706657,32.354486,0.07958677,0.19250021
2011-11-19,final,24.701755,169.0624,0.14537567,0.78634184,14.064659,32.732866,0.08261988,0.19275690
2011-11-20,final,27.405880,165.9544,0.16669113,0.78655361,16.490356,35.647207,0.10192919,0.21558703
2011-11-21,final,27.591696,167.7816,0.16475603,0.77552613,16.791841,35.745691,0.10170165,0.21236269
2011-11-22,final,27.981445,168.9304,0.16531506,0.76790436,16.923055,36.330636,0.10066085,0.21412961
2011-11-23,final,27.645510,170.0495,0.16052645,0.75614675,16.540274,36.030071,0.09648792,0.20887616
2011-11-24,final,26.882428,171.2766,0.15231273,0.73132104,15.875678,35.192631,0.09012663,0.19926384
2011-11-25,final,26.658847,173.4697,0.14884584,0.71870639,15.346027,35.200135,0.08463812,0.19732329
2011-11-26,final,27.558666,172.5264,0.15512891,0.71981268,15.505453,36.658959,0.08476300,0.20825585
2011-11-27,final,27.347848,171.1292,0.15303460,0.71563047,15.362582,36.396840,0.08365728,0.20541515
2011-11-28,final,27.005017,172.2426,0.14924317,0.70582271,15.083731,36.005703,0.08132441,0.20052248
