date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
2022-10-01,final,0.054325,102.3190,0.00043220,0.00432203,0.000000,0.095342,0.00000000,0.00075852
2022-10-02,final,0.051692,103.1365,0.00039469,0.00394695,0.000000,0.090721,0.00000000,0.00069269
2022-10-03,final,0.177316,103.7049,0.00135491,0.01354908,0.000000,0.311190,0.00000000,0.00237788
2022-10-04,final,0.112783,103.8851,0.00082765,0.00827647,0.001363,0.196907,0.00001329,0.00144249
2022-10-05,final,0.075529,103.6431,0.00054852,0.00548521,0.001363,0.131525,0.00001223,0.00095342
2022-10-06,final,0.053258,105.2660,0.00037821,0.00378207,0.000000,0.093469,0.00000000,0.00066376
2022-10-07,final,0.030779,102.6859,0.00022492,0.00224919,0.000000,0.054018,0.00000000,0.00039474
2022-10-08,final,0.022422,103.4677,0.00016669,0.00166687,0.001343,0.038337,0.00001098,0.00028425
2022-10-09,final,0.018347,102.9934,0.00013558,0.00135579,0.001343,0.031185,0.00001099,0.00022965
2022-10-10,final,0.013988,102.2881,0.00010503,0.00105034,0.000000,0.024549,0.00000000,0.00018434
2022-10-11,final,0.006545,101.6130,0.00004903,0.00049029,0.000000,0.011486,0.00000000,0.00008605
2022-10-12,final,0.004156,101.1941,0.00003096,0.00030958,0.000000,0.007294,0.00000000,0.00005433
2022-10-13,final,0.001177,100.4052,0.00000873,0.00008727,0.000000,0.002065,0.00000000,0.00001532
2022-10-14,final,0.001177,100.4053,0.00000873,0.00008727,0.000000,0.002065,0.00000000,0.00001532
2022-10-15,final,0.001177,100.4054,0.00000873,0.00008726,0.000000,0.002065,0.00000000,0.00001531
2022-10-16,final,0.032078,108.2440,0.00023539,0.00235392,0.009864,0.048850,0.00008419,0.00034955
2022-10-17,final,0.055631,104.7880,0.00040333,0.00403329,0.030391,0.074687,0.00024406,0.00052358
2022-10-18,final,0.035581,101.5967,0.00026437,0.00264369,0.019777,0.047512,0.00015936,0.00034365
2022-10-19,final,0.018565,101.5913,0.00013525,0.00135253,0.007791,0.026699,0.00006074,0.00019151
2022-10-20,final,0.010057,100.9156,0.00007519,0.00075191,0.005666,0.013372,0.00004469,0.00009822
2022-10-21,final,0.003352,100.6707,0.00002441,0.00024415,0.000000,0.005883,0.00000000,0.00004285
2022-10-22,final,0.001829,100.3207,0.00001447,0.00014475,0.000000,0.003209,0.00000000,0.00002540
