date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
2020-10-01,final,0.018153,102.1102,0.00013739,0.00137391,0.004103,0.028761,0.00003445,0.00021511
2020-10-02,final,0.008182,101.8699,0.00006017,0.00060172,0.004103,0.011262,0.00003445,0.00007959
2020-10-03,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2020-10-04,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2020-10-05,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2020-10-06,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2020-10-07,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2020-10-08,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2020-10-09,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2020-10-10,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2020-10-11,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2020-10-12,final,0.931765,120.1433,0.00596342,0.05963421,0.261357,1.437929,0.00168971,0.00919011
2020-10-13,final,0.700958,118.7999,0.00449083,0.04490830,0.153557,1.114252,0.00100873,0.00711985
2020-10-14,final,0.370206,114.5840,0.00243229,0.02432289,0.052654,0.609960,0.00037495,0.00398560
2020-10-15,final,0.191570,114.9477,0.00127002,0.01270017,0.021603,0.319896,0.00015776,0.00210978
2020-10-16,final,0.177212,112.5970,0.00118222,0.01182221,0.020936,0.295202,0.00015594,0.00195707
2020-10-17,final,0.130149,109.4962,0.00088424,0.00884245,0.008098,0.222298,0.00006556,0.00150236
2020-10-18,final,0.090913,108.1769,0.00062963,0.00629630,0.005368,0.155500,0.00004005,0.00107477
2020-10-19,final,0.055780,106.0114,0.00038691,0.00386907,0.003339,0.095373,0.00002627,0.00065919
2020-10-20,final,0.036432,104.7722,0.00025430,0.00254304,0.000000,0.063938,0.00000000,0.00044631
2020-10-21,final,0.022967,103.1827,0.00016534,0.00165343,0.000000,0.040307,0.00000000,0.00029018
2020-10-22,final,0.011802,102.2493,0.00008431,0.00084311,0.000000,0.020713,0.00000000,0.00014797
2020-10-23,final,0.072996,107.8405,0.00056492,0.00564917,0.042024,0.096380,0.00033518,0.00073837
2020-10-24,final,0.071865,105.3815,0.00054064,0.00540644,0.040734,0.095370,0.00031897,0.00070801
2020-10-25,final,0.764317,118.8334,0.00601972,0.06019722,0.641101,0.857347,0.00523130,0.00661499
2020-10-26,final,15.334434,115.2284,0.14058469,0.86126169,10.176564,19.228676,0.09116474,0.17789723
2020-10-27,final,18.018792,123.8797,0.15154040,0.87829336,12.353869,22.295863,0.10219002,0.18880042
2020-10-28,final,17.724685,138.6760,0.13020549,0.86121844,12.053395,22.006563,0.08731283,0.16258986
2020-10-29,final,16.974134,152.1707,0.11123805,0.83052481,11.451195,21.144005,0.07522474,0.13842845
2020-10-30,final,14.885354,156.7516,0.09382736,0.76472607,9.389713,19.034616,0.06012443,0.11927341
2020-10-31,final,12.691568,159.8938,0.07760023,0.67724609,7.138938,16.883857,0.04493114,0.10226571
2020-11-01,final,10.777354,161.9346,0.06423910,0.58666742,5.226479,14.968319,0.03252517,0.08818342
2020-11-02,final,8.469103,163.5424,0.04933606,0.46999621,3.537449,12.192549,0.02183335,0.07010087
2020-11-03,final,6.238113,164.5070,0.03567509,0.34780875,2.250877,9.248515,0.01381167,0.05218218
2020-11-04,final,4.346769,162.9564,0.02452564,0.24280096,1.283732,6.659392,0.00785105,0.03711511
2020-11-05,final,2.950192,159.6442,0.01647633,0.16408901,0.666565,4.674352,0.00409919,0.02582119
2020-11-06,final,2.021227,153.3944,0.01123505,0.11235049,0.347873,3.284625,0.00217083,0.01807862
2020-11-07,final,1.588030,147.5621,0.00890222,0.08902223,0.184672,2.647579,0.00116518,0.01474377
2020-11-08,final,7.401552,152.8771,0.04805255,0.40221469,2.419635,11.162948,0.01561124,0.07254606
2020-11-09,final,10.610939,146.5631,0.07258745,0.55063577,4.991295,14.853824,0.03372162,0.10193152
2020-11-10,final,14.552940,146.3713,0.09946282,0.70673762,8.771513,18.917974,0.05889047,0.13009534
2020-11-11,final,14.487056,148.8998,0.09619958,0.69887097,8.678053,18.872910,0.05744604,0.12545887
2020-11-12,final,14.733480,147.7324,0.09852067,0.71658116,8.818334,19.199472,0.05862185,0.12864467
2020-11-13,final,14.620520,150.0356,0.09596905,0.70789897,8.683355,19.103138,0.05700406,0.12538799
2020-11-14,final,16.242139,150.4934,0.10674495,0.73628459,9.871821,21.051790,0.06417780,0.13888357
2020-11-15,final,18.389143,151.3045,0.12018259,0.75278364,10.765605,24.144988,0.06968146,0.15831143
2020-11-16,final,18.087148,152.7254,0.11673602,0.73796152,10.353979,23.925765,0.06643139,0.15471650
2020-11-17,final,16.922138,156.7623,0.10502014,0.69821639,9.039007,22.873979,0.05670709,0.14149695
2020-11-18,final,15.381147,160.4034,0.09197615,0.64712633,7.389918,21.414602,0.04536769,0.12716600
2020-11-19,final,12.575182,162.4536,0.07227476,0.55184907,4.838496,18.416456,0.02910994,0.10486462
2020-11-20,final,11.391642,164.1192,0.06357960,0.49650482,3.768330,17.147315,0.02237067,0.09469274
2020-11-21,final,11.036057,164.8483,0.06106340,0.47639870,3.292540,16.882488,0.01946939,0.09246728
2020-11-22,final,10.677807,162.5449,0.05821986,0.45486042,2.907721,16.544298,0.01716927,0.08921345
2020-11-23,final,11.778869,159.5928,0.06661808,0.48524527,3.080531,18.346199,0.01849416,0.10295211
2020-11-24,final,16.098339,149.5398,0.10133411,0.62074241,5.241033,24.295711,0.03460293,0.15171680
2020-11-25,final,18.885817,155.6383,0.11977697,0.69376692,6.749276,28.049023,0.04356121,0.17732060
2020-11-26,final,18.653797,156.9520,0.11672732,0.68492997,6.561643,27.783489,0.04214911,0.17303459
2020-11-27,final,18.865949,156.5074,0.11805401,0.69083513,6.769407,27.998955,0.04370659,0.17418702
2020-11-28,final,18.764264,156.9745,0.11659016,0.68709754,6.666443,27.898235,0.04288790,0.17223608
2020-11-29,final,18.553979,157.7334,0.11436981,0.67983547,6.489012,27.663147,0.04157690,0.16932917
2020-11-30,final,18.398418,158.3866,0.11262458,0.67439494,6.340942,27.501929,0.04047095,0.16710126
2020-12-01,final,18.247952,158.4851,0.11123847,0.66953427,6.229852,27.321734,0.03981397,0.16516466
2020-12-02,final,19.934442,151.1571,0.12743176,0.74364533,7.626756,29.226864,0.05092558,0.18519467
2020-12-03,final,19.921757,153.8346,0.12575292,0.73718076,7.618300,29.210986,0.04997461,0.18296628
2020-12-04,final,19.725174,154.8370,0.12353460,0.73011302,7.463919,28.982540,0.04874346,0.18000262
2020-12-05,final,19.447960,156.1789,0.12027992,0.71844784,7.172727,28.715880,0.04645655,0.17601728
2020-12-06,final,19.102731,157.7250,0.11649186,0.70333090,6.775664,28.409787,0.04343070,0.17165375
2020-12-07,final,18.738655,158.9960,0.11287773,0.68647614,6.353733,28.089392,0.04034481,0.16764079
2020-12-08,final,18.298273,160.7575,0.10841841,0.66605951,5.869284,27.682280,0.03684307,0.16245849
2020-12-09,final,17.756341,162.6817,0.10321772,0.64155842,5.333338,27.135828,0.03309636,0.15616003
2020-12-10,final,17.339879,164.1205,0.09938030,0.62273552,4.912824,26.722426,0.03019401,0.15161663
2020-12-11,final,20.012570,155.3698,0.12310956,0.72108111,6.994226,29.841546,0.04613448,0.18122649
2020-12-12,final,21.392228,154.3613,0.13383142,0.74478867,7.810511,31.646555,0.05111130,0.19628591
2020-12-13,final,27.191395,144.7253,0.18358887,0.90154934,13.344545,37.645901,0.09396449,0.25125615
2020-12-14,final,27.146502,150.8000,0.17727387,0.89176740,13.291794,37.606940,0.08890480,0.24399338
2020-12-15,final,29.980028,148.3737,0.19953143,0.93334513,15.583858,40.849275,0.10550528,0.27052208
2020-12-16,final,30.295020,151.0212,0.19843610,0.93285023,15.836321,41.211478,0.10554846,0.26856716
2020-12-17,final,30.478577,152.3647,0.19758259,0.93185555,15.873385,41.505638,0.10493639,0.26753136
2020-12-18,final,31.924773,151.1897,0.20933475,0.94914230,17.030692,43.169949,0.11331520,0.28183043
2020-12-19,final,33.060645,152.3618,0.21486389,0.95670279,18.011933,44.422568,0.11892870,0.28729588
2020-12-20,final,32.976718,153.5659,0.21216899,0.95379123,17.867696,44.384176,0.11723648,0.28384395
2020-12-21,final,32.814433,155.1557,0.20852810,0.94567737,17.565917,44.327211,0.11434174,0.27963972
2020-12-22,final,32.358826,159.2594,0.19987666,0.92810646,16.791038,44.112656,0.10627648,0.27054569
2020-12-23,final,34.213092,158.7990,0.21351685,0.92273668,17.633547,46.730809,0.11203116,0.29013954
2020-12-24,final,34.544407,157.8019,0.21695382,0.92329643,17.821640,47.170258,0.11417467,0.29455307
2020-12-25,final,34.342501,158.8554,0.21376491,0.91724839,17.585172,46.994446,0.11209152,0.29052930
2020-12-26,final,34.101564,160.4168,0.20969533,0.90868232,17.284749,46.798422,0.10930765,0.28548901
2020-12-27,final,34.416049,161.0312,0.21116992,0.89878840,17.224734,47.395658,0.10888393,0.28839683
2020-12-28,final,35.081273,159.7440,0.21657487,0.90375666,17.635094,48.253306,0.11226251,0.29533172
2020-12-29,final,44.508858,149.7660,0.29440274,0.97040891,25.755639,58.667719,0.17452309,0.38491304
2020-12-30,final,45.386437,154.0327,0.29173219,0.97133593,26.651699,59.531346,0.17472453,0.38007410
2020-12-31,final,45.290899,155.6002,0.28772105,0.96950410,26.571382,59.424315,0.17249564,0.37471736
2021-01-01,final,45.197991,157.2105,0.28343851,0.96742981,26.455105,59.349052,0.17034152,0.36882784
2021-01-02,final,45.138003,158.7067,0.27967087,0.96591163,26.376721,59.302953,0.16858902,0.36353874
2021-01-03,final,45.030043,160.1190,0.27596179,0.96260376,26.230452,59.223915,0.16641172,0.35867315
2021-01-04,final,45.126825,161.5786,0.27361753,0.95663329,26.206065,59.412181,0.16517064,0.35549599
2021-01-05,final,45.009312,163.7674,0.26871241,0.95071891,26.107360,59.280469,0.16255031,0.34886582
2021-01-06,final,46.268589,163.8341,0.27675295,0.94769705,26.780168,60.982535,0.16669637,0.35984673
2021-01-07,final,46.103397,165.4193,0.27240877,0.94469082,26.600940,60.827941,0.16416750,0.35413197
2021-01-08,final,45.850779,167.4380,0.26729638,0.93826051,26.284709,60.623351,0.16033659,0.34805206
2021-01-09,final,45.729129,168.6883,0.26407488,0.93533192,26.124920,60.530497,0.15818011,0.34402646
2021-01-10,final,46.655891,166.1645,0.27133194,0.96730078,27.200027,61.345257,0.16656216,0.35043414
2021-01-11,final,46.591389,167.7654,0.26852528,0.96414947,27.128021,61.286419,0.16499548,0.34669128
2021-01-12,final,46.444959,168.8415,0.26562617,0.96157249,26.962118,61.154692,0.16305906,0.34306533
2021-01-13,final,46.156778,170.2925,0.26124625,0.95536832,26.618986,60.907999,0.15963931,0.33796048
2021-01-14,final,45.928059,173.2409,0.25549603,0.93693416,25.939347,61.019730,0.15255508,0.33321744
2021-01-15,final,45.449758,174.6882,0.25033967,0.93066094,25.486748,60.522023,0.14862982,0.32713160
2021-01-16,final,45.515800,175.1395,0.25069454,0.92311041,25.418843,60.689197,0.14829316,0.32800857
2021-01-17,final,45.560159,176.4676,0.24957184,0.91415105,25.105047,61.003967,0.14488459,0.32861172
2021-01-18,final,46.108250,177.7360,0.25188334,0.90496519,24.979018,62.061024,0.14277039,0.33426467
2021-01-19,final,48.756602,169.5206,0.27663484,0.95648114,27.338613,64.927390,0.16192088,0.36324499
2021-01-20,final,50.000524,169.8757,0.28388589,0.96585456,28.730041,66.059944,0.17024231,0.36968789
2021-01-21,final,49.687029,172.6499,0.27739643,0.95640162,28.228241,65.888621,0.16444675,0.36267453
2021-01-22,final,49.666503,174.8937,0.27366752,0.94824645,27.912395,66.091064,0.16009612,0.35941504
2021-01-23,final,52.858463,171.7180,0.29750739,0.95642595,31.065906,69.312054,0.18098098,0.38548596
2021-01-24,final,54.680565,172.0235,0.30782180,0.95570752,32.954394,71.084034,0.19228970,0.39504966
2021-01-25,final,58.036050,166.0749,0.33817374,0.96846810,36.624483,74.201990,0.22350630,0.42474877
2021-01-26,final,59.782813,162.8745,0.35513452,0.97693828,38.461772,75.880405,0.23947226,0.44246065
2021-01-27,final,61.951730,160.5782,0.37458332,0.98613476,40.455159,78.181849,0.25541724,0.46455486
2021-01-28,final,61.707575,163.2676,0.36719765,0.98363849,40.177542,77.962959,0.24961878,0.45597084
2021-01-29,final,61.292695,167.3571,0.35546613,0.97825984,39.589471,77.678839,0.23921090,0.44323996
2021-01-30,final,63.427590,168.6018,0.36647006,0.97065105,41.319617,80.119324,0.24566947,0.45767568
2021-01-31,final,64.235860,170.2069,0.36706982,0.96687100,41.753923,81.209939,0.24537578,0.45894999
2021-02-01,final,64.011917,172.6312,0.35978376,0.96322693,41.508491,81.002221,0.24046352,0.44987169
2021-02-02,final,63.570060,176.3858,0.34923420,0.95584228,40.890904,80.693042,0.23130251,0.43827377
2021-02-03,final,62.542253,182.6231,0.33084604,0.94153636,39.251041,80.127344,0.21325858,0.41962572
2021-02-04,final,65.513585,183.0954,0.34486622,0.94109104,39.078119,85.472617,0.20926545,0.44724612
2021-02-05,final,65.854406,183.3080,0.34625843,0.94136719,39.176786,85.996267,0.20928606,0.44967389
2021-02-06,final,69.089936,178.3814,0.37778828,0.94232689,41.207735,90.141267,0.22767381,0.49112616
2021-02-07,final,69.332517,180.0912,0.37466155,0.94032580,41.065051,90.674727,0.22442749,0.48808971
2021-02-08,final,68.574063,183.1487,0.36315723,0.93336045,40.240171,89.966426,0.21581115,0.47440494
2021-02-09,final,67.804524,186.2203,0.35224268,0.92453513,39.382993,89.263056,0.20718715,0.46176100
2021-02-10,final,68.975247,187.4028,0.35612378,0.91353468,39.408686,91.298287,0.20519619,0.47007557
2021-02-11,final,68.937315,190.4626,0.34926114,0.90307166,38.695325,91.770310,0.19702315,0.46420230
2021-02-12,final,69.158143,192.3692,0.34569248,0.89648138,38.443959,92.347649,0.19323651,0.46079821
