date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
2012-10-01,final,0.030610,102.9667,0.00023035,0.00230349,0.000000,0.053721,0.00000000,0.00040427
2012-10-02,final,0.017044,102.7328,0.00012794,0.00127936,0.000000,0.029912,0.00000000,0.00022453
2012-10-03,final,0.004119,101.6221,0.00002970,0.00029699,0.000000,0.007229,0.00000000,0.00005212
2012-10-04,final,0.004076,104.6532,0.00003134,0.00031340,0.000000,0.007154,0.00000000,0.00005500
2012-10-05,final,0.189119,108.7424,0.00141189,0.01411887,0.025058,0.312987,0.00017917,0.00234260
2012-10-06,final,0.434549,114.2927,0.00297643,0.02976428,0.255865,0.569458,0.00171659,0.00392762
2012-10-07,final,0.686601,113.7189,0.00468985,0.04689848,0.550383,0.789446,0.00365368,0.00547216
2012-10-08,final,0.612306,111.6645,0.00420277,0.04202775,0.454747,0.731265,0.00303430,0.00508499
2012-10-09,final,0.433830,111.4068,0.00298152,0.02981519,0.272852,0.555371,0.00182630,0.00385372
2012-10-10,final,0.286543,110.0265,0.00196827,0.01968271,0.147742,0.391340,0.00099286,0.00270471
2012-10-11,final,0.152464,107.6777,0.00106493,0.01064927,0.058065,0.223736,0.00040324,0.00156451
2012-10-12,final,0.078842,106.4770,0.00056028,0.00560276,0.020295,0.123046,0.00014808,0.00087149
2012-10-13,final,1.620253,128.8988,0.01106052,0.11060517,0.191267,2.699152,0.00142436,0.01833591
2012-10-14,final,2.479857,132.1449,0.01649568,0.16495680,0.542007,3.942952,0.00371314,0.02614662
2012-10-15,final,1.719694,129.3027,0.01144143,0.11441430,0.293772,2.796279,0.00207688,0.01851176
2012-10-16,final,1.059701,127.0846,0.00707989,0.07079889,0.140995,1.753333,0.00100368,0.01166748
2012-10-17,final,1.044439,125.2122,0.00693433,0.06934332,0.068497,1.781284,0.00050467,0.01178879
2012-10-18,final,0.967045,121.3157,0.00646342,0.06463416,0.056978,1.654155,0.00042753,0.01102057
2012-10-19,final,0.881619,119.9150,0.00590205,0.05902046,0.046742,1.511960,0.00035733,0.01008836
2012-10-20,final,0.664581,116.8332,0.00448910,0.04489099,0.029784,1.143858,0.00023773,0.00769892
2012-10-21,final,0.462002,113.8535,0.00314978,0.03149781,0.008794,0.804177,0.00007623,0.00547034
2012-10-22,final,0.322486,110.3455,0.00224816,0.02248162,0.005412,0.561881,0.00004788,0.00390939
2012-10-23,final,0.238400,108.3946,0.00166291,0.01662911,0.002696,0.416359,0.00002471,0.00289977
2012-10-24,final,0.271107,113.3380,0.00186170,0.01861698,0.154645,0.359037,0.00103130,0.00248866
2012-10-25,final,4.200315,133.7583,0.02925071,0.28488449,3.323561,4.862272,0.02211269,0.03463999
2012-10-26,final,6.487496,137.1290,0.04552036,0.41650566,5.498900,7.233896,0.03695736,0.05198550
2012-10-27,final,6.500859,137.6600,0.04361120,0.40853975,5.494714,7.260508,0.03622190,0.04919019
2012-10-28,final,6.286126,138.7323,0.04153397,0.39509765,5.252447,7.066565,0.03431348,0.04698551
2012-10-29,final,5.421083,138.8890,0.03524308,0.34789274,4.102061,6.416957,0.02640859,0.04191320
2012-10-30,final,4.037112,139.3573,0.02590979,0.25909786,2.664820,5.073206,0.01705460,0.03259554
2012-10-31,final,2.948965,138.0152,0.01879309,0.18793093,1.656243,3.924983,0.01060000,0.02497896
