date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
2015-10-01,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-02,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-03,final,0.000000,100.5267,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-04,final,0.025720,102.1420,0.00019942,0.00199421,0.000000,0.045139,0.00000000,0.00034999
2015-10-05,final,0.025188,101.5307,0.00019147,0.00191470,0.000000,0.044205,0.00000000,0.00033603
2015-10-06,final,0.048573,102.9731,0.00035735,0.00357351,0.000000,0.085247,0.00000000,0.00062715
2015-10-07,final,0.129945,103.5878,0.00095959,0.00959589,0.000000,0.228055,0.00000000,0.00168409
2015-10-08,final,0.082816,102.8485,0.00061212,0.00612122,0.000000,0.145342,0.00000000,0.00107428
2015-10-09,final,0.045506,102.6055,0.00033827,0.00338268,0.000000,0.079863,0.00000000,0.00059366
2015-10-10,final,0.015950,102.1718,0.00011452,0.00114524,0.000000,0.027992,0.00000000,0.00020099
2015-10-11,final,0.004716,101.1433,0.00003383,0.00033833,0.000000,0.008276,0.00000000,0.00005938
2015-10-12,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-13,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-14,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-15,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-16,final,0.000000,101.7999,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-17,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2015-10-18,final,0.025325,100.6071,0.00020449,0.00204495,0.000000,0.044445,0.00000000,0.00035889
2015-10-19,final,0.026518,101.1740,0.00019501,0.00195006,0.000000,0.046540,0.00000000,0.00034224
2015-10-20,final,0.107894,102.9778,0.00077821,0.00778209,0.000000,0.189355,0.00000000,0.00136576
2015-10-21,final,0.429368,110.6459,0.00306377,0.03063768,0.010308,0.745763,0.00009083,0.00530837
2015-10-22,final,1.829032,120.7027,0.01285862,0.12858620,0.281959,2.997088,0.00227722,0.02084768
2015-10-23,final,5.843575,131.2000,0.03964682,0.37124296,0.994410,9.504742,0.00743312,0.06396848
2015-10-24,final,5.153940,132.6091,0.03420434,0.32470526,0.796542,8.443817,0.00590856,0.05556792
2015-10-25,final,4.335242,132.6436,0.02828826,0.27351772,0.600382,7.155097,0.00444911,0.04628704
2015-10-26,final,3.475199,131.9748,0.02241700,0.22149899,0.428439,5.775533,0.00316907,0.03694938
2015-10-27,final,3.601928,133.8957,0.02338502,0.22730088,0.447634,5.983451,0.00330121,0.03854849
2015-10-28,final,4.406718,132.7295,0.02839820,0.26572383,0.651920,7.241626,0.00458062,0.04638069
2015-10-29,final,4.181855,134.2668,0.02666763,0.25155696,0.588689,6.894731,0.00409487,0.04371029
2015-10-30,final,4.538416,138.2057,0.02929930,0.27637415,0.925591,7.266134,0.00641679,0.04657581
2015-10-31,final,4.846819,140.7956,0.03116679,0.29201086,1.061926,7.704449,0.00732579,0.04916698
2015-11-01,final,4.247470,138.5753,0.02680246,0.25326934,0.748336,6.889350,0.00523462,0.04308639
2015-11-02,final,3.452108,137.4336,0.02135211,0.20410795,0.459491,5.711562,0.00327322,0.03500185
2015-11-03,final,2.637112,134.8492,0.01596395,0.15541746,0.251701,4.438120,0.00178484,0.02666932
2015-11-04,final,3.461112,138.9460,0.02214279,0.21280590,1.311273,5.084261,0.00921814,0.03190103
2015-11-05,final,10.687499,145.1342,0.07425306,0.56311987,6.357716,13.956527,0.04357008,0.09741902
2015-11-06,final,12.036349,146.1978,0.08092718,0.60857493,7.510303,15.453558,0.05013036,0.10417908
2015-11-07,final,12.454275,148.1733,0.08249351,0.61899077,7.758984,15.999265,0.05103755,0.10624307
2015-11-08,final,12.241120,148.4903,0.08025236,0.61029014,7.579020,15.761050,0.04943327,0.10352107
2015-11-09,final,11.778962,149.8365,0.07557041,0.58762271,7.056027,15.344825,0.04533191,0.09840076
2015-11-10,final,10.973304,151.8260,0.06882838,0.54815273,5.987187,14.737871,0.03787724,0.09219678
2015-11-11,final,17.842825,147.2976,0.12236340,0.74429180,12.953700,21.534161,0.08648070,0.14945519
2015-11-12,final,18.588249,148.5863,0.12274660,0.74862340,13.430006,22.482773,0.08779587,0.14913474
2015-11-13,final,18.352127,149.8515,0.11988366,0.74106181,13.202015,22.240510,0.08546985,0.14586642
2015-11-14,final,17.981306,151.7293,0.11548516,0.72779941,12.759195,21.924050,0.08130009,0.14129523
2015-11-15,final,17.471622,153.8952,0.10951890,0.70879931,12.155572,21.485290,0.07576254,0.13500527
2015-11-16,final,19.404390,154.6583,0.12402253,0.73856355,14.170780,23.355817,0.08934742,0.15020258
2015-11-17,final,30.260525,150.1287,0.20204745,0.96967315,22.789548,35.901185,0.14709321,0.24353843
2015-11-18,final,30.817355,154.1114,0.20062707,0.96478344,23.435295,36.390882,0.14892553,0.23966224
2015-11-19,final,31.388226,156.2002,0.20173095,0.95765007,23.418488,37.405456,0.14601670,0.24379574
2015-11-20,final,31.523065,159.5723,0.19817494,0.94823804,23.097538,37.884419,0.14002420,0.24207931
2015-11-21,final,32.730877,161.1763,0.20421337,0.93191893,23.136641,39.974617,0.13872557,0.25365729
2015-11-22,final,32.436134,162.4609,0.20042347,0.92695030,22.852520,39.671855,0.13583154,0.24919100
2015-11-23,final,31.998680,165.0287,0.19443208,0.91619838,22.283884,39.333444,0.13019646,0.24293060
2015-11-24,final,31.409298,167.9838,0.18733974,0.90099343,21.447734,38.930376,0.12286404,0.23601951
2015-11-25,final,30.654271,170.9627,0.17945538,0.88145939,20.271333,38.493490,0.11375921,0.22905663
2015-11-26,final,31.635446,169.1569,0.18724635,0.87564578,20.358863,40.149376,0.11542643,0.24147108
2015-11-27,final,36.458854,154.2562,0.23402705,0.94570352,23.924202,45.922637,0.15010042,0.29739247
2015-11-28,final,40.729848,150.1738,0.26846631,0.96981229,27.257167,50.901852,0.17731502,0.33728642
2015-11-29,final,42.195106,152.0468,0.27599134,0.96817936,28.396151,52.613450,0.18573517,0.34413563
2015-11-30,final,44.724201,152.0036,0.29331308,0.97467147,30.175269,55.708785,0.19643578,0.36645638
2015-12-01,final,45.105456,153.7035,0.29263888,0.97317480,30.426186,56.188446,0.19655453,0.36518349
2015-12-02,final,44.924588,155.1632,0.28812879,0.97163835,30.213732,56.031427,0.19344583,0.35961534
2015-12-03,final,44.738227,156.9530,0.28308490,0.96970918,30.007354,55.860179,0.18994341,0.35340763
2015-12-04,final,44.532463,159.3489,0.27708699,0.96591951,29.724455,55.712653,0.18517474,0.34648162
2015-12-05,final,44.657820,161.7546,0.27361519,0.95939522,29.402180,56.175975,0.17933654,0.34479649
2015-12-06,final,45.143888,162.8855,0.27489678,0.95546881,29.428054,57.009494,0.17782986,0.34818324
2015-12-07,final,44.790639,165.2300,0.26846791,0.94947648,28.992055,56.718722,0.17261513,0.34083769
2015-12-08,final,44.388490,168.0136,0.26153828,0.93998415,28.267855,56.559725,0.16535938,0.33415429
2015-12-09,final,43.706884,172.5202,0.25047061,0.92569957,27.091149,56.251924,0.15390958,0.32337512
2015-12-10,final,42.689209,177.4082,0.23719486,0.90320774,25.553457,55.626868,0.14096084,0.30985247
2015-12-11,final,42.465518,180.2357,0.23181821,0.88687445,24.997972,55.653685,0.13632367,0.30391751
2015-12-12,final,48.152215,170.7982,0.28017355,0.90336906,29.155049,62.495258,0.16949978,0.36373332
2015-12-13,final,54.435434,162.8443,0.32970463,0.97013218,33.273347,70.413014,0.19865922,0.42864518
2015-12-14,final,54.391629,165.2108,0.32391824,0.96964561,33.310147,70.308351,0.19666305,0.41999714
