date,frsno,snodp_m,snomas_kg_m2,depth_m,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
2008-10-01,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2008-10-02,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2008-10-03,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2008-10-04,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2008-10-05,0.00129671,0.02460403,0.033715,0.00018005,0.005793,0.052867,0.00001911,0.00029044
2008-10-06,0.00183603,0.04734467,0.047737,0.00027796,0.001547,0.079420,0.00000523,0.00046503
2008-10-07,0.00081233,0.03230469,0.021121,0.00011408,0.000208,0.035465,0.00000041,0.00019205
2008-10-08,0.00031619,0.01685485,0.008221,0.00004581,0.000000,0.013860,0.00000000,0.00007724
2008-10-09,0.00006909,0.00807817,0.001796,0.00000916,0.000000,0.003029,0.00000000,0.00001545
2008-10-10,0.00021002,0.00483593,0.005461,0.00001992,0.013350,0.000049,0.00004892,0.00000003
2008-10-11,0.00040997,0.02135643,0.010659,0.00005067,0.017257,0.006134,0.00009678,0.00001904
2008-10-12,0.02382170,0.10272671,0.619364,0.00384899,0.207809,0.901662,0.00129055,0.00560390
2008-10-13,0.03307172,0.10454430,0.859865,0.00558889,0.266464,1.266896,0.00171019,0.00824940
2008-10-14,0.03457821,0.13913394,0.899033,0.00579694,0.475976,1.189221,0.00295699,0.00774495
2008-10-15,0.02841658,0.13777155,0.738831,0.00489231,0.613873,0.824544,0.00406929,0.00545685
2008-10-16,0.00659488,0.12237152,0.171467,0.00110966,0.136095,0.195729,0.00089005,0.00126029
2008-10-17,0.00149865,0.08422810,0.038965,0.00022996,0.024102,0.049160,0.00014564,0.00028779
2008-10-18,0.00022314,0.03148455,0.005802,0.00002561,0.002632,0.007976,0.00000824,0.00003751
2008-10-19,0.00002100,0.00579916,0.000546,0.00000160,0.000000,0.000921,0.00000000,0.00000270
2008-10-20,0.00006091,0.00761509,0.001584,0.00000491,0.000001,0.002669,0.00000000,0.00000828
2008-10-21,0.00008155,0.00797375,0.002120,0.00000878,0.000098,0.003508,0.00000003,0.00001477
2008-10-22,0.02108407,0.11387948,0.548186,0.00349084,0.244757,0.756317,0.00141596,0.00491406
2008-10-23,0.03593444,0.08184128,0.934296,0.00594192,0.336999,1.343999,0.00207878,0.00859177
2008-10-24,0.02658607,0.08491145,0.691238,0.00435127,0.236634,1.003065,0.00144168,0.00634706
2008-10-25,0.01406684,0.08347087,0.365738,0.00230702,0.091307,0.553978,0.00054462,0.00351590
2008-10-26,0.00585084,0.07398181,0.152122,0.00092614,0.023124,0.240606,0.00012254,0.00147735
