date,frsno,snodp_m,snomas_kg_m2,depth_m,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
2022-10-01,0.00098165,0.02049405,0.025523,0.00009904,0.013594,0.033705,0.00004565,0.00013567
2022-10-02,0.00057076,0.02670045,0.014840,0.00008036,0.008510,0.019182,0.00003885,0.00010883
2022-10-03,0.00232070,0.03964127,0.060338,0.00023275,0.041519,0.073247,0.00011694,0.00031219
2022-10-04,0.00090229,0.04298927,0.023460,0.00012256,0.013933,0.029994,0.00005610,0.00016816
2022-10-05,0.00018202,0.02084348,0.004732,0.00001361,0.002527,0.006246,0.00000463,0.00001976
2022-10-06,0.00056239,0.02852913,0.014622,0.00006236,0.002424,0.022989,0.00000514,0.00010160
2022-10-07,0.00007969,0.01563365,0.002072,0.00000773,0.000224,0.003339,0.00000024,0.00001288
2022-10-08,0.00000002,0.00087149,0.000000,0.00000000,0.000001,0.000000,0.00000000,0.00000000
2022-10-09,0.00000019,0.00111712,0.000005,0.00000000,0.000003,0.000006,0.00000000,0.00000000
2022-10-10,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2022-10-11,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2022-10-12,0.00000000,0.00001174,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2022-10-13,0.00000000,0.00031273,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2022-10-14,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2022-10-15,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2022-10-16,0.00012070,0.04333545,0.003138,0.00001003,0.001197,0.004470,0.00000205,0.00001551
2022-10-17,0.00011744,0.02106707,0.003054,0.00001172,0.001424,0.004172,0.00000289,0.00001777
2022-10-18,0.00002965,0.00895066,0.000771,0.00000289,0.000376,0.001042,0.00000071,0.00000439
