date,frsno,snodp_m,snomas_kg_m2,depth_m,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
1988-10-01,0.00005269,0.01111956,0.001370,0.00000537,0.000326,0.002086,0.00000097,0.00000838
1988-10-02,0.00000046,0.00409708,0.000012,0.00000001,0.000005,0.000016,0.00000000,0.00000002
1988-10-03,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1988-10-04,0.00005439,0.01344043,0.001414,0.00000409,0.000000,0.002384,0.00000000,0.00000689
1988-10-05,0.00008743,0.00710438,0.002273,0.00000842,0.000000,0.003833,0.00000000,0.00001419
1988-10-06,0.00004105,0.00673383,0.001067,0.00000496,0.000000,0.001800,0.00000000,0.00000836
1988-10-07,0.00000665,0.02604585,0.000173,0.00000042,0.000027,0.000273,0.00000002,0.00000069
1988-10-08,0.00001832,0.01082270,0.000476,0.00000118,0.000005,0.000800,0.00000000,0.00000199
1988-10-09,0.00018304,0.01023810,0.004759,0.00001637,0.000021,0.008009,0.00000001,0.00002759
1988-10-10,0.00024343,0.00907076,0.006329,0.00002777,0.000000,0.010670,0.00000000,0.00004682
1988-10-11,0.00004177,0.00892484,0.001086,0.00000393,0.000008,0.001825,0.00000000,0.00000662
1988-10-12,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1988-10-13,0.00000041,0.00286413,0.000011,0.00000001,0.000000,0.000018,0.00000000,0.00000002
1988-10-14,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1988-10-15,0.00000000,0.00060363,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1988-10-16,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1988-10-17,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1988-10-18,0.00000036,0.00152741,0.000009,0.00000001,0.000000,0.000016,0.00000000,0.00000001
1988-10-19,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1988-10-20,0.00000000,0.00000305,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1988-10-21,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1988-10-22,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1988-10-23,0.00000026,0.00332394,0.000007,0.00000001,0.000000,0.000011,0.00000000,0.00000001
1988-10-24,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1988-10-25,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1988-10-26,0.00000000,0.00000000,0.000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
1988-10-27,0.00000036,0.00373963,0.000009,0.00000001,0.000000,0.000016,0.00000000,0.00000001
1988-10-28,0.00021228,0.01652902,0.005519,0.00001849,0.000005,0.009302,0.00000001,0.00003117
1988-10-29,0.00017078,0.01262060,0.004440,0.00002049,0.000000,0.007486,0.00000000,0.00003455
1988-10-30,0.00006961,0.01254494,0.001810,0.00000770,0.000000,0.003051,0.00000000,0.00001299
1988-10-31,0.00001165,0.00340674,0.000303,0.00000061,0.000000,0.000511,0.00000000,0.00000103
1988-11-01,0.00000001,0.00085081,0.000000,0.00000000,0.000000,0.000001,0.00000000,0.00000000
1988-11-02,0.00005314,0.01087815,0.001382,0.00000354,0.000000,0.002329,0.00000000,0.00000597
1988-11-03,0.00033837,0.03622382,0.008798,0.00003782,0.000789,0.014291,0.00000121,0.00006293
1988-11-04,0.00983638,0.07284130,0.255746,0.00151961,0.013619,0.421828,0.00005259,0.00252589
1988-11-05,0.01982746,0.06642983,0.515514,0.00325868,0.031302,0.847650,0.00015971,0.00538436
1988-11-06,0.01724611,0.04331724,0.448399,0.00263005,0.025680,0.738354,0.00007040,0.00438579
1988-11-07,0.01419928,0.07833575,0.369181,0.00214625,0.037234,0.596874,0.00013093,0.00352862
1988-11-08,0.01767623,0.08915399,0.459582,0.00274451,0.060871,0.733070,0.00023271,0.00446744
1988-11-09,0.11999641,0.12486620,3.119907,0.01975331,1.082182,4.517644,0.00618838,0.02905791
1988-11-10,0.16836421,0.12967726,4.377469,0.02835949,1.354428,6.451065,0.00865136,0.04187790
1988-11-11,0.20565977,0.14451456,5.347160,0.03471987,2.135627,7.550048,0.01318310,0.04949259
1988-11-12,0.27521018,0.15245553,7.175247,0.04728105,2.782804,10.188157,0.01835484,0.06712241
1988-11-13,0.23020305,0.15110207,5.991832,0.03944382,1.967463,8.752269,0.01296969,0.05760323
1988-11-14,0.14666959,0.14804658,3.813409,0.02500705,1.003940,5.740509,0.00662966,0.03761267
1988-11-15,0.25170785,0.16276252,6.646867,0.04348825,3.716022,8.657223,0.02425847,0.05667853
