date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
2010-10-01,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2010-10-02,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2010-10-03,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2010-10-04,final,0.000000,100.2023,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2010-10-05,final,0.000000,100.5657,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2010-10-06,final,0.000000,100.0000,0.00000000,0.00000000,0.000000,0.000000,0.00000000,0.00000000
2010-10-07,final,0.027716,100.5449,0.00021110,0.00211097,0.000000,0.048642,0.00000000,0.00037048
2010-10-08,final,0.341127,106.0256,0.00251206,0.02512060,0.016512,0.586214,0.00014477,0.00429939
2010-10-09,final,0.582172,116.2953,0.00406816,0.04068161,0.061630,0.975185,0.00052923,0.00674009
2010-10-10,final,0.826322,118.8989,0.00568005,0.05680053,0.145670,1.340221,0.00112010,0.00912286
2010-10-11,final,0.793138,117.8716,0.00543651,0.05436512,0.103057,1.314157,0.00081600,0.00892504
2010-10-12,final,0.668674,116.4579,0.00461796,0.04617960,0.093597,1.102863,0.00071143,0.00756743
2010-10-13,final,0.760961,117.5544,0.00520591,0.05205910,0.141102,1.228960,0.00102845,0.00835993
2010-10-14,final,0.535898,115.1787,0.00369278,0.03692784,0.087172,0.874690,0.00064148,0.00599654
2010-10-15,final,0.326322,113.9294,0.00224835,0.02248349,0.043941,0.539522,0.00031905,0.00370499
2010-10-16,final,0.194354,110.0659,0.00137078,0.01370776,0.016301,0.328785,0.00013583,0.00230317
2010-10-17,final,0.118637,107.8136,0.00083487,0.00834868,0.007466,0.202572,0.00006514,0.00141602
2010-10-18,final,0.074053,105.0128,0.00053024,0.00530242,0.001368,0.128930,0.00001146,0.00092193
2010-10-19,final,0.346940,111.9685,0.00245281,0.02452805,0.029107,0.586908,0.00023303,0.00412876
2010-10-20,final,0.261767,109.4659,0.00185691,0.01856910,0.018264,0.445614,0.00014708,0.00314785
