date,stream,swe_mm_we,snow_density_kg_m3,depth_m,fsca,swe_mm_below,swe_mm_above,depth_m_below,depth_m_above
2017-10-01,final,1.213686,121.4127,0.00863757,0.08637568,0.161852,2.007831,0.00127475,0.01419657
2017-10-02,final,3.931936,129.7772,0.02734653,0.24336682,1.719974,5.601989,0.01193984,0.03897872
2017-10-03,final,7.772359,134.0275,0.05137436,0.38084401,4.410080,10.310913,0.02927442,0.06806003
2017-10-04,final,6.005298,134.7368,0.03807469,0.31705865,3.110992,8.190527,0.02024324,0.05153760
2017-10-05,final,2.766909,131.8405,0.01704361,0.16298830,1.088667,4.033997,0.00696594,0.02465234
2017-10-06,final,1.270001,128.4331,0.00770094,0.07546822,0.438512,1.897784,0.00279896,0.01140199
2017-10-07,final,1.317851,126.3654,0.00790645,0.07773542,0.336124,2.059065,0.00211530,0.01227883
2017-10-08,final,0.886949,121.9999,0.00530427,0.05304273,0.184183,1.417543,0.00118339,0.00841558
2017-10-09,final,3.840642,139.7795,0.02618739,0.25488389,3.442247,4.141433,0.02253698,0.02894349
2017-10-10,final,7.895634,150.3992,0.05260723,0.49444275,5.973572,9.346809,0.03844492,0.06329991
2017-10-11,final,6.536758,153.0334,0.04230061,0.40898735,4.774368,7.867379,0.03023058,0.05141360
2017-10-12,final,4.194648,152.6049,0.02683505,0.26798874,2.704449,5.319763,0.01690997,0.03432858
2017-10-13,final,2.243679,149.4455,0.01431272,0.14312716,1.256477,2.989027,0.00784820,0.01919349
2017-10-14,final,1.466525,143.5656,0.00934987,0.09349872,0.685158,2.056465,0.00426925,0.01318579
2017-10-15,final,1.504141,139.3699,0.00963448,0.09634481,0.663739,2.138652,0.00414095,0.01378215
2017-10-16,final,1.158888,136.0314,0.00743202,0.07432022,0.437291,1.703701,0.00275262,0.01096502
2017-10-17,final,0.795423,131.0397,0.00511440,0.05114398,0.233570,1.219627,0.00148289,0.00785622
2017-10-18,final,0.519183,125.8411,0.00335703,0.03357026,0.113138,0.825751,0.00074778,0.00532703
2017-10-19,final,0.324498,119.6479,0.00211921,0.02119212,0.051126,0.530896,0.00036692,0.00344221
2017-10-20,final,0.169910,113.6710,0.00114948,0.01149479,0.016134,0.286012,0.00012061,0.00192628
2017-10-21,final,1.830064,131.6572,0.01251991,0.12519906,0.786651,2.617850,0.00534361,0.01793808
2017-10-22,final,1.818891,130.5207,0.01215786,0.12157864,0.771543,2.609648,0.00516558,0.01743710
2017-10-23,final,1.414505,127.9988,0.00947646,0.09476465,0.518081,2.091315,0.00346551,0.01401479
2017-10-24,final,1.078838,126.5747,0.00722261,0.07222613,0.323919,1.648810,0.00217993,0.01102989
2017-10-25,final,0.875477,125.4283,0.00587040,0.05870402,0.230853,1.362173,0.00155951,0.00912517
2017-10-26,final,0.564791,123.3717,0.00378809,0.03788085,0.120160,0.900491,0.00081945,0.00602943
2017-10-27,final,1.279642,134.4234,0.00854083,0.08540827,0.507316,1.862755,0.00335470,0.01245641
2017-10-28,final,1.318050,133.2386,0.00876441,0.08764414,0.501908,1.934245,0.00329330,0.01289516
2017-10-29,final,1.174677,129.4998,0.00784630,0.07846303,0.378358,1.775905,0.00254550,0.01184846
2017-10-30,final,0.917120,130.8814,0.00616832,0.06168323,0.300769,1.382471,0.00205191,0.00927626
2017-10-31,final,2.978426,135.8743,0.02117740,0.21033773,1.254901,4.279704,0.00880817,0.03051629
2017-11-01,final,3.277977,140.4390,0.02189523,0.21675295,1.166675,4.872030,0.00792195,0.03244519
2017-11-02,final,2.560052,139.6068,0.01698307,0.16916768,0.679201,3.980113,0.00465952,0.02628747
2017-11-03,final,1.871033,135.5294,0.01234183,0.12331725,0.384195,2.993610,0.00267820,0.01963796
2017-11-04,final,1.536690,132.1907,0.01012083,0.10120832,0.229189,2.523866,0.00163222,0.01652982
2017-11-05,final,4.211527,132.7515,0.02864166,0.26397852,1.019364,6.621640,0.00730415,0.04475168
2017-11-06,final,5.758362,135.2548,0.03833918,0.31861127,1.565143,8.924282,0.01075282,0.05916716
2017-11-07,final,7.917232,138.2354,0.05380434,0.39173081,3.108210,11.548091,0.02136419,0.07829697
2017-11-08,final,10.394084,143.0462,0.07002790,0.52148188,4.630488,14.745655,0.03122264,0.09932624
2017-11-09,final,10.143732,144.7665,0.06669151,0.50148129,4.452182,14.440907,0.02942396,0.09482888
2017-11-10,final,9.572244,146.3502,0.06137473,0.47149776,4.041572,13.747954,0.02634798,0.08782027
2017-11-11,final,8.536068,148.2771,0.05302451,0.42026796,3.284218,12.501265,0.02111948,0.07711312
2017-11-12,final,8.203792,148.4768,0.05023090,0.39560219,2.902407,12.206388,0.01855705,0.07414496
2017-11-13,final,7.784936,148.5629,0.04679903,0.37276046,2.550213,11.737203,0.01615817,0.06993318
2017-11-14,final,6.810556,148.9955,0.03980454,0.32501807,1.965912,10.468310,0.01234379,0.06053767
2017-11-15,final,6.180684,148.3692,0.03532265,0.29385684,1.542174,9.682804,0.00959719,0.05474561
