checkpoint_schema,config_fingerprint,calendar_month,level,slot,cell_id,merra_latitude,merra_longitude,merra_latitude_index,merra_longitude_index,sum_w,sum_w_error,sum_w_abs_error,valid_pixels,expected_pixels,observed_pixels,n_cell_days,n_days,n_calendar_days,bias_pp,mae_pp,support_fraction,direct_observation_fraction,domain,error_sign,merra_product,modscag_product,aggregation
1,905d7dc047ed32bec4d52f65ef75ab2fdf55ef473044edf2450e2c21a5a0a0d7,2015-08,cell,0,MERRA2_i254_j114,37.0,-108.75,254,114,445532.0,-8.13,8.13,445532,445532,431021,31,31,31,-0.0018247847517125597,0.0018247847517125597,1.0,0.967429948915005,"centers:-109,-104E;37,41N",MERRA2_minus_MODSCAG,"M2T1NXLND.5.12.4:FRSNO[index=15,15:00-16:00Z]",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,905d7dc047ed32bec4d52f65ef75ab2fdf55ef473044edf2450e2c21a5a0a0d7,2015-08,cell,1,MERRA2_i254_j115,37.0,-108.125,254,115,445687.0,-22.290000000000003,22.290000000000003,445687,445687,431065,31,31,31,-0.005001267705811479,0.005001267705811479,1.0,0.9671922223443807,"centers:-109,-104E;37,41N",MERRA2_minus_MODSCAG,"M2T1NXLND.5.12.4:FRSNO[index=15,15:00-16:00Z]",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,905d7dc047ed32bec4d52f65ef75ab2fdf55ef473044edf2450e2c21a5a0a0d7,2015-08,cell,2,MERRA2_i254_j116,37.0,-107.5,254,116,445532.0,-5.83,5.83,445532,445656,431068,31,31,31,-0.00130854798308539,0.00130854798308539,0.9997217584863661,0.9675354407764201,"centers:-109,-104E;37,41N",MERRA2_minus_MODSCAG,"M2T1NXLND.5.12.4:FRSNO[index=15,15:00-16:00Z]",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,905d7dc047ed32bec4d52f65ef75ab2fdf55ef473044edf2450e2c21a5a0a0d7,2015-08,cell,3,MERRA2_i254_j117,37.0,-106.875,254,117,445687.0,-69.09,69.09,445687,445687,429911,31,31,31,-0.015501910533625617,0.015501910533625617,1.0,0.9646029612710265,"centers:-109,-104E;37,41N",MERRA2_minus_MODSCAG,"M2T1NXLND.5.12.4:FRSNO[index=15,15:00-16:00Z]",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,905d7dc047ed32bec4d52f65ef75ab2fdf55ef473044edf2450e2c21a5a0a0d7,2015-08,cell,4,MERRA2_i254_j118,37.0,-106.25,254,118,445532.0,-213.41000000000003,213.41000000000003,445532,445532,427974,31,31,31,-0.04790003860553227,0.04790003860553227,1.0,0.9605909339845399,"centers:-109,-104E;37,41N",MERRA2_minus_MODSCAG,"M2T1NXLND.5.12.4:FRSNO[index=15,15:00-16:00Z]",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,905d7dc047ed32bec4d52f65ef75ab2fdf55ef473044edf2450e2c21a5a0a0d7,2015-08,cell,5,MERRA2_i254_j119,37.0,-105.625,254,119,445625.0,-174.34999999999997,174.34999999999997,445625,445625,429945,31,31,31,-0.03912482468443197,0.03912482468443197,1.0,0.9648134642356241,"centers:-109,-104E;37,41N",MERRA2_minus_MODSCAG,"M2T1NXLND.5.12.4:FRSNO[index=15,15:00-16:00Z]",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,905d7dc047ed32bec4d52f65ef75ab2fdf55ef473044edf2450e2c21a5a0a0d7,2015-08,cell,6,MERRA2_i254_j120,37.0,-105.0,254,120,445718.0,-756.8,756.8,445718,445718,424720,31,31,31,-0.16979345684939806,0.16979345684939806,1.0,0.952889495151643,"centers:-109,-104E;37,41N",MERRA2_minus_MODSCAG,"M2T1NXLND.5.12.4:FRSNO[index=15,15:00-16:00Z]",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,905d7dc047ed32bec4d52f65ef75ab2fdf55ef473044edf2450e2c21a5a0a0d7,2015-08,cell,7,MERRA2_i254_j121,37.0,-104.375,254,121,445656.0,0.0,0.0,445656,445656,431280,31,31,31,0.0,0.0,1.0,0.967741935483871,"centers:-109,-104E;37,41N",MERRA2_minus_MODSCAG,"M2T1NXLND.5.12.4:FRSNO[index=15,15:00-16:00Z]",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,905d7dc047ed32bec4d52f65ef75ab2fdf55ef473044edf2450e2c21a5a0a0d7,2015-08,cell,8,MERRA2_i255_j114,37.5,-108.75,255,114,442649.0,-26.209999999999994,26.209999999999994,442649,442649,427940,31,31,31,-0.00592117004669614,0.00592117004669614,1.0,0.9667705111725091,"centers:-109,-104E;37,41N",MERRA2_minus_MODSCAG,"M2T1NXLND.5.12.4:FRSNO[index=15,15:00-16:00Z]",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,905d7dc047ed32bec4d52f65ef75ab2fdf55ef473044edf2450e2c21a5a0a0d7,2015-08,cell,9,MERRA2_i255_j115,37.5,-108.125,255,115,442674.0,-3632.6000000000013,3632.6000000000013,442674,442742,391001,31,31,31,-0.8206038755382067,0.8206038755382067,0.99984641167994,0.8832707590687504,"centers:-109,-104E;37,41N",MERRA2_minus_MODSCAG,"M2T1NXLND.5.12.4:FRSNO[index=15,15:00-16:00Z]",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
