group,water_years,month,month_number,slot,cell_id,merra_latitude,merra_longitude,pooled_modis_fsca_fraction,masked_modis_fsca_below_0_1,normalized_mean_bias_pct,mean_annual_nmb_pct,n_water_years,degrees_of_freedom,t_statistic,two_sided_p_value,two_sided_p_lt_0_05
Wet,"2011,2017,2019,2023",December,12,49,MERRA2_i260_j115,40.0,-108.125,0.7924144504267987,False,-19.172789543510397,-22.48185757486798,4,3,-6.255171740572847,0.008244627239097557,True
Wet,"2011,2017,2019,2023",December,12,50,MERRA2_i260_j116,40.0,-107.5,0.8640692335511203,False,10.854899212870636,10.992064695977078,4,3,4.014496206262525,0.027744401706989524,True
Wet,"2011,2017,2019,2023",December,12,51,MERRA2_i260_j117,40.0,-106.875,0.8542469155659682,False,14.071172658288758,15.778806228676606,4,3,6.795131449919859,0.00651646851307416,True
Wet,"2011,2017,2019,2023",December,12,52,MERRA2_i260_j118,40.0,-106.25,0.881353754245243,False,7.8228990094278865,10.012760803819896,3,2,5.063491648965501,0.03686016338532909,True
Wet,"2011,2017,2019,2023",December,12,53,MERRA2_i260_j119,40.0,-105.625,0.6222563748446278,False,-6.27237350741882,-4.532921437639114,4,3,-0.9428974389511569,0.4152942111284879,False
Wet,"2011,2017,2019,2023",December,12,54,MERRA2_i260_j120,40.0,-105.0,0.08499324695701949,True,9.50351834454706,116.79600450464733,4,3,,,False
Wet,"2011,2017,2019,2023",December,12,55,MERRA2_i260_j121,40.0,-104.375,0.14713215997447748,False,-67.53679219959241,685.7240643740081,4,3,0.9343425936587644,0.4190518555655485,False
Wet,"2011,2017,2019,2023",December,12,56,MERRA2_i261_j114,40.5,-108.75,0.6838726136013996,False,-64.59029861768569,-66.57999667176082,4,3,-6.292425511019159,0.008107270516315757,True
Wet,"2011,2017,2019,2023",December,12,57,MERRA2_i261_j115,40.5,-108.125,0.7852135559044957,False,-46.214377161629415,-47.756037149058415,4,3,-8.759985998014203,0.003132943720680482,True
Wet,"2011,2017,2019,2023",December,12,58,MERRA2_i261_j116,40.5,-107.5,0.8486291664595647,False,8.183585979541592,9.096610483633963,4,3,1.6380660742670896,0.19993408924962006,False
Wet,"2011,2017,2019,2023",December,12,59,MERRA2_i261_j117,40.5,-106.875,0.8679875240404972,False,12.137827457907814,13.979032251512486,4,3,6.817624118108844,0.006455308029314127,True
Wet,"2011,2017,2019,2023",December,12,60,MERRA2_i261_j118,40.5,-106.25,0.8691728705142201,False,12.390398333019325,13.43122969218401,4,3,11.227083126727212,0.001514967261434873,True
