month,month_number,slot,cell_id,merra_latitude,merra_longitude,cell_mean_elevation_m,n_water_years,degrees_of_freedom,mean_bias_pp,t_statistic,one_sided_p_value_negative,benjamini_hochberg_q_value,raw_p_lt_0_05,bh_q_lt_0_05,water_years,alternative
December,12,41,MERRA2_i259_j115,39.5,-108.125,2196.5933863488303,14,13,-9.408224492706188,-2.1206771810633693,0.026877107303304303,0.04031566095495646,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,42,MERRA2_i259_j116,39.5,-107.5,2400.0384499158567,14,13,-8.74241864553384,-1.9613345218800242,0.03580911603009616,0.048646346305036295,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,43,MERRA2_i259_j117,39.5,-106.875,2633.919937024972,14,13,-6.963185352700491,-1.34274881930552,0.10116473562422944,0.1174816284668471,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,44,MERRA2_i259_j118,39.5,-106.25,3254.665451851753,14,13,-12.737968168035556,-2.3040871098651188,0.019183359661589572,0.029387274375201045,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,45,MERRA2_i259_j119,39.5,-105.625,3053.0094584120475,14,13,-15.465300783014104,-3.494812375182969,0.001976588790686989,0.004743813097648774,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,46,MERRA2_i259_j120,39.5,-105.0,1961.0965838367633,14,13,-16.21118620397845,-3.263202487482468,0.0030847293766427084,0.0067303186399477275,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,47,MERRA2_i259_j121,39.5,-104.375,1808.7792639044665,14,13,-15.872635221044096,-3.105633519124973,0.00417783318446421,0.008129837548146572,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,48,MERRA2_i260_j114,40.0,-108.75,1927.048761447208,14,13,-29.477204705199853,-7.116070806660214,3.930900921088442e-06,9.434162210612261e-05,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,49,MERRA2_i260_j115,40.0,-108.125,2104.4218107354122,14,13,-20.30725868303993,-6.237003366888695,1.5170073846516249e-05,0.00012552759244578514,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,50,MERRA2_i260_j116,40.0,-107.5,2723.6856576852583,14,13,-16.357956548384404,-2.582465615189355,0.011375023904154305,0.019046551653467674,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,51,MERRA2_i260_j117,40.0,-106.875,2724.43157780741,14,13,-9.558584389151516,-1.7546969903278808,0.05141732084485368,0.06494819475139413,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,52,MERRA2_i260_j118,40.0,-106.25,2702.5972164633613,13,12,-7.377219393410825,-1.4231615520569356,0.09008226263362677,0.10809871516035212,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,53,MERRA2_i260_j119,40.0,-105.625,2863.9971152444764,14,13,-21.509174678885348,-5.334763117011296,6.774966532322852e-05,0.00034842685023374673,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,54,MERRA2_i260_j120,40.0,-105.0,1621.5435204494975,14,13,-9.147147156627499,-1.7581944176465036,0.05110903587725104,0.06494819475139413,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,55,MERRA2_i260_j121,40.0,-104.375,1522.5828024624645,14,13,-15.038482597436616,-2.772514346979792,0.00792061028330638,0.014622665138411777,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,56,MERRA2_i261_j114,40.5,-108.75,2048.9312863925375,14,13,-35.751376977196244,-6.807400266230981,6.241832519785276e-06,9.606524036362306e-05,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,57,MERRA2_i261_j115,40.5,-108.125,1965.5353978139033,14,13,-35.178331868159866,-7.515523753703108,2.2005751377414288e-06,7.922070495869143e-05,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,58,MERRA2_i261_j116,40.5,-107.5,2107.791527146766,14,13,-8.087070733539155,-1.764714818983222,0.05053867401556369,0.06494819475139413,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,59,MERRA2_i261_j117,40.5,-106.875,2503.249935644131,14,13,-9.331123066783036,-1.60592547533216,0.06614853573029182,0.08072363682340697,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,60,MERRA2_i261_j118,40.5,-106.25,2710.986315146349,14,13,-4.804650810273501,-0.7977146816213543,0.21968241298962954,0.23260490787137245,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,61,MERRA2_i261_j119,40.5,-105.625,2863.8484124951624,14,13,-10.82717573563175,-2.427776159540499,0.015228854754923025,0.024919944144419493,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,62,MERRA2_i261_j120,40.5,-105.0,1612.870672365783,14,13,-10.52599554139658,-2.1035978996500737,0.027724621552928035,0.040738219424710585,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,63,MERRA2_i261_j121,40.5,-104.375,1460.0069473534136,14,13,-7.498334431516345,-2.0170541018248946,0.03241379876584862,0.04488064444502116,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,64,MERRA2_i262_j114,41.0,-108.75,2182.868326985644,14,13,-31.826329035109385,-6.150155388875971,1.743438783969238e-05,0.00012552759244578514,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,65,MERRA2_i262_j115,41.0,-108.125,2027.287763586794,14,13,-31.345294259226762,-6.175797157854367,1.673096092030043e-05,0.00012552759244578514,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,66,MERRA2_i262_j116,41.0,-107.5,2197.076391058642,13,12,-12.472198312171525,-2.653488709512413,0.010521506589439188,0.018476792059502964,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,67,MERRA2_i262_j117,41.0,-106.875,2671.1548611205653,14,13,-7.344385450572476,-1.147173391216369,0.13599249754949883,0.15063784343944486,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,68,MERRA2_i262_j118,41.0,-106.25,2610.309124740614,14,13,1.10253369502033,0.2281484666184051,0.5884599080894635,0.605273048320591,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,69,MERRA2_i262_j119,41.0,-105.625,2436.1333624152535,14,13,-5.503887032198337,-0.9329796979615723,0.18391787510516716,0.19764308966525426,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,70,MERRA2_i262_j120,41.0,-105.0,1930.031616094228,14,13,-1.037861143841279,-0.3666039224440069,0.35990610444086657,0.3755541959382956,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
December,12,71,MERRA2_i262_j121,41.0,-104.375,1650.6154523714706,14,13,-3.4590337286355397,-1.114900612206576,0.14254002930589835,0.15549821378825274,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,0,MERRA2_i254_j114,37.0,-108.75,1683.9430638942265,14,13,-4.149389175443422,-0.9632681217809899,0.17649494077158917,0.23231648484264875,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,1,MERRA2_i254_j115,37.0,-108.125,1943.8017920771688,14,13,-19.53408456927363,-3.827878026024142,0.0010467740827659459,0.0025988873779016586,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,2,MERRA2_i254_j116,37.0,-107.5,2055.221174798817,14,13,-24.679069569410615,-4.491567508538418,0.0003032910002521458,0.0009925887280979317,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,3,MERRA2_i254_j117,37.0,-106.875,2446.972072853058,14,13,-28.349394994218148,-5.207844413290822,8.438608850376458e-05,0.0003197788616984763,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,4,MERRA2_i254_j118,37.0,-106.25,2832.8863690295047,14,13,-22.938004204035284,-3.605697091932691,0.0015984193936407682,0.0035512281557345624,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,5,MERRA2_i254_j119,37.0,-105.625,2523.8219254802293,14,13,-34.84663679196176,-5.771150510964869,3.238961580372441e-05,0.00013717954928636219,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,6,MERRA2_i254_j120,37.0,-105.0,2658.6252219488133,14,13,-22.516642100542878,-8.059899689221295,1.0303001293139285e-06,1.0597372758657551e-05,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,7,MERRA2_i254_j121,37.0,-104.375,2096.9248310645203,14,13,-17.016778532179927,-6.156603719761375,1.7254607947239867e-05,0.00010016512114115111,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,8,MERRA2_i255_j114,37.5,-108.75,2020.9130825493096,14,13,-24.04393539649973,-5.260372685094801,7.703463832576935e-05,0.0003081385533030774,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,9,MERRA2_i255_j115,37.5,-108.125,2698.1766625195414,14,13,-14.38949235880156,-3.40337144653982,0.0023558514042751745,0.004711702808550349,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,10,MERRA2_i255_j116,37.5,-107.5,2987.0102242346966,14,13,-11.963770673955862,-2.553249983980951,0.012022149119563076,0.019672607650194126,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,11,MERRA2_i255_j117,37.5,-106.875,3049.4010293297697,14,13,-8.306011782515329,-1.4690639521850377,0.08279775233178806,0.11922876335777481,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,12,MERRA2_i255_j118,37.5,-106.25,2650.444743771183,14,13,-22.551121445467924,-3.2540388974608585,0.0031396152943874945,0.005948744768313148,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,13,MERRA2_i255_j119,37.5,-105.625,2479.4527521812706,14,13,-29.97250942305212,-4.932824371690263,0.00013682611586899083,0.000492574017128367,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,14,MERRA2_i255_j120,37.5,-105.0,2478.100111711585,14,13,-27.256216825438315,-8.135516617689314,9.298135539868151e-07,1.0597372758657551e-05,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,15,MERRA2_i255_j121,37.5,-104.375,1791.3043617704584,14,13,-10.702630732699273,-3.5281911279884977,0.0018540730316694515,0.003926272302358838,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,16,MERRA2_i256_j114,38.0,-108.75,2054.111282038443,14,13,-11.452058749134878,-1.681205653852621,0.0582878587432304,0.08564746590842019,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,17,MERRA2_i256_j115,38.0,-108.125,2707.096060061232,14,13,-14.521865514095877,-2.2511543342635525,0.021158569276639384,0.0324131274025114,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,18,MERRA2_i256_j116,38.0,-107.5,3291.8061166794255,14,13,2.101591319117059,0.4799826228823789,0.6803924968450712,0.7901332221426633,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,19,MERRA2_i256_j117,38.0,-106.875,3217.4978107489546,14,13,-1.8574635363781753,-0.3357368357273258,0.37121300909556554,0.4772738688371557,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,20,MERRA2_i256_j118,38.0,-106.25,2649.126684523041,14,13,-29.02634707821334,-4.191743100857177,0.0005278413088781851,0.0015201829695691731,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,21,MERRA2_i256_j119,38.0,-105.625,2662.4914559781278,14,13,-41.58219455917138,-7.219620119633204,3.3754433877657206e-06,2.6600629488489847e-05,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,22,MERRA2_i256_j120,38.0,-105.0,2260.7425293824126,14,13,-22.416387972572103,-6.705554756113695,7.290769383725134e-06,4.772139960256452e-05,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,23,MERRA2_i256_j121,38.0,-104.375,1546.8511619427384,14,13,-8.717394531126782,-3.462209255237875,0.0021041681699680978,0.00432857452107723,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,24,MERRA2_i257_j114,38.5,-108.75,2088.296191174692,14,13,-14.894100499667259,-2.426539765481662,0.015264215942051192,0.024422745507281907,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,25,MERRA2_i257_j115,38.5,-108.125,2109.257675297577,14,13,-22.52861721652066,-4.46562337987926,0.0003180594424808573,0.0009956643416792054,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,26,MERRA2_i257_j116,38.5,-107.5,2560.8038430549223,14,13,-30.450811515092816,-4.764454247752724,0.0001848479514003121,0.0006337644048010701,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,27,MERRA2_i257_j117,38.5,-106.875,2784.0967419618746,14,13,-19.815292826392987,-3.175285396625445,0.003653562190646418,0.0065764119431635515,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,28,MERRA2_i257_j118,38.5,-106.25,3022.522471682309,14,13,-16.450837670825916,-3.5962227707088807,0.001627646238045008,0.0035512281557345624,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,29,MERRA2_i257_j119,38.5,-105.625,2556.213241342755,14,13,-25.94194906754374,-8.085977069646622,9.944005388422097e-07,1.0597372758657551e-05,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,30,MERRA2_i257_j120,38.5,-105.0,1987.37523215676,14,13,-6.5786461508099014,-3.711953660870797,0.0013049475755522375,0.00313187418132537,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,31,MERRA2_i257_j121,38.5,-104.375,1593.997839292177,14,13,0.02476394189780638,0.018422920857541086,0.5072093889830679,0.6296392414962222,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,32,MERRA2_i258_j114,39.0,-108.75,1930.8552799548654,14,13,-29.187700493646222,-6.07362561289842,1.972530806320669e-05,0.00010144444146792011,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,33,MERRA2_i258_j115,39.0,-108.125,2093.3591225916857,14,13,-8.010058966600713,-1.0062898381952532,0.1663199909483138,0.22876114856294302,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,34,MERRA2_i258_j116,39.0,-107.5,2576.5654673492904,14,13,-13.507144720801147,-1.9508449021602436,0.03648366886240078,0.05472550329360117,True,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,35,MERRA2_i258_j117,39.0,-106.875,3225.8618698354226,14,13,6.13942153724494,1.8397758003222604,0.9556295668990883,0.9999995783183242,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,36,MERRA2_i258_j118,39.0,-106.25,3220.387264335259,14,13,3.2648965976337814,1.3036777190352073,0.8925210278861734,0.9999995783183242,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,37,MERRA2_i258_j119,39.0,-105.625,2800.2762848661123,14,13,-38.622514361326246,-7.86376816779608,1.3487164885473118e-06,1.2138448396925806e-05,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,38,MERRA2_i258_j120,39.0,-105.0,2490.158779910293,14,13,-29.732047207099157,-10.257363575520591,6.693791247217031e-08,1.3184438926506832e-06,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,39,MERRA2_i258_j121,39.0,-104.375,1982.2155673833213,14,13,-14.049791095881815,-3.3793032822601607,0.0024673692060988416,0.004801367103759909,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,40,MERRA2_i259_j114,39.5,-108.75,2085.661016962659,14,13,-39.04909827440806,-10.486181757826094,5.172007768104633e-08,1.3184438926506832e-06,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,41,MERRA2_i259_j115,39.5,-108.125,2196.5933863488303,14,13,-18.553119785053894,-2.5684894876471187,0.011680268571081204,0.019557659002740622,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,42,MERRA2_i259_j116,39.5,-107.5,2400.0384499158567,14,13,-5.138584559019038,-0.9592638158114024,0.17746398147702336,0.23231648484264875,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,43,MERRA2_i259_j117,39.5,-106.875,2633.919937024972,14,13,7.947881427440406,2.6261875061544813,0.9895307250134472,0.9999995783183242,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,44,MERRA2_i259_j118,39.5,-106.25,3254.665451851753,14,13,4.030188244690747,1.5793918543093255,0.9308695130156058,0.9999995783183242,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,45,MERRA2_i259_j119,39.5,-105.625,3053.0094584120475,14,13,-11.469664634760013,-3.986306604958871,0.0007757934621915862,0.001994897474206936,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,46,MERRA2_i259_j120,39.5,-105.0,1961.0965838367633,14,13,-23.50199291348981,-6.127378516737371,1.8085369094930062e-05,0.00010016512114115111,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,47,MERRA2_i259_j121,39.5,-104.375,1808.7792639044665,14,13,-24.794989654408237,-4.379503938505734,0.0003726432805464516,0.001117929841639355,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,48,MERRA2_i260_j114,40.0,-108.75,1927.048761447208,14,13,-44.15039341018651,-10.178401252393451,7.324688292503796e-08,1.3184438926506832e-06,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,49,MERRA2_i260_j115,40.0,-108.125,2104.4218107354122,14,13,-26.142181597311346,-4.148452170883051,0.0005722643103056571,0.0015847319362310504,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,50,MERRA2_i260_j116,40.0,-107.5,2723.6856576852583,14,13,1.352354093198485,0.28121249163374845,0.6085132150233685,0.7302158580280422,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,51,MERRA2_i260_j117,40.0,-106.875,2724.43157780741,14,13,5.170326573275756,1.4184254005851042,0.9102037102288137,0.9999995783183242,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,52,MERRA2_i260_j118,40.0,-106.25,2702.5972164633613,13,12,2.4078606553450896,0.6316618358690458,0.7302725267372168,0.834597173413962,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,53,MERRA2_i260_j119,40.0,-105.625,2863.9971152444764,14,13,-15.05481545940725,-4.126720078964029,0.0005959975633019633,0.001589326835471902,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,54,MERRA2_i260_j120,40.0,-105.0,1621.5435204494975,14,13,-17.15650695317959,-3.2246238227515063,0.003322506662735296,0.006133858454280547,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,55,MERRA2_i260_j121,40.0,-104.375,1522.5828024624645,14,13,-24.58580053681216,-3.6741196857163887,0.0014025766413110195,0.003257597360464303,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,56,MERRA2_i261_j114,40.5,-108.75,2048.9312863925375,14,13,-47.2210594687066,-12.416645967362987,6.931247884034237e-09,4.990498476504651e-07,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,57,MERRA2_i261_j115,40.5,-108.125,1965.5353978139033,14,13,-34.17605921875811,-5.8734388928165036,2.7349498799147357e-05,0.0001230727445961631,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,58,MERRA2_i261_j116,40.5,-107.5,2107.791527146766,14,13,-1.1533425460780347,-0.2881327624511526,0.3888938204179964,0.4912342994753639,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,59,MERRA2_i261_j117,40.5,-106.875,2503.249935644131,13,12,6.225284897345012,1.9500021484316783,0.9625362611410625,0.9999995783183242,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,60,MERRA2_i261_j118,40.5,-106.25,2710.986315146349,14,13,7.17142914850853,3.0886807852995517,0.9956835888786053,0.9999995783183242,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,61,MERRA2_i261_j119,40.5,-105.625,2863.8484124951624,14,13,-3.488118565538877,-1.0173988757343093,0.16376269818424816,0.22876114856294302,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,62,MERRA2_i261_j120,40.5,-105.0,1612.870672365783,14,13,-17.27284449320149,-3.101157800409968,0.004213982417571758,0.007400164245491868,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,63,MERRA2_i261_j121,40.5,-104.375,1460.0069473534136,14,13,-18.56621119852124,-2.7167056008739388,0.00881167575413937,0.01510572986423892,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,64,MERRA2_i262_j114,41.0,-108.75,2182.868326985644,14,13,-29.754849929687087,-7.158110023929782,3.6945318734013677e-06,2.6600629488489847e-05,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,65,MERRA2_i262_j115,41.0,-108.125,2027.287763586794,14,13,-27.109070875787843,-5.919862442049375,2.5340812630494188e-05,0.0001216359006263721,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,66,MERRA2_i262_j116,41.0,-107.5,2197.076391058642,14,13,1.0772027887484885,0.2682174214880631,0.6036295621649856,0.7302158580280422,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,67,MERRA2_i262_j117,41.0,-106.875,2671.1548611205653,13,12,12.35130181482833,9.231828120585417,0.9999995783183241,0.9999995783183242,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,68,MERRA2_i262_j118,41.0,-106.25,2610.309124740614,14,13,12.083556181579665,6.708064995947901,0.999992737212043,0.9999995783183242,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,69,MERRA2_i262_j119,41.0,-105.625,2436.1333624152535,14,13,1.5956804528176838,0.4060229318641144,0.6543351085746378,0.7723299642192447,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,70,MERRA2_i262_j120,41.0,-105.0,1930.031616094228,14,13,-3.342050143086623,-0.9973721208760227,0.16839362324772195,0.22876114856294302,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
January,1,71,MERRA2_i262_j121,41.0,-104.375,1650.6154523714706,14,13,-11.330001087621568,-2.378511402373307,0.016700349891303305,0.02613967809073561,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,0,MERRA2_i254_j114,37.0,-108.75,1683.9430638942265,14,13,-0.3893053760436845,-0.2726641307355771,0.3946972322334342,0.47363667868012105,False,False,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,1,MERRA2_i254_j115,37.0,-108.125,1943.8017920771688,14,13,-15.068634548450214,-3.310835598233912,0.002814571687899177,0.004712771198342808,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,2,MERRA2_i254_j116,37.0,-107.5,2055.221174798817,14,13,-25.843355460696703,-5.225820470550207,8.179106034949507e-05,0.0001840298857863639,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,3,MERRA2_i254_j117,37.0,-106.875,2446.972072853058,14,13,-40.72440556021319,-8.871650952351242,3.5412498070502105e-07,2.549699861076152e-06,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,4,MERRA2_i254_j118,37.0,-106.25,2832.8863690295047,14,13,-28.335333835778723,-6.018604568436534,2.1567022921051716e-05,6.211302601262895e-05,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,5,MERRA2_i254_j119,37.0,-105.625,2523.8219254802293,14,13,-25.84142974078507,-6.6736378325878665,7.656651479560356e-06,2.7563945326417284e-05,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,6,MERRA2_i254_j120,37.0,-105.0,2658.6252219488133,14,13,-27.148319189490135,-9.952761676760666,9.504025356509004e-08,1.088607629093447e-06,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,7,MERRA2_i254_j121,37.0,-104.375,2096.9248310645203,14,13,-15.098046181377011,-4.854743846687328,0.00015723763466178307,0.0003234602770185252,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,8,MERRA2_i255_j114,37.5,-108.75,2020.9130825493096,14,13,-24.421722120502967,-6.093756479177649,1.9093510707200286e-05,5.7280532121600865e-05,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,9,MERRA2_i255_j115,37.5,-108.125,2698.1766625195414,14,13,-15.570675645397447,-6.639571015444263,8.06867939264992e-06,2.766404363194258e-05,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,10,MERRA2_i255_j116,37.5,-107.5,2987.0102242346966,14,13,-13.355859767984919,-3.4784170973265454,0.0020397364865540886,0.0035819762690705945,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,11,MERRA2_i255_j117,37.5,-106.875,3049.4010293297697,14,13,-13.465756834622585,-2.761849436305808,0.008083772554478787,0.01265286138961897,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,12,MERRA2_i255_j118,37.5,-106.25,2650.444743771183,14,13,-22.121767187060215,-5.988092231747948,2.266560363557604e-05,6.276628699082596e-05,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,13,MERRA2_i255_j119,37.5,-105.625,2479.4527521812706,14,13,-16.74315513300827,-5.105300388799445,0.00010092926963210916,0.00022020931556096545,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,14,MERRA2_i255_j120,37.5,-105.0,2478.100111711585,14,13,-34.26745190942611,-12.150225221071302,8.999057112770332e-09,2.444950640785225e-07,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,15,MERRA2_i255_j121,37.5,-104.375,1791.3043617704584,14,13,-7.888753584428072,-2.8175015477288468,0.007267216026295199,0.011891808043028506,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,16,MERRA2_i256_j114,38.0,-108.75,2054.111282038443,14,13,-19.121429660255412,-5.58288942939168,4.4387502114456276e-05,0.00011836667230521673,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
February,2,17,MERRA2_i256_j115,38.0,-108.125,2707.096060061232,14,13,-10.385577534459516,-2.1851040162921667,0.023893028914918735,0.033082655420656706,True,True,WY2010-WY2023,mean MERRA2_minus_MODSCAG bias < 0
