checkpoint_schema,config_fingerprint,calendar_month,level,slot,cell_id,sum_w,sum_w_fsca,valid_pixels,expected_pixels,observed_pixels,n_cell_days,n_days,n_calendar_days,mean_modis_fsca_pct,domain,modscag_product,aggregation
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,0,MERRA2_i254_j114,402054.0,41610.67999999999,402054,445532,332498,31,31,31,10.349525188158802,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,1,MERRA2_i254_j115,405904.0,148617.54999999722,405904,445687,188746,31,31,31,36.61396537112155,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,2,MERRA2_i254_j116,108809.0,81329.33000000082,108809,115008,95536,8,8,31,74.74503947283849,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,3,MERRA2_i254_j117,70305.0,63978.08999999943,70305,71885,63206,5,5,31,91.00076808192793,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,4,MERRA2_i254_j118,170415.0,157893.80999999135,170415,186836,92980,13,13,31,92.65253058709114,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,5,MERRA2_i254_j119,419255.0,372347.229999992,419255,445625,192174,31,31,31,88.81163730903437,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,6,MERRA2_i254_j120,436507.0,283374.2899999939,436507,445718,228831,31,31,31,64.91861298902283,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,7,MERRA2_i254_j121,442314.0,174237.92999999726,442314,445656,272589,31,31,31,39.392361535017486,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,8,MERRA2_i255_j114,96003.0,73687.99999999758,96003,99953,78765,7,7,31,76.75593471037112,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,9,MERRA2_i255_j115,181697.0,157359.47000000053,181697,199948,83385,14,14,31,86.60543101977497,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,10,MERRA2_i255_j116,79848.0,72375.43000000279,79848,85668,62266,6,6,31,90.64150636209145,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,11,MERRA2_i255_j117,65285.0,59662.87999999996,65285,71400,48215,5,5,31,91.38834341732398,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,12,MERRA2_i255_j118,395820.0,357935.61999998067,395820,442680,168963,31,31,31,90.4288868677633,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,13,MERRA2_i255_j119,412578.0,362334.37999998004,412578,442804,172973,31,31,31,87.82203122802962,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,14,MERRA2_i255_j120,418590.0,223388.16999999413,418590,442587,206332,31,31,31,53.366819560905455,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,15,MERRA2_i255_j121,442327.0,175773.91999999585,442327,442773,236910,31,31,31,39.738455938705044,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,16,MERRA2_i256_j114,78353.0,38349.7699999991,78353,85110,58254,6,6,31,48.944864906256434,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,17,MERRA2_i256_j115,75577.0,66826.8399999997,75577,85110,46683,6,6,31,88.42219193669993,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
1,9db36ceaf0069abac450ee37a02d2fe22dae530bbec3fde4e36fc6d67f4389ad,2017-01,cell,18,MERRA2_i256_j116,180048.0,162701.2499999891,180048,198590,80575,14,14,31,90.36548587042849,"centers:-109,-104E;37,41N",STC_MODSCGDRF_HIST_v1:snow_fraction,equal_area_MODIS_pixel_center_to_MERRA2_cell
